puma,state,hh_total,moe_total,hh_utilgas,moe_utilgas,hh_othergas,moe_othergas,hh_elec,moe_elec,hh_fok,moe_fok,hh_coal,moe_coal,hh_wood,moe_wood,hh_solar,moe_solar,hh_other,moe_other,hh_none,moe_none
puma_0100100,AL,76250,721,25078,802,6910,512,42664,1034,393,135,0,28,998,183,0,28,65,49,142,72
puma_0100200,AL,63358,872,6945,573,7025,500,48558,927,150,85,0,28,471,128,2,4,85,61,122,67
puma_0100301,AL,46449,664,14463,687,589,149,31012,900,83,49,0,28,228,139,0,28,0,28,74,55
puma_0100302,AL,43074,698,15204,606,607,127,26812,771,145,84,0,28,164,89,0,28,22,23,120,50
puma_0100400,AL,46747,727,5156,387,9427,563,30280,817,238,80,0,28,1520,271,0,28,39,25,87,49
puma_0100500,AL,43964,555,10158,562,4701,378,28024,782,218,102,0,28,709,168,0,28,54,36,100,65
puma_0100600,AL,59499,675,13667,612,6031,505,38481,947,320,99,2,4,834,188,2,4,53,48,109,57
puma_0100700,AL,40831,611,5530,432,6545,468,27295,751,208,103,53,58,1056,252,0,28,24,22,120,70
puma_0100800,AL,52001,695,11194,670,6160,583,32933,899,176,103,19,30,1268,274,1,2,79,55,171,110
puma_0100900,AL,40560,583,17178,606,2839,334,19696,753,62,61,0,28,672,173,0,28,9,13,104,78
puma_0101000,AL,63366,780,11911,724,13162,734,35546,935,309,104,0,28,2305,314,0,28,91,58,42,34
puma_0101100,AL,45764,593,15331,600,3341,353,26179,791,66,44,0,28,686,175,0,28,66,45,95,73
puma_0101200,AL,73624,719,29488,693,3120,327,40263,928,91,58,24,27,488,153,0,28,77,52,73,53
puma_0101301,AL,40892,742,25524,740,521,116,14482,716,211,103,0,28,61,42,20,22,0,28,73,46
puma_0101302,AL,43909,928,24746,704,437,137,18310,843,96,61,3,5,83,75,0,28,98,85,136,76
puma_0101303,AL,66911,894,40114,783,614,141,25931,828,14,22,0,28,77,47,0,28,68,61,93,74
puma_0101304,AL,66006,787,34861,879,1509,237,29201,1008,142,116,0,28,186,70,0,28,2,3,105,64
puma_0101305,AL,41537,643,23862,631,1312,218,15914,694,228,103,5,9,154,79,21,26,6,10,35,26
puma_0101400,AL,48774,696,9962,516,5993,489,31189,801,81,57,44,30,1351,240,0,28,35,26,119,50
puma_0101500,AL,36913,693,8204,447,3635,373,24309,785,128,101,0,28,509,108,0,28,39,29,89,50
puma_0101600,AL,39028,748,14417,628,358,122,24091,820,28,27,0,28,65,40,0,28,0,28,69,41
puma_0101700,AL,49844,693,13522,575,9030,471,25731,730,199,103,10,18,1092,211,13,20,86,70,161,81
puma_0101800,AL,50839,657,8244,576,9534,637,31727,902,118,58,0,28,1057,195,12,21,46,30,101,49
puma_0101900,AL,55350,723,10849,542,3500,436,40400,837,67,51,10,15,340,137,0,28,0,28,184,84
puma_0102000,AL,76662,948,43315,1013,986,211,31938,1196,83,53,0,28,182,100,0,28,9,16,149,75
puma_0102100,AL,64416,811,16466,642,9690,672,37338,982,92,67,0,28,551,131,0,28,89,59,190,78
puma_0102200,AL,52408,874,8042,509,8029,476,34328,901,90,45,17,23,1796,273,0,28,33,22,73,55
puma_0102300,AL,47698,583,7001,407,6396,414,33428,658,59,39,0,28,669,121,0,28,32,21,113,58
puma_0102400,AL,55148,766,10140,573,7633,481,36112,870,163,80,0,28,715,142,0,28,123,79,262,104
puma_0102500,AL,76231,734,5623,401,3502,281,66027,769,178,58,2,3,494,114,0,28,39,31,366,82
puma_0102600,AL,72751,994,9081,643,2693,369,60285,1002,92,102,0,28,445,148,0,28,42,34,113,87
puma_0102701,AL,43075,718,26116,713,590,158,16124,679,21,25,0,28,53,35,7,10,27,25,137,55
puma_0102702,AL,43208,731,19284,741,340,117,23416,740,0,28,0,28,35,32,7,11,16,24,110,76
puma_0102703,AL,70489,931,20443,845,1611,271,47621,992,72,38,0,28,436,148,0,28,30,31,276,120
puma_0400100,AZ,33502,735,15777,866,160,78,17489,1008,45,52,0,31,0,31,0,31,0,31,31,33
puma_0400101,AZ,56009,770,17862,769,639,170,37194,973,0,31,0,31,51,59,63,68,16,26,184,94
puma_0400102,AZ,48629,762,6566,420,236,97,41378,804,0,31,0,31,45,37,13,20,19,28,372,125
puma_0400103,AZ,38678,688,4135,419,166,75,33956,769,47,36,0,31,76,68,24,33,0,31,274,105
puma_0400104,AZ,43415,783,6547,553,674,234,35973,689,10,18,0,31,29,29,13,22,6,10,163,80
puma_0400105,AZ,46231,784,15363,658,241,115,30481,833,8,13,0,31,26,28,21,15,13,21,78,45
puma_0400106,AZ,42592,625,8933,505,215,101,33126,774,48,41,0,31,20,23,0,31,0,31,250,106
puma_0400107,AZ,37989,756,20729,710,249,115,16852,743,0,31,0,31,62,100,15,23,10,15,72,59
puma_0400108,AZ,40111,593,6536,448,155,101,33262,607,15,26,0,31,21,30,15,18,17,25,90,56
puma_0400109,AZ,39784,802,7733,579,316,142,31196,954,21,35,0,31,121,123,30,36,7,11,360,119
puma_0400110,AZ,55406,760,16324,803,312,99,38327,934,66,79,0,31,25,29,54,40,100,70,198,90
puma_0400111,AZ,46561,827,11383,610,358,101,34590,896,62,83,0,31,32,28,67,63,33,35,36,44
puma_0400112,AZ,41867,747,19584,757,536,171,21581,724,45,37,0,31,22,20,27,34,42,40,30,35
puma_0400113,AZ,42988,649,10654,594,197,93,31946,743,19,25,0,31,20,22,51,39,0,31,101,51
puma_0400114,AZ,44012,731,10131,583,132,81,33368,790,0,31,0,31,65,53,15,25,0,31,301,113
puma_0400115,AZ,39988,602,8266,555,213,102,31079,811,32,39,0,31,124,90,0,31,17,29,257,104
puma_0400116,AZ,42859,797,14306,650,239,111,27955,905,0,31,0,31,24,22,0,31,20,17,315,94
puma_0400117,AZ,41836,696,13417,515,155,81,28016,937,15,26,11,18,37,54,0,31,6,11,179,84
puma_0400118,AZ,38909,742,11836,556,301,110,25894,784,30,31,0,31,173,98,27,29,65,61,583,130
puma_0400119,AZ,28702,507,7439,470,137,65,20569,585,0,31,0,31,60,60,25,29,35,45,437,124
puma_0400120,AZ,39253,606,5661,410,132,70,33224,662,0,31,0,31,33,44,44,44,32,39,127,63
puma_0400121,AZ,34720,695,9440,715,147,83,24499,964,7,14,0,31,116,123,0,31,6,9,505,152
puma_0400122,AZ,28441,599,6969,450,122,55,20852,708,0,31,0,31,121,68,5,9,65,52,307,105
puma_0400123,AZ,29269,594,5482,416,98,61,23421,662,5,11,0,31,0,31,0,31,8,13,255,84
puma_0400124,AZ,32388,702,8888,583,266,114,22999,703,0,31,0,31,0,31,16,18,5,9,214,98
puma_0400125,AZ,36285,522,11442,637,254,117,24237,646,44,48,0,31,22,26,29,31,11,17,246,107
puma_0400126,AZ,45656,746,7952,464,99,53,37355,806,0,31,0,31,35,39,44,40,17,28,154,70
puma_0400127,AZ,41323,618,10320,572,263,112,30623,746,0,31,0,31,15,24,18,21,0,31,84,52
puma_0400128,AZ,37899,725,8913,555,201,146,28434,861,10,16,0,31,128,78,27,26,0,31,186,113
puma_0400129,AZ,35980,736,18461,761,568,155,16640,824,0,31,0,31,91,83,42,30,0,31,178,103
puma_0400130,AZ,56746,1029,17954,736,366,147,38111,909,15,24,0,31,17,24,0,31,15,24,268,113
puma_0400131,AZ,36237,794,19160,707,260,130,16591,692,29,59,0,31,93,90,18,22,14,22,72,55
puma_0400132,AZ,32571,699,14452,829,268,106,17521,850,0,31,0,31,104,85,99,92,38,5,89,96
puma_0400133,AZ,32333,779,11205,712,294,136,20465,795,35,46,0,31,93,64,16,21,16,25,209,113
puma_0400134,AZ,32980,740,7538,610,1262,223,23677,759,13,16,0,31,192,87,39,32,32,33,227,109
puma_0400201,AZ,34098,730,17818,673,2583,355,12477,635,32,30,0,31,818,176,0,31,84,69,286,123
puma_0400202,AZ,44219,784,25064,769,2341,396,16077,656,1,8,0,31,292,132,122,79,44,46,278,129
puma_0400203,AZ,43564,613,26157,634,623,148,16541,614,3,6,0,31,152,83,6,9,36,43,46,34
puma_0400204,AZ,47263,686,24930,789,376,112,21582,667,12,20,0,31,151,70,43,34,44,51,125,44
puma_0400205,AZ,43246,737,26750,732,2220,312,13930,716,22,27,0,31,200,84,41,38,50,47,33,30
puma_0400206,AZ,49760,734,25112,709,381,103,23786,736,54,52,0,31,53,47,55,45,31,38,288,129
puma_0400207,AZ,42034,739,20344,783,427,109,20612,837,91,71,0,31,157,73,0,31,22,35,381,134
puma_0400208,AZ,32370,580,17624,714,313,116,13532,605,0,31,0,31,137,75,38,33,46,47,680,186
puma_0400209,AZ,46260,703,29929,695,381,126,15544,727,26,29,0,31,35,28,65,46,61,46,219,91
puma_0400300,AZ,53902,765,12716,599,7749,497,9242,576,112,65,200,54,22879,652,60,50,853,155,91,41
puma_0400400,AZ,45718,845,23458,834,4057,406,9668,625,34,30,19,35,7716,513,154,76,473,179,139,91
puma_0400500,AZ,91168,1090,47238,1376,15417,941,22672,1213,134,65,0,31,4189,530,242,140,895,237,381,172
puma_0400600,AZ,90852,1448,30303,994,6064,581,49210,1351,86,70,13,13,2425,355,49,31,1631,376,1071,283
puma_0400700,AZ,70111,1118,14344,876,4165,482,39671,996,41,51,0,31,309,125,38,32,120,92,11423,830
puma_0400800,AZ,38729,788,19983,727,3344,381,11884,760,35,40,9,16,2848,354,24,34,480,135,122,60
puma_0400803,AZ,43649,1070,10381,754,1220,315,31792,1093,12,19,0,31,126,132,14,22,15,25,89,64
puma_0400805,AZ,33439,889,14925,754,1133,253,16868,871,0,31,0,31,282,135,0,31,71,53,160,105
puma_0400807,AZ,41489,869,15797,880,1337,245,23963,945,0,31,0,31,141,105,0,31,0,31,251,112
puma_0400900,AZ,63138,1004,31549,917,8876,533,19820,723,136,74,0,31,1676,282,169,87,451,146,461,163
puma_0500100,AR,81380,989,39444,923,6605,494,30914,1184,112,77,0,28,3710,395,18,21,405,153,172,111
puma_0500200,AR,77687,777,40371,868,3565,348,30488,1093,48,39,0,28,2910,329,7,10,156,67,142,81
puma_0500300,AR,64377,846,16543,553,12199,587,26320,805,153,61,18,28,8837,535,23,24,192,74,92,53
puma_0500400,AR,55326,738,9284,431,14611,677,23847,738,167,70,0,28,7001,501,20,25,281,107,115,77
puma_0500500,AR,70737,784,25396,996,8818,451,32757,991,144,49,38,60,3299,269,0,28,134,65,151,84
puma_0500600,AR,39575,505,20818,658,2704,263,15549,642,46,43,0,28,294,98,0,28,75,37,89,68
puma_0500700,AR,40406,692,17476,651,5715,391,16122,636,103,62,0,28,855,145,11,13,39,38,85,82
puma_0500800,AR,43034,525,15147,664,4540,389,21424,732,18,26,0,28,1816,252,6,7,42,24,41,30
puma_0500900,AR,78913,876,45240,1028,2034,308,30816,992,57,53,0,28,544,155,41,50,72,80,109,59
puma_0501000,AR,76603,955,45789,1177,767,165,29662,1061,30,34,0,28,150,79,0,28,64,56,141,102
puma_0501100,AR,67323,787,23293,769,3110,319,39244,883,102,76,0,28,1451,223,0,28,66,43,57,34
puma_0501200,AR,41274,504,18425,535,1582,220,20020,681,46,46,0,28,1125,179,15,24,11,18,50,40
puma_0501300,AR,52467,680,13992,564,3402,295,30691,708,73,55,0,28,3866,341,0,28,261,112,182,86
puma_0501400,AR,72053,786,34982,988,2242,319,32204,1206,142,78,1,3,2272,323,0,28,104,74,106,68
puma_0501500,AR,38364,578,10663,517,3757,299,19470,624,32,35,0,28,4161,372,12,19,209,93,60,44
puma_0501600,AR,64003,1029,21232,858,4754,384,34172,1045,95,50,0,28,3451,403,0,28,172,89,127,70
puma_0501700,AR,39675,620,18086,594,1853,257,18534,689,142,106,0,28,848,188,0,28,126,70,86,53
puma_0501800,AR,41884,581,14571,590,5524,412,19553,776,46,25,0,28,1670,203,6,11,473,148,41,31
puma_0501900,AR,42268,625,20213,608,3206,333,16962,638,31,27,0,28,1649,212,0,28,97,61,110,53
puma_0502000,AR,41448,657,17390,650,2329,282,19528,713,18,22,0,28,2059,260,7,11,98,54,19,16
puma_0600101,CA,52236,708,41429,747,575,127,8885,563,90,50,0,30,199,78,126,56,235,106,697,180
puma_0600102,CA,69151,713,37206,940,632,159,28090,817,62,42,0,30,284,131,89,55,396,144,2392,276
puma_0600103,CA,54843,806,42421,905,544,135,11018,689,72,59,8,12,259,114,113,63,82,58,326,116
puma_0600104,CA,38649,610,26915,787,264,105,9954,644,0,30,0,30,135,85,105,67,91,55,1185,228
puma_0600105,CA,61070,818,43128,964,682,155,16494,758,15,17,0,30,112,62,40,38,58,45,541,183
puma_0600106,CA,45835,813,35448,890,371,117,9176,636,31,38,0,30,316,123,7,11,65,64,421,143
puma_0600107,CA,44238,855,30922,842,373,118,11997,682,21,23,0,30,188,92,0,30,27,19,710,185
puma_0600108,CA,40826,607,31964,742,466,110,7860,560,40,40,0,30,194,136,17,27,0,30,285,113
puma_0600109,CA,62138,782,48768,804,709,195,12001,617,6,10,0,30,231,87,53,41,28,27,342,112
puma_0600110,CA,70193,849,51100,968,824,168,16868,775,144,94,0,30,635,186,201,106,165,85,256,167
puma_0600300,CA,75566,1113,11638,732,27346,1031,13710,895,1839,311,5,9,18082,922,133,74,2470,391,343,132
puma_0600701,CA,43142,742,24335,791,1613,242,13259,724,41,37,0,30,3419,352,6,9,110,71,359,146
puma_0600702,CA,41932,717,20245,716,5810,461,8382,595,147,76,0,30,6729,505,31,32,446,134,142,101
puma_0601100,CA,45787,533,16104,601,7635,490,11141,556,1239,230,24,27,8766,504,40,32,554,160,284,120
puma_0601301,CA,37813,656,27407,763,362,129,8665,664,18,23,0,30,160,81,58,54,70,53,1073,263
puma_0601302,CA,43883,623,35274,635,428,126,7308,449,29,23,5,10,418,130,26,31,6,10,389,143
puma_0601303,CA,49716,743,35750,874,477,118,12332,755,32,34,0,30,600,171,44,39,105,92,376,163
puma_0601304,CA,48581,608,37116,746,354,98,10558,532,0,30,0,30,231,101,48,43,83,63,191,109
puma_0601305,CA,43199,562,32598,800,681,189,9558,643,46,71,0,30,149,76,0,30,34,34,133,105
puma_0601306,CA,44649,630,33214,681,321,117,10598,621,52,63,0,30,243,89,41,29,54,47,126,74
puma_0601307,CA,38716,570,28217,737,449,117,9356,583,0,30,0,30,335,127,49,71,44,40,266,109
puma_0601308,CA,33623,813,22383,899,216,97,10669,760,57,71,0,30,184,82,8,13,38,45,68,66
puma_0601309,CA,32965,698,21567,801,1113,211,9285,727,35,31,0,30,387,145,18,21,428,177,132,116
puma_0601500,CA,52427,714,6087,475,5659,484,12969,597,10632,523,12,11,15845,661,24,22,864,217,335,122
puma_0601700,CA,67846,844,22059,776,19691,745,13259,688,925,214,0,30,10536,662,67,43,1245,261,64,55
puma_0601901,CA,37778,795,20921,717,4253,348,9702,566,66,49,56,47,665,116,56,44,1131,215,928,176
puma_0601902,CA,64882,823,39262,1069,635,165,24333,989,42,36,0,30,401,130,52,46,10,15,147,64
puma_0601903,CA,31450,476,16959,708,361,110,13663,738,4,7,0,30,318,113,0,30,25,40,120,59
puma_0601904,CA,52004,619,32020,849,678,177,17849,808,44,46,0,30,645,179,155,101,191,80,422,131
puma_0601905,CA,28515,501,16327,548,467,138,10964,541,8,13,24,37,262,93,0,30,158,76,305,103
puma_0601906,CA,35001,671,17153,683,1658,182,15431,682,23,27,0,30,401,125,28,31,244,80,63,42
puma_0601907,CA,37452,697,19163,599,6514,412,7654,638,26,30,0,30,2756,280,59,42,941,211,339,133
puma_0602300,CA,53307,732,32199,642,3832,368,6484,479,608,117,4,6,9344,508,26,25,358,97,452,154
puma_0602500,CA,47928,663,12765,733,882,174,31364,890,36,30,21,34,217,75,12,18,142,76,2489,333
puma_0602901,CA,46430,608,35498,650,2228,298,7031,513,56,58,8,13,678,189,97,91,172,99,662,175
puma_0602902,CA,65797,858,52068,915,536,153,12819,696,9,14,0,30,197,77,35,31,0,30,133,76
puma_0602903,CA,47776,650,32919,683,386,95,13632,693,9,16,0,30,305,117,0,30,13,22,512,176
puma_0602904,CA,28717,486,19395,623,467,118,8026,553,11,15,0,30,110,59,14,20,181,91,513,192
puma_0602905,CA,64458,1085,42926,892,7525,476,7504,690,264,129,0,30,3535,408,18,28,2377,414,309,139
puma_0603100,CA,40767,519,30378,612,2084,212,7393,474,11,12,0,30,468,107,0,30,286,102,147,77
puma_0603300,CA,60331,780,13567,710,14757,800,14163,840,6137,474,28,45,10385,617,133,63,766,194,395,127
puma_0603701,CA,40189,481,28693,574,4942,352,4816,428,109,61,0,30,1177,166,9,15,203,87,240,83
puma_0603702,CA,62298,867,48230,988,495,131,12938,756,14,23,0,30,159,85,6,11,16,21,440,149
puma_0603703,CA,49963,924,43272,976,830,155,5091,421,22,35,0,30,494,136,19,25,61,40,174,102
puma_0603704,CA,44356,726,38886,731,692,152,4233,382,6,10,0,30,361,102,10,17,46,32,122,67
puma_0603705,CA,57458,459,40098,668,544,133,15458,694,31,25,0,30,132,71,36,43,0,30,1159,234
puma_0603706,CA,39260,428,28163,620,261,88,8549,532,20,23,0,30,170,75,10,17,0,30,2087,293
puma_0603707,CA,33401,545,20785,775,207,68,7691,536,94,65,0,30,168,87,21,26,20,24,4415,447
puma_0603708,CA,40622,384,31150,750,258,84,7584,516,19,21,0,30,111,65,32,32,38,63,1430,268
puma_0603709,CA,40246,418,33921,620,380,133,5455,467,59,78,12,19,136,76,15,24,62,77,206,92
puma_0603710,CA,45324,722,32254,753,366,88,10055,534,16,18,31,47,125,70,10,16,35,37,2432,314
puma_0603711,CA,55565,719,44760,691,408,136,9285,498,49,50,0,30,144,93,28,28,12,21,879,236
puma_0603712,CA,37815,648,25138,759,282,121,9186,571,10,17,0,30,277,95,0,30,77,56,2845,369
puma_0603713,CA,31979,508,25782,576,348,100,5366,377,0,30,0,30,138,83,0,30,16,18,329,113
puma_0603714,CA,33482,492,27752,493,378,96,4847,337,8,13,0,30,46,38,84,72,0,30,367,106
puma_0603715,CA,32139,543,22419,739,373,118,7636,461,0,30,0,30,109,48,0,30,66,63,1536,263
puma_0603716,CA,25425,453,14854,627,137,50,5462,467,39,44,0,30,136,79,3,5,109,63,4685,404
puma_0603717,CA,63105,791,50542,891,870,153,10572,577,39,33,0,30,119,69,29,38,33,32,901,180
puma_0603718,CA,54001,876,37064,829,391,102,15429,798,25,39,0,30,40,38,13,19,37,30,1002,220
puma_0603719,CA,70326,919,50016,1095,762,153,17684,792,25,23,0,30,74,46,31,34,51,51,1683,275
puma_0603720,CA,47426,580,34076,850,335,92,11840,712,28,29,0,30,29,32,0,30,8,14,1110,255
puma_0603721,CA,51450,433,34082,675,409,111,15664,725,8,11,0,30,77,65,9,15,48,51,1153,206
puma_0603722,CA,57478,506,33502,834,525,153,20263,779,36,33,0,30,39,39,16,26,101,76,2996,402
puma_0603723,CA,37575,335,21928,619,292,88,11623,607,0,30,16,25,52,37,73,48,23,24,3568,354
puma_0603724,CA,58959,545,40036,810,405,118,16774,832,23,20,0,30,135,74,110,93,58,45,1418,278
puma_0603725,CA,59283,572,41976,753,375,141,15338,703,0,30,0,30,173,75,48,42,11,17,1362,268
puma_0603726,CA,37128,607,26664,678,2409,332,7356,494,55,71,0,30,295,121,80,89,69,47,200,94
puma_0603727,CA,69718,811,48106,967,614,127,20409,953,37,48,0,30,66,57,20,22,13,21,453,149
puma_0603728,CA,52288,730,34592,884,506,136,14826,708,11,18,0,30,53,38,39,35,73,46,2188,367
puma_0603729,CA,86816,851,52890,1060,664,172,29436,1036,68,50,0,30,37,37,47,43,31,34,3643,479
puma_0603730,CA,72876,745,53112,954,847,162,16978,766,150,70,0,30,38,34,20,31,166,86,1565,242
puma_0603731,CA,59151,887,40096,1037,620,187,17391,860,27,33,0,30,45,40,23,28,54,43,895,187
puma_0603732,CA,77882,713,48233,970,689,220,24539,939,100,58,16,25,123,89,42,37,66,43,4074,426
puma_0603733,CA,43502,481,25440,674,361,90,14997,652,15,23,0,30,89,48,9,14,85,50,2506,284
puma_0603734,CA,72081,598,46314,870,412,132,18920,769,37,33,0,30,77,84,21,20,59,51,6241,487
puma_0603735,CA,59785,557,38941,778,548,136,14129,631,39,43,0,30,164,78,12,15,39,30,5913,486
puma_0603736,CA,41601,739,25223,722,679,148,14400,657,66,69,8,14,68,46,7,11,73,48,1077,232
puma_0603737,CA,36804,585,22870,626,553,132,12172,550,60,46,0,30,38,32,28,30,7,11,1076,189
puma_0603738,CA,32048,569,18300,707,224,78,8418,523,40,47,0,30,55,46,9,16,33,41,4969,368
puma_0603739,CA,51422,630,36621,817,475,131,9715,600,32,37,0,30,168,100,11,19,24,27,4376,476
puma_0603740,CA,36163,685,20924,877,380,125,8026,535,13,21,0,30,122,63,0,30,45,48,6653,481
puma_0603741,CA,34629,621,16023,683,185,76,8170,509,21,22,0,30,121,66,27,24,35,24,10047,535
puma_0603742,CA,30430,452,16434,591,98,51,6499,471,32,38,0,30,44,42,32,29,56,42,7235,479
puma_0603743,CA,30317,401,15847,616,238,79,7870,434,29,41,0,30,87,47,27,25,30,30,6189,499
puma_0603744,CA,51514,672,25360,761,457,140,18768,714,46,34,0,30,39,32,32,33,264,131,6548,412
puma_0603745,CA,26543,372,19113,484,120,49,4120,368,6,9,0,30,34,33,33,23,7,11,3110,302
puma_0603746,CA,30506,463,19072,501,220,77,8575,416,28,24,0,30,49,43,16,19,81,56,2465,252
puma_0603747,CA,58206,654,42868,854,724,165,11598,680,32,29,0,30,20,26,60,49,70,69,2834,368
puma_0603748,CA,80670,780,52721,1063,670,173,24357,916,31,35,0,30,280,140,56,37,60,56,2495,364
puma_0603749,CA,37728,655,24000,777,307,108,10670,613,0,30,0,30,45,33,0,30,24,37,2682,349
puma_0603750,CA,50267,510,33471,742,379,103,11970,650,31,35,0,30,236,135,56,37,57,43,4067,400
puma_0603751,CA,35674,458,22571,595,263,106,6796,458,25,27,0,30,72,70,23,28,32,32,5892,440
puma_0603752,CA,40625,585,21297,746,157,71,13607,602,18,21,12,19,112,69,33,33,38,30,5351,491
puma_0603753,CA,32463,619,22742,758,264,109,7844,565,9,13,0,30,82,62,0,30,20,24,1502,359
puma_0603754,CA,38530,608,29567,567,278,86,6647,432,14,20,0,30,91,60,0,30,20,20,1913,296
puma_0603755,CA,31391,514,23050,665,313,115,6201,412,8,12,9,16,99,77,9,16,35,44,1667,277
puma_0603756,CA,33055,511,18901,646,398,136,12085,583,0,30,0,30,27,26,15,19,28,35,1601,251
puma_0603757,CA,38008,666,24716,738,250,82,7827,455,38,43,0,30,131,96,36,28,14,23,4996,409
puma_0603758,CA,50061,781,35638,1018,402,100,10191,691,13,21,7,15,77,60,58,49,19,28,3656,437
puma_0603759,CA,35873,651,26828,665,356,117,6049,478,100,58,0,30,53,43,10,15,28,35,2449,263
puma_0603760,CA,59134,889,44458,991,401,121,12624,716,49,76,0,30,177,101,99,58,36,33,1290,250
puma_0603761,CA,47209,628,33976,734,479,152,11801,550,26,39,0,30,66,56,9,14,35,57,817,196
puma_0603762,CA,31743,581,24657,664,267,98,5114,482,13,21,0,30,231,115,0,30,0,30,1461,219
puma_0603763,CA,43091,586,29000,659,244,97,11732,714,0,30,0,30,44,33,11,16,89,60,1971,303
puma_0603764,CA,49189,602,38212,744,554,148,9210,608,19,21,0,30,132,72,13,20,8,13,1041,236
puma_0603765,CA,53904,667,40102,843,556,166,12186,712,25,29,0,30,99,56,8,13,54,45,874,224
puma_0603766,CA,32535,477,17843,607,321,110,10215,652,13,21,0,30,52,50,9,13,127,93,3955,423
puma_0603767,CA,57821,586,41014,823,409,129,11139,609,48,41,0,30,170,102,48,35,30,28,4963,497
puma_0603768,CA,41974,603,33092,698,373,137,7763,557,0,30,0,30,17,24,36,45,35,34,658,203
puma_0603769,CA,37031,511,22851,733,305,107,11134,652,48,65,0,30,48,40,10,16,13,21,2622,337
puma_0603900,CA,42063,655,14573,614,10662,522,10112,603,157,89,0,30,4972,476,3,5,741,225,843,190
puma_0604101,CA,42560,595,28648,741,2708,288,9188,665,110,96,0,30,1474,248,82,43,132,64,218,97
puma_0604102,CA,60592,632,44775,950,738,185,14071,819,53,45,0,30,408,131,177,96,16,27,354,157
puma_0604701,CA,29535,651,12037,636,2094,232,13484,618,42,47,0,30,904,174,0,30,698,164,276,114
puma_0604702,CA,44961,651,29544,764,1140,171,12435,649,63,46,12,19,742,127,27,36,639,190,359,123
puma_0605301,CA,65119,827,44006,992,3522,302,14725,748,76,42,0,30,1452,241,20,23,223,83,1095,239
puma_0605302,CA,44371,644,25797,780,1001,186,15786,769,12,21,0,30,617,174,40,40,107,73,1011,238
puma_0605303,CA,32473,577,20239,628,2515,219,6742,574,34,21,21,33,1615,222,38,26,55,30,1214,259
puma_0605500,CA,49209,596,36038,792,2424,242,8749,565,56,37,0,30,1453,249,79,50,165,90,245,91
puma_0605700,CA,42964,657,13933,704,14993,704,5433,464,666,134,37,38,7086,530,63,54,706,175,47,43
puma_0605901,CA,69229,883,56150,1132,696,153,11050,675,27,32,0,30,110,65,41,38,58,51,1097,264
puma_0605902,CA,37705,688,30331,840,471,153,6549,505,15,23,0,30,78,49,28,30,27,24,206,106
puma_0605903,CA,86257,1081,58015,1147,762,170,25985,898,72,49,0,30,234,105,53,42,12,20,1124,234
puma_0605904,CA,73537,954,52548,1089,1033,192,18938,938,22,26,9,14,96,59,48,46,9,14,834,247
puma_0605905,CA,66992,799,48856,900,955,180,15578,811,19,32,0,30,253,105,45,58,116,86,1170,208
puma_0605906,CA,58689,806,46183,949,526,125,11044,644,49,43,13,24,144,69,39,33,61,52,630,146
puma_0605907,CA,61489,886,44082,1010,574,167,15158,800,19,20,0,30,172,90,40,36,26,40,1418,264
puma_0605908,CA,60728,744,43194,748,537,97,16088,662,37,37,0,30,89,66,35,34,31,32,717,165
puma_0605909,CA,41702,532,29911,783,361,111,9809,517,0,30,0,30,48,39,8,14,41,38,1524,243
puma_0605910,CA,54405,685,37459,985,455,147,11732,662,33,48,0,30,136,84,44,35,18,25,4528,459
puma_0605911,CA,44396,747,33745,795,227,84,7942,621,11,17,0,30,43,33,7,12,0,30,2421,356
puma_0605912,CA,51322,671,36984,866,694,157,11384,646,37,35,0,30,97,55,17,18,39,30,2070,324
puma_0605913,CA,41188,690,29494,740,696,154,8263,508,23,28,17,22,127,61,9,15,39,35,2520,333
puma_0605914,CA,73660,849,58220,976,618,149,12364,699,6,11,0,30,160,94,24,27,74,48,2194,321
puma_0605915,CA,32557,497,26328,577,314,112,5751,465,10,16,0,30,59,63,9,16,11,15,75,48
puma_0605916,CA,33442,485,20790,613,360,93,6182,499,38,29,0,30,207,88,36,32,7,12,5822,417
puma_0605917,CA,37706,570,17291,651,292,112,9612,535,15,23,0,30,164,67,6,10,39,39,10287,528
puma_0605918,CA,65262,820,47364,839,708,179,13952,669,11,15,0,30,214,102,37,49,54,41,2922,378
puma_0606101,CA,46969,660,33573,774,700,174,12127,711,41,35,0,30,302,105,29,30,60,40,137,76
puma_0606102,CA,41657,597,28629,774,1430,230,10499,601,42,36,0,30,784,177,118,105,97,79,58,48
puma_0606103,CA,43149,748,19135,709,9998,463,8133,586,367,117,0,30,4723,398,129,63,541,136,123,74
puma_0606501,CA,48962,864,28471,975,2103,328,15827,817,59,42,0,30,255,111,23,24,48,41,2176,345
puma_0606502,CA,54456,1017,36844,842,2442,331,13516,633,59,48,0,30,790,208,70,57,135,77,600,157
puma_0606503,CA,39302,654,29600,707,1613,256,7202,539,42,28,0,30,379,141,29,33,184,112,253,127
puma_0606504,CA,38566,778,30791,668,895,226,6394,585,72,62,0,30,148,76,0,30,109,107,157,77
puma_0606505,CA,55124,933,39094,913,2041,265,12744,777,64,57,9,14,486,164,29,28,174,100,483,150
puma_0606506,CA,50201,910,38034,998,2315,336,8841,585,70,71,0,30,457,139,43,42,207,128,234,92
