puma,state,htg_slope_com_btu_m2_degC
puma_2504800,MA,6.720876506626400
puma_2504901,MA,6.720876506626400
puma_2504902,MA,6.720876506626400
puma_2504903,MA,6.720876506626400
puma_2600100,MI,5.276057363360800
puma_2600200,MI,5.276057363360800
puma_2600300,MI,5.276057363360800
puma_2600400,MI,5.276057363360800
puma_2600500,MI,5.276057363360800
puma_2600600,MI,5.276057363360800
puma_2600700,MI,5.276057363360800
puma_2600801,MI,5.276057363360800
puma_2600802,MI,5.276057363360800
puma_2600900,MI,5.276057363360800
puma_2601001,MI,5.276057363360800
puma_2601002,MI,5.276057363360800
puma_2601003,MI,5.276057363360800
puma_2601004,MI,5.276057363360800
puma_2601100,MI,5.276057363360800
puma_2601200,MI,5.276057363360800
puma_2601300,MI,5.276057363360800
puma_2601400,MI,5.276057363360800
puma_2601500,MI,5.276057363360800
puma_2601600,MI,5.276057363360800
puma_2601701,MI,5.276057363360800
puma_2601702,MI,5.276057363360800
puma_2601703,MI,5.276057363360800
puma_2601704,MI,5.276057363360800
puma_2601801,MI,5.276057363360800
puma_2601802,MI,5.276057363360800
puma_2601900,MI,5.276057363360800
puma_2602000,MI,5.276057363360800
puma_2602101,MI,5.276057363360800
puma_2602102,MI,5.276057363360800
puma_2602200,MI,5.276057363360800
puma_2602300,MI,5.276057363360800
puma_2602400,MI,5.276057363360800
puma_2602500,MI,5.276057363360800
puma_2602600,MI,5.276057363360800
puma_2602701,MI,5.276057363360800
puma_2602702,MI,5.276057363360800
puma_2602703,MI,5.276057363360800
puma_2602800,MI,5.276057363360800
puma_2602901,MI,5.276057363360800
puma_2602902,MI,5.276057363360800
puma_2602903,MI,5.276057363360800
puma_2602904,MI,5.276057363360800
puma_2602905,MI,5.276057363360800
puma_2602906,MI,5.276057363360800
puma_2602907,MI,5.276057363360800
puma_2602908,MI,5.276057363360800
puma_2603001,MI,5.276057363360800
puma_2603002,MI,5.276057363360800
puma_2603003,MI,5.276057363360800
puma_2603004,MI,5.276057363360800
puma_2603005,MI,5.276057363360800
puma_2603006,MI,5.276057363360800
puma_2603100,MI,5.276057363360800
puma_2603201,MI,5.276057363360800
puma_2603202,MI,5.276057363360800
puma_2603203,MI,5.276057363360800
puma_2603204,MI,5.276057363360800
puma_2603205,MI,5.276057363360800
puma_2603206,MI,5.276057363360800
puma_2603207,MI,5.276057363360800
puma_2603208,MI,5.276057363360800
puma_2603209,MI,5.276057363360800
puma_2603210,MI,5.276057363360800
puma_2603211,MI,5.276057363360800
puma_2603212,MI,5.276057363360800
puma_2603213,MI,5.276057363360800
puma_2603300,MI,5.276057363360800
puma_2700100,MN,5.729904008177210
puma_2700200,MN,5.729904008177210
puma_2700300,MN,5.729904008177210
puma_2700400,MN,5.729904008177210
puma_2700500,MN,5.729904008177210
