puma,state,htg_slope_com_btu_m2_degC
puma_2700600,MN,5.729904008177210
puma_2700700,MN,5.729904008177210
puma_2700800,MN,5.729904008177210
puma_2700900,MN,5.729904008177210
puma_2701000,MN,5.729904008177210
puma_2701101,MN,5.729904008177210
puma_2701102,MN,5.729904008177210
puma_2701103,MN,5.729904008177210
puma_2701201,MN,5.729904008177210
puma_2701202,MN,5.729904008177210
puma_2701301,MN,5.729904008177210
puma_2701302,MN,5.729904008177210
puma_2701303,MN,5.729904008177210
puma_2701304,MN,5.729904008177210
puma_2701401,MN,5.729904008177210
puma_2701402,MN,5.729904008177210
puma_2701403,MN,5.729904008177210
puma_2701404,MN,5.729904008177210
puma_2701405,MN,5.729904008177210
puma_2701406,MN,5.729904008177210
puma_2701407,MN,5.729904008177210
puma_2701408,MN,5.729904008177210
puma_2701409,MN,5.729904008177210
puma_2701410,MN,5.729904008177210
puma_2701501,MN,5.729904008177210
puma_2701502,MN,5.729904008177210
puma_2701503,MN,5.729904008177210
puma_2701600,MN,5.729904008177210
puma_2701700,MN,5.729904008177210
puma_2701800,MN,5.729904008177210
puma_2701900,MN,5.729904008177210
puma_2702000,MN,5.729904008177210
puma_2702100,MN,5.729904008177210
puma_2702200,MN,5.729904008177210
puma_2702300,MN,5.729904008177210
puma_2702400,MN,5.729904008177210
puma_2702500,MN,5.729904008177210
puma_2702600,MN,5.729904008177210
puma_2800100,MS,7.672087504129290
puma_2800200,MS,7.672087504129290
puma_2800300,MS,7.672087504129290
puma_2800400,MS,7.672087504129290
puma_2800500,MS,7.672087504129290
puma_2800600,MS,7.672087504129290
puma_2800700,MS,7.672087504129290
puma_2800800,MS,7.672087504129290
puma_2800900,MS,7.672087504129290
puma_2801000,MS,7.672087504129290
puma_2801100,MS,7.672087504129290
puma_2801200,MS,7.672087504129290
puma_2801300,MS,7.672087504129290
puma_2801400,MS,7.672087504129290
puma_2801500,MS,7.672087504129290
puma_2801600,MS,7.672087504129290
puma_2801700,MS,7.672087504129290
puma_2801800,MS,7.672087504129290
puma_2801900,MS,7.672087504129290
puma_2802000,MS,7.672087504129290
puma_2802100,MS,7.672087504129290
puma_2900100,MO,5.768993155494950
puma_2900200,MO,5.768993155494950
puma_2900300,MO,5.768993155494950
puma_2900400,MO,5.768993155494950
puma_2900500,MO,5.768993155494950
puma_2900600,MO,5.768993155494950
puma_2900700,MO,5.768993155494950
puma_2900800,MO,5.768993155494950
puma_2900901,MO,5.768993155494950
puma_2900902,MO,5.768993155494950
puma_2900903,MO,5.768993155494950
puma_2901001,MO,5.768993155494950
puma_2901002,MO,5.768993155494950
puma_2901003,MO,5.768993155494950
puma_2901004,MO,5.768993155494950
puma_2901005,MO,5.768993155494950
puma_2901100,MO,5.768993155494950
puma_2901200,MO,5.768993155494950
puma_2901300,MO,5.768993155494950
puma_2901400,MO,5.768993155494950
puma_2901500,MO,5.768993155494950
puma_2901600,MO,5.768993155494950
puma_2901701,MO,5.768993155494950
puma_2901702,MO,5.768993155494950
puma_2901703,MO,5.768993155494950
puma_2901801,MO,5.768993155494950
puma_2901802,MO,5.768993155494950
puma_2901803,MO,5.768993155494950
puma_2901804,MO,5.768993155494950
puma_2901805,MO,5.768993155494950
puma_2901806,MO,5.768993155494950
puma_2901807,MO,5.768993155494950
puma_2901808,MO,5.768993155494950
puma_2901901,MO,5.768993155494950
puma_2901902,MO,5.768993155494950
puma_2902001,MO,5.768993155494950
puma_2902002,MO,5.768993155494950
puma_2902100,MO,5.768993155494950
puma_2902200,MO,5.768993155494950
puma_2902300,MO,5.768993155494950
puma_2902400,MO,5.768993155494950
puma_2902500,MO,5.768993155494950
puma_2902601,MO,5.768993155494950
puma_2902602,MO,5.768993155494950
puma_2902603,MO,5.768993155494950
puma_2902700,MO,5.768993155494950
puma_2902800,MO,5.768993155494950
puma_3000100,MT,7.424574075838960
puma_3000200,MT,7.424574075838960
puma_3000300,MT,7.424574075838960
puma_3000400,MT,7.424574075838960
puma_3000500,MT,7.424574075838960
puma_3000600,MT,7.424574075838960
puma_3000700,MT,7.424574075838960
puma_3100100,NE,6.192723849718660
puma_3100200,NE,6.192723849718660
puma_3100300,NE,6.192723849718660
puma_3100400,NE,6.192723849718660
puma_3100500,NE,6.192723849718660
puma_3100600,NE,6.192723849718660
puma_3100701,NE,6.192723849718660
puma_3100702,NE,6.192723849718660
puma_3100801,NE,6.192723849718660
puma_3100802,NE,6.192723849718660
puma_3100901,NE,6.192723849718660
puma_3100902,NE,6.192723849718660
puma_3100903,NE,6.192723849718660
puma_3100904,NE,6.192723849718660
puma_3200101,NV,8.630683160691770
puma_3200102,NV,8.630683160691770
puma_3200103,NV,8.630683160691770
puma_3200200,NV,8.630683160691770
puma_3200300,NV,8.630683160691770
puma_3200401,NV,8.630683160691770
puma_3200402,NV,8.630683160691770
puma_3200403,NV,8.630683160691770
puma_3200404,NV,8.630683160691770
puma_3200405,NV,8.630683160691770
puma_3200406,NV,8.630683160691770
puma_3200407,NV,8.630683160691770
puma_3200408,NV,8.630683160691770
puma_3200409,NV,8.630683160691770
puma_3200410,NV,8.630683160691770
puma_3200411,NV,8.630683160691770
puma_3200412,NV,8.630683160691770
puma_3200413,NV,8.630683160691770
puma_3300100,NH,4.93015739107855
puma_3300200,NH,4.93015739107855
puma_3300300,NH,4.93015739107855
puma_3300400,NH,4.93015739107855
puma_3300500,NH,4.93015739107855
puma_3300600,NH,4.93015739107855
puma_3300700,NH,4.93015739107855
puma_3300800,NH,4.93015739107855
puma_3300900,NH,4.93015739107855
puma_3301000,NH,4.93015739107855
puma_3400101,NJ,6.4232771926129500
puma_3400102,NJ,6.4232771926129500
puma_3400301,NJ,6.4232771926129500
puma_3400302,NJ,6.4232771926129500
puma_3400303,NJ,6.4232771926129500
puma_3400304,NJ,6.4232771926129500
puma_3400305,NJ,6.4232771926129500
puma_3400306,NJ,6.4232771926129500
puma_3400307,NJ,6.4232771926129500
puma_3400308,NJ,6.4232771926129500
puma_3400400,NJ,6.4232771926129500
puma_3400501,NJ,6.4232771926129500
puma_3400502,NJ,6.4232771926129500
puma_3400503,NJ,6.4232771926129500
puma_3400601,NJ,6.4232771926129500
puma_3400602,NJ,6.4232771926129500
puma_3400701,NJ,6.4232771926129500
puma_3400702,NJ,6.4232771926129500
puma_3400703,NJ,6.4232771926129500
puma_3400800,NJ,6.4232771926129500
puma_3400901,NJ,6.4232771926129500
puma_3400902,NJ,6.4232771926129500
puma_3400903,NJ,6.4232771926129500
puma_3400904,NJ,6.4232771926129500
puma_3400905,NJ,6.4232771926129500
puma_3400906,NJ,6.4232771926129500
puma_3400907,NJ,6.4232771926129500
puma_3401001,NJ,6.4232771926129500
puma_3401002,NJ,6.4232771926129500
puma_3401003,NJ,6.4232771926129500
puma_3401101,NJ,6.4232771926129500
puma_3401102,NJ,6.4232771926129500
puma_3401103,NJ,6.4232771926129500
puma_3401104,NJ,6.4232771926129500
puma_3401105,NJ,6.4232771926129500
puma_3401106,NJ,6.4232771926129500
puma_3401201,NJ,6.4232771926129500
puma_3401202,NJ,6.4232771926129500
puma_3401203,NJ,6.4232771926129500
puma_3401204,NJ,6.4232771926129500
puma_3401205,NJ,6.4232771926129500
puma_3401301,NJ,6.4232771926129500
puma_3401302,NJ,6.4232771926129500
puma_3401401,NJ,6.4232771926129500
puma_3401402,NJ,6.4232771926129500
puma_3401403,NJ,6.4232771926129500
puma_3401404,NJ,6.4232771926129500
puma_3401501,NJ,6.4232771926129500
puma_3401502,NJ,6.4232771926129500
puma_3401503,NJ,6.4232771926129500
puma_3401504,NJ,6.4232771926129500
puma_3401600,NJ,6.4232771926129500
puma_3401700,NJ,6.4232771926129500
puma_3401800,NJ,6.4232771926129500
puma_3401901,NJ,6.4232771926129500
puma_3401902,NJ,6.4232771926129500
puma_3401903,NJ,6.4232771926129500
puma_3401904,NJ,6.4232771926129500
puma_3402001,NJ,6.4232771926129500
puma_3402002,NJ,6.4232771926129500
puma_3402003,NJ,6.4232771926129500
puma_3402101,NJ,6.4232771926129500
puma_3402102,NJ,6.4232771926129500
puma_3402103,NJ,6.4232771926129500
puma_3402104,NJ,6.4232771926129500
puma_3402201,NJ,6.4232771926129500
puma_3402202,NJ,6.4232771926129500
puma_3402301,NJ,6.4232771926129500
puma_3402302,NJ,6.4232771926129500
puma_3402303,NJ,6.4232771926129500
puma_3402400,NJ,6.4232771926129500
puma_3402500,NJ,6.4232771926129500
puma_3402600,NJ,6.4232771926129500
puma_3500100,NM,8.37085285902328
puma_3500200,NM,8.37085285902328
puma_3500300,NM,8.37085285902328
puma_3500400,NM,8.37085285902328
puma_3500500,NM,8.37085285902328
puma_3500600,NM,8.37085285902328
puma_3500700,NM,8.37085285902328
puma_3500801,NM,8.37085285902328
puma_3500802,NM,8.37085285902328
puma_3500803,NM,8.37085285902328
puma_3500804,NM,8.37085285902328
puma_3500805,NM,8.37085285902328
puma_3500806,NM,8.37085285902328
puma_3500900,NM,8.37085285902328
puma_3501001,NM,8.37085285902328
puma_3501002,NM,8.37085285902328
puma_3501100,NM,8.37085285902328
puma_3501200,NM,8.37085285902328
puma_3600100,NY,6.080890361908890
puma_3600200,NY,6.080890361908890
puma_3600300,NY,6.080890361908890
puma_3600401,NY,6.080890361908890
puma_3600402,NY,6.080890361908890
puma_3600403,NY,6.080890361908890
puma_3600500,NY,6.080890361908890
puma_3600600,NY,6.080890361908890
puma_3600701,NY,6.080890361908890
puma_3600702,NY,6.080890361908890
puma_3600703,NY,6.080890361908890
puma_3600704,NY,6.080890361908890
puma_3600800,NY,6.080890361908890
puma_3600901,NY,6.080890361908890
puma_3600902,NY,6.080890361908890
puma_3600903,NY,6.080890361908890
puma_3600904,NY,6.080890361908890
puma_3600905,NY,6.080890361908890
puma_3600906,NY,6.080890361908890
puma_3601000,NY,6.080890361908890
puma_3601101,NY,6.080890361908890
puma_3601102,NY,6.080890361908890
puma_3601201,NY,6.080890361908890
puma_3601202,NY,6.080890361908890
puma_3601203,NY,6.080890361908890
puma_3601204,NY,6.080890361908890
puma_3601205,NY,6.080890361908890
puma_3601206,NY,6.080890361908890
puma_3601207,NY,6.080890361908890
puma_3601300,NY,6.080890361908890
puma_3601400,NY,6.080890361908890
puma_3601500,NY,6.080890361908890
puma_3601600,NY,6.080890361908890
puma_3601700,NY,6.080890361908890
puma_3601801,NY,6.080890361908890
puma_3601802,NY,6.080890361908890
puma_3601900,NY,6.080890361908890
puma_3602001,NY,6.080890361908890
puma_3602002,NY,6.080890361908890
puma_3602100,NY,6.080890361908890
puma_3602201,NY,6.080890361908890
puma_3602202,NY,6.080890361908890
puma_3602203,NY,6.080890361908890
puma_3602300,NY,6.080890361908890
puma_3602401,NY,6.080890361908890
puma_3602402,NY,6.080890361908890
puma_3602500,NY,6.080890361908890
puma_3602600,NY,6.080890361908890
puma_3602701,NY,6.080890361908890
puma_3602702,NY,6.080890361908890
puma_3602801,NY,6.080890361908890
puma_3602802,NY,6.080890361908890
puma_3602901,NY,6.080890361908890
puma_3602902,NY,6.080890361908890
puma_3602903,NY,6.080890361908890
puma_3603001,NY,6.080890361908890
puma_3603002,NY,6.080890361908890
puma_3603003,NY,6.080890361908890
puma_3603101,NY,6.080890361908890
puma_3603102,NY,6.080890361908890
puma_3603103,NY,6.080890361908890
puma_3603104,NY,6.080890361908890
puma_3603105,NY,6.080890361908890
puma_3603106,NY,6.080890361908890
puma_3603107,NY,6.080890361908890
puma_3603201,NY,6.080890361908890
puma_3603202,NY,6.080890361908890
puma_3603203,NY,6.080890361908890
puma_3603204,NY,6.080890361908890
puma_3603205,NY,6.080890361908890
puma_3603206,NY,6.080890361908890
puma_3603207,NY,6.080890361908890
puma_3603208,NY,6.080890361908890
puma_3603209,NY,6.080890361908890
puma_3603210,NY,6.080890361908890
puma_3603211,NY,6.080890361908890
puma_3603212,NY,6.080890361908890
puma_3603301,NY,6.080890361908890
puma_3603302,NY,6.080890361908890
puma_3603303,NY,6.080890361908890
puma_3603304,NY,6.080890361908890
puma_3603305,NY,6.080890361908890
puma_3603306,NY,6.080890361908890
puma_3603307,NY,6.080890361908890
puma_3603308,NY,6.080890361908890
puma_3603309,NY,6.080890361908890
puma_3603310,NY,6.080890361908890
puma_3603311,NY,6.080890361908890
puma_3603312,NY,6.080890361908890
puma_3603313,NY,6.080890361908890
puma_3603701,NY,6.080890361908890
puma_3603702,NY,6.080890361908890
puma_3603703,NY,6.080890361908890
puma_3603704,NY,6.080890361908890
puma_3603705,NY,6.080890361908890
puma_3603706,NY,6.080890361908890
puma_3603707,NY,6.080890361908890
puma_3603708,NY,6.080890361908890
puma_3603709,NY,6.080890361908890
puma_3603710,NY,6.080890361908890
puma_3603801,NY,6.080890361908890
puma_3603802,NY,6.080890361908890
puma_3603803,NY,6.080890361908890
puma_3603804,NY,6.080890361908890
puma_3603805,NY,6.080890361908890
puma_3603806,NY,6.080890361908890
puma_3603807,NY,6.080890361908890
puma_3603808,NY,6.080890361908890
puma_3603809,NY,6.080890361908890
puma_3603810,NY,6.080890361908890
puma_3603901,NY,6.080890361908890
puma_3603902,NY,6.080890361908890
puma_3603903,NY,6.080890361908890
puma_3604001,NY,6.080890361908890
puma_3604002,NY,6.080890361908890
puma_3604003,NY,6.080890361908890
puma_3604004,NY,6.080890361908890
puma_3604005,NY,6.080890361908890
puma_3604006,NY,6.080890361908890
puma_3604007,NY,6.080890361908890
puma_3604008,NY,6.080890361908890
puma_3604009,NY,6.080890361908890
puma_3604010,NY,6.080890361908890
puma_3604011,NY,6.080890361908890
puma_3604012,NY,6.080890361908890
puma_3604013,NY,6.080890361908890
puma_3604014,NY,6.080890361908890
puma_3604015,NY,6.080890361908890
puma_3604016,NY,6.080890361908890
puma_3604017,NY,6.080890361908890
puma_3604018,NY,6.080890361908890
puma_3604101,NY,6.080890361908890
puma_3604102,NY,6.080890361908890
puma_3604103,NY,6.080890361908890
puma_3604104,NY,6.080890361908890
puma_3604105,NY,6.080890361908890
puma_3604106,NY,6.080890361908890
puma_3604107,NY,6.080890361908890
puma_3604108,NY,6.080890361908890
puma_3604109,NY,6.080890361908890
puma_3604110,NY,6.080890361908890
puma_3604111,NY,6.080890361908890
puma_3604112,NY,6.080890361908890
puma_3604113,NY,6.080890361908890
puma_3604114,NY,6.080890361908890
puma_3700100,NC,7.574145062517040
puma_3700200,NC,7.574145062517040
puma_3700300,NC,7.574145062517040
puma_3700400,NC,7.574145062517040
puma_3700500,NC,7.574145062517040
puma_3700600,NC,7.574145062517040
puma_3700700,NC,7.574145062517040
puma_3700800,NC,7.574145062517040
puma_3700900,NC,7.574145062517040
puma_3701000,NC,7.574145062517040
puma_3701100,NC,7.574145062517040
puma_3701201,NC,7.574145062517040
puma_3701202,NC,7.574145062517040
puma_3701203,NC,7.574145062517040
puma_3701204,NC,7.574145062517040
puma_3701205,NC,7.574145062517040
puma_3701206,NC,7.574145062517040
puma_3701207,NC,7.574145062517040
puma_3701208,NC,7.574145062517040
puma_3701301,NC,7.574145062517040
puma_3701302,NC,7.574145062517040
puma_3701400,NC,7.574145062517040
puma_3701500,NC,7.574145062517040
puma_3701600,NC,7.574145062517040
puma_3701701,NC,7.574145062517040
puma_3701702,NC,7.574145062517040
puma_3701703,NC,7.574145062517040
puma_3701704,NC,7.574145062517040
puma_3701801,NC,7.574145062517040
puma_3701802,NC,7.574145062517040
puma_3701803,NC,7.574145062517040
puma_3701900,NC,7.574145062517040
puma_3702000,NC,7.574145062517040
puma_3702100,NC,7.574145062517040
puma_3702201,NC,7.574145062517040
puma_3702202,NC,7.574145062517040
puma_3702300,NC,7.574145062517040
puma_3702400,NC,7.574145062517040
puma_3702500,NC,7.574145062517040
puma_3702600,NC,7.574145062517040
puma_3702700,NC,7.574145062517040
puma_3702800,NC,7.574145062517040
puma_3702900,NC,7.574145062517040
puma_3703001,NC,7.574145062517040
puma_3703002,NC,7.574145062517040
puma_3703101,NC,7.574145062517040
puma_3703102,NC,7.574145062517040
puma_3703103,NC,7.574145062517040
puma_3703104,NC,7.574145062517040
puma_3703105,NC,7.574145062517040
puma_3703106,NC,7.574145062517040
puma_3703107,NC,7.574145062517040
puma_3703108,NC,7.574145062517040
puma_3703200,NC,7.574145062517040
puma_3703300,NC,7.574145062517040
puma_3703400,NC,7.574145062517040
puma_3703500,NC,7.574145062517040
puma_3703600,NC,7.574145062517040
puma_3703700,NC,7.574145062517040
puma_3703800,NC,7.574145062517040
puma_3703900,NC,7.574145062517040
puma_3704000,NC,7.574145062517040
puma_3704100,NC,7.574145062517040
puma_3704200,NC,7.574145062517040
puma_3704300,NC,7.574145062517040
puma_3704400,NC,7.574145062517040
puma_3704500,NC,7.574145062517040
puma_3704600,NC,7.574145062517040
puma_3704700,NC,7.574145062517040
puma_3704800,NC,7.574145062517040
puma_3704900,NC,7.574145062517040
puma_3705001,NC,7.574145062517040
puma_3705002,NC,7.574145062517040
puma_3705003,NC,7.574145062517040
puma_3705100,NC,7.574145062517040
puma_3705200,NC,7.574145062517040
puma_3705300,NC,7.574145062517040
puma_3705400,NC,7.574145062517040
puma_3800100,ND,5.9368797442569000
puma_3800200,ND,5.9368797442569000
puma_3800300,ND,5.9368797442569000
puma_3800400,ND,5.9368797442569000
puma_3800500,ND,5.9368797442569000
puma_3900100,OH,6.019358729799440
puma_3900200,OH,6.019358729799440
puma_3900300,OH,6.019358729799440
puma_3900400,OH,6.019358729799440
puma_3900500,OH,6.019358729799440
puma_3900600,OH,6.019358729799440
puma_3900700,OH,6.019358729799440
puma_3900801,OH,6.019358729799440
puma_3900802,OH,6.019358729799440
puma_3900901,OH,6.019358729799440
puma_3900902,OH,6.019358729799440
puma_3900903,OH,6.019358729799440
puma_3900904,OH,6.019358729799440
puma_3900905,OH,6.019358729799440
puma_3900906,OH,6.019358729799440
puma_3900907,OH,6.019358729799440
puma_3900908,OH,6.019358729799440
puma_3900909,OH,6.019358729799440
puma_3900910,OH,6.019358729799440
puma_3901000,OH,6.019358729799440
puma_3901100,OH,6.019358729799440
puma_3901200,OH,6.019358729799440
puma_3901300,OH,6.019358729799440
puma_3901400,OH,6.019358729799440
puma_3901500,OH,6.019358729799440
puma_3901600,OH,6.019358729799440
puma_3901700,OH,6.019358729799440
puma_3901801,OH,6.019358729799440
puma_3901802,OH,6.019358729799440
puma_3901803,OH,6.019358729799440
puma_3901804,OH,6.019358729799440
puma_3901805,OH,6.019358729799440
puma_3901900,OH,6.019358729799440
puma_3902000,OH,6.019358729799440
puma_3902100,OH,6.019358729799440
puma_3902200,OH,6.019358729799440
puma_3902300,OH,6.019358729799440
puma_3902400,OH,6.019358729799440
puma_3902500,OH,6.019358729799440
puma_3902600,OH,6.019358729799440
puma_3902700,OH,6.019358729799440
puma_3902800,OH,6.019358729799440
puma_3902900,OH,6.019358729799440
puma_3903000,OH,6.019358729799440
puma_3903100,OH,6.019358729799440
puma_3903200,OH,6.019358729799440
puma_3903300,OH,6.019358729799440
puma_3903400,OH,6.019358729799440
puma_3903500,OH,6.019358729799440
puma_3903600,OH,6.019358729799440
puma_3903700,OH,6.019358729799440
puma_3903800,OH,6.019358729799440
puma_3903900,OH,6.019358729799440
puma_3904000,OH,6.019358729799440
puma_3904101,OH,6.019358729799440
puma_3904102,OH,6.019358729799440
puma_3904103,OH,6.019358729799440
puma_3904104,OH,6.019358729799440
puma_3904105,OH,6.019358729799440
puma_3904106,OH,6.019358729799440
puma_3904107,OH,6.019358729799440
puma_3904108,OH,6.019358729799440
puma_3904109,OH,6.019358729799440
puma_3904110,OH,6.019358729799440
puma_3904111,OH,6.019358729799440
puma_3904200,OH,6.019358729799440
puma_3904300,OH,6.019358729799440
puma_3904400,OH,6.019358729799440
puma_3904500,OH,6.019358729799440
puma_3904601,OH,6.019358729799440
puma_3904602,OH,6.019358729799440
puma_3904603,OH,6.019358729799440
puma_3904604,OH,6.019358729799440
puma_3904700,OH,6.019358729799440
puma_3904800,OH,6.019358729799440
puma_3904900,OH,6.019358729799440
puma_3905000,OH,6.019358729799440
puma_3905100,OH,6.019358729799440
puma_3905200,OH,6.019358729799440
puma_3905301,OH,6.019358729799440
puma_3905302,OH,6.019358729799440
puma_3905401,OH,6.019358729799440
puma_3905402,OH,6.019358729799440
puma_3905403,OH,6.019358729799440
puma_3905501,OH,6.019358729799440
puma_3905502,OH,6.019358729799440
puma_3905503,OH,6.019358729799440
puma_3905504,OH,6.019358729799440
puma_3905505,OH,6.019358729799440
puma_3905506,OH,6.019358729799440
puma_3905507,OH,6.019358729799440
puma_3905600,OH,6.019358729799440
puma_3905700,OH,6.019358729799440
puma_4000100,OK,5.96443826288006
puma_4000200,OK,5.96443826288006
puma_4000300,OK,5.96443826288006
puma_4000400,OK,5.96443826288006
puma_4000500,OK,5.96443826288006
puma_4000601,OK,5.96443826288006
puma_4000602,OK,5.96443826288006
puma_4000701,OK,5.96443826288006
puma_4000702,OK,5.96443826288006
puma_4000800,OK,5.96443826288006
puma_4000900,OK,5.96443826288006
puma_4001001,OK,5.96443826288006
puma_4001002,OK,5.96443826288006
puma_4001003,OK,5.96443826288006
puma_4001004,OK,5.96443826288006
puma_4001005,OK,5.96443826288006
puma_4001006,OK,5.96443826288006
puma_4001101,OK,5.96443826288006
puma_4001102,OK,5.96443826288006
puma_4001201,OK,5.96443826288006
puma_4001202,OK,5.96443826288006
puma_4001203,OK,5.96443826288006
puma_4001204,OK,5.96443826288006
puma_4001301,OK,5.96443826288006
puma_4001302,OK,5.96443826288006
puma_4001400,OK,5.96443826288006
puma_4001501,OK,5.96443826288006
puma_4001601,OK,5.96443826288006
puma_4100100,OR,7.118437848375390
puma_4100200,OR,7.118437848375390
puma_4100300,OR,7.118437848375390
puma_4100400,OR,7.118437848375390
puma_4100500,OR,7.118437848375390
puma_4100600,OR,7.118437848375390
puma_4100703,OR,7.118437848375390
puma_4100704,OR,7.118437848375390
puma_4100705,OR,7.118437848375390
puma_4100800,OR,7.118437848375390
puma_4100901,OR,7.118437848375390
puma_4100902,OR,7.118437848375390
puma_4101000,OR,7.118437848375390
puma_4101103,OR,7.118437848375390
puma_4101104,OR,7.118437848375390
puma_4101105,OR,7.118437848375390
puma_4101200,OR,7.118437848375390
puma_4101301,OR,7.118437848375390
puma_4101302,OR,7.118437848375390
puma_4101303,OR,7.118437848375390
puma_4101305,OR,7.118437848375390
puma_4101314,OR,7.118437848375390
puma_4101316,OR,7.118437848375390
puma_4101317,OR,7.118437848375390
puma_4101318,OR,7.118437848375390
puma_4101319,OR,7.118437848375390
puma_4101320,OR,7.118437848375390
puma_4101321,OR,7.118437848375390
puma_4101322,OR,7.118437848375390
puma_4101323,OR,7.118437848375390
puma_4101324,OR,7.118437848375390
puma_4200101,PA,5.9485397350534300
puma_4200102,PA,5.9485397350534300
puma_4200200,PA,5.9485397350534300
puma_4200300,PA,5.9485397350534300
puma_4200400,PA,5.9485397350534300
puma_4200500,PA,5.9485397350534300
puma_4200600,PA,5.9485397350534300
puma_4200701,PA,5.9485397350534300
puma_4200702,PA,5.9485397350534300
puma_4200801,PA,5.9485397350534300
puma_4200802,PA,5.9485397350534300
puma_4200803,PA,5.9485397350534300
puma_4200900,PA,5.9485397350534300
puma_4201000,PA,5.9485397350534300
puma_4201100,PA,5.9485397350534300
puma_4201200,PA,5.9485397350534300
puma_4201300,PA,5.9485397350534300
puma_4201400,PA,5.9485397350534300
puma_4201501,PA,5.9485397350534300
puma_4201502,PA,5.9485397350534300
puma_4201600,PA,5.9485397350534300
puma_4201701,PA,5.9485397350534300
puma_4201702,PA,5.9485397350534300
puma_4201801,PA,5.9485397350534300
puma_4201802,PA,5.9485397350534300
puma_4201803,PA,5.9485397350534300
puma_4201804,PA,5.9485397350534300
puma_4201805,PA,5.9485397350534300
puma_4201806,PA,5.9485397350534300
puma_4201807,PA,5.9485397350534300
puma_4201900,PA,5.9485397350534300
puma_4202001,PA,5.9485397350534300
puma_4202002,PA,5.9485397350534300
puma_4202003,PA,5.9485397350534300
puma_4202100,PA,5.9485397350534300
puma_4202200,PA,5.9485397350534300
puma_4202301,PA,5.9485397350534300
puma_4202302,PA,5.9485397350534300
puma_4202401,PA,5.9485397350534300
puma_4202402,PA,5.9485397350534300
puma_4202500,PA,5.9485397350534300
puma_4202600,PA,5.9485397350534300
puma_4202701,PA,5.9485397350534300
puma_4202702,PA,5.9485397350534300
puma_4202703,PA,5.9485397350534300
puma_4202801,PA,5.9485397350534300
puma_4202802,PA,5.9485397350534300
puma_4202803,PA,5.9485397350534300
puma_4202901,PA,5.9485397350534300
puma_4202902,PA,5.9485397350534300
puma_4203001,PA,5.9485397350534300
puma_4203002,PA,5.9485397350534300
puma_4203003,PA,5.9485397350534300
puma_4203004,PA,5.9485397350534300
puma_4203101,PA,5.9485397350534300
puma_4203102,PA,5.9485397350534300
puma_4203103,PA,5.9485397350534300
puma_4203104,PA,5.9485397350534300
puma_4203105,PA,5.9485397350534300
puma_4203106,PA,5.9485397350534300
puma_4203201,PA,5.9485397350534300
puma_4203202,PA,5.9485397350534300
puma_4203203,PA,5.9485397350534300
puma_4203204,PA,5.9485397350534300
puma_4203205,PA,5.9485397350534300
puma_4203206,PA,5.9485397350534300
puma_4203207,PA,5.9485397350534300
puma_4203208,PA,5.9485397350534300
puma_4203209,PA,5.9485397350534300
puma_4203210,PA,5.9485397350534300
puma_4203211,PA,5.9485397350534300
puma_4203301,PA,5.9485397350534300
puma_4203302,PA,5.9485397350534300
puma_4203303,PA,5.9485397350534300
puma_4203304,PA,5.9485397350534300
puma_4203401,PA,5.9485397350534300
puma_4203402,PA,5.9485397350534300
puma_4203403,PA,5.9485397350534300
puma_4203404,PA,5.9485397350534300
puma_4203501,PA,5.9485397350534300
puma_4203502,PA,5.9485397350534300
puma_4203503,PA,5.9485397350534300
puma_4203504,PA,5.9485397350534300
puma_4203601,PA,5.9485397350534300
puma_4203602,PA,5.9485397350534300
puma_4203603,PA,5.9485397350534300
puma_4203701,PA,5.9485397350534300
puma_4203702,PA,5.9485397350534300
puma_4203800,PA,5.9485397350534300
puma_4203900,PA,5.9485397350534300
puma_4204001,PA,5.9485397350534300
puma_4204002,PA,5.9485397350534300
puma_4400101,RI,6.110817773179370
puma_4400102,RI,6.110817773179370
puma_4400103,RI,6.110817773179370
puma_4400104,RI,6.110817773179370
puma_4400201,RI,6.110817773179370
puma_4400300,RI,6.110817773179370
puma_4400400,RI,6.110817773179370
puma_4500101,SC,6.639690467974020
puma_4500102,SC,6.639690467974020
puma_4500103,SC,6.639690467974020
puma_4500104,SC,6.639690467974020
puma_4500105,SC,6.639690467974020
puma_4500200,SC,6.639690467974020
puma_4500301,SC,6.639690467974020
puma_4500302,SC,6.639690467974020
puma_4500400,SC,6.639690467974020
puma_4500501,SC,6.639690467974020
puma_4500502,SC,6.639690467974020
puma_4500601,SC,6.639690467974020
puma_4500602,SC,6.639690467974020
puma_4500603,SC,6.639690467974020
puma_4500604,SC,6.639690467974020
puma_4500605,SC,6.639690467974020
puma_4500700,SC,6.639690467974020
puma_4500800,SC,6.639690467974020
puma_4500900,SC,6.639690467974020
puma_4501000,SC,6.639690467974020
puma_4501101,SC,6.639690467974020
puma_4501102,SC,6.639690467974020
puma_4501201,SC,6.639690467974020
puma_4501202,SC,6.639690467974020
puma_4501203,SC,6.639690467974020
puma_4501204,SC,6.639690467974020
puma_4501300,SC,6.639690467974020
puma_4501400,SC,6.639690467974020
puma_4501500,SC,6.639690467974020
puma_4501600,SC,6.639690467974020
puma_4600100,SD,4.9386980678385400
puma_4600200,SD,4.9386980678385400
puma_4600300,SD,4.9386980678385400
puma_4600400,SD,4.9386980678385400
puma_4600500,SD,4.9386980678385400
puma_4600600,SD,4.9386980678385400
puma_4700100,TN,9.579980796307
