puma,latitude,longitude
puma_3602701,43.0909251,-78.9302428
puma_3602702,43.4569085,-78.792653
puma_3602801,43.00323,-78.9322179
puma_3602802,42.9362377,-78.5857232
puma_3602901,42.873966,-78.7561156
puma_3602902,42.6490411,-78.8383614
puma_3602903,42.7151327,-77.9900672
puma_3603001,43.0207376,-74.437666
puma_3603002,40.8325863,-73.9214409
puma_3603003,40.8561725,-73.8525618
puma_3603101,40.6914104,-73.9759312
puma_3603102,43.0116389,-78.7571478
puma_3603103,40.9256566,-73.7987346
puma_3603104,40.8502191,-73.8050669
puma_3603105,43.1376899,-73.8802908
puma_3603106,42.7104206,-73.5138454
puma_3603107,42.6702529,-73.7992221
puma_3603201,42.603061,-73.9780846
puma_3603202,42.270329,-73.8787135
puma_3603203,42.0988319,-75.9946035
puma_3603204,42.1864507,-76.16072
puma_3603205,42.2862465,-75.231788
puma_3603206,42.4532811,-76.4737116
puma_3603207,42.0999504,-76.8541017
puma_3603208,42.2578558,-78.3874853
puma_3603209,41.8093993,-74.6217631
puma_3603210,41.8206134,-74.0936857
puma_3603211,41.5792709,-73.8649509
puma_3603212,41.5067822,-74.0989536
puma_3603301,41.2912187,-74.2275685
puma_3603302,41.2067316,-74.0054313
puma_3603303,41.077685,-73.9815537
puma_3603304,41.1527088,-74.117501
puma_3603305,41.4279035,-73.7438816
puma_3603306,41.1956396,-73.867384
puma_3603307,41.2415599,-73.6897675
puma_3603308,41.023712,-73.8128101
puma_3603309,40.8170441,-73.6919814
puma_3603310,40.7692876,-73.4915469
puma_3603311,40.7553929,-73.6365809
puma_3603312,40.7146824,-73.6753255
puma_3603313,40.6907283,-73.5964731
puma_3603701,40.5537762,-73.5063616
puma_3603702,40.6670498,-73.5311346
puma_3603703,40.6754866,-73.6796474
puma_3603704,40.6074114,-73.6992254
puma_3603705,40.8177305,-73.3563693
puma_3603706,40.9375304,-73.006518
puma_3603707,40.9988768,-72.4893199
puma_3603708,40.8207534,-73.0020138
puma_3603709,40.8573788,-73.0727809
puma_3603710,40.7767588,-73.2286748
puma_3603801,40.6858828,-73.2225067
puma_3603802,40.6850219,-73.4027172
puma_3603803,40.8901905,-73.8614272
puma_3603804,40.7776607,-73.8160885
puma_3603805,40.6125404,-73.8942552
puma_3603806,40.8451839,-73.8873561
puma_3603807,40.5919606,-73.9475256
puma_3603808,40.8178552,-73.9586194
puma_3603809,40.7940929,-73.9327979
puma_3603810,40.7552082,-73.9955156
puma_3603901,40.7178695,-73.9832425
puma_3603902,40.5269069,-74.1472177
puma_3603903,40.5908894,-74.1316998
puma_3604001,40.6682095,-73.907192
puma_3604002,40.6613595,-73.9478883
puma_3604003,40.7258607,-73.7962073
puma_3604004,40.7419002,-73.8552625
puma_3604005,40.7107651,-73.8912074
puma_3604006,40.6059414,-73.9950743
puma_3604007,40.813724,-73.942999
puma_3604008,40.8528588,-73.9087902
puma_3604009,40.8646506,-73.903253
puma_3604010,43.1660134,-76.2540692
puma_3604011,40.7562472,-73.7604777
puma_3604012,40.7237454,-73.7328004
puma_3604013,40.6678115,-73.8342635
puma_3604014,40.696947,-73.9206601
puma_3604015,42.7696785,-75.8470843
puma_3604016,42.8175421,-74.0435834
puma_3604017,40.629931,-73.9826823
puma_3604018,40.7189325,-73.9476543
puma_3604101,40.6749896,-73.944001
puma_3604102,40.7367176,-73.9674391
puma_3604103,40.8085373,-73.8954056
puma_3604104,40.8210174,-73.8574864
puma_3604105,40.6909403,-73.778137
puma_3604106,40.6304007,-73.9591384
puma_3604107,40.6476772,-73.9343031
puma_3604108,40.6963669,-73.8416073
puma_3604109,40.6898697,-73.9410682
puma_3604110,40.7710111,-73.9154006
puma_3604111,40.7650278,-73.8752395
puma_3604112,40.7403915,-73.9206747
puma_3604113,42.7700574,-77.242516
puma_3604114,40.7226359,-73.8516681
puma_3700100,36.1044579,-78.8473651
puma_3700200,35.024408,-77.4813335
puma_3700300,35.2805783,-80.8733935
puma_3700400,35.9307081,-78.4987418
puma_3700500,36.1381648,-80.2559043
puma_3700600,35.7099148,-79.8062153
puma_3700700,36.0512828,-80.2487995
puma_3700800,35.0483242,-79.0180985
puma_3700900,35.513405,-78.3672671
puma_3701000,35.6407438,-79.2370463
puma_3701100,36.050277,-79.8483245
puma_3701201,35.6933015,-80.8755873
puma_3701202,35.2752127,-80.7550111
puma_3701203,35.7793205,-78.653629
puma_3701204,35.7973544,-78.438978
puma_3701205,36.1659778,-81.8716615
puma_3701206,36.3150568,-80.9849352
puma_3701207,36.3936011,-79.9766513
puma_3701208,36.3529294,-78.9617722
puma_3701301,36.2296698,-78.2864093
puma_3701302,36.3401951,-77.4796493
puma_3701400,36.3049666,-76.2856246
puma_3701500,35.7077707,-76.2523751
puma_3701600,35.9410455,-77.7985494
puma_3701701,35.6155424,-77.8147636
puma_3701702,35.858371,-78.6336986
puma_3701703,35.6318243,-78.6935009
puma_3701704,35.7633063,-78.7823579
puma_3701801,35.6836411,-78.8817427
puma_3701802,35.935177,-78.9153383
puma_3701803,36.062499,-79.1193552
puma_3701900,36.0419739,-79.3999353
puma_3702000,36.1219416,-79.823172
puma_3702100,36.1822127,-79.6634767
puma_3702201,35.9600213,-79.8162571
puma_3702202,36.0153372,-80.6949214
puma_3702300,35.9448005,-81.4058297
puma_3702400,35.7160601,-81.8641349
puma_3702500,35.5330561,-82.443525
puma_3702600,35.7198783,-82.417852
puma_3702700,35.5780958,-83.2021088
puma_3702800,35.1744295,-83.5225367
puma_3702900,35.2674259,-82.6468021
puma_3703001,35.3459671,-81.9231234
puma_3703002,35.4388637,-81.3643887
puma_3703101,35.6631822,-81.2141513
puma_3703102,35.3072645,-81.205657
puma_3703103,35.2411562,-81.1159287
puma_3703104,35.2041753,-80.7891865
puma_3703105,35.112239,-80.8023657
puma_3703106,35.1741642,-80.9023396
puma_3703107,35.2232446,-80.677262
puma_3703108,35.1273614,-80.9263131
puma_3703200,35.4218322,-80.6614605
puma_3703300,35.3314487,-80.3389919
puma_3703400,35.6392183,-80.5253439
puma_3703500,35.7951225,-80.2065247
puma_3703600,35.329799,-79.6485252
puma_3703700,35.3686348,-78.8716104
puma_3703800,34.9536108,-78.1724871
puma_3703900,35.3627413,-78.004826
puma_3704000,35.5910652,-77.3724038
puma_3704100,35.1181789,-77.0825413
puma_3704200,35.124611,-76.6635964
puma_3704300,34.6051703,-77.4060885
puma_3704400,34.486637,-77.8842311
puma_3704500,34.1216408,-77.860245
puma_3704600,34.0387081,-78.2276879
puma_3704700,34.434192,-78.6419692
puma_3704800,35.0796554,-78.9249982
puma_3704900,35.0452613,-78.7835768
puma_3705001,34.9618113,-79.5118188
puma_3705002,34.9775835,-80.2859067
puma_3705003,35.0331708,-80.6857102
puma_3705100,36.1959395,-80.1533948
puma_3705200,35.9407268,-78.7060405
puma_3705300,34.6768125,-79.1362195
puma_3705400,35.4086201,-80.8706915
puma_3800100,47.4792506,-102.4150708
puma_3800200,47.4064086,-98.9151274
puma_3800300,46.6410253,-100.2673377
puma_3800400,48.2159137,-97.9543923
puma_3800500,46.9270033,-97.2523747
puma_3900100,41.3338867,-84.4344907
puma_3900200,41.4425235,-83.8682176
puma_3900300,41.6036839,-83.756782
puma_3900400,41.6638397,-83.6176164
puma_3900500,41.6614614,-83.5436646
puma_3900600,41.6421703,-83.1043329
puma_3900700,41.4235711,-82.8067351
puma_3900801,41.6526813,-82.1510313
puma_3900802,41.2818209,-82.1431566
puma_3900901,41.4273866,-81.9266362
puma_3900902,41.3837002,-81.7985953
puma_3900903,41.3180107,-81.7172271
puma_3900904,41.3908854,-81.7284779
puma_3900905,41.4472888,-81.7952643
puma_3900906,41.7497275,-81.7262145
puma_3900907,41.3984784,-81.558758
puma_3900908,41.5111079,-81.5983811
puma_3900909,41.5603761,-81.5410017
puma_3900910,41.4738287,-81.4548581
puma_3901000,41.9906499,-81.2408711
puma_3901100,41.7419991,-81.1758475
puma_3901200,41.5133391,-81.1754175
puma_3901300,41.9066441,-80.7456406
puma_3901400,41.3520209,-80.655403
puma_3901500,41.0613818,-80.6652158
puma_3901600,41.2040567,-80.7636555
puma_3901700,41.1686399,-81.1969318
puma_3901801,41.2428047,-81.5291174
puma_3901802,41.1269435,-81.433478
puma_3901803,41.0568222,-81.4834074
puma_3901804,40.9901959,-81.564078
puma_3901805,41.1160512,-81.8995658
puma_3901900,40.8296612,-81.8871942
puma_3902000,41.0019162,-82.4452467
puma_3902100,40.7741674,-82.5427146
puma_3902200,40.9593603,-83.125473
puma_3902300,41.0112695,-83.8871648
puma_3902400,40.771528,-84.1065456
puma_3902500,40.6485326,-84.4849412
puma_3902600,40.4056626,-83.7373839
puma_3902700,40.490406,-82.7625477
puma_3902800,40.2860456,-81.7649378
puma_3902900,40.3760193,-81.3115189
puma_3903000,40.7661161,-81.5094057
puma_3903100,40.8437263,-81.3704956
puma_3903200,40.6961506,-81.1394013
puma_3903300,40.7684619,-80.7772307
puma_3903400,40.4152025,-80.7541938
puma_3903500,39.6193736,-81.4658051
puma_3903600,39.8791831,-82.0552536
puma_3903700,39.7529346,-82.6282761
puma_3903800,40.2789411,-83.0074622
puma_3903900,40.0571292,-82.8348924
puma_3904000,40.1029074,-82.9663704
puma_3904101,40.096709,-83.1268314
puma_3904102,40.0437775,-83.0721652
puma_3904103,40.00255,-83.0121435
puma_3904104,40.0289826,-82.945272
puma_3904105,39.9559748,-82.9304969
puma_3904106,39.9257553,-82.8344013
puma_3904107,39.8562431,-82.9642939
puma_3904108,39.9457673,-83.0667104
puma_3904109,39.919352,-83.1964122
puma_3904110,39.9310888,-83.2588705
puma_3904111,39.9170315,-83.783676
puma_3904200,40.0533257,-84.2284135
puma_3904300,40.0717227,-84.5177021
puma_3904400,39.7363126,-84.3749272
puma_3904500,39.8604593,-84.2221702
puma_3904601,39.7666527,-84.1942083
puma_3904602,39.6551997,-84.1590966
puma_3904603,39.6874785,-83.8948943
puma_3904604,39.4198527,-83.208371
puma_3904700,39.221232,-82.6657545
puma_3904800,39.0955995,-82.1189414
puma_3904900,38.71764,-82.8006939
puma_3905000,39.1214676,-83.6083082
puma_3905100,39.4218246,-84.120518
puma_3905200,39.4534616,-84.2932209
puma_3905301,39.3820031,-84.4113493
puma_3905302,39.3709621,-84.5464815
puma_3905401,39.4724986,-84.6283784
puma_3905402,39.2138556,-84.7132957
puma_3905403,39.2204566,-84.5740649
puma_3905501,39.1443914,-84.5790253
puma_3905502,39.151764,-84.504617
puma_3905503,39.1330319,-84.4236549
puma_3905504,39.2474815,-84.4310012
puma_3905505,39.1655122,-84.3384795
puma_3905506,39.0990547,-84.2545385
puma_3905507,38.9703985,-83.9671086
puma_3905600,40.0936093,-82.4812506
puma_3905700,41.119369,-81.5524409
puma_4000100,36.5749136,-95.1867684
puma_4000200,35.7539093,-94.8211935
puma_4000300,34.5894983,-95.1349841
puma_4000400,35.1969701,-99.3515237
puma_4000500,36.5304005,-99.7555533
puma_4000601,34.5852028,-98.4286136
puma_4000602,34.2604598,-97.9627659
puma_4000701,34.4204947,-97.257802
puma_4000702,34.2948445,-96.3554464
puma_4000800,35.543416,-97.9798358
puma_4000900,35.431791,-97.6104054
puma_4001001,35.6759473,-97.3806508
puma_4001002,35.4133558,-97.3641005
puma_4001003,35.0345306,-97.5588825
puma_4001004,36.1429016,-95.6589636
puma_4001005,35.6050637,-95.6154101
puma_4001006,35.2031167,-97.3283318
puma_4001101,35.6117326,-97.6177273
puma_4001102,35.5293815,-97.2872405
puma_4001201,35.5439854,-97.5051527
puma_4001202,35.7415725,-97.0996267
puma_4001203,36.0416185,-95.8269776
puma_4001204,36.114813,-96.0871513
puma_4001301,36.5330959,-97.4145517
puma_4001302,35.5103524,-96.5147697
puma_4001400,36.579116,-96.4182081
puma_4001501,36.3000589,-95.9109535
puma_4001601,36.1002244,-95.9289719
puma_4100100,45.4547858,-122.9315034
puma_4100200,45.4782682,-122.8592403
puma_4100300,45.4916565,-122.7891736
puma_4100400,42.6856739,-123.9833261
puma_4100500,45.3018951,-117.9027426
puma_4100600,44.7963614,-120.1065973
puma_4100703,42.9888777,-119.3948117
puma_4100704,43.9151181,-121.2255751
puma_4100705,45.42371,-123.666808
puma_4100800,44.4929013,-122.7458218
puma_4100901,44.0564643,-123.1249581
puma_4100902,44.0592275,-122.9885045
puma_4101000,43.9282763,-122.8976779
puma_4101103,42.3635866,-122.902167
puma_4101104,42.411782,-122.6757974
puma_4101105,43.2859035,-123.1543801
puma_4101200,44.9742911,-122.9916187
puma_4101301,44.8994731,-123.0428725
puma_4101302,44.899791,-122.5502687
puma_4101303,45.0668263,-123.3643942
puma_4101305,45.5922618,-122.7022189
puma_4101314,45.544512,-122.5541899
puma_4101316,45.4823713,-122.6105627
puma_4101317,45.5301043,-122.6187522
puma_4101318,45.6029312,-122.8039081
puma_4101319,45.530815,-122.155527
puma_4101320,45.1221464,-122.1868258
puma_4101321,45.3876265,-122.5811085
puma_4101322,45.3268127,-122.7347627
puma_4101323,45.3869925,-122.799623
puma_4101324,45.5968749,-123.1701554
puma_4200101,42.1216674,-80.0679264
puma_4200102,41.7481527,-79.7329906
puma_4200200,41.7207675,-76.8296918
puma_4200300,41.6328667,-75.4210352
puma_4200400,41.0562332,-75.3290369
puma_4200500,41.397331,-75.6701587
puma_4200600,41.0604692,-75.9888215
puma_4200701,40.890899,-76.6972559
puma_4200702,40.7023829,-77.3138919
puma_4200801,41.3000142,-80.2527863
puma_4200802,40.6456875,-80.3551954
puma_4200803,40.9138336,-79.9189599
puma_4200900,40.4149733,-79.9975326
puma_4201000,40.4665028,-80.2041894
puma_4201100,40.2915282,-79.8597506
puma_4201200,40.3778573,-80.024768
puma_4201300,40.7241247,-79.2529577
puma_4201400,40.2803908,-79.3368022
puma_4201501,40.4941269,-78.7152843
puma_4201502,40.4391336,-78.1133892
puma_4201600,40.2937051,-77.3055192
puma_4201701,40.2277383,-77.0317573
puma_4201702,40.3673441,-76.4580089
puma_4201801,40.7036899,-76.2178
puma_4201802,40.4278953,-76.1275603
puma_4201803,40.4402991,-75.7879612
puma_4201804,40.6255023,-75.3203585
puma_4201805,40.7891135,-75.3130776
puma_4201806,40.4339689,-75.2409101
puma_4201807,40.2978931,-75.0486758
puma_4201900,40.1928123,-74.8454695
puma_4202001,40.1569676,-74.9657215
puma_4202002,40.2618333,-75.5415016
puma_4202003,40.3155635,-75.409488
puma_4202100,40.0791307,-75.3518053
puma_4202200,40.1657768,-75.3406905
puma_4202301,40.1936075,-75.1745994
puma_4202302,40.1102153,-75.1774926
puma_4202401,40.0548586,-75.0750701
puma_4202402,40.020884,-75.0603297
puma_4202500,40.0464486,-75.1411989
puma_4202600,39.9936378,-75.1163325
puma_4202701,40.050405,-75.2051232
puma_4202702,39.9940787,-75.166741
puma_4202703,39.9792359,-75.222581
puma_4202801,39.9168367,-75.2212672
puma_4202802,39.9076121,-75.1689499
puma_4202803,39.9897663,-75.3708344
puma_4202901,39.9347429,-75.3047921
puma_4202902,39.889966,-75.4702975
puma_4203001,40.0002663,-75.5688175
puma_4203002,39.8448129,-75.8446224
puma_4203003,40.0259408,-76.2608199
puma_4203004,40.0138072,-76.1142428
puma_4203101,39.9939208,-76.3738931
puma_4203102,39.8201128,-76.6233423
puma_4203103,39.9394759,-77.7285143
puma_4203104,39.9141154,-79.6445856
puma_4203105,39.9309045,-80.2000559
puma_4203106,41.2980803,-77.3040305
puma_4203201,40.9473591,-80.3327635
puma_4203202,41.4771773,-75.8032708
puma_4203203,40.5505669,-75.4927467
puma_4203204,40.9091603,-77.8478296
puma_4203205,41.1064819,-76.3023345
puma_4203206,42.2093788,-80.130213
puma_4203207,41.5007491,-78.3228153
puma_4203208,41.2068417,-75.8115678
puma_4203209,41.2901528,-79.3539923
puma_4203210,40.4599804,-79.7878659
puma_4203211,40.4997916,-79.6461204
puma_4203301,40.422061,-76.8261239
puma_4203302,40.8345563,-75.698858
puma_4203303,40.0812065,-75.0106977
puma_4203304,39.9520434,-75.1574941
puma_4203401,39.8680747,-75.3228127
puma_4203402,40.0454334,-76.8629327
puma_4203403,39.8615322,-77.2410775
puma_4203404,39.9782526,-78.6496177
puma_4203501,40.2694178,-80.3138595
puma_4203502,40.5939656,-75.4781595
puma_4203503,40.3214356,-80.040984
puma_4203504,40.140452,-75.6114495
puma_4203601,40.5205071,-79.9936471
puma_4203602,40.2385154,-79.6813715
puma_4203603,40.6064469,-79.9589294
puma_4203701,40.1524095,-76.4683616
puma_4203702,40.2530824,-75.9185376
puma_4203800,40.4587457,-79.9592171
puma_4203900,40.2911816,-76.8285812
puma_4204001,40.0411316,-75.7923333
puma_4204002,39.9547727,-76.7199534
puma_4400101,41.8751044,-71.6419135
puma_4400102,41.9318885,-71.4273067
puma_4400103,41.8230556,-71.4187795
puma_4400104,41.7788612,-71.4385659
puma_4400201,41.6777498,-71.5763135
puma_4400300,41.530027,-71.2804654
puma_4400400,41.4011616,-71.6176118
puma_4500101,32.3867916,-80.8308774
puma_4500102,33.6132093,-81.7370914
puma_4500103,34.1072904,-82.2975996
puma_4500104,34.8112743,-82.9183181
puma_4500105,35.0733,-82.4120498
puma_4500200,34.9066377,-82.4265622
puma_4500301,34.814299,-82.3414551
puma_4500302,34.5246443,-82.0857174
puma_4500400,34.5195488,-82.6380859
puma_4500501,34.9535409,-81.9326233
puma_4500502,35.042133,-82.096714
puma_4500601,34.6361721,-81.4842142
puma_4500602,34.9838198,-81.2277335
puma_4500603,34.953404,-81.029701
puma_4500604,33.9287629,-81.4881359
puma_4500605,33.8988287,-81.1159868
puma_4500700,34.3354652,-81.106497
puma_4500800,34.0525561,-80.9144185
puma_4500900,34.0602879,-80.6852547
puma_4501000,34.6373303,-80.1911523
puma_4501101,33.7843316,-80.0886654
puma_4501102,34.1537745,-79.8060793
puma_4501201,33.8381219,-79.3094615
puma_4501202,33.9532619,-79.0340145
puma_4501203,33.7550037,-78.8142236
puma_4501204,33.1198495,-80.4150639
puma_4501300,32.7627199,-80.0052389
puma_4501400,33.1858478,-79.8295861
puma_4501500,32.9352817,-80.1237934
puma_4501600,33.0979543,-80.9702394
puma_4600100,44.7606488,-103.0627257
puma_4600200,44.0951424,-100.9191877
puma_4600300,45.3081314,-98.3185612
puma_4600400,43.9880755,-98.0412244
puma_4600500,43.294324,-97.0140642
puma_4600600,43.5325986,-96.7319147
puma_4700100,36.3827165,-84.1572842
puma_4700200,36.4506306,-82.9065708
puma_4700300,36.5068864,-82.278441
puma_4700400,36.0807754,-82.7996452
puma_4700500,36.2956649,-82.4950374
puma_4700600,35.8981786,-83.1124435
puma_4700700,35.8782207,-83.5016053
puma_4700800,36.1800073,-84.0392709
puma_4700900,36.0270373,-83.8188202
puma_4701000,35.9708752,-83.9464787
puma_4701100,35.9136661,-84.1266067
puma_4701200,35.6881849,-83.9229731
puma_4701300,35.6208579,-84.3485466
puma_4701400,35.2377869,-84.6453951
puma_4701500,35.0251181,-85.2404767
puma_4701601,35.1133518,-85.2219309
puma_4701602,35.2358986,-85.1204485
puma_4701603,35.416787,-85.3318278
puma_4701604,35.246925,-86.276499
puma_4701700,36.1484757,-86.2902097
puma_4701800,35.9446305,-86.4425541
puma_4701900,35.7614716,-86.3940386
puma_4702001,36.1420821,-86.61662
puma_4702002,36.2988798,-86.8348029
puma_4702003,36.173701,-86.7800119
puma_4702100,35.894972,-86.896958
puma_4702200,35.548942,-86.8077248
puma_4702300,35.3209249,-87.5158459
puma_4702401,35.2099145,-88.3548008
puma_4702402,35.5434767,-88.7709539
puma_4702501,35.4612001,-89.5814758
puma_4702502,35.1288323,-90.019001
puma_4702503,35.1300504,-89.9205078
puma_4702504,35.209954,-89.9306217
puma_4702505,35.3061259,-89.901551
puma_4702600,35.1775448,-89.7291636
puma_4702700,35.0532667,-89.7488909
puma_4702800,35.0681243,-89.8614256
puma_4702900,35.0402628,-90.0767753
puma_4703000,36.4700152,-86.4585173
puma_4703100,36.3502613,-85.4303344
puma_4703201,36.0944554,-86.9145581
puma_4703202,36.047371,-86.7048632
puma_4703203,36.1098264,-89.1723831
puma_4703204,36.1556583,-88.2392882
puma_4703205,36.4924338,-87.5994402
puma_4703206,36.1663047,-87.2380115
puma_4703207,36.0346816,-85.9300283
puma_4703208,36.0222807,-85.1431644
puma_4800100,35.4186189,-101.4945002
puma_4800200,35.3986751,-101.893804
puma_4800300,34.962529,-101.8955472
puma_4800400,33.6384473,-101.5354097
puma_4800501,33.5656357,-101.8866715
puma_4800502,33.6105484,-101.8142539
puma_4800600,33.688794,-98.7953405
puma_4800700,33.9911025,-98.7168508
puma_4800800,33.6194115,-96.6664522
puma_4800900,33.0866973,-96.1350405
puma_4801000,33.4004058,-95.2917205
puma_4801100,33.2665756,-94.3739712
puma_4801200,32.6644069,-94.5381886
puma_4801300,32.7166135,-95.5890377
puma_4801400,32.598944,-96.2883777
puma_4801501,32.3823022,-95.2613479
puma_4801502,32.305658,-95.3315504
puma_4801600,32.4863971,-94.8162759
puma_4801700,32.0223298,-94.7825803
puma_4801800,32.0119634,-95.7608074
puma_4801901,33.0059135,-96.7397119
puma_4801902,33.0698447,-96.7895545
puma_4801903,33.0492647,-96.7112268
puma_4801904,33.0685788,-96.6437504
puma_4801905,33.1915024,-96.659276
puma_4801906,33.2604884,-96.770327
puma_4801907,33.2116037,-96.4716894
puma_4802001,31.0954909,-94.0737836
puma_4802002,30.2693319,-94.2445788
puma_4802003,30.0897517,-94.148477
puma_4802004,29.8303569,-94.1548533
puma_4802005,29.964097,-94.7519942
puma_4802006,30.3810943,-95.4572993
puma_4802101,30.2788254,-95.6540577
puma_4802102,30.1762204,-95.50799
puma_4802200,30.135593,-95.2745101
puma_4802301,29.7402406,-95.3082586
puma_4802302,29.704014,-95.3850744
puma_4802303,29.6898886,-95.1881095
puma_4802304,29.7766573,-95.2192016
puma_4802305,29.8697009,-95.2652399
puma_4802306,29.8960708,-95.3514044
puma_4802307,29.8674655,-95.5140038
puma_4802308,29.8024276,-95.5199437
puma_4802309,29.756314,-95.504462
puma_4802310,29.7172719,-95.5083959
puma_4802311,29.6853043,-95.5154431
puma_4802312,29.654197,-95.4913507
puma_4802313,29.6262478,-95.3915638
puma_4802314,29.6790641,-95.2880532
puma_4802315,29.6326436,-95.2522154
puma_4802316,29.5666202,-95.1743495
puma_4802317,32.8178804,-97.3189928
puma_4802318,32.6809457,-97.3579238
puma_4802319,32.6462927,-97.4655209
puma_4802320,32.7941036,-97.4737782
puma_4802321,32.9181584,-97.425868
puma_4802322,32.543196,-99.7497145
puma_4802400,32.2956844,-99.8932198
puma_4802501,31.3570207,-100.8511306
puma_4802502,31.4015829,-100.4613549
puma_4802503,31.8653008,-102.5425068
puma_4802504,30.8973367,-103.6250752
puma_4802505,31.732844,-106.149164
puma_4802506,29.6137368,-95.0696241
puma_4802507,29.7443126,-95.1059635
puma_4802508,29.8103337,-95.0059494
puma_4802509,30.0019285,-95.1187564
puma_4802510,29.9888725,-95.2715725
puma_4802511,29.9762155,-95.4335634
puma_4802512,30.0589464,-95.4088473
puma_4802513,29.9298079,-95.5546602
puma_4802514,30.0118699,-95.5197602
puma_4802515,30.0828924,-95.5932252
puma_4802516,29.9696624,-95.6305182
puma_4802600,33.0586723,-97.1532846
puma_4802700,33.1479837,-96.9058386
puma_4802800,33.1946099,-97.129895
puma_4802900,33.267757,-97.1433672
puma_4803000,32.3472789,-96.7983357
puma_4803100,32.3795112,-97.3648234
puma_4803200,32.4567616,-98.1588766
puma_4803301,32.9266331,-96.5616043
puma_4803302,32.87582,-96.6370477
puma_4803303,32.7798905,-96.5704752
puma_4803304,32.6375163,-96.665063
puma_4803305,32.7548124,-96.6536853
puma_4803306,32.8305017,-96.6973507
puma_4803400,29.9681151,-95.7975804
puma_4803501,29.8998454,-95.6708494
puma_4803502,29.8247622,-95.6886228
puma_4803601,29.7550133,-95.7036172
puma_4803602,29.8098773,-95.6055773
puma_4803700,29.7276394,-95.5977334
puma_4803801,29.3635207,-94.8621613
puma_4803802,29.4903493,-95.1078993
puma_4803900,29.5519859,-95.3453752
puma_4804000,29.2905191,-95.3171973
puma_4804100,29.0614948,-95.5282104
puma_4804200,29.5691886,-95.5271746
puma_4804301,29.6007504,-95.6108377
puma_4804302,29.569799,-95.7234973
puma_4804400,29.6886989,-95.7166457
puma_4804501,29.5047153,-95.8025285
puma_4804502,29.3445851,-96.1913184
puma_4804503,30.0345763,-97.1740162
puma_4804504,30.5339472,-97.6565723
puma_4804601,30.4886969,-97.7555476
puma_4804602,30.6177237,-97.8372818
puma_4804603,30.399883,-97.53029
puma_4804604,30.4077196,-97.7109209
puma_4804605,30.3258191,-97.6472399
puma_4804606,30.1959478,-97.716899
puma_4804607,30.3199707,-97.7466147
puma_4804608,30.2128076,-97.7857321
puma_4804609,30.2464733,-97.8591855
puma_4804610,30.0612247,-98.0292673
puma_4804611,29.1046591,-97.3737484
puma_4804612,28.5998924,-96.7753771
puma_4804613,29.5832081,-97.9490268
puma_4804614,29.8030193,-98.2552006
puma_4804615,29.420114,-98.5091173
puma_4804616,29.468339,-98.4455428
puma_4804617,29.3681661,-98.4471054
puma_4804618,29.478146,-98.5327166
puma_4804619,29.4205584,-98.59641
puma_4804620,29.3425345,-98.5700519
puma_4804621,29.3069307,-98.4769808
puma_4804622,29.4400578,-98.6787664
puma_4804623,29.496597,-98.6439752
puma_4804624,29.5389586,-98.608047
puma_4804625,29.5602243,-98.4288815
puma_4804626,29.4954842,-98.3741881
puma_4804627,29.591444,-98.7299699
puma_4804628,29.67501,-98.5046
puma_4804629,29.1715798,-98.9674482
puma_4804630,29.3032323,-100.1985341
puma_4804631,27.5291876,-99.4880785
puma_4804632,27.7705836,-99.3266413
puma_4804633,27.5017185,-98.6196772
puma_4804634,28.2411277,-97.3976158
puma_4804635,27.755868,-97.4232398
puma_4804636,27.6950769,-97.3737839
puma_4804637,26.1490039,-97.3519405
puma_4804638,25.9280379,-97.4827839
puma_4804701,26.1296718,-97.9865327
puma_4804702,26.2447783,-98.0452663
puma_4804801,26.3476101,-98.1619394
puma_4804802,26.2215455,-98.3267144
puma_4804803,27.1031565,-97.8076602
puma_4804901,29.7924644,-95.3613419
puma_4804902,29.5461364,-98.31477
puma_4804903,30.6661674,-97.5308766
puma_4804904,33.0275063,-96.8858887
puma_4804905,29.5659807,-98.5317636
puma_4805000,31.0763398,-97.7165741
puma_4805100,30.3987027,-97.8406277
puma_4805201,32.8087516,-97.0885074
puma_4805202,29.7448756,-95.4205443
puma_4805203,29.6771013,-95.5932803
puma_4805204,27.7394061,-97.5216428
puma_4805301,26.1891996,-97.7308004
puma_4805302,26.4841771,-98.2099808
puma_4805303,31.7758079,-106.2993559
puma_4805304,31.8708957,-102.0243264
puma_4805305,26.2160929,-98.2414921
puma_4805306,30.157891,-98.919476
puma_4805307,31.4485275,-94.6148464
puma_4805308,31.695315,-106.3179945
puma_4805309,31.7876431,-106.4189285
puma_4805400,31.9218377,-106.4358447
puma_4805500,31.9018439,-106.5649602
puma_4805600,31.1860464,-98.3508315
puma_4805700,31.0350866,-97.4637917
puma_4805800,30.8493793,-96.4762632
puma_4805901,30.6567254,-96.3023887
puma_4805902,31.7720662,-96.8243198
puma_4805903,31.5498353,-97.1526844
puma_4805904,31.4026227,-97.4034704
puma_4805905,30.9531334,-95.2094174
puma_4805906,32.6079673,-96.9770344
puma_4805907,32.7021559,-96.9642273
puma_4805908,32.7845818,-96.9748677
puma_4805909,32.868028,-96.969173
puma_4805910,32.9444841,-96.9581335
puma_4805911,32.7770964,-97.8059049
puma_4805912,32.7198121,-97.0818557
puma_4805913,32.6395042,-97.0861361
puma_4805914,32.5987002,-97.1252549
puma_4805915,32.6029618,-97.2751416
puma_4805916,32.7157007,-97.1800871
