puma,latitude,longitude
puma_1701300,42.3513497,-88.9034299
puma_1701500,41.768869,-88.3189302
puma_1701602,41.913536,-88.311912
puma_1701701,42.0823536,-88.3096072
puma_1701900,41.9377265,-88.4689066
puma_1702000,41.5086211,-88.1331803
puma_1702100,41.5955195,-88.141176
puma_1702200,41.6828015,-88.145067
puma_1702300,41.5528728,-87.9168646
puma_1702400,41.3597898,-87.9181298
puma_1702501,41.8585485,-88.090736
puma_1702601,41.7719344,-88.0920926
puma_1702700,41.7544741,-87.9773764
puma_1702801,41.9641335,-89.8106004
puma_1702901,41.4684044,-90.5722031
puma_1703005,41.8615596,-87.9760217
puma_1703007,41.9554078,-88.0010367
puma_1703008,41.9291106,-88.1659673
puma_1703009,41.7959725,-88.2073305
puma_1703102,40.7713203,-90.6009598
puma_1703105,39.9553929,-90.7257251
puma_1703106,39.4472219,-90.2264085
puma_1703107,38.983122,-89.1878418
puma_1703108,39.600526,-88.0609101
puma_1703202,38.8368307,-88.0986908
puma_1703203,37.7149772,-88.5815732
puma_1703204,37.8789782,-89.1634899
puma_1703205,38.3264389,-89.410588
puma_1703207,38.5249888,-89.896576
puma_1703208,42.4115826,-88.0996011
puma_1703209,38.3341048,-89.8451903
puma_1703306,38.8065348,-89.8091313
puma_1703307,41.7747633,-87.8374564
puma_1703308,41.6488575,-87.8804153
puma_1703309,41.713415,-87.7537667
puma_1703310,41.6043616,-87.7374208
puma_1703401,41.6012732,-87.6003232
puma_1703407,42.0237057,-88.0831568
puma_1703408,42.0383966,-87.9743929
puma_1703409,42.0244564,-87.8534047
puma_1703410,42.0362208,-87.735193
puma_1703411,41.952119,-87.8698473
puma_1703412,41.9847908,-87.659585
puma_1703413,41.9343495,-87.6487472
puma_1703414,41.980448,-87.689639
puma_1703415,41.9745615,-87.7334516
puma_1703416,41.9570103,-87.7810712
puma_1703417,41.908163,-87.7667764
puma_1703418,41.9276283,-87.7086693
puma_1703419,41.8674073,-87.717095
puma_1703420,41.8779171,-87.6684285
puma_1703421,41.882645,-87.6235594
puma_1703422,41.8186679,-87.6734421
puma_1703501,41.7863928,-87.7408413
puma_1703502,41.5139134,-87.6572848
puma_1703503,42.1164213,-87.9431808
puma_1703504,41.7711925,-87.6551873
puma_1703520,41.7960662,-87.5959071
puma_1703521,41.697268,-87.6601515
puma_1703522,41.7290445,-87.6262812
puma_1703523,41.6901224,-87.570417
puma_1703524,42.3324183,-88.5025668
puma_1703525,42.2852249,-88.2743532
puma_1703526,42.2991286,-87.442223
puma_1703527,41.4200983,-88.4339373
puma_1703528,42.2413591,-88.1035532
puma_1703529,42.0082754,-87.3610261
puma_1703530,42.029564,-88.1916671
puma_1703531,42.3211323,-87.933851
puma_1703532,42.199319,-87.89174
puma_1703601,42.1087591,-88.1247073
puma_1703602,41.8640576,-87.8622461
puma_1703700,41.8580606,-87.7777803
puma_1800101,39.7066469,-85.1819129
puma_1800102,38.8671107,-86.7832343
puma_1800103,39.1607509,-86.5233253
puma_1800104,39.048475,-85.9757553
puma_1800200,41.6356441,-87.4717901
puma_1800300,41.7056716,-87.3478379
puma_1800401,41.5021277,-87.3585132
puma_1800402,41.3221729,-87.3932208
puma_1800500,41.509922,-87.0713082
puma_1800600,41.5490111,-86.7447293
puma_1800700,41.6918778,-86.2717355
puma_1800800,41.6011298,-86.2873744
puma_1800900,41.6006928,-85.8639864
puma_1801001,38.9752811,-85.5539657
puma_1801002,39.1433343,-85.0931582
puma_1801003,37.9611911,-87.8272151
puma_1801100,38.0200703,-87.5861659
puma_1801200,38.3274438,-86.9735269
puma_1801300,38.3963971,-86.0951257
puma_1801400,38.4762174,-85.7111221
puma_1801500,41.5166771,-85.2226879
puma_1801600,41.0626948,-86.8696134
puma_1801700,41.2797744,-86.0334169
puma_1801801,40.8577798,-85.2882114
puma_1801802,41.0506284,-85.1869181
puma_1801803,41.1097734,-85.0951175
puma_1801900,41.0036153,-84.935782
puma_1802000,40.6536998,-86.5607164
puma_1802100,40.3892597,-86.8939426
puma_1802200,40.5572827,-86.1921611
puma_1802301,40.7131582,-85.8198659
puma_1802302,40.2141256,-85.1555126
puma_1802303,39.7439634,-87.2887009
puma_1802304,39.4291426,-87.3903754
puma_1802305,40.0651309,-86.3658808
puma_1802306,39.963481,-86.1180674
puma_1802307,40.070101,-85.9445841
puma_1802400,40.166203,-85.7224543
puma_1802500,40.2271653,-85.3988555
puma_1802600,39.4832133,-86.5448244
puma_1802700,39.7687487,-86.5102865
puma_1802800,39.8748137,-86.2553548
puma_1802900,39.8717026,-86.137674
puma_1803000,39.8749384,-86.0133366
puma_1803100,39.7604345,-86.267581
puma_1803200,39.7748527,-86.1394918
puma_1803300,39.7335423,-86.0147073
puma_1803400,39.6746155,-86.1914928
puma_1803500,39.4959859,-86.0946003
puma_1803600,39.649763,-85.7749813
puma_1900100,43.0629319,-91.8324615
puma_1900200,42.4728884,-92.306059
puma_1900400,42.5686476,-93.509128
puma_1900500,42.3902104,-91.1417886
puma_1900600,41.8383645,-90.9523476
puma_1900700,41.6416793,-90.6222899
puma_1900800,42.0779506,-91.5976735
puma_1900900,41.6687365,-91.5888122
puma_1901000,42.0361283,-93.6980078
puma_1901100,41.6507462,-93.8436738
puma_1901200,41.7101204,-93.5273072
puma_1901300,41.0518103,-93.9709894
puma_1901400,42.5683422,-96.1250991
puma_1901500,41.1014164,-92.1821064
puma_1901600,41.929366,-92.4405104
puma_1901700,41.4722434,-93.5008743
puma_1901800,41.5841916,-93.6219979
puma_1901900,42.3330566,-95.1432249
puma_1902000,41.2435505,-95.411688
puma_1902100,40.9253304,-91.3810117
puma_1902200,43.2063501,-95.4770344
puma_1902300,43.2042204,-93.5154446
puma_2000100,39.1844618,-100.3759801
puma_2000200,39.3864089,-97.4713248
puma_2000300,39.2684241,-96.5622422
puma_2000400,39.4153741,-95.2144747
puma_2000500,39.1153842,-94.7630866
puma_2000601,38.9708517,-94.8861202
puma_2000602,38.985352,-94.6610815
puma_2000603,38.8320695,-94.8900842
puma_2000604,38.8351865,-94.680949
puma_2000700,38.8965726,-95.2905294
puma_2000801,39.0512254,-95.6806634
puma_2000802,39.1419668,-95.8403898
puma_2000900,37.9333918,-96.364385
puma_2001000,38.195448,-97.9890093
puma_2001100,37.6922557,-98.6597275
puma_2001200,37.631859,-100.8057016
puma_2001301,37.9527872,-97.4575805
puma_2001302,37.8296197,-96.8633531
puma_2001303,37.6759838,-97.3508349
puma_2001304,37.5751636,-97.2988866
puma_2001400,38.2154671,-95.0528741
puma_2001500,37.3173877,-95.2224621
puma_2100100,37.7656285,-86.9970972
puma_2100200,38.0447796,-85.4639574
puma_2100300,38.2315186,-85.8006712
puma_2100400,38.2442349,-85.6923102
puma_2100500,38.2893687,-85.5531379
puma_2100600,38.1778042,-85.5223699
puma_2100700,38.1352489,-85.6460077
puma_2100800,38.1226907,-85.8275661
puma_2100900,38.4349893,-85.2488092
puma_2101000,38.0309348,-84.5067855
puma_2101100,38.0201597,-84.8699836
puma_2101200,37.6591545,-85.4600145
puma_2101300,37.6010258,-87.4042643
puma_2101400,38.0431763,-84.4533489
puma_2101500,38.2894966,-83.6172655
puma_2101600,37.6211072,-84.6511119
puma_2101701,37.7271394,-84.0872225
puma_2101702,38.2556371,-84.2813751
puma_2101703,38.9304771,-84.533492
puma_2101704,38.9745952,-84.7314442
puma_2101705,38.2755182,-82.9116358
puma_2101706,38.6787292,-84.6564578
puma_2101800,36.793404,-88.6973282
puma_2101901,37.2529652,-87.7387203
puma_2101902,36.877122,-87.6107537
puma_2102000,36.835707,-85.849927
puma_2102100,36.995634,-86.4235786
puma_2102200,37.107247,-85.2164288
puma_2102300,36.9160848,-84.6305543
puma_2102400,37.2484968,-84.0062508
puma_2102500,36.8105594,-83.7206575
puma_2102600,37.3530036,-83.2773511
puma_2102700,37.605766,-82.6559262
puma_2102800,37.7018444,-86.2744746
puma_2200100,29.8137375,-91.616275
puma_2200101,30.611166,-91.3618802
puma_2200200,30.3703111,-91.0682855
puma_2200300,30.4437504,-91.1126435
puma_2200400,30.6081659,-91.10009
puma_2200500,30.2029461,-90.9100234
puma_2200600,30.5758781,-90.7187106
puma_2200700,30.7278587,-90.2426322
puma_2200800,30.0091489,-90.5186661
puma_2200900,29.5766204,-90.5374748
puma_2201000,29.3332656,-90.8441905
puma_2201100,30.5659607,-90.1034229
puma_2201200,30.3048839,-89.8067677
puma_2201201,30.1168076,-90.2120328
puma_2201300,32.7211105,-93.9113008
puma_2201400,29.9997624,-90.1776216
puma_2201500,29.9001996,-90.1575535
puma_2201501,30.08744,-89.917053
puma_2201502,29.9680498,-90.0804518
puma_2201600,29.9229611,-90.0206349
puma_2201700,29.5602282,-89.4369353
puma_2201800,30.6552251,-92.1777127
puma_2201900,30.136881,-92.0087649
puma_2202000,32.337665,-93.8376507
puma_2202100,32.6976795,-93.497604
puma_2202200,32.0866185,-93.2415134
puma_2202201,32.4774949,-92.1547984
puma_2202300,32.459092,-91.8042537
puma_2202301,31.5703579,-92.151583
puma_2202302,31.1531412,-92.8537036
puma_2202400,30.5382207,-93.2284102
puma_2202401,29.9649363,-93.1059974
puma_2202402,29.9521132,-92.3543316
puma_2202500,30.2433735,-92.0955054
puma_2300100,46.1159213,-68.2649644
puma_2300200,45.369441,-69.9310946
puma_2300300,45.3906022,-68.6574869
puma_2300400,44.4170119,-69.7657639
puma_2300500,44.3461907,-68.8096586
puma_2300600,44.1676811,-70.2074347
puma_2300700,43.8932484,-70.0303345
puma_2300800,43.5291279,-70.6711383
puma_2300900,43.5174087,-70.4351036
puma_2301000,43.621803,-70.149236
puma_2400100,39.5599954,-79.052724
puma_2400200,39.6036207,-77.8146709
puma_2400301,39.4718115,-77.388317
puma_2400302,39.4355941,-77.3979986
puma_2400400,39.5631892,-77.0155121
puma_2400501,39.578986,-76.7440443
puma_2400502,39.4067458,-76.7898967
puma_2400503,39.4201668,-76.652469
puma_2400504,39.4009365,-76.5583825
puma_2400505,39.3635664,-76.4650629
puma_2400506,39.2652436,-76.4756941
puma_2400507,39.2658695,-76.7229976
puma_2400601,39.5996414,-76.3569326
puma_2400602,39.3780643,-76.2351888
puma_2400700,39.5623524,-75.9415843
puma_2400801,39.3340485,-76.6771898
puma_2400802,39.3382802,-76.623688
puma_2400803,39.3451264,-76.56586
puma_2400804,39.2843215,-76.5646316
puma_2400805,39.2548518,-76.6167251
puma_2400901,39.272753,-76.9714618
puma_2400902,39.1924354,-76.803173
puma_2401001,39.1090971,-77.3917688
puma_2401002,39.1793431,-77.2257425
puma_2401003,39.1080057,-77.1913885
puma_2401004,39.0079493,-77.1552334
puma_2401005,39.0653967,-77.0689145
puma_2401006,39.0888582,-76.9835774
puma_2401007,39.0041683,-77.0192844
puma_2401101,38.989738,-76.9517146
puma_2401102,39.0445024,-76.8595743
puma_2401103,38.9524167,-76.9169316
puma_2401104,38.8809006,-76.884094
puma_2401105,38.887802,-76.7707432
puma_2401106,38.7074712,-76.8463595
puma_2401107,38.809663,-76.963703
puma_2401201,39.0956031,-76.7079818
puma_2401202,39.1775346,-76.5858253
puma_2401203,39.0809545,-76.506924
puma_2401204,38.9120706,-76.5296518
puma_2401300,38.7736282,-76.0726288
puma_2401400,38.2021529,-75.5747968
puma_2401500,38.3125996,-76.5275215
puma_2401600,38.4728532,-77.0154272
puma_2500100,42.115454,-72.5399783
puma_2500200,42.1180895,-72.708157
puma_2500300,42.0731994,-72.4287555
puma_2500301,42.2112641,-71.4630986
puma_2500302,42.4775746,-71.0836179
puma_2500303,42.3519144,-71.1324532
puma_2500304,42.3692408,-71.0347399
puma_2500400,42.3787963,-70.8028593
puma_2500501,42.30692,-71.0856537
puma_2500502,42.2811931,-71.1320744
puma_2500503,42.3772465,-70.9881186
puma_2500504,42.3298824,-71.1900418
puma_2500505,42.2866663,-71.2980317
puma_2500506,42.0923364,-71.3205843
puma_2500507,42.1872231,-71.1188837
puma_2500508,42.2552007,-71.0328409
puma_2500701,42.2536438,-70.88176
puma_2500702,42.1012625,-71.0566068
puma_2500703,41.8734476,-71.2826643
puma_2500704,41.6837105,-70.9104126
puma_2501000,41.7274076,-71.1149733
puma_2501300,41.9154035,-71.127122
puma_2501400,41.5281017,-70.9109028
puma_2501600,41.6614149,-70.4853421
puma_2501900,41.5702636,-70.3671147
puma_2501901,42.0368877,-71.0008676
puma_2501902,41.9468671,-70.8460273
puma_2502400,42.047799,-70.6232843
puma_2502800,42.3753141,-73.2139479
puma_2503301,42.5347721,-72.6410932
puma_2503302,42.2694781,-71.8077831
puma_2503303,42.5610715,-71.8337246
puma_2503304,42.3019022,-72.0220148
puma_2503305,42.2838174,-71.6644698
puma_2503306,42.0844895,-71.8172367
puma_2503400,42.6278563,-72.1064071
puma_2503500,42.6366927,-71.4396498
puma_2503601,42.638893,-71.3221073
puma_2503602,42.4498213,-71.2539485
puma_2503603,42.3168079,-71.4516208
puma_2503900,42.4136947,-71.1648652
puma_2504000,42.3759674,-71.1182745
puma_2504200,42.3982377,-71.0819697
puma_2504301,42.4254275,-71.089974
puma_2504302,42.7598899,-71.1318473
puma_2504303,42.7011199,-70.9882087
puma_2504500,42.6207591,-70.7601052
puma_2504700,42.4708331,-70.9479536
puma_2504800,42.5538602,-71.0202455
puma_2504901,42.5999568,-71.2068853
puma_2504902,42.4560743,-71.4632797
puma_2504903,42.2278834,-72.6071076
puma_2600100,42.5739748,-86.6343819
puma_2600200,42.5888793,-84.3606816
puma_2600300,42.4800001,-83.324276
puma_2600400,47.038733,-88.4881308
puma_2600500,46.358997,-86.022702
puma_2600600,45.0799287,-83.681859
puma_2600700,45.0672218,-85.2279902
puma_2600801,44.8282203,-86.1053925
puma_2600802,43.781611,-86.293971
puma_2600900,43.2664158,-86.754329
puma_2601001,42.9502842,-86.6668803
puma_2601002,42.967906,-85.8978097
puma_2601003,42.8860559,-85.7261275
puma_2601004,42.961156,-85.6555701
puma_2601100,42.896245,-85.4746272
puma_2601200,43.1635444,-85.542648
puma_2601300,43.4599139,-85.2138068
puma_2601400,43.6489029,-84.764403
puma_2601500,44.2541989,-83.6971118
puma_2601600,43.6901701,-84.1433561
puma_2601701,43.3282667,-84.05541
puma_2601702,43.6735718,-82.9065593
puma_2601703,43.0812195,-83.3038362
puma_2601704,43.0935918,-83.755462
puma_2601801,43.0244249,-83.6919833
puma_2601802,42.9664376,-84.0361657
puma_2601900,42.7143173,-84.5546852
puma_2602000,42.7723603,-84.722136
puma_2602101,42.407207,-85.1378325
puma_2602102,42.2469414,-85.5218439
puma_2602200,42.2310092,-85.5900839
puma_2602300,41.915913,-85.300887
puma_2602400,42.1633402,-86.2076595
puma_2602500,41.8923619,-86.7329744
puma_2602600,41.890199,-84.3036179
puma_2602701,42.2484738,-84.4208679
puma_2602702,42.2502106,-83.8885185
puma_2602703,42.2767978,-83.7306561
puma_2602800,42.2551675,-83.6439146
puma_2602901,42.6025316,-83.9117183
puma_2602902,42.6864786,-83.579863
puma_2602903,42.7956528,-83.275758
puma_2602904,42.6251693,-83.1483906
puma_2602905,42.661655,-83.3254603
puma_2602906,42.5179861,-83.5069318
puma_2602907,42.5672483,-83.3191098
puma_2602908,42.4914282,-83.1432007
puma_2603001,42.7834296,-82.8967602
puma_2603002,42.6688442,-82.9794229
puma_2603003,42.5812062,-83.0303162
puma_2603004,42.5598961,-82.8297069
puma_2603005,42.4925009,-82.9152797
puma_2603006,42.4929044,-83.0250007
puma_2603100,42.9288035,-82.6689135
puma_2603201,42.3067926,-83.4877294
puma_2603202,42.3967431,-83.3546244
puma_2603203,42.3252428,-83.2417333
puma_2603204,42.3094939,-83.3656478
puma_2603205,42.174869,-83.3753283
puma_2603206,42.1252371,-83.2065731
puma_2603207,42.2472421,-83.1710646
puma_2603208,42.3853248,-83.2265363
puma_2603209,42.4175711,-83.1707074
puma_2603210,42.423941,-83.0267653
puma_2603211,42.3627098,-83.0071008
puma_2603212,42.3348578,-83.1207705
puma_2603213,42.408209,-82.8957449
puma_2603300,41.916097,-83.4871059
puma_2700100,47.7765851,-95.152638
puma_2700200,47.0581058,-93.7273279
puma_2700300,47.7323098,-92.0778384
puma_2700400,46.7849991,-92.1620713
puma_2700500,45.9129075,-93.0773273
puma_2700600,46.2479759,-94.4635991
puma_2700700,45.9464292,-95.8854485
puma_2700800,45.5552345,-94.6104822
puma_2700900,45.5646741,-93.8671187
puma_2701000,45.3243755,-93.346125
puma_2701101,45.1366705,-93.2877066
puma_2701102,45.2557523,-93.112877
puma_2701103,45.1400206,-92.8908695
puma_2701201,44.8570829,-92.8910389
puma_2701202,45.0840995,-93.1057403
puma_2701301,45.0017775,-93.082004
puma_2701302,44.9455848,-93.057109
puma_2701303,44.9501277,-93.1549053
puma_2701304,45.0528168,-93.613034
puma_2701401,45.0450354,-93.4695532
puma_2701402,45.1122879,-93.3890468
puma_2701403,45.0286773,-93.3501241
puma_2701404,45.0069202,-93.2653642
puma_2701405,44.9296094,-93.2390959
puma_2701406,44.933045,-93.2990345
puma_2701407,44.9175432,-93.3669351
puma_2701408,44.8824206,-93.461921
puma_2701409,44.8444787,-93.2976803
puma_2701410,44.8410436,-93.1095336
puma_2701501,44.6317873,-93.0384358
puma_2701502,44.7554316,-93.2523636
puma_2701503,44.6809662,-93.4502059
puma_2701600,44.7641268,-93.7722294
puma_2701700,45.1750914,-93.9663965
puma_2701800,44.889956,-94.6676757
puma_2701900,48.0531157,-96.3167828
puma_2702000,44.6098873,-95.6642853
puma_2702100,43.8112592,-95.2261181
puma_2702200,44.1159427,-93.9989669
puma_2702300,44.3826733,-93.1569884
puma_2702400,43.8117331,-93.0326184
puma_2702500,44.0034295,-92.4067216
puma_2702600,43.8771994,-91.9083052
puma_2800100,34.874266,-89.99324
puma_2800200,34.7652541,-88.8876617
puma_2800300,34.3241522,-90.2156939
puma_2800400,33.8623177,-88.5459698
puma_2800500,34.3258893,-88.9092051
puma_2800600,33.3466452,-88.8585082
puma_2800700,33.4451549,-89.876868
puma_2800800,33.3360298,-90.8017019
puma_2800900,32.7265574,-90.2376006
puma_2801000,32.2432613,-90.2803511
puma_2801100,32.3316778,-90.1803224
puma_2801200,32.1432986,-90.5905437
puma_2801300,32.1192296,-89.926121
puma_2801400,32.6466302,-89.4251346
puma_2801500,32.2827838,-88.8083242
puma_2801600,31.4386306,-90.7828371
puma_2801700,31.5251071,-89.0520415
puma_2801800,31.1982577,-89.3788431
puma_2801900,30.693168,-89.2805311
puma_2802000,30.4165357,-89.0833762
puma_2802100,30.4584911,-88.6199906
puma_2900100,40.2124722,-94.0205197
puma_2900200,39.8465209,-94.6752059
puma_2900300,39.9808852,-92.083595
puma_2900400,39.0942668,-91.3420637
puma_2900500,38.6371207,-92.0892275
puma_2900600,39.1800945,-93.0308914
puma_2900700,39.1975698,-93.9531402
puma_2900800,39.3346136,-94.3939599
puma_2900901,39.2166349,-94.5497101
puma_2900902,39.3786957,-94.7614717
puma_2900903,39.0739475,-94.5328712
puma_2901001,39.0341403,-94.4262545
puma_2901002,39.0378486,-94.2329722
puma_2901003,38.9173523,-94.3791486
puma_2901004,38.9323872,-94.5463263
puma_2901005,38.4382244,-94.3450332
puma_2901100,38.989657,-92.3107786
puma_2901200,38.5564151,-90.3458663
puma_2901300,38.5949145,-90.2578237
puma_2901400,38.2275751,-90.5468485
puma_2901500,37.2755976,-89.7819353
puma_2901600,37.1111171,-90.6863894
puma_2901701,37.1725556,-93.1247339
puma_2901702,37.0555457,-94.3397364
puma_2901703,37.7599913,-93.9857837
puma_2901801,37.8424322,-93.0919983
puma_2901802,38.1207012,-92.5847775
puma_2901803,37.9734304,-91.5847803
puma_2901804,38.4083125,-91.0734098
puma_2901805,38.6891643,-90.7991905
puma_2901806,38.8426347,-90.8148417
puma_2901807,38.8580351,-90.463316
puma_2901808,38.8016151,-90.2388442
puma_2901901,38.7813267,-90.365177
puma_2901902,38.7017158,-90.3448567
puma_2902001,38.6582613,-90.58226
puma_2902002,38.6378211,-90.4158641
puma_2902100,38.5824791,-90.5317268
puma_2902200,38.5073582,-90.5148165
puma_2902300,38.6740417,-90.2336331
puma_2902400,38.435062,-90.4741456
puma_2902500,37.8619362,-90.4087998
puma_2902601,36.5759381,-89.787262
puma_2902602,36.9920021,-91.9754192
puma_2902603,37.2280183,-93.2868286
puma_2902700,37.1405025,-93.3476481
puma_2902800,36.6896762,-93.656186
puma_3000100,47.7433768,-110.3108683
puma_3000200,45.565099,-110.0209002
puma_3000300,46.9345697,-106.3640238
puma_3000400,45.7894168,-108.5434964
puma_3000500,48.4806212,-114.1722645
puma_3000600,47.1065361,-114.4180744
puma_3000700,45.9963306,-112.5465275
puma_3100100,42.2344391,-101.7659323
puma_3100200,42.0836012,-97.3973455
puma_3100300,41.4502857,-99.0604123
puma_3100400,41.0042348,-100.9528021
puma_3100500,40.4311306,-98.7914478
puma_3100600,40.3629342,-97.2001439
puma_3100701,41.2866506,-96.4433205
puma_3100702,41.1150635,-96.1091254
puma_3100801,40.9215258,-96.694244
puma_3100802,40.6612424,-96.6957395
puma_3100901,41.332681,-96.2040795
puma_3100902,41.2282877,-96.2107954
puma_3100903,41.32164,-95.9683153
puma_3100904,41.2272321,-95.9724225
puma_3200101,36.1710206,-115.1273103
puma_3200102,36.1694883,-115.2168675
puma_3200103,36.2798562,-115.6234715
puma_3200200,36.0892298,-115.3269166
puma_3200300,36.1048393,-115.1534792
puma_3200401,36.1178201,-115.0578753
puma_3200402,35.9919768,-115.0848907
puma_3200403,35.6424127,-115.0107454
puma_3200404,36.0322462,-115.1693831
puma_3200405,39.5135396,-119.8076572
puma_3200406,39.4253083,-119.8719177
puma_3200407,40.7647044,-119.5875374
puma_3200408,39.0419557,-119.3736724
puma_3200409,39.5109205,-116.478351
puma_3200410,36.2570938,-115.2877416
puma_3200411,36.6063918,-115.1352974
puma_3200412,36.2591848,-115.1236188
puma_3200413,36.3767592,-114.4525226
puma_3300100,44.3308629,-71.562495
puma_3300200,43.7245879,-71.3559984
puma_3300300,43.3014718,-71.0414547
puma_3300400,43.2560979,-71.6615498
puma_3300500,43.1057511,-72.2398287
puma_3300600,42.9095047,-71.809818
puma_3300700,43.1222676,-71.3049716
puma_3300800,42.9846891,-71.4438932
puma_3300900,42.7635713,-71.4194999
puma_3301000,42.9423435,-70.9668128
puma_3400101,40.567662,-74.4405103
puma_3400102,40.5256111,-74.3647541
puma_3400301,40.913799,-74.2040439
puma_3400302,41.0777331,-74.3408235
puma_3400303,40.7349163,-74.0515746
puma_3400304,40.6968696,-74.067238
puma_3400305,40.7866204,-74.0424132
puma_3400306,40.7086756,-74.1102903
puma_3400307,40.5652832,-74.9119695
puma_3400308,40.358794,-74.3815223
puma_3400400,40.3746108,-74.5197866
puma_3400501,39.4328232,-74.43033
puma_3400502,39.4819493,-74.7373791
puma_3400503,40.8902753,-74.0170658
puma_3400601,40.8228484,-74.0863929
puma_3400602,40.8405666,-73.9938767
puma_3400701,40.9108271,-74.1088308
puma_3400702,40.9721816,-73.9700655
puma_3400703,41.0468033,-74.1860395
puma_3400800,40.9348427,-74.04844
puma_3400901,41.004055,-74.0790278
puma_3400902,40.9147462,-74.1628255
puma_3400903,40.8583291,-74.1431718
puma_3400904,40.4046366,-73.9321616
puma_3400905,40.2112225,-74.417483
puma_3400906,40.2795063,-74.0262222
puma_3400907,40.3937546,-74.0458626
puma_3401001,39.9442283,-75.0855576
puma_3401002,39.8466382,-75.0122107
puma_3401003,39.7380819,-74.9163023
puma_3401101,39.8829167,-74.9868231
puma_3401102,39.7993501,-75.130539
puma_3401103,40.7781282,-74.3054384
puma_3401104,40.9708072,-74.4815624
puma_3401105,40.8192883,-74.6898607
puma_3401106,40.8873126,-74.3895555
puma_3401201,40.7580867,-74.4621274
puma_3401202,41.1374239,-74.6918545
puma_3401203,40.8535238,-75.0095421
puma_3401204,40.6662613,-74.19353
puma_3401205,40.6899062,-74.2615106
puma_3401301,40.6926627,-74.3640334
puma_3401302,40.6286925,-74.376459
puma_3401401,40.0646423,-74.8654689
puma_3401402,40.4093489,-74.1616184
puma_3401403,40.250732,-74.2081079
puma_3401404,39.7348923,-74.2234753
puma_3401501,39.9233335,-74.1702088
puma_3401502,40.0581186,-74.1963392
puma_3401503,40.0393878,-74.3851187
puma_3401504,40.0369081,-74.0985809
puma_3401600,40.7233126,-74.159221
puma_3401700,40.7265372,-74.2070374
puma_3401800,40.8074625,-74.1726868
puma_3401901,40.747056,-74.2431872
puma_3401902,40.8532014,-74.26331
puma_3401903,40.5736555,-74.2772293
puma_3401904,39.8417555,-74.5999344
puma_3402001,40.4655805,-74.4228754
puma_3402002,40.4792029,-74.3029456
puma_3402003,40.6773236,-74.5366949
puma_3402101,40.466099,-74.6069799
puma_3402102,40.5887503,-74.5593825
puma_3402103,39.5478801,-75.3463843
puma_3402104,39.0861425,-74.8477158
puma_3402201,39.6946375,-75.1425702
puma_3402202,40.2506706,-74.7872472
puma_3402301,40.3179332,-74.711251
puma_3402302,40.2117535,-74.639687
puma_3402303,39.2976181,-75.1021098
puma_3402400,40.7592562,-74.0221767
puma_3402500,40.6230624,-74.2673524
puma_3402600,39.8985781,-74.8807218
puma_3500100,35.1613986,-106.9134587
puma_3500200,35.0200978,-106.7380867
puma_3500300,33.3957301,-107.6214195
puma_3500400,32.3587202,-106.8345962
puma_3500500,32.354731,-106.6817947
puma_3500600,33.1626598,-105.2217045
puma_3500700,32.6353682,-103.8389141
puma_3500801,35.6198152,-108.2244471
puma_3500802,36.8403582,-107.9991708
puma_3500803,36.1016382,-105.6877119
puma_3500804,36.1259832,-103.5890304
puma_3500805,35.1280609,-106.6451553
puma_3500806,35.5137223,-105.9664409
puma_3500900,35.6850734,-106.8826177
puma_3501001,34.8031897,-106.7074781
puma_3501002,35.1615911,-106.5196205
puma_3501100,35.1084862,-106.5458501
puma_3501200,35.0084921,-106.5638643
puma_3600100,42.9297846,-78.8825397
puma_3600200,42.9416254,-73.7850807
puma_3600300,40.9727205,-73.7059099
puma_3600401,40.9458622,-73.8674464
puma_3600402,40.8821864,-73.5589406
puma_3600403,40.7211714,-73.5343142
puma_3600500,40.8985365,-73.3956826
puma_3600600,40.8704498,-73.2169705
puma_3600701,40.7835864,-72.9008511
puma_3600702,40.7782319,-73.1117111
puma_3600703,40.6600588,-73.316652
puma_3600704,42.8942739,-76.5396881
puma_3600800,40.6719366,-74.00208
puma_3600901,40.7116648,-74.0124167
puma_3600902,40.7854533,-73.9747869
puma_3600903,40.8586492,-73.9333818
puma_3600904,40.8912527,-73.9101807
puma_3600905,41.4449866,-74.4654049
puma_3600906,42.2921501,-77.2442901
puma_3601000,42.8870063,-78.8337868
puma_3601101,42.3042159,-79.4075949
puma_3601102,43.4614428,-76.209258
puma_3601201,43.2023759,-77.4684065
puma_3601202,40.6183532,-73.5872509
puma_3601203,40.5763218,-73.9982325
puma_3601204,41.804685,-73.7184991
puma_3601205,40.561803,-73.8689366
puma_3601206,40.6290916,-74.1121956
puma_3601207,40.6256693,-74.0316296
puma_3601300,40.6526124,-74.0114184
puma_3601400,40.6635674,-73.8765727
puma_3601500,40.7702321,-73.952755
puma_3601600,44.4881125,-75.074311
puma_3601700,44.2061128,-74.0462805
puma_3601801,43.44045,-73.6367568
puma_3601802,43.4138763,-75.1482012
puma_3601900,43.1401008,-75.3885818
puma_3602001,42.6671232,-74.8654565
puma_3602002,43.9139662,-75.8031814
puma_3602100,43.0409981,-76.1435544
puma_3602201,42.9931856,-76.3208547
puma_3602202,43.203773,-76.9960942
puma_3602203,43.1659424,-77.5861978
puma_3602300,43.164067,-77.6404985
puma_3602401,43.2261236,-77.7044969
puma_3602402,43.4639829,-77.6720546
puma_3602500,43.0400274,-77.5634249
puma_3602600,43.2359723,-78.2164767
