puma,state,pop_2010,h_units_2010,res_area_gbs_m2,com_area_gbs_m2,ind_area_gbs_m2,hdd65_normals_2010,cdd65_normals_2010,acpen_res_2010,res_area_2010_m2,com_area_2010_m2,frac_hh_natgas,frac_hh_fok,frac_hh_othergas,frac_hh_coal,frac_hh_wood,frac_hh_solar,frac_hh_elec,frac_hh_other,frac_hh_none,frac_ff_sh_res_2010_fitting,frac_ff_dhw_res_2010_fitting,frac_ff_other_res_2010_fitting,frac_ff_sh_com_2010_fitting,frac_ff_dhw_com_2010_fitting,frac_ff_other_com_2010_fitting,frac_ff_sh_res_2010,frac_ff_dhw_res_2010,frac_ff_other_res_2010,frac_ff_sh_com_2010,frac_ff_dhw_com_2010,frac_ff_other_com_2010,frac_elec_sh_res_2010,frac_elec_dhw_res_2010,frac_elec_other_res_2010,frac_elec_sh_com_2010,frac_elec_dhw_com_2010,frac_elec_other_com_2010
puma_0607311,CA,111161,39269,6282111.562,1864775.002,517097.5794,1566,815,0.890226605,6421198.903,3496244.229,0.765621253,0.000559567,0.005942071,0,0.002851128,0.001065842,0.213994511,0.000266461,0.009699166,0.772122892,0.772122892,0.772122892,0.776306323,0.776306323,0.776306323,0.772122892,0.772122892,0.772122892,0.776306323,0.776306323,0.776306323,0.213994511,0.213994511,0.213994511,0.213994511,0.213994511,0.213994511
puma_0607312,CA,110017,41928,4797182.259,2213839.314,298394.2511,1572.778134,770.891544,0.861580207,4903392.936,4150700.709,0.499377556,0.0004319,0.008663398,0,0.002362745,0.001727598,0.466705622,0.001371916,0.019359264,0.508472854,0.508472854,0.508472854,0.513935113,0.513935113,0.513935113,0.508472854,0.508472854,0.508472854,0.513935113,0.513935113,0.513935113,0.466705622,0.466705622,0.466705622,0.466705622,0.466705622,0.466705622
puma_0607313,CA,175677,64280,7962438.738,1975159.327,398432.0543,1259.947637,1385.026964,0.981664971,8138728.894,3703202.472,0.59636098,0.000101933,0.012673711,0,0.010991811,0,0.352009786,0.000356767,0.027505012,0.609136625,0.609136625,0.609136625,0.620485203,0.620485203,0.620485203,0.609136625,0.609136625,0.609136625,0.620485203,0.620485203,0.620485203,0.352009786,0.352009786,0.352009786,0.352009786,0.352009786,0.352009786
puma_0607314,CA,148200,63840,8374270.662,1370317.051,98803.4982,1237.419345,1138.3467,0.949471449,8559678.868,2569190.962,0.578698943,0.000185432,0.00854672,0,0.005529239,0.00197232,0.352421571,0.001753173,0.050892601,0.587431095,0.587431095,0.587431095,0.596685828,0.596685828,0.596685828,0.587431095,0.587431095,0.587431095,0.596685828,0.596685828,0.596685828,0.352421571,0.352421571,0.352421571,0.352421571,0.352421571,0.352421571
puma_0607315,CA,151208,64017,8010293.094,3541883.994,460504.3914,1530.233764,737.2259338,0.835248683,8187642.757,6640635.712,0.602849555,0.00031736,0.009370459,0,0.008050911,0.000634719,0.32455862,0.001152516,0.05306586,0.612537373,0.612537373,0.612537373,0.62237552,0.62237552,0.62237552,0.612537373,0.612537373,0.612537373,0.62237552,0.62237552,0.62237552,0.32455862,0.32455862,0.32455862,0.32455862,0.32455862,0.32455862
puma_0607316,CA,165573,84931,8281467.183,4073689.333,218156.2193,1233.445091,722.8563836,0.854766048,8464820.7,7637711.147,0.507997936,0.001724513,0.006341318,0,0.003231764,0.000692521,0.388830047,0.002294824,0.088887078,0.516063766,0.516063766,0.516063766,0.522282874,0.522282874,0.522282874,0.516063766,0.516063766,0.516063766,0.522282874,0.522282874,0.522282874,0.388830047,0.388830047,0.388830047,0.388830047,0.388830047,0.388830047
puma_0607317,CA,163042,60515,6754354.159,1062935.546,44170.47166,1210.842415,1106.571245,0.941077758,6903897.056,1992885.074,0.639253043,0.000504214,0.007095008,0,0.004844054,0.000558237,0.270564719,0,0.077180725,0.646852265,0.646852265,0.646852265,0.652254556,0.652254556,0.652254556,0.646852265,0.646852265,0.646852265,0.652254556,0.652254556,0.652254556,0.270564719,0.270564719,0.270564719,0.270564719,0.270564719,0.270564719
puma_0607318,CA,155805,43906,5895716.592,629888.6507,76486.88858,1216.346106,882.4755752,0.890567461,6026249.062,1180970.657,0.729648743,0.001926324,0.009512711,0,0.008038241,0.002187924,0.207329544,0.001379343,0.039977169,0.741087779,0.741087779,0.741087779,0.752693286,0.752693286,0.752693286,0.741087779,0.741087779,0.741087779,0.752693286,0.752693286,0.752693286,0.207329544,0.207329544,0.207329544,0.207329544,0.207329544,0.207329544
puma_0607319,CA,129770,44107,6227169.053,867514.8376,148372.2845,1180.344748,1310.959505,0.976643171,6365039.955,1626493.138,0.643473905,0.0022183,0.048564068,0,0.016148268,0.00195592,0.268533537,0.004245778,0.014860223,0.694256273,0.694256273,0.694256273,0.71660624,0.71660624,0.71660624,0.694256273,0.694256273,0.694256273,0.71660624,0.71660624,0.71660624,0.268533537,0.268533537,0.268533537,0.268533537,0.268533537,0.268533537
puma_0607320,CA,135320,42466,6659280.871,644261.4963,114826.2077,1583.321593,686.7563184,0.828173064,6806718.824,1207918.133,0.72916822,0.000472179,0.009269614,0,0.004373866,0,0.246874922,0.000273367,0.009567832,0.738910013,0.738910013,0.738910013,0.743557245,0.743557245,0.743557245,0.738910013,0.738910013,0.738910013,0.743557245,0.743557245,0.743557245,0.246874922,0.246874922,0.246874922,0.246874922,0.246874922,0.246874922
puma_0607321,CA,173552,55994,6346182.893,2158708.499,470523.5124,1265,733,0.859285197,6486688.788,4047336.608,0.639692196,0.00095949,0.014526683,0,0.004029859,0.000575694,0.297691466,0.001093819,0.041430792,0.655178369,0.655178369,0.655178369,0.660877742,0.660877742,0.660877742,0.655178369,0.655178369,0.655178369,0.660877742,0.660877742,0.660877742,0.297691466,0.297691466,0.297691466,0.297691466,0.297691466,0.297691466
puma_0607322,CA,134914,38985,4603642.84,1070080.44,278896.7786,1484.810931,547.6064456,0.753684794,4705568.512,2006280.95,0.650771465,0,0.011126641,0,0.004412289,0.001205843,0.288443092,0.000630327,0.043410343,0.661898106,0.661898106,0.661898106,0.668146565,0.668146565,0.668146565,0.661898106,0.661898106,0.661898106,0.668146565,0.668146565,0.668146565,0.288443092,0.288443092,0.288443092,0.288443092,0.288443092,0.288443092
puma_0607501,CA,136936,68230,6743051.403,1869101.863,53792.81132,3071.381989,89.69632529,0.168112834,6892344.054,3504356.608,0.5736418,0.001614811,0.008010105,0,0.000335753,0.001327023,0.371390656,0.015860327,0.027819525,0.583266716,0.583266716,0.583266716,0.600789819,0.600789819,0.600789819,0.583266716,0.583266716,0.583266716,0.600789819,0.600789819,0.600789819,0.371390656,0.371390656,0.371390656,0.371390656,0.371390656,0.371390656
puma_0607502,CA,107027,67182,5755399.259,2719877.422,205582.5353,2899.205088,115.0720005,0.216725602,5882825.072,5099465.474,0.535103344,0.005746933,0.013342295,0,0.002772643,0.00107545,0.364090069,0.020467148,0.057402117,0.554192573,0.554192573,0.554192573,0.578507814,0.578507814,0.578507814,0.554192573,0.554192573,0.554192573,0.578507814,0.578507814,0.578507814,0.364090069,0.364090069,0.364090069,0.364090069,0.364090069,0.364090069
puma_0607503,CA,129066,69806,5967845.28,7679191.325,554825.5975,2909,113,0.21305855,6099974.695,14397623.48,0.455867351,0.002731815,0.008368346,0.00020748,0.000639729,0.001780867,0.454155644,0.020108235,0.056140533,0.466967512,0.466967512,0.466967512,0.489496343,0.489496343,0.489496343,0.467174992,0.467174992,0.467174992,0.489703823,0.489703823,0.489703823,0.454155644,0.454155644,0.454155644,0.454155644,0.454155644,0.454155644
puma_0607504,CA,106640,55061,5953898.205,1018716.394,60665.77742,2909,113,0.21305855,6085718.83,1909979.118,0.702293954,0.001133299,0.00992614,0,0.000508031,0.003536676,0.257923326,0.007053812,0.017624761,0.713353394,0.713353394,0.713353394,0.724451913,0.724451913,0.724451913,0.713353394,0.713353394,0.713353394,0.724451913,0.724451913,0.724451913,0.257923326,0.257923326,0.257923326,0.257923326,0.257923326,0.257923326
puma_0607505,CA,105336,44269,5924972.272,713735.4082,26411.77688,3384.101342,44.81751728,0.081555235,6056152.47,1338173.935,0.768740457,0.000872495,0.012093745,0,0.00113909,0.001817697,0.197426141,0.003805046,0.014105329,0.781706696,0.781706696,0.781706696,0.78846853,0.78846853,0.78846853,0.781706696,0.781706696,0.781706696,0.78846853,0.78846853,0.78846853,0.197426141,0.197426141,0.197426141,0.197426141,0.197426141,0.197426141
puma_0607506,CA,110830,40034,5876615.149,908588.8481,29878.36106,3340.450149,51.08196337,0.09363745,6006724.709,1703502.306,0.767808237,0.003077806,0.010198492,0.000260831,0.001695402,0.000625994,0.192675865,0.00336472,0.020292652,0.781084535,0.781084535,0.781084535,0.786770651,0.786770651,0.786770651,0.781345366,0.781345366,0.781345366,0.787031482,0.787031482,0.787031482,0.192675865,0.192675865,0.192675865,0.192675865,0.192675865,0.192675865
puma_0607507,CA,109400,32360,4426669.318,1329127.365,177274.6082,2909,113,0.21305855,4524676.757,2491964.916,0.766706444,0.000165739,0.009811721,0,0.003811986,0.001193317,0.19205781,0.001657385,0.024595598,0.776683903,0.776683903,0.776683903,0.783346592,0.783346592,0.783346592,0.776683903,0.776683903,0.776683903,0.783346592,0.783346592,0.783346592,0.19205781,0.19205781,0.19205781,0.19205781,0.19205781,0.19205781
puma_0607701,CA,173937,61999,8250797.765,1253487.86,55297.46904,2389,1389,0.982108573,8433472.254,2350149.317,0.591216913,0.000893778,0.009350292,0,0.00647989,0.000137504,0.383121348,0.001392231,0.007408044,0.601460983,0.601460983,0.601460983,0.609470608,0.609470608,0.609470608,0.601460983,0.601460983,0.601460983,0.609470608,0.609470608,0.609470608,0.383121348,0.383121348,0.383121348,0.383121348,0.383121348,0.383121348
puma_0607702,CA,152010,50410,6491675.58,1759211.039,511614.2564,2491.167594,1361.861733,0.98034457,6635402.715,3298323.623,0.697050454,0.000496861,0.010163061,0,0.004787931,0,0.271986088,0.001919689,0.013595917,0.707710375,0.707710375,0.707710375,0.714417995,0.714417995,0.714417995,0.707710375,0.707710375,0.707710375,0.714417995,0.714417995,0.714417995,0.271986088,0.271986088,0.271986088,0.271986088,0.271986088,0.271986088
puma_0607703,CA,195536,62744,9564982.838,1429765.899,509580.5143,2569.778547,1275.344151,0.972159398,9776753.676,2680650.892,0.698538484,0.001042699,0.021914047,0,0.016474636,0.000799402,0.254088247,0.001598804,0.00554368,0.72149523,0.72149523,0.72149523,0.740368073,0.740368073,0.740368073,0.72149523,0.72149523,0.72149523,0.740368073,0.740368073,0.740368073,0.254088247,0.254088247,0.254088247,0.254088247,0.254088247,0.254088247
puma_0607704,CA,163823,58602,8144976.5,2023878.7,776447.0048,2524.979832,1232.292126,0.968061046,8325308.083,3794545.838,0.620126419,0.004922526,0.090059853,0,0.032369339,0.000801775,0.233931868,0.013219966,0.004568253,0.715108799,0.715108799,0.715108799,0.761499879,0.761499879,0.761499879,0.715108799,0.715108799,0.715108799,0.761499879,0.761499879,0.761499879,0.233931868,0.233931868,0.233931868,0.233931868,0.233931868,0.233931868
puma_0607901,CA,163049,75684,10160653.96,2727058.095,323677.1636,2691.200983,186.6549074,0.305333313,10385613.08,5112928.432,0.775001944,0.001695574,0.026849187,0,0.011044567,0.002364471,0.164097379,0.001135568,0.017811309,0.803546706,0.803546706,0.803546706,0.818091312,0.818091312,0.818091312,0.803546706,0.803546706,0.803546706,0.818091312,0.818091312,0.818091312,0.164097379,0.164097379,0.164097379,0.164097379,0.164097379,0.164097379
puma_0607902,CA,106588,41631,6001047.351,1153681.384,324477.1535,2793.533118,716.8872856,0.81809344,6133911.868,2163023.355,0.596531545,0.00574513,0.160275766,0,0.067926142,0.001068861,0.153595383,0.009646474,0.005210699,0.762552441,0.762552441,0.762552441,0.841193918,0.841193918,0.841193918,0.762552441,0.762552441,0.762552441,0.841193918,0.841193918,0.841193918,0.153595383,0.153595383,0.153595383,0.153595383,0.153595383,0.153595383
puma_0608101,CA,137297,47143,6649311.805,945833.4008,38284.13503,3209.700234,72.12701661,0.131802896,6796529.041,1773331.67,0.681420266,0.000289577,0.012095427,0,0.006392979,0,0.282516205,0.000957833,0.016327713,0.69380527,0.69380527,0.69380527,0.701156082,0.701156082,0.701156082,0.69380527,0.69380527,0.69380527,0.701156082,0.701156082,0.701156082,0.282516205,0.282516205,0.282516205,0.282516205,0.282516205,0.282516205
puma_0608102,CA,117380,41605,5869148.18,2096146.413,442485.846,2631.581735,161.581513,0.300801195,5999092.42,3930039.706,0.702294018,0.000172113,0.013400211,0,0.002458754,0.002384992,0.266504389,0.000885152,0.011900371,0.715866342,0.715866342,0.715866342,0.72159524,0.72159524,0.72159524,0.715866342,0.715866342,0.715866342,0.72159524,0.72159524,0.72159524,0.266504389,0.266504389,0.266504389,0.266504389,0.266504389,0.266504389
puma_0608103,CA,104258,42926,5707596.823,1717700.564,177461.2484,2651.105431,163.0997142,0.303700922,5833964.281,3220496.133,0.681517784,0.002400931,0.009875993,0,0.003168238,0.000495037,0.291948219,0.002004901,0.008588896,0.693794708,0.693794708,0.693794708,0.699462885,0.699462885,0.699462885,0.693794708,0.693794708,0.693794708,0.699462885,0.699462885,0.699462885,0.291948219,0.291948219,0.291948219,0.291948219,0.291948219,0.291948219
puma_0608104,CA,118704,48311,7065626.635,1686770.445,202721.2141,2834.278272,307.0777312,0.46649281,7222061.173,3162505.625,0.657458809,0.001643203,0.033552427,0.000999245,0.011235955,0.000199849,0.284696007,0.00297553,0.007238975,0.692654439,0.692654439,0.692654439,0.707065773,0.707065773,0.707065773,0.693653684,0.693653684,0.693653684,0.708065018,0.708065018,0.708065018,0.284696007,0.284696007,0.284696007,0.284696007,0.284696007,0.284696007
puma_0608105,CA,127245,51169,7296665.272,2011270.069,372308.5647,2536,484,0.707628776,7458215.056,3770906.069,0.763680926,0.000823842,0.007764711,0,0.003707289,0.000247153,0.216258522,0.001421127,0.006096431,0.772269479,0.772269479,0.772269479,0.777645048,0.777645048,0.777645048,0.772269479,0.772269479,0.772269479,0.777645048,0.777645048,0.777645048,0.216258522,0.216258522,0.216258522,0.216258522,0.216258522,0.216258522
puma_0608106,CA,113567,39877,5927442.874,1429597.837,294001.1453,2734.435848,435.8132028,0.654088528,6058677.771,2680335.795,0.781949917,0.001242827,0.025755613,0,0.005923262,0.001031282,0.167781685,0.004759764,0.01155565,0.808948357,0.808948357,0.808948357,0.820662665,0.820662665,0.820662665,0.808948357,0.808948357,0.808948357,0.820662665,0.820662665,0.820662665,0.167781685,0.167781685,0.167781685,0.167781685,0.167781685,0.167781685
puma_0608301,CA,121676,37295,4990653.591,1108020.364,173800.9644,2813.165538,113.5698577,0.21121477,5101147.767,2077414.057,0.803436022,0.001007303,0.009261591,0,0.007107082,0,0.144939702,0.00044769,0.03380061,0.813704916,0.813704916,0.813704916,0.821259688,0.821259688,0.821259688,0.813704916,0.813704916,0.813704916,0.821259688,0.821259688,0.821259688,0.144939702,0.144939702,0.144939702,0.144939702,0.144939702,0.144939702
puma_0608302,CA,102551,37016,5187714.226,1007910.565,230786.1103,2422.920683,315.9990054,0.406423038,5302571.367,1889719.399,0.777167717,0.006150615,0.043234323,0,0.017491749,0.000840084,0.131983198,0.003810381,0.019321932,0.826552655,0.826552655,0.826552655,0.848694869,0.848694869,0.848694869,0.826552655,0.826552655,0.826552655,0.848694869,0.848694869,0.848694869,0.131983198,0.131983198,0.131983198,0.131983198,0.131983198,0.131983198
puma_0608303,CA,199668,78523,10311128.89,3395280.405,628593.7601,1962.094762,299.0225224,0.483680436,10539419.57,6365770.405,0.70008867,0.002784782,0.015309374,0.000193965,0.009421153,0.002355288,0.201321732,0.001108371,0.067416664,0.718182826,0.718182826,0.718182826,0.731067638,0.731067638,0.731067638,0.718376791,0.718376791,0.718376791,0.731261603,0.731261603,0.731261603,0.201321732,0.201321732,0.201321732,0.201321732,0.201321732,0.201321732
puma_0608501,CA,195320,82628,11516408.85,3598391.982,655997.5664,2529.304905,414.9360076,0.639360908,11771384.7,6746581.858,0.714510815,0.001523616,0.011615945,0,0.001966376,0.002643539,0.257569246,0.003529059,0.006641403,0.727650376,0.727650376,0.727650376,0.73578935,0.73578935,0.73578935,0.727650376,0.727650376,0.727650376,0.73578935,0.73578935,0.73578935,0.257569246,0.257569246,0.257569246,0.257569246,0.257569246,0.257569246
puma_0608502,CA,146619,58482,7254935.986,1758959.366,831956.4799,2181,469,0.694853721,7415561.875,3297851.765,0.580544044,0,0.009917472,0,0.001257394,0.001788687,0.395211278,0.001151135,0.01012999,0.590461517,0.590461517,0.590461517,0.594658733,0.594658733,0.594658733,0.590461517,0.590461517,0.590461517,0.594658733,0.594658733,0.594658733,0.395211278,0.395211278,0.395211278,0.395211278,0.395211278,0.395211278
puma_0608503,CA,130275,51788,6399703.259,3040364.825,1759582.659,2257,636,0.812081136,6541394.106,5700343.453,0.62423549,0.001081756,0.00944456,0,0.003786145,0,0.348658207,0.000312045,0.012481797,0.634761806,0.634761806,0.634761806,0.638859996,0.638859996,0.638859996,0.634761806,0.634761806,0.634761806,0.638859996,0.638859996,0.638859996,0.348658207,0.348658207,0.348658207,0.348658207,0.348658207,0.348658207
puma_0608504,CA,128989,38892,5801698.576,1445267.783,608437.8905,2257,636,0.812081136,5930149.467,2709715.189,0.736829521,0.000637603,0.013814723,0,0.002842645,0,0.241013788,0.001115805,0.003745915,0.751281847,0.751281847,0.751281847,0.755240296,0.755240296,0.755240296,0.751281847,0.751281847,0.751281847,0.755240296,0.755240296,0.755240296,0.241013788,0.241013788,0.241013788,0.241013788,0.241013788,0.241013788
puma_0608505,CA,106040,28932,4506795.688,519146.2739,38754.9677,2427.121558,643.0446813,0.8155232,4606577.142,973341.1066,0.737754675,0.000418644,0.016606196,0,0.002581636,0.000767513,0.228684064,0,0.013187273,0.754779514,0.754779514,0.754779514,0.758128663,0.758128663,0.758128663,0.754779514,0.754779514,0.754779514,0.758128663,0.758128663,0.758128663,0.228684064,0.228684064,0.228684064,0.228684064,0.228684064,0.228684064
puma_0608506,CA,110301,35688,5443374.764,1349189.698,382402.8489,2268.574836,805.7487149,0.870290723,5563892.286,2529579.542,0.624472821,0.002899485,0.052835052,0,0.020472118,0.002870197,0.281455014,0.006589738,0.008405576,0.680207357,0.680207357,0.680207357,0.71013941,0.71013941,0.71013941,0.680207357,0.680207357,0.680207357,0.71013941,0.71013941,0.71013941,0.281455014,0.281455014,0.281455014,0.281455014,0.281455014,0.281455014
puma_0608507,CA,136555,52198,8405141.705,1569041.3,320057.198,2450.204643,539.8310717,0.747749142,8591233.403,2941776.666,0.750542343,0.001094636,0.03124689,0,0.00859787,0.001512588,0.201671808,0.003463031,0.001870833,0.782883869,0.782883869,0.782883869,0.796457359,0.796457359,0.796457359,0.782883869,0.782883869,0.782883869,0.796457359,0.796457359,0.796457359,0.201671808,0.201671808,0.201671808,0.201671808,0.201671808,0.201671808
puma_0608508,CA,133422,52873,6893596.045,1464567.187,138284.409,2528.917495,596.1274827,0.787978314,7046221.788,2745899.408,0.637830986,0.000871408,0.005307666,0.000297071,0.002475591,0.000871408,0.345453825,0.00071297,0.006179074,0.644010061,0.644010061,0.644010061,0.64807003,0.64807003,0.64807003,0.644307132,0.644307132,0.644307132,0.6483671,0.6483671,0.6483671,0.345453825,0.345453825,0.345453825,0.345453825,0.345453825,0.345453825
puma_0608509,CA,121804,46240,5292610.076,2577184.862,438607.146,2257,636,0.812081136,5409789.635,4831932.909,0.613206231,0,0.007277377,0.000255754,0.001860033,0.000372007,0.356219484,0.000418507,0.020390607,0.620483608,0.620483608,0.620483608,0.623134155,0.623134155,0.623134155,0.620739363,0.620739363,0.620739363,0.623389909,0.623389909,0.623389909,0.356219484,0.356219484,0.356219484,0.356219484,0.356219484,0.356219484
puma_0608510,CA,150464,53564,7190580.939,1474351.922,256964.6067,2330.471289,625.2265658,0.805568626,7349781.993,2764244.691,0.643799012,0.000929422,0.01204376,0,0.002168651,0.001529674,0.331029141,0.000251718,0.00824862,0.656772195,0.656772195,0.656772195,0.660722238,0.660722238,0.660722238,0.656772195,0.656772195,0.656772195,0.660722238,0.660722238,0.660722238,0.331029141,0.331029141,0.331029141,0.331029141,0.331029141,0.331029141
puma_0608511,CA,104222,37804,5507799.187,861499.1868,47479.77058,2602.422655,585.3490818,0.781462802,5629743.081,1615214.467,0.666756524,0.001024369,0.008087125,0,0.003369636,0.000161743,0.314211775,0.000539142,0.005849687,0.675868018,0.675868018,0.675868018,0.679938538,0.679938538,0.679938538,0.675868018,0.675868018,0.675868018,0.679938538,0.679938538,0.679938538,0.314211775,0.314211775,0.314211775,0.314211775,0.314211775,0.314211775
puma_0608512,CA,105399,36116,5961071.436,641041.1015,109908.4779,2800.93425,585.6956897,0.780920599,6093050.877,1201880.253,0.757159123,0,0.010930828,0,0.005351551,0.00039852,0.220808426,0.002476516,0.002875036,0.768089952,0.768089952,0.768089952,0.776316539,0.776316539,0.776316539,0.768089952,0.768089952,0.768089952,0.776316539,0.776316539,0.776316539,0.220808426,0.220808426,0.220808426,0.220808426,0.220808426,0.220808426
puma_0608513,CA,108883,31328,5047446.726,386647.5887,111293.0111,3289.479634,678.7546633,0.832971263,5159198.314,724920.915,0.739237757,0.001579779,0.013362296,0,0.00352159,0,0.237065561,0,0.005233017,0.754179831,0.754179831,0.754179831,0.757701422,0.757701422,0.757701422,0.754179831,0.754179831,0.754179831,0.757701422,0.757701422,0.757701422,0.237065561,0.237065561,0.237065561,0.237065561,0.237065561,0.237065561
puma_0608514,CA,103349,25387,3269923.634,569824.8818,97133.56508,2257,636,0.812081136,3342320.467,1068357.819,0.617766251,0.001823634,0.013535419,0.000364727,0.001580483,0,0.344140055,0.000688929,0.020100503,0.633125304,0.633125304,0.633125304,0.635394716,0.635394716,0.635394716,0.633490031,0.633490031,0.633490031,0.635759442,0.635759442,0.635759442,0.344140055,0.344140055,0.344140055,0.344140055,0.344140055,0.344140055
puma_0608701,CA,141949,51030,7638652.639,1466281.807,641448.1066,2780.743175,206.9376184,0.355254175,7807774.1,2749114.129,0.550871753,0.00499055,0.162734397,0,0.088555714,0.003100512,0.160929304,0.016606851,0.01221092,0.7185967,0.7185967,0.7185967,0.826859776,0.826859776,0.826859776,0.7185967,0.7185967,0.7185967,0.826859776,0.826859776,0.826859776,0.160929304,0.160929304,0.160929304,0.160929304,0.160929304,0.160929304
puma_0608702,CA,120433,53446,7110822.221,1962382.272,239571.3916,2486.854774,162.9345362,0.302944092,7268257.399,3679246.925,0.750827546,0.000108176,0.012353692,0,0.024101599,0.001038489,0.198308128,0.002617858,0.010644512,0.763289414,0.763289414,0.763289414,0.791047359,0.791047359,0.791047359,0.763289414,0.763289414,0.763289414,0.791047359,0.791047359,0.791047359,0.198308128,0.198308128,0.198308128,0.198308128,0.198308128,0.198308128
puma_0608900,CA,177223,77313,9970812.479,2231311.398,238062.6454,3256.313091,1653.093284,0.920861946,10191568.47,4183458.91,0.479849013,0.033013937,0.089721254,0.000609756,0.132200929,0.000450058,0.252351916,0.007404181,0.004398955,0.602584204,0.602584204,0.602584204,0.742639373,0.742639373,0.742639373,0.603193961,0.603193961,0.603193961,0.743249129,0.743249129,0.743249129,0.252351916,0.252351916,0.252351916,0.252351916,0.252351916,0.252351916
puma_0609501,CA,144838,56497,7779521.382,1644184.154,229339.8886,3222.288433,351.147413,0.536119072,7951761.708,3082661.101,0.719731377,0.000854004,0.009821047,0,0.012286014,0.000252319,0.24892279,0.001475098,0.00665735,0.730406428,0.730406428,0.730406428,0.744419859,0.744419859,0.744419859,0.730406428,0.730406428,0.730406428,0.744419859,0.744419859,0.744419859,0.24892279,0.24892279,0.24892279,0.24892279,0.24892279,0.24892279
puma_0609502,CA,138815,48870,7163252.593,1374211.177,241257.7689,2500.708605,1033.015913,0.937035484,7321848.591,2576492.013,0.671939368,0.000409677,0.013405558,0.000204839,0.011038532,0.001274552,0.293397364,0.002731183,0.005598926,0.685754603,0.685754603,0.685754603,0.700798871,0.700798871,0.700798871,0.685959442,0.685959442,0.685959442,0.70100371,0.70100371,0.70100371,0.293397364,0.293397364,0.293397364,0.293397364,0.293397364,0.293397364
puma_0609503,CA,129691,47331,6893268.036,1187572.781,183251.8976,2533.890833,1328.315635,0.977189845,7045886.516,2226565.928,0.672339192,0.001137479,0.050718173,0,0.024422339,0.002364172,0.241680792,0.003367829,0.003970024,0.724194843,0.724194843,0.724194843,0.754349184,0.754349184,0.754349184,0.724194843,0.724194843,0.724194843,0.754349184,0.754349184,0.754349184,0.241680792,0.241680792,0.241680792,0.241680792,0.241680792,0.241680792
puma_0609701,CA,179083,85072,12715931.52,2182376.304,698363.859,2899.097793,515.57274,0.678982529,12997465.05,4091711.09,0.604445546,0.002644191,0.132292183,8.26E-05,0.083471052,0.003856112,0.166033163,0.002933399,0.004241723,0.73938192,0.73938192,0.73938192,0.829642483,0.829642483,0.829642483,0.739464551,0.739464551,0.739464551,0.829725114,0.829725114,0.829725114,0.166033163,0.166033163,0.166033163,0.166033163,0.166033163,0.166033163
puma_0609702,CA,120153,47564,6633311.111,1597699.006,278158.577,2769.458915,364.8330628,0.588183791,6780174.088,2995506.655,0.727567926,0.001082395,0.019107577,0,0.020565496,0.001546278,0.22100729,0.004550475,0.004572565,0.747757897,0.747757897,0.747757897,0.774420146,0.774420146,0.774420146,0.747757897,0.747757897,0.747757897,0.774420146,0.774420146,0.774420146,0.22100729,0.22100729,0.22100729,0.22100729,0.22100729,0.22100729
puma_0609703,CA,184642,71936,9613809.995,2527479.689,325394.7525,2600.141089,450.5303831,0.676976459,9826661.876,4738741.277,0.735349745,0.001711198,0.023836686,0,0.019078355,0.000990693,0.209216452,0.001531072,0.0082858,0.760897628,0.760897628,0.760897628,0.782497748,0.782497748,0.782497748,0.760897628,0.760897628,0.760897628,0.782497748,0.782497748,0.782497748,0.209216452,0.209216452,0.209216452,0.209216452,0.209216452,0.209216452
puma_0609901,CA,113557,35441,4961709.66,733106.0644,296280.1556,2165.354932,1718.033692,0.992843901,5071563.01,1374491.745,0.676984553,0.002534741,0.033458579,0,0.025764895,0,0.246466273,0.005546609,0.009244349,0.712977873,0.712977873,0.712977873,0.744289378,0.744289378,0.744289378,0.712977873,0.712977873,0.712977873,0.744289378,0.744289378,0.744289378,0.246466273,0.246466273,0.246466273,0.246466273,0.246466273,0.246466273
puma_0609902,CA,118448,40855,5280612.422,1222885.786,138831.5159,2172,1699,0.993566425,5397526.35,2292773.856,0.713501035,0.001512498,0.013400202,0,0.010109855,0.000291886,0.247227087,0.004298679,0.009658759,0.728413735,0.728413735,0.728413735,0.743114154,0.743114154,0.743114154,0.728413735,0.728413735,0.728413735,0.743114154,0.743114154,0.743114154,0.247227087,0.247227087,0.247227087,0.247227087,0.247227087,0.247227087
puma_0609903,CA,174119,61301,8634408.975,1640026.944,644557.8486,2280.245137,1623.814954,0.991517065,8825576.701,3074866.797,0.667087498,0.001613186,0.0436963,0,0.027494301,0.001034543,0.243293004,0.008153603,0.007627564,0.712396984,0.712396984,0.712396984,0.749079432,0.749079432,0.749079432,0.712396984,0.712396984,0.712396984,0.749079432,0.749079432,0.749079432,0.243293004,0.243293004,0.243293004,0.243293004,0.243293004,0.243293004
puma_0609904,CA,108329,41906,5640849.407,1169603.384,198048.8473,2172,1699,0.993566425,5765739.062,2192875.321,0.754112692,0,0.006649183,0,0.005112718,0.000132454,0.230363718,0.000450343,0.003178892,0.760761874,0.760761874,0.760761874,0.76645739,0.76645739,0.76645739,0.760761874,0.760761874,0.760761874,0.76645739,0.76645739,0.76645739,0.230363718,0.230363718,0.230363718,0.230363718,0.230363718,0.230363718
