puma,state,pop_2010,h_units_2010,res_area_gbs_m2,com_area_gbs_m2,ind_area_gbs_m2,hdd65_normals_2010,cdd65_normals_2010,acpen_res_2010,res_area_2010_m2,com_area_2010_m2,frac_hh_natgas,frac_hh_fok,frac_hh_othergas,frac_hh_coal,frac_hh_wood,frac_hh_solar,frac_hh_elec,frac_hh_other,frac_hh_none,frac_ff_sh_res_2010_fitting,frac_ff_dhw_res_2010_fitting,frac_ff_other_res_2010_fitting,frac_ff_sh_com_2010_fitting,frac_ff_dhw_com_2010_fitting,frac_ff_other_com_2010_fitting,frac_ff_sh_res_2010,frac_ff_dhw_res_2010,frac_ff_other_res_2010,frac_ff_sh_com_2010,frac_ff_dhw_com_2010,frac_ff_other_com_2010,frac_elec_sh_res_2010,frac_elec_dhw_res_2010,frac_elec_other_res_2010,frac_elec_sh_com_2010,frac_elec_dhw_com_2010,frac_elec_other_com_2010
puma_2900902,MO,106591,48220,6187023.125,1750656.045,392789.7713,4876.106238,1568.416489,0.987841806,9464971.691,2785684.18,0.790759091,0.000225718,0.014603977,0,0.002189468,0.001060876,0.189400266,0.000338578,0.001422026,0.805588786,0.805588786,0.805588786,0.809177708,0.809177708,0.809177708,0.805588786,0.805588786,0.805588786,0.809177708,0.809177708,0.809177708,0.189400266,0.189400266,0.189400266,0.189400266,0.189400266,0.189400266
puma_2900903,MO,100548,44373,5661858.561,1108122.196,198442.6561,4952.379282,1486.797271,0.985497065,8661569.533,1763269.535,0.637264497,0.000513824,0.049400538,0,0.00584781,0.000856374,0.302715929,0.002177636,0.001223391,0.68717886,0.68717886,0.68717886,0.69606068,0.69606068,0.69606068,0.68717886,0.68717886,0.68717886,0.69606068,0.69606068,0.69606068,0.302715929,0.302715929,0.302715929,0.302715929,0.302715929,0.302715929
puma_2901001,MO,171238,91287,9548774.668,6412316.56,1011167.371,4721.924503,1641.076181,0.99149007,14607813.82,10203425.65,0.699627278,0.000276091,0.009400883,4.14E-05,0.002167311,0.000372722,0.278768636,0.005742684,0.003602982,0.709304252,0.709304252,0.709304252,0.717586969,0.717586969,0.717586969,0.709345665,0.709345665,0.709345665,0.717628382,0.717628382,0.717628382,0.278768636,0.278768636,0.278768636,0.278768636,0.278768636,0.278768636
puma_2901002,MO,128212,60053,7490390.967,1587083.445,156692.6845,5106.64019,1289.743924,0.975294015,11458877.24,2525403.694,0.834377646,0.000338696,0.008166337,0,0.003763289,0,0.151717001,0.000677392,0.000959639,0.842882679,0.842882679,0.842882679,0.847323361,0.847323361,0.847323361,0.842882679,0.842882679,0.842882679,0.847323361,0.847323361,0.847323361,0.151717001,0.151717001,0.151717001,0.151717001,0.151717001,0.151717001
puma_2901003,MO,129435,51686,7004132.112,1388086.158,246866.3251,5115.627241,1285.525816,0.974797906,10714993.43,2208754.634,0.671708432,0.0008759,0.046892692,0,0.012113055,0.000234998,0.266786302,0.001132261,0.000256361,0.719477024,0.719477024,0.719477024,0.732957337,0.732957337,0.732957337,0.719477024,0.719477024,0.719477024,0.732957337,0.732957337,0.732957337,0.266786302,0.266786302,0.266786302,0.266786302,0.266786302,0.266786302
puma_2901004,MO,102460,40896,5722732.328,1055975.994,195687.0636,5063.579934,1277.961136,0.9741447,8754694.848,1680293.299,0.787500334,0.000213944,0.012542454,0,0.00171155,0,0.196988741,0.001042976,0,0.800256733,0.800256733,0.800256733,0.803011259,0.803011259,0.803011259,0.800256733,0.800256733,0.800256733,0.803011259,0.803011259,0.803011259,0.196988741,0.196988741,0.196988741,0.196988741,0.196988741,0.196988741
puma_2901005,MO,142813,68183,8426279.897,2561164.845,920542.0441,4895.865769,1453.032574,0.98341436,12890609.76,4075384.431,0.826727793,0.000328634,0.011222847,0.000640836,0.00280982,0,0.155591705,0.001955372,0.000722995,0.838279273,0.838279273,0.838279273,0.843044464,0.843044464,0.843044464,0.838920109,0.838920109,0.838920109,0.8436853,0.8436853,0.8436853,0.155591705,0.155591705,0.155591705,0.155591705,0.155591705,0.155591705
puma_2901100,MO,116527,47872,6429964.281,1031761.192,200976.681,5062.29558,1299.647687,0.975606753,9836625.573,1641762.149,0.555456965,0.000978318,0.114645189,0,0.035173936,0,0.290241849,0.00259368,0.000910063,0.671080472,0.671080472,0.671080472,0.708848088,0.708848088,0.708848088,0.671080472,0.671080472,0.671080472,0.708848088,0.708848088,0.708848088,0.290241849,0.290241849,0.290241849,0.290241849,0.290241849,0.290241849
puma_2901200,MO,126137,59459,7104753.12,1651907.746,629906.2052,4651.793685,1411.801755,0.98274987,10868924.49,2628553.614,0.321712933,0.001799793,0.222626523,0,0.111880588,0,0.331220533,0.009096778,0.001662852,0.546139249,0.546139249,0.546139249,0.667116615,0.667116615,0.667116615,0.546139249,0.546139249,0.546139249,0.667116615,0.667116615,0.667116615,0.331220533,0.331220533,0.331220533,0.331220533,0.331220533,0.331220533
puma_2901300,MO,112168,57729,6786130.585,1265399.604,282542.6723,4802.874848,1288.358186,0.97395933,10381492.45,2013532.966,0.036148875,0.003788723,0.281100958,0,0.137240918,0,0.532649877,0.007020281,0.002050368,0.321038556,0.321038556,0.321038556,0.465299755,0.465299755,0.465299755,0.321038556,0.321038556,0.321038556,0.465299755,0.465299755,0.465299755,0.532649877,0.532649877,0.532649877,0.532649877,0.532649877,0.532649877
puma_2901400,MO,141589,87362,10447845.7,2493166.977,266931.3388,4656.754741,1285.246389,0.969574661,15983221.95,3967184.659,0.079275242,0.002086191,0.186173192,0.000598814,0.098611138,0.000309065,0.627653615,0.002395256,0.002897487,0.267534625,0.267534625,0.267534625,0.368850084,0.368850084,0.368850084,0.268133439,0.268133439,0.268133439,0.369448898,0.369448898,0.369448898,0.627653615,0.627653615,0.627653615,0.627653615,0.627653615,0.627653615
puma_2901500,MO,109907,51589,6260266.69,1553946.234,350063.2076,4909.247573,1244.786001,0.965550769,9577020.451,2472675.003,0.125628737,0.013689855,0.257521116,0,0.158133245,0.000260985,0.436485717,0.005385783,0.002894562,0.396839708,0.396839708,0.396839708,0.560619721,0.560619721,0.560619721,0.396839708,0.396839708,0.396839708,0.560619721,0.560619721,0.560619721,0.436485717,0.436485717,0.436485717,0.436485717,0.436485717,0.436485717
puma_2901600,MO,101492,43419,5583424.269,1267124.723,583006.9871,4714.05627,1349.413974,0.975240508,8541579.946,2016278.015,0.121163994,0.03073928,0.150776167,0.000230545,0.054946462,0,0.637481428,0.001767509,0.002894616,0.302679441,0.302679441,0.302679441,0.359393412,0.359393412,0.359393412,0.302909985,0.302909985,0.302909985,0.359623956,0.359623956,0.359623956,0.637481428,0.637481428,0.637481428,0.637481428,0.637481428,0.637481428
puma_2901701,MO,103443,40301,5533210.113,767716.2542,93613.00505,4959.094961,1305.020697,0.976017904,8464761.813,1221607.768,0.689662387,0.008603781,0.044300322,0,0.00797615,0,0.247129894,0.00120296,0.001124506,0.74256649,0.74256649,0.74256649,0.7517456,0.7517456,0.7517456,0.74256649,0.74256649,0.74256649,0.7517456,0.7517456,0.7517456,0.247129894,0.247129894,0.247129894,0.247129894,0.247129894,0.247129894
puma_2901702,MO,128574,47490,6566577.036,942339.8742,269371.433,4988.501159,1274.775234,0.973834506,10045617.17,1499472.89,0.703325708,0.003057364,0.044474749,0,0.008776175,0,0.239200246,0.000945803,0.000219954,0.750857822,0.750857822,0.750857822,0.760579799,0.760579799,0.760579799,0.750857822,0.750857822,0.750857822,0.760579799,0.760579799,0.760579799,0.239200246,0.239200246,0.239200246,0.239200246,0.239200246,0.239200246
puma_2901703,MO,128468,53225,6920695.493,2113632.224,276052.5578,4985.131301,1306.172012,0.976319354,10587351.24,3363260.228,0.707393607,0.004942146,0.016669935,0,0.003922338,0,0.266365954,0.000392234,0.000313787,0.729005687,0.729005687,0.729005687,0.733320259,0.733320259,0.733320259,0.729005687,0.729005687,0.729005687,0.733320259,0.733320259,0.733320259,0.266365954,0.266365954,0.266365954,0.266365954,0.266365954,0.266365954
puma_2901801,MO,123587,52876,6392500.26,984101.2808,46784.57798,4534.600346,1627.984367,0.991764149,9779312.729,1565924.601,0.822897842,0.003104071,0.01364941,0,0.001211864,0,0.157414691,0.000722866,0.000999256,0.839651323,0.839651323,0.839651323,0.841586053,0.841586053,0.841586053,0.839651323,0.839651323,0.839651323,0.841586053,0.841586053,0.841586053,0.157414691,0.157414691,0.157414691,0.157414691,0.157414691,0.157414691
puma_2901802,MO,125717,54310,6777757.91,2439204.984,981299.1429,4535,1646,0.992323428,10368683.85,3881319.094,0.809999608,0.001155911,0.008855452,0,0.002390188,0.000176325,0.175933545,0.000333059,0.001155911,0.820010971,0.820010971,0.820010971,0.822910544,0.822910544,0.822910544,0.820010971,0.820010971,0.820010971,0.822910544,0.822910544,0.822910544,0.175933545,0.175933545,0.175933545,0.175933545,0.175933545,0.175933545
puma_2901803,MO,111745,51832,6194706.68,1925036.733,565328.382,4515.88906,1655.55547,0.992555149,9476726.073,3063162.744,0.869131567,0.001461152,0.011964509,0,0.00169409,0,0.112889905,0.0014188,0.001439976,0.882557228,0.882557228,0.882557228,0.885670118,0.885670118,0.885670118,0.882557228,0.882557228,0.882557228,0.885670118,0.885670118,0.885670118,0.112889905,0.112889905,0.112889905,0.112889905,0.112889905,0.112889905
puma_2901804,MO,111804,49586,6610846.06,2610910.054,547675.4108,4738.836777,1465.441657,0.98521947,10113340.38,4154540.152,0.71461034,0.002964919,0.012855195,0,0.001666414,0,0.266539702,0.000952237,0.000411193,0.730430454,0.730430454,0.730430454,0.733049105,0.733049105,0.733049105,0.730430454,0.730430454,0.730430454,0.733049105,0.733049105,0.733049105,0.266539702,0.266539702,0.266539702,0.266539702,0.266539702,0.266539702
puma_2901805,MO,117896,54040,7405723.081,3529483.291,473723.6529,4581.933161,1604.405943,0.990636767,11329351.43,5616195.022,0.784879348,0.001931248,0.009940843,0,0.001809274,0,0.194771401,0.005224533,0.001443353,0.796751438,0.796751438,0.796751438,0.803785245,0.803785245,0.803785245,0.796751438,0.796751438,0.796751438,0.803785245,0.803785245,0.803785245,0.194771401,0.194771401,0.194771401,0.194771401,0.194771401,0.194771401
puma_2901806,MO,114062,47440,6765422.55,1265519.544,704978.909,4804.781987,1444.560607,0.985031256,10349813.09,2013723.817,0.799208107,0.001521151,0.009037425,0,0.001140863,0,0.188622688,0.000290808,0.000178959,0.809766682,0.809766682,0.809766682,0.811198354,0.811198354,0.811198354,0.809766682,0.809766682,0.809766682,0.811198354,0.811198354,0.811198354,0.188622688,0.188622688,0.188622688,0.188622688,0.188622688,0.188622688
puma_2901807,MO,158559,72978,9593485.137,2720294.474,311520.2463,4523.960873,1635.809497,0.991585117,14676212.36,4328595.158,0.83169664,0.00147894,0.007705277,0,0.0032093,0,0.154948533,0.000591576,0.000369735,0.840880857,0.840880857,0.840880857,0.844681732,0.844681732,0.844681732,0.840880857,0.840880857,0.840880857,0.844681732,0.844681732,0.844681732,0.154948533,0.154948533,0.154948533,0.154948533,0.154948533,0.154948533
puma_2901808,MO,135584,54970,7629935.981,2012104.46,408831.8125,4648.426488,1515.671318,0.987086342,11672354.64,3201706.914,0.764207768,0.00220988,0.013298392,0,0.001427622,0,0.217291821,7.82E-05,0.001486291,0.77971604,0.77971604,0.77971604,0.781221888,0.781221888,0.781221888,0.77971604,0.77971604,0.77971604,0.781221888,0.781221888,0.781221888,0.217291821,0.217291821,0.217291821,0.217291821,0.217291821,0.217291821
puma_2901901,MO,136154,76849,7758962.014,5065632.465,858996.7402,4501.866592,1649.578286,0.99203822,11869739.99,8060550.933,0.634591617,0.002242311,0.011882482,0,0.001006391,0,0.340901868,0.005332109,0.004043222,0.648716409,0.648716409,0.648716409,0.65505491,0.65505491,0.65505491,0.648716409,0.648716409,0.648716409,0.65505491,0.65505491,0.65505491,0.340901868,0.340901868,0.340901868,0.340901868,0.340901868,0.340901868
puma_2901902,MO,183140,99153,11725001.31,3635845.667,1054879.268,4552.285863,1603.152621,0.990304778,17937027.75,5785441.282,0.821194202,0.000312492,0.01044446,0,0.002199466,0,0.16254417,0.001117762,0.002187447,0.831951155,0.831951155,0.831951155,0.835268383,0.835268383,0.835268383,0.831951155,0.831951155,0.831951155,0.835268383,0.835268383,0.835268383,0.16254417,0.16254417,0.16254417,0.16254417,0.16254417,0.16254417
puma_2902001,MO,109471,43263,5661732.76,876337.1882,207112.1869,4842.042048,1316.35118,0.975817651,8661377.081,1394447.898,0.390177253,0.004086657,0.087936977,0,0.011915313,0,0.502831118,0.000443131,0.002609552,0.482200886,0.482200886,0.482200886,0.49455933,0.49455933,0.49455933,0.482200886,0.482200886,0.482200886,0.49455933,0.49455933,0.49455933,0.502831118,0.502831118,0.502831118,0.502831118,0.502831118,0.502831118
puma_2902002,MO,109262,44363,5841517.313,1086034.402,202783.2746,4877.054548,1247.548059,0.971379413,8936413.342,1728122.93,0.235649621,0.005673549,0.096129653,0,0.042452947,0.000296011,0.614914033,0.002935445,0.001948741,0.337452823,0.337452823,0.337452823,0.383137226,0.383137226,0.383137226,0.337452823,0.337452823,0.337452823,0.383137226,0.383137226,0.383137226,0.614914033,0.614914033,0.614914033,0.614914033,0.614914033,0.614914033
puma_2902100,MO,127670,56680,6915366.733,1556889.861,451054.1061,4822.280113,1222.031722,0.968437794,10579199.24,2477358.969,0.222235902,0.004473447,0.120906181,0,0.085200689,0.000123122,0.561212345,0.003488468,0.002359846,0.34761553,0.34761553,0.34761553,0.436427809,0.436427809,0.436427809,0.34761553,0.34761553,0.34761553,0.436427809,0.436427809,0.436427809,0.561212345,0.561212345,0.561212345,0.561212345,0.561212345,0.561212345
puma_2902200,MO,127228,55481,6842638.7,2188199.465,414247.2232,4340.712807,1552.715432,0.988137226,10467939.15,3481913.337,0.387727117,0.000423481,0.106253403,0,0.051846176,0,0.449877997,0.002157737,0.00171409,0.494404001,0.494404001,0.494404001,0.548407913,0.548407913,0.548407913,0.494404001,0.494404001,0.494404001,0.548407913,0.548407913,0.548407913,0.449877997,0.449877997,0.449877997,0.449877997,0.449877997,0.449877997
puma_2902300,MO,113531,50431,5946921.631,1557495.775,357064.6586,3989.414812,1730.265954,0.993609473,9097661.953,2478323.114,0.447546797,0.001279346,0.145463931,0,0.013264802,0,0.389437536,0.001818019,0.001189568,0.594290075,0.594290075,0.594290075,0.609372896,0.609372896,0.609372896,0.594290075,0.594290075,0.594290075,0.609372896,0.609372896,0.609372896,0.389437536,0.389437536,0.389437536,0.389437536,0.389437536,0.389437536
puma_2902400,MO,106232,52990,6095572.195,1244127.036,345450.7576,4435.250697,1401.530697,0.97802475,9325069.117,1979683.566,0.186635183,0.000968123,0.203400236,0.000283353,0.115938607,4.72E-05,0.487154664,0.003754427,0.001818182,0.391003542,0.391003542,0.391003542,0.510743802,0.510743802,0.510743802,0.391286895,0.391286895,0.391286895,0.511027155,0.511027155,0.511027155,0.487154664,0.487154664,0.487154664,0.487154664,0.487154664,0.487154664
puma_2902500,MO,127952,60227,6915302.087,1491321.406,354537.1389,4665.55563,1226.742044,0.969223815,10579100.35,2373024.935,0.099144853,0.00383411,0.342239441,0,0.234322306,0.00062229,0.310321985,0.007367111,0.002147904,0.445218404,0.445218404,0.445218404,0.687530111,0.687530111,0.687530111,0.445218404,0.445218404,0.445218404,0.687530111,0.687530111,0.687530111,0.310321985,0.310321985,0.310321985,0.310321985,0.310321985,0.310321985
puma_2902601,MO,152153,61947,8086353.915,1337472.949,341607.2639,4891.206726,1158.165025,0.949104704,12370587.49,2128217.731,0.302333345,0.004533155,0.259900903,0,0.109797238,8.79E-05,0.314316337,0.007906666,0.001124504,0.566767403,0.566767403,0.566767403,0.684559159,0.684559159,0.684559159,0.566767403,0.566767403,0.566767403,0.684559159,0.684559159,0.684559159,0.314316337,0.314316337,0.314316337,0.314316337,0.314316337,0.314316337
puma_2902602,MO,117647,54141,6165837.003,2785626.869,611209.5663,4578,1389,0.982108573,9432560.944,4432553.569,0.681386398,0.000839373,0.021680383,0,0.010911845,0,0.282991442,0.001289768,0.00090079,0.703906154,0.703906154,0.703906154,0.716107767,0.716107767,0.716107767,0.703906154,0.703906154,0.703906154,0.716107767,0.716107767,0.716107767,0.282991442,0.282991442,0.282991442,0.282991442,0.282991442,0.282991442
puma_2902603,MO,118998,55292,6865731.262,1764574.428,120698.793,4579.877326,1384.410982,0.981821681,10503266.39,2807831.431,0.662714636,0.000661916,0.027489001,0,0.009773002,0.000253086,0.295837714,0.002316708,0.000953938,0.690865553,0.690865553,0.690865553,0.703208348,0.703208348,0.703208348,0.690865553,0.690865553,0.690865553,0.703208348,0.703208348,0.703208348,0.295837714,0.295837714,0.295837714,0.295837714,0.295837714,0.295837714
puma_2902700,MO,142557,77076,8962613.302,2052133.767,428757.2808,4449.737957,1282.62704,0.974003827,13711098.13,3265402.468,0.106723067,0.001080011,0.244802448,0,0.094806948,0,0.546305463,0.004788048,0.001494015,0.352605526,0.352605526,0.352605526,0.452200522,0.452200522,0.452200522,0.352605526,0.352605526,0.352605526,0.452200522,0.452200522,0.452200522,0.546305463,0.546305463,0.546305463,0.546305463,0.546305463,0.546305463
puma_2902800,MO,175518,74981,9114224.366,2763885.505,662485.0729,4204.495471,1588.971655,0.989601849,13943034.29,4397958.21,0.450148075,0.001405965,0.102919621,0,0.05028568,0,0.389900984,0.003829011,0.001510664,0.554473661,0.554473661,0.554473661,0.608588351,0.608588351,0.608588351,0.554473661,0.554473661,0.554473661,0.608588351,0.608588351,0.608588351,0.389900984,0.389900984,0.389900984,0.389900984,0.389900984,0.389900984
puma_3000100,MT,124014,63724,7777779.061,1862978.344,273470.1317,8093.793983,163.1298563,0.297288392,9355442.256,3121624.688,0.39625389,0.01829171,0.095069018,0,0.169672066,9.97E-05,0.304735498,0.014441873,0.001436208,0.509614617,0.509614617,0.509614617,0.693828293,0.693828293,0.693828293,0.509614617,0.509614617,0.509614617,0.693828293,0.693828293,0.693828293,0.304735498,0.304735498,0.304735498,0.304735498,0.304735498,0.304735498
puma_3000200,MT,193893,95401,11430620.1,3378796.429,396681.0259,7267.214722,282.6868015,0.485042944,13749234.26,5661544.26,0.43897446,0.022296489,0.144273576,0.000542614,0.132521057,0.001455191,0.247900455,0.009483407,0.002552751,0.605544525,0.605544525,0.605544525,0.749004181,0.749004181,0.749004181,0.606087139,0.606087139,0.606087139,0.749546794,0.749546794,0.749546794,0.247900455,0.247900455,0.247900455,0.247900455,0.247900455,0.247900455
puma_3000300,MT,150954,77909,9614126.337,2735899.396,312590.3015,8190.249997,221.0590975,0.367287897,11564278.58,4584299.72,0.59113024,0.007906063,0.114411801,0.00012475,0.101001123,0.000218313,0.16524763,0.017028443,0.002931637,0.713448104,0.713448104,0.713448104,0.831695983,0.831695983,0.831695983,0.713572854,0.713572854,0.713572854,0.831820734,0.831820734,0.831820734,0.16524763,0.16524763,0.16524763,0.16524763,0.16524763,0.16524763
puma_3000400,MT,147827,69303,8343272.356,2758151.816,474972.0874,7539.825066,338.004255,0.543718098,10035641.56,4621586.091,0.666807647,0.032481814,0.109440027,0.00077821,0.044087295,0.000558281,0.133412282,0.010252072,0.002182372,0.808729487,0.808729487,0.808729487,0.863627136,0.863627136,0.863627136,0.809507698,0.809507698,0.809507698,0.864405346,0.864405346,0.864405346,0.133412282,0.133412282,0.133412282,0.133412282,0.133412282,0.133412282
puma_3000500,MT,127995,65056,8111950.839,2195536.76,352318.5215,7824.514794,243.6102426,0.416158948,9757398.232,3678862.815,0.572989569,0.008085585,0.119529358,0.002917676,0.077118175,0.000114419,0.209100097,0.008428841,0.00171628,0.700604512,0.700604512,0.700604512,0.786265947,0.786265947,0.786265947,0.703522188,0.703522188,0.703522188,0.789183623,0.789183623,0.789183623,0.209100097,0.209100097,0.209100097,0.209100097,0.209100097,0.209100097
puma_3000600,MT,141259,65383,8144370.812,2090946.424,479250.083,7540.660899,557.5753333,0.745508613,9796394.348,3503610.228,0.495765413,0.019269648,0.238976414,0.010672981,0.043329387,0.000273199,0.176796284,0.012130043,0.002786631,0.754011474,0.754011474,0.754011474,0.809744103,0.809744103,0.809744103,0.764684455,0.764684455,0.764684455,0.820417084,0.820417084,0.820417084,0.176796284,0.176796284,0.176796284,0.176796284,0.176796284,0.176796284
puma_3000700,MT,103473,46049,5666048.818,2111273.326,169217.2191,6703.526862,603.292714,0.790858755,6815363.63,3537670.182,0.802333829,0.000297449,0.012858941,0,0.010776799,0,0.165061206,0.004759181,0.003912596,0.815490219,0.815490219,0.815490219,0.831026198,0.831026198,0.831026198,0.815490219,0.815490219,0.815490219,0.831026198,0.831026198,0.831026198,0.165061206,0.165061206,0.165061206,0.165061206,0.165061206,0.165061206
puma_3100100,NE,111531,54997,6694145.258,2583716.687,516707.4753,6760.719827,715.8103128,0.844255658,10240772.35,4111269.44,0.497112783,0.013977968,0.156548976,0.000127847,0.042040442,0.000149155,0.271100126,0.015405595,0.003537108,0.667639726,0.667639726,0.667639726,0.725234919,0.725234919,0.725234919,0.667767574,0.667767574,0.667767574,0.725362767,0.725362767,0.725362767,0.271100126,0.271100126,0.271100126,0.271100126,0.271100126,0.271100126
puma_3100200,NE,184039,79188,9988447.496,3329451.247,1023755.823,6793.880466,894.0445014,0.909648964,15280429.84,5297899.432,0.425354932,0.017129806,0.15429514,0.000112789,0.024743053,0.000155085,0.363109588,0.012223491,0.002876116,0.596779878,0.596779878,0.596779878,0.633901507,0.633901507,0.633901507,0.596892667,0.596892667,0.596892667,0.634014296,0.634014296,0.634014296,0.363109588,0.363109588,0.363109588,0.363109588,0.363109588,0.363109588
puma_3100300,NE,106716,47765,6032312.012,1866710.903,519528.5652,6303.723265,975.9530436,0.927101397,9228293.038,2970353.34,0.594424739,0.005261028,0.11533792,0.000261861,0.031970862,0.000166639,0.241055062,0.009950722,0.001571167,0.715023687,0.715023687,0.715023687,0.75711191,0.75711191,0.75711191,0.715285548,0.715285548,0.715285548,0.757373771,0.757373771,0.757373771,0.241055062,0.241055062,0.241055062,0.241055062,0.241055062,0.241055062
puma_3100400,NE,106374,51910,6494734.793,1938723.592,467205.1159,6386.309399,866.3486284,0.901895557,9935712.17,3084941.587,0.495776389,0.006386924,0.158230891,0,0.030355058,0.001167502,0.295400957,0.010667765,0.002014514,0.660394204,0.660394204,0.660394204,0.702584529,0.702584529,0.702584529,0.660394204,0.660394204,0.660394204,0.702584529,0.702584529,0.702584529,0.295400957,0.295400957,0.295400957,0.295400957,0.295400957,0.295400957
puma_3100500,NE,114645,50962,6421941.615,2385663.85,662247.4339,6301.130874,960.3714946,0.926964983,9824352.416,3796123.21,0.630055399,0.001970702,0.066259388,0,0.016137862,8.76E-05,0.274277957,0.009568854,0.001642252,0.698285489,0.698285489,0.698285489,0.724079792,0.724079792,0.724079792,0.698285489,0.698285489,0.698285489,0.724079792,0.724079792,0.724079792,0.274277957,0.274277957,0.274277957,0.274277957,0.274277957,0.274277957
puma_3100600,NE,138733,64355,8304385.978,2447088.274,826091.8834,6076.77128,1101.274527,0.951792889,12704135.19,3893863.166,0.466785206,0.018598862,0.173221906,0.000302276,0.031401138,0.000124467,0.292265292,0.01552276,0.001778094,0.658605974,0.658605974,0.658605974,0.705654339,0.705654339,0.705654339,0.65890825,0.65890825,0.65890825,0.705956615,0.705956615,0.705956615,0.292265292,0.292265292,0.292265292,0.292265292,0.292265292,0.292265292
puma_3100701,NE,102946,45223,5979988.424,1485967.126,410466.4423,6392.080654,979.1554601,0.932033273,9148247.874,2364505.082,0.480859835,0.014649588,0.168531606,0,0.02071064,0,0.294611307,0.016440911,0.004196113,0.664041029,0.664041029,0.664041029,0.70119258,0.70119258,0.70119258,0.664041029,0.664041029,0.664041029,0.70119258,0.70119258,0.70119258,0.294611307,0.294611307,0.294611307,0.294611307,0.294611307,0.294611307
puma_3100702,NE,158840,61938,8253211.131,1456035.528,231279.3336,6313.207309,981.0833354,0.934041574,12625847.38,2316877.234,0.771112168,0.001239894,0.019124941,0,0.002904409,0.000407636,0.203852164,0.000237788,0.001121,0.791477003,0.791477003,0.791477003,0.795026836,0.795026836,0.795026836,0.791477003,0.791477003,0.791477003,0.795026836,0.795026836,0.795026836,0.203852164,0.203852164,0.203852164,0.203852164,0.203852164,0.203852164
puma_3100801,NE,153890,66388,7537825.932,3173633.991,704205.5148,6102.228592,1132.58753,0.958469287,11531443.74,5049959.429,0.660344216,0.001337545,0.025171625,0.000145035,0.004254359,0,0.295178393,0.010184678,0.003384149,0.686853386,0.686853386,0.686853386,0.701292423,0.701292423,0.701292423,0.686998421,0.686998421,0.686998421,0.701437458,0.701437458,0.701437458,0.295178393,0.295178393,0.295178393,0.295178393,0.295178393,0.295178393
puma_3100802,NE,131517,54487,7242267.756,1552607.401,149641.9008,6084.902659,1141.860353,0.959894113,11079295.8,2470544.62,0.683975227,0.00274821,0.035997678,0,0.006193149,7.74E-05,0.260305787,0.00905748,0.001645055,0.722721115,0.722721115,0.722721115,0.738049158,0.738049158,0.738049158,0.722721115,0.722721115,0.722721115,0.738049158,0.738049158,0.738049158,0.260305787,0.260305787,0.260305787,0.260305787,0.260305787,0.260305787
puma_3100901,NE,161488,70068,8935864.756,2097568.633,295150.6338,6465.742978,934.7943748,0.923334621,13670177.93,3337699.472,0.800509429,0.001043409,0.011416121,0,0.00162649,0,0.182811373,0.002439735,0.000153442,0.812968959,0.812968959,0.812968959,0.817035184,0.817035184,0.817035184,0.812968959,0.812968959,0.812968959,0.817035184,0.817035184,0.817035184,0.182811373,0.182811373,0.182811373,0.182811373,0.182811373,0.182811373
puma_3100902,NE,140508,58000,7797822.034,2564143.218,415253.6467,6387.693178,973.2492812,0.932413472,11929188.45,4080123.687,0.822486282,0.000672263,0.009248156,0,0.001508049,0.000327047,0.161688288,0.002834405,0.00123551,0.832406701,0.832406701,0.832406701,0.837076202,0.837076202,0.837076202,0.832406701,0.832406701,0.832406701,0.837076202,0.837076202,0.837076202,0.161688288,0.161688288,0.161688288,0.161688288,0.161688288,0.161688288
puma_3100903,NE,107029,45609,5216173.196,1553064.024,357147.8997,6322.371965,1017.585178,0.938340528,7979755.471,2471271.209,0.830394318,0.003428851,0.01050698,0,0.002302229,0,0.145897624,0.004114622,0.003355376,0.844330149,0.844330149,0.844330149,0.850747,0.850747,0.850747,0.844330149,0.844330149,0.844330149,0.850747,0.850747,0.850747,0.145897624,0.145897624,0.145897624,0.145897624,0.145897624,0.145897624
puma_3100904,NE,108085,45903,5278241.878,2306717.268,479980.3987,6200.648101,1089.586279,0.952223033,8074708.781,3670501.592,0.828540898,0.002938605,0.009131533,0,0.00072858,0.000437148,0.144404507,0.007310084,0.006508646,0.840611036,0.840611036,0.840611036,0.849086847,0.849086847,0.849086847,0.840611036,0.840611036,0.840611036,0.849086847,0.849086847,0.849086847,0.144404507,0.144404507,0.144404507,0.144404507,0.144404507,0.144404507
puma_3200101,NV,177318,83430,9158031.437,3820978.135,425310.1145,5164.863415,826.9631848,0.888626372,11015668.3,6402468.241,0.664830081,0.040018228,0.017675408,0,0.007318724,0.000331414,0.256224367,0.009528149,0.004073629,0.722523717,0.722523717,0.722523717,0.739702004,0.739702004,0.739702004,0.722523717,0.722523717,0.722523717,0.739702004,0.739702004,0.739702004,0.256224367,0.256224367,0.256224367,0.256224367,0.256224367,0.256224367
puma_3200102,NV,107562,47661,7367221.678,862150.8964,170824.2543,5579.46059,609.9054406,0.74988913,8861606.437,1444628.453,0.713962227,0.043222933,0.079453555,0,0.024162042,0.001069998,0.123821136,0.014084157,0.000223953,0.836638714,0.836638714,0.836638714,0.875954911,0.875954911,0.875954911,0.836638714,0.836638714,0.836638714,0.875954911,0.875954911,0.875954911,0.123821136,0.123821136,0.123821136,0.123821136,0.123821136,0.123821136
