puma,state,htg_slope_res_mmbtu_m2_degC
puma_1303700,GA,6.567984749579822e-06
puma_1303800,GA,6.592141433996437e-06
puma_1303900,GA,6.64970803852682e-06
puma_1304000,GA,7.105444409547946e-06
puma_1304001,GA,6.652158464435404e-06
puma_1304002,GA,6.437849027392945e-06
puma_1304003,GA,6.572188694465286e-06
puma_1304004,GA,6.52588987415862e-06
puma_1304005,GA,6.673928728501475e-06
puma_1304006,GA,6.692739164908684e-06
puma_1304100,GA,7.020255458294124e-06
puma_1304200,GA,6.853924836548837e-06
puma_1304300,GA,6.683009815909308e-06
puma_1304400,GA,6.588100893225426e-06
puma_1304500,GA,6.494213367109102e-06
puma_1304600,GA,6.745611440976661e-06
puma_1305001,GA,6.627678843138126e-06
puma_1305002,GA,6.688326170695649e-06
puma_1306001,GA,6.692869605460901e-06
puma_1306002,GA,6.6363354067757375e-06
puma_1600100,ID,4.143910711326574e-06
puma_1600200,ID,4.283619845077061e-06
puma_1600300,ID,4.130476409261123e-06
puma_1600400,ID,4.4761188595743605e-06
puma_1600500,ID,4.5925622120950485e-06
puma_1600600,ID,4.5593704967083555e-06
puma_1600701,ID,4.597880808205746e-06
puma_1600702,ID,4.560349450707919e-06
puma_1600800,ID,4.610908540012551e-06
puma_1600900,ID,4.3609221628961504e-06
puma_1601000,ID,4.1789452169013325e-06
puma_1601100,ID,3.847592436186424e-06
puma_1601200,ID,3.97854574592578e-06
puma_1601300,ID,4.1195374396409796e-06
puma_1700104,IL,5.348427589678516e-06
puma_1700105,IL,5.594768630450592e-06
puma_1700202,IL,5.629034550659088e-06
puma_1700300,IL,5.848240692668446e-06
puma_1700401,IL,5.923174755274464e-06
puma_1700501,IL,6.0537752549700295e-06
puma_1700600,IL,5.91868936667006e-06
puma_1700700,IL,6.067828344242909e-06
puma_1700800,IL,6.337721493162843e-06
puma_1700900,IL,6.226254416009648e-06
puma_1701001,IL,6.143062730957701e-06
puma_1701104,IL,6.302516318863973e-06
puma_1701105,IL,6.2489009686031295e-06
puma_1701204,IL,6.1803365982567864e-06
puma_1701205,IL,6.2841313944743815e-06
puma_1701300,IL,5.879606653660131e-06
puma_1701500,IL,5.931862346809286e-06
puma_1701602,IL,5.7861513984582515e-06
puma_1701701,IL,5.723528890511574e-06
puma_1701900,IL,5.699992242400573e-06
puma_1702000,IL,5.598577519903083e-06
puma_1702100,IL,5.706045017057349e-06
puma_1702200,IL,5.7150838654219985e-06
puma_1702300,IL,5.6054063808416945e-06
puma_1702400,IL,5.489668848497162e-06
puma_1702501,IL,5.5724543990305845e-06
puma_1702601,IL,5.3208394985596455e-06
puma_1702700,IL,5.318274537189456e-06
puma_1702801,IL,5.414429662430055e-06
puma_1702901,IL,5.29569138332061e-06
puma_1703005,IL,5.532214077528885e-06
puma_1703007,IL,5.505834466506915e-06
puma_1703008,IL,5.37187893174239e-06
puma_1703009,IL,5.363188011120218e-06
puma_1703102,IL,5.587115759681247e-06
puma_1703105,IL,5.568551712108222e-06
puma_1703106,IL,5.526282568035328e-06
puma_1703107,IL,5.547380870591254e-06
puma_1703108,IL,5.550287262185487e-06
puma_1703202,IL,5.405905975655795e-06
puma_1703203,IL,5.405905975655795e-06
puma_1703204,IL,5.405905975655795e-06
puma_1703205,IL,5.446363826010147e-06
puma_1703207,IL,5.463939053912769e-06
puma_1703208,IL,5.413609181587076e-06
puma_1703209,IL,5.498119683057114e-06
puma_1703306,IL,5.339654383587064e-06
puma_1703307,IL,5.337644600337822e-06
puma_1703308,IL,5.2858875049237666e-06
puma_1703309,IL,5.349231722067292e-06
puma_1703310,IL,5.442613491095267e-06
puma_1703401,IL,5.353652875015203e-06
puma_1703407,IL,5.594145222430932e-06
puma_1703408,IL,5.657026751586949e-06
puma_1703409,IL,5.653353696322276e-06
puma_1703410,IL,5.588749993132145e-06
puma_1703411,IL,5.677726785915911e-06
puma_1703412,IL,5.529287209821677e-06
puma_1703413,IL,5.591753814351114e-06
puma_1703414,IL,5.5180112520098545e-06
puma_1703415,IL,5.4841427631349255e-06
puma_1703416,IL,5.5075411041728526e-06
puma_1703417,IL,5.30016236891813e-06
puma_1703418,IL,5.329314252197963e-06
puma_1703419,IL,5.5072673414960985e-06
puma_1703420,IL,5.566472101403794e-06
puma_1703421,IL,5.518074725672265e-06
puma_1703422,IL,5.5306573884163974e-06
puma_1703501,IL,5.717435801461276e-06
puma_1703502,IL,5.743255931525204e-06
puma_1703503,IL,5.687998499673595e-06
puma_1703504,IL,5.675377451907728e-06
puma_1703520,IL,5.581340377730477e-06
puma_1703521,IL,5.652282825605831e-06
puma_1703522,IL,5.727471394811684e-06
puma_1703523,IL,5.676958665530753e-06
puma_1703524,IL,5.743255931525204e-06
puma_1703525,IL,5.743255931525204e-06
puma_1703526,IL,5.725262760916456e-06
puma_1703527,IL,5.657026751586949e-06
puma_1703528,IL,5.7672794048128425e-06
puma_1703529,IL,5.817799516675858e-06
puma_1703530,IL,5.737051266439111e-06
puma_1703531,IL,5.833173977384016e-06
puma_1703532,IL,5.833173977384016e-06
puma_1703601,IL,5.304413455951938e-06
puma_1703602,IL,5.270899984918131e-06
puma_1703700,IL,5.485248426574953e-06
puma_1800101,IN,4.502725360312731e-06
puma_1800102,IN,4.395226474240394e-06
puma_1800103,IN,4.392838736055867e-06
puma_1800104,IN,4.376916002712125e-06
puma_1800200,IN,4.412534401679642e-06
puma_1800300,IN,4.40927745437938e-06
puma_1800401,IN,4.389549377857206e-06
puma_1800402,IN,4.371279072828229e-06
puma_1800500,IN,4.41450617508958e-06
puma_1800600,IN,4.333359201744482e-06
puma_1800700,IN,4.428306696473894e-06
puma_1800800,IN,4.387938799352111e-06
puma_1800900,IN,4.422389419167347e-06
puma_1801001,IN,4.459524105656425e-06
puma_1801002,IN,4.4392978371385565e-06
puma_1801003,IN,4.426061566886497e-06
puma_1801100,IN,4.484567272871651e-06
puma_1801200,IN,4.599737209497364e-06
puma_1801300,IN,4.43490275500036e-06
puma_1801400,IN,4.453204004556723e-06
puma_1801500,IN,4.476719172812667e-06
puma_1801600,IN,4.664878409586245e-06
puma_1801700,IN,4.760374773181866e-06
puma_1801801,IN,4.566177618057387e-06
puma_1801802,IN,4.568332463478582e-06
puma_1801803,IN,4.54471947283015e-06
puma_1801900,IN,4.581693678955096e-06
puma_1802000,IN,4.56371235403147e-06
puma_1802100,IN,4.580018969021726e-06
puma_1802200,IN,4.6682302484427755e-06
puma_1802301,IN,4.708587706679829e-06
puma_1802302,IN,4.605673524952808e-06
puma_1802303,IN,4.5394895733462185e-06
puma_1802304,IN,4.7131836646358465e-06
puma_1802305,IN,4.587312687389228e-06
puma_1802306,IN,4.562638679805919e-06
puma_1802307,IN,4.615722140403489e-06
puma_1802400,IN,4.603001076476404e-06
puma_1802500,IN,4.60114234061194e-06
puma_1802600,IN,4.560021746750723e-06
puma_1802700,IN,4.803575932409227e-06
puma_1802800,IN,4.7396397113638795e-06
puma_1802900,IN,4.745891958615281e-06
puma_1803000,IN,4.86033462405623e-06
puma_1803100,IN,4.696547883416684e-06
puma_1803200,IN,5.020740935820494e-06
puma_1803300,IN,5.220190392518937e-06
puma_1803400,IN,4.969403723027152e-06
puma_1803500,IN,5.069482496131478e-06
puma_1803600,IN,5.073462151851863e-06
puma_1900100,IA,3.443016704401604e-06
puma_1900200,IA,3.3959244190637987e-06
puma_1900400,IA,3.4813919189910327e-06
puma_1900500,IA,3.568703953671363e-06
puma_1900600,IA,3.493418905424564e-06
puma_1900700,IA,3.5636431032828275e-06
puma_1900800,IA,3.728142127388091e-06
puma_1900900,IA,3.817264295750207e-06
puma_1901000,IA,3.7038161628538575e-06
puma_1901100,IA,3.7428829626731494e-06
puma_1901200,IA,3.575347478296254e-06
puma_1901300,IA,3.6063499129680946e-06
puma_1901400,IA,3.6768232777594986e-06
puma_1901500,IA,3.7494984136226924e-06
puma_1901600,IA,3.7012015014406817e-06
puma_1901700,IA,3.7532191209511323e-06
puma_1901800,IA,3.7059477882592803e-06
puma_1901900,IA,3.5452488359733003e-06
puma_1902000,IA,3.587382206390427e-06
puma_1902100,IA,3.7406356588518905e-06
puma_1902200,IA,3.7560779060186733e-06
puma_1902300,IA,3.911078151255571e-06
puma_2000100,KS,5.464049591378797e-06
puma_2000200,KS,5.634571540028338e-06
puma_2000300,KS,5.61854329353438e-06
puma_2000400,KS,5.6309744276680215e-06
puma_2000500,KS,5.798062397725729e-06
puma_2000601,KS,5.673740052503141e-06
puma_2000602,KS,5.772862493004704e-06
puma_2000603,KS,5.707514192850535e-06
puma_2000604,KS,5.744961998636682e-06
puma_2000700,KS,5.633882518866427e-06
puma_2000801,KS,5.699046552465612e-06
puma_2000802,KS,5.622387116652601e-06
puma_2000900,KS,5.7502765222462714e-06
puma_2001000,KS,5.71098150158861e-06
puma_2001100,KS,5.849551122756832e-06
puma_2001200,KS,5.713833799041095e-06
puma_2001301,KS,5.867292833796483e-06
puma_2001302,KS,5.8816866020195566e-06
puma_2001303,KS,5.915402090241742e-06
puma_2001304,KS,5.896024988951784e-06
puma_2001400,KS,5.750369521223865e-06
puma_2001500,KS,5.987308763382872e-06
puma_2100100,KY,6.493362027697007e-06
puma_2100200,KY,6.457089322055926e-06
puma_2100300,KY,6.424037085558614e-06
puma_2100400,KY,6.430266639908417e-06
puma_2100500,KY,6.443708439268192e-06
puma_2100600,KY,6.2541474339721715e-06
puma_2100700,KY,6.2224936537546715e-06
puma_2100800,KY,6.234338124334405e-06
puma_2100900,KY,6.228276102385113e-06
puma_2101000,KY,6.179964961342229e-06
puma_2101100,KY,6.09823037396996e-06
puma_2101200,KY,6.26048843012087e-06
puma_2101300,KY,6.14107080584444e-06
puma_2101400,KY,6.320561197798945e-06
puma_2101500,KY,6.510440379559953e-06
puma_2101600,KY,6.175169240994946e-06
puma_2101701,KY,6.422527981076546e-06
puma_2101702,KY,6.364715717003601e-06
puma_2101703,KY,6.228627948887915e-06
puma_2101704,KY,6.286314714139699e-06
puma_2101705,KY,6.26719054196502e-06
puma_2101706,KY,6.422527981076546e-06
puma_2101800,KY,6.0266951758730515e-06
puma_2101901,KY,6.1690006855749715e-06
puma_2101902,KY,6.167590918502356e-06
puma_2102000,KY,6.10489400220977e-06
puma_2102100,KY,6.177469565743141e-06
puma_2102200,KY,6.158654596885978e-06
puma_2102300,KY,6.0726714161333475e-06
puma_2102400,KY,5.998401144543667e-06
puma_2102500,KY,5.989719028399443e-06
puma_2102600,KY,6.0411475184943685e-06
puma_2102700,KY,6.016412811915756e-06
puma_2102800,KY,5.937998667842363e-06
puma_2200100,LA,7.418840231995103e-06
puma_2200101,LA,7.371866515143378e-06
puma_2200200,LA,7.325489571872739e-06
puma_2200300,LA,7.338065016993377e-06
puma_2200400,LA,7.361820077775547e-06
puma_2200500,LA,7.316752761513337e-06
puma_2200600,LA,7.550167740380024e-06
puma_2200700,LA,7.587652271939287e-06
puma_2200800,LA,7.763849437911157e-06
puma_2200900,LA,7.90104277725007e-06
puma_2201000,LA,7.845936727850228e-06
puma_2201100,LA,7.863748242582811e-06
puma_2201200,LA,7.864956899272352e-06
puma_2201201,LA,7.919747108668362e-06
puma_2201300,LA,7.97554152789888e-06
puma_2201400,LA,7.765369771320515e-06
puma_2201500,LA,7.809133593848738e-06
puma_2201501,LA,7.851869240315104e-06
puma_2201502,LA,7.879903938173493e-06
puma_2201600,LA,7.893977799974432e-06
puma_2201700,LA,7.812719604141194e-06
puma_2201800,LA,7.705403082120431e-06
puma_2201900,LA,8.009955655040026e-06
puma_2202000,LA,8.002256341430032e-06
puma_2202100,LA,8.063961742888713e-06
puma_2202200,LA,7.759330381363014e-06
puma_2202201,LA,7.810899890460591e-06
puma_2202300,LA,8.104056388952444e-06
puma_2202301,LA,8.128210058115737e-06
puma_2202302,LA,8.104590892495944e-06
puma_2202400,LA,8.136431210586498e-06
puma_2202401,LA,8.145918009856101e-06
puma_2202402,LA,8.122004747553214e-06
puma_2202500,LA,8.079566641970025e-06
puma_2300100,ME,3.556257683903373e-06
puma_2300200,ME,3.6890333432206136e-06
puma_2300300,ME,3.7731730241866947e-06
puma_2300400,ME,3.875083241126718e-06
puma_2300500,ME,3.899451241189911e-06
puma_2300600,ME,3.826734191425885e-06
puma_2300700,ME,3.945299360042774e-06
puma_2300800,ME,3.95925923444415e-06
puma_2300900,ME,3.97134905619635e-06
puma_2301000,ME,4.017462791906214e-06
puma_2400100,MD,5.41517931125836e-06
puma_2400200,MD,5.638252918621257e-06
puma_2400301,MD,5.736320335532925e-06
puma_2400302,MD,5.893922709602592e-06
puma_2400400,MD,5.722729090773303e-06
puma_2400501,MD,5.879395496829859e-06
puma_2400502,MD,5.873778184972693e-06
puma_2400503,MD,5.782352592281914e-06
puma_2400504,MD,5.807459486010102e-06
puma_2400505,MD,6.123895830599831e-06
puma_2400506,MD,6.196658048336416e-06
puma_2400507,MD,6.009529271884766e-06
puma_2400601,MD,5.998706958040615e-06
puma_2400602,MD,5.9664206559864506e-06
puma_2400700,MD,5.833421999999255e-06
puma_2400801,MD,5.902093679573799e-06
puma_2400802,MD,6.06535271381366e-06
puma_2400803,MD,6.0505695414460235e-06
puma_2400804,MD,6.2540033020125235e-06
puma_2400805,MD,6.314358808209096e-06
puma_2400901,MD,5.81937435658355e-06
puma_2400902,MD,5.882732492735713e-06
puma_2401001,MD,5.809263892039887e-06
puma_2401002,MD,5.778384917481574e-06
puma_2401003,MD,5.925146425601193e-06
puma_2401004,MD,5.977349554059194e-06
puma_2401005,MD,5.943084679592672e-06
puma_2401006,MD,5.908915720577399e-06
puma_2401007,MD,6.049058489208622e-06
puma_2401101,MD,6.030317146863131e-06
puma_2401102,MD,5.899245767604941e-06
puma_2401103,MD,6.063845023950118e-06
puma_2401104,MD,6.040959829404923e-06
puma_2401105,MD,5.845094980374999e-06
puma_2401106,MD,6.029064577607117e-06
puma_2401107,MD,6.0840143061133835e-06
puma_2401201,MD,5.861716989042623e-06
puma_2401202,MD,5.950166383259573e-06
puma_2401203,MD,6.148942748763925e-06
puma_2401204,MD,6.211710366385269e-06
puma_2401300,MD,6.075301947187933e-06
puma_2401400,MD,6.159654609955801e-06
puma_2401500,MD,6.144390044879123e-06
puma_2401600,MD,6.183175388850596e-06
puma_2500100,MA,5.425979116314905e-06
puma_2500200,MA,5.528175091937481e-06
puma_2500300,MA,5.6490462557697634e-06
puma_2500301,MA,5.689136156941246e-06
puma_2500302,MA,5.5934129521833285e-06
puma_2500303,MA,5.708365602789895e-06
puma_2500304,MA,5.699172183488549e-06
puma_2500400,MA,5.5569586912080996e-06
puma_2500501,MA,5.68767683532933e-06
puma_2500502,MA,5.683974531561905e-06
puma_2500503,MA,5.85971935658445e-06
puma_2500504,MA,5.7551797599960094e-06
puma_2500505,MA,5.9017311690272826e-06
puma_2500506,MA,5.9611012036601646e-06
puma_2500507,MA,6.033138136783338e-06
puma_2500508,MA,6.0059345843874266e-06
puma_2500701,MA,5.823699634121987e-06
puma_2500702,MA,5.76655644770985e-06
puma_2500703,MA,5.769265067551327e-06
puma_2500704,MA,5.787710510121184e-06
puma_2501000,MA,5.807487944161327e-06
puma_2501300,MA,5.82936209538078e-06
puma_2501400,MA,5.7820020777308316e-06
puma_2501600,MA,5.61936590514527e-06
puma_2501900,MA,5.689207834609395e-06
puma_2501901,MA,5.708898929392537e-06
puma_2501902,MA,5.732137482313396e-06
puma_2502400,MA,5.829081901771145e-06
puma_2502800,MA,5.8166809098877784e-06
puma_2503301,MA,5.948219944026319e-06
puma_2503302,MA,6.0688728837432625e-06
puma_2503303,MA,6.017176693457109e-06
puma_2503304,MA,5.948219944026319e-06
puma_2503305,MA,5.932417335805969e-06
puma_2503306,MA,6.097431726566424e-06
puma_2503400,MA,5.934786789206011e-06
puma_2503500,MA,5.785404244265622e-06
puma_2503601,MA,5.880791098791289e-06
puma_2503602,MA,5.8204074321217035e-06
puma_2503603,MA,5.961989874647394e-06
puma_2503900,MA,6.036417437695107e-06
puma_2504000,MA,5.810146142504495e-06
puma_2504200,MA,5.92386190489329e-06
puma_2504301,MA,6.019521069708763e-06
puma_2504302,MA,6.17214753519639e-06
puma_2504303,MA,5.9047050842600745e-06
puma_2504500,MA,6.011441582140178e-06
puma_2504700,MA,6.0045059761704336e-06
puma_2504800,MA,6.058172326114817e-06
puma_2504901,MA,5.952454342192484e-06
puma_2504902,MA,5.986651997428463e-06
puma_2504903,MA,5.948046918835202e-06
puma_2600100,MI,4.879776833576264e-06
puma_2600200,MI,5.010610523491197e-06
puma_2600300,MI,5.149283728398141e-06
puma_2600400,MI,5.227966081485018e-06
puma_2600500,MI,5.444367929701402e-06
puma_2600600,MI,5.496700079813847e-06
puma_2600700,MI,5.7292876255262445e-06
puma_2600801,MI,5.80323707717108e-06
puma_2600802,MI,5.8388325956019944e-06
puma_2600900,MI,5.691168669153337e-06
puma_2601001,MI,5.78070027974438e-06
puma_2601002,MI,5.797601318181191e-06
puma_2601003,MI,5.797601318181191e-06
puma_2601004,MI,5.702739576210624e-06
puma_2601100,MI,5.444909458007369e-06
puma_2601200,MI,5.452733651396639e-06
puma_2601300,MI,5.275864703389303e-06
puma_2601400,MI,5.57408006535117e-06
puma_2601500,MI,5.588789139625062e-06
puma_2601600,MI,5.456315854947674e-06
puma_2601701,MI,5.579781254175335e-06
puma_2601702,MI,5.586715060193811e-06
puma_2601703,MI,5.585413241021302e-06
puma_2601704,MI,5.587757041208053e-06
puma_2601801,MI,5.749872540152807e-06
puma_2601802,MI,5.723582297434359e-06
puma_2601900,MI,5.654304516115042e-06
puma_2602000,MI,5.693486785245818e-06
puma_2602101,MI,5.831444429138011e-06
puma_2602102,MI,5.827764420206942e-06
puma_2602200,MI,5.755085418059339e-06
puma_2602300,MI,5.695685430915638e-06
puma_2602400,MI,5.943142884337453e-06
puma_2602500,MI,5.705236994059269e-06
puma_2602600,MI,5.723739074962845e-06
puma_2602701,MI,5.713905376379497e-06
puma_2602702,MI,5.749439245336636e-06
puma_2602703,MI,5.738358516059055e-06
puma_2602800,MI,5.621929625865012e-06
puma_2602901,MI,5.588511961738053e-06
puma_2602902,MI,5.620608046634508e-06
puma_2602903,MI,5.625082947988248e-06
puma_2602904,MI,5.653063373586421e-06
puma_2602905,MI,5.65831442311679e-06
puma_2602906,MI,5.64403520968279e-06
puma_2602907,MI,5.681771944426482e-06
puma_2602908,MI,5.833658504692685e-06
puma_2603001,MI,5.62808699814837e-06
puma_2603002,MI,5.672805777925418e-06
puma_2603003,MI,5.820594509699511e-06
puma_2603004,MI,5.728370416396632e-06
puma_2603005,MI,5.8473755516475e-06
puma_2603006,MI,5.897486206773555e-06
puma_2603100,MI,5.692223897952494e-06
puma_2603201,MI,5.721542944044248e-06
puma_2603202,MI,5.712751534554032e-06
puma_2603203,MI,5.904201637051299e-06
puma_2603204,MI,5.91682976911265e-06
puma_2603205,MI,5.918199050717211e-06
puma_2603206,MI,5.919321942585981e-06
puma_2603207,MI,5.902493321037191e-06
puma_2603208,MI,5.873433398681589e-06
puma_2603209,MI,5.8840277275657115e-06
puma_2603210,MI,5.919226315245084e-06
puma_2603211,MI,5.882305631619558e-06
puma_2603212,MI,5.884456256876356e-06
puma_2603213,MI,5.826677809692593e-06
puma_2603300,MI,5.813611106231556e-06
puma_2700100,MN,2.8508442159428115e-06
puma_2700200,MN,2.8137091861061306e-06
puma_2700300,MN,2.8729735989798532e-06
puma_2700400,MN,2.741622083828468e-06
puma_2700500,MN,2.8230496126078324e-06
puma_2700600,MN,3.0096274335151072e-06
puma_2700700,MN,2.9214399064351935e-06
puma_2700800,MN,2.9647060593247772e-06
puma_2700900,MN,3.0451729938537947e-06
puma_2701000,MN,3.0660763731813505e-06
puma_2701101,MN,3.07719608581273e-06
puma_2701102,MN,3.136109385694163e-06
puma_2701103,MN,3.121954809608512e-06
puma_2701201,MN,3.16817462758184e-06
puma_2701202,MN,3.177001153895397e-06
puma_2701301,MN,3.259077036288701e-06
puma_2701302,MN,3.238597329038578e-06
puma_2701303,MN,3.2215536820722508e-06
puma_2701304,MN,3.20538082567477e-06
puma_2701401,MN,3.134595146401398e-06
puma_2701402,MN,3.1693683915352777e-06
puma_2701403,MN,3.177272076560494e-06
puma_2701404,MN,3.1740960887350006e-06
puma_2701405,MN,3.236207799506267e-06
puma_2701406,MN,3.2363727608540916e-06
puma_2701407,MN,3.2416488531464644e-06
puma_2701408,MN,3.1808881628977744e-06
puma_2701409,MN,3.193034056554224e-06
puma_2701410,MN,3.2075554061352604e-06
puma_2701501,MN,3.216088827737906e-06
puma_2701502,MN,3.169292954337955e-06
puma_2701503,MN,3.2013719701906473e-06
puma_2701600,MN,3.1858622939816406e-06
puma_2701700,MN,3.1056097929954445e-06
puma_2701800,MN,3.0679961530395806e-06
puma_2701900,MN,3.0647645237218e-06
puma_2702000,MN,3.1140714191054553e-06
puma_2702100,MN,3.1411565203996762e-06
puma_2702200,MN,3.156138319802171e-06
puma_2702300,MN,3.106462321501831e-06
puma_2702400,MN,3.1068898908832472e-06
puma_2702500,MN,3.1423833937363698e-06
puma_2702600,MN,3.205349940339577e-06
puma_2800100,MS,7.070470246663556e-06
puma_2800200,MS,6.793906328116716e-06
puma_2800300,MS,7.049483119172423e-06
puma_2800400,MS,7.056204233051838e-06
puma_2800500,MS,7.008830179404501e-06
puma_2800600,MS,7.239118993756664e-06
puma_2800700,MS,7.164695426832496e-06
puma_2800800,MS,7.256917437403577e-06
puma_2800900,MS,7.430157322123489e-06
puma_2801000,MS,7.601592466186e-06
puma_2801100,MS,7.590105469396996e-06
puma_2801200,MS,7.578673659282998e-06
puma_2801300,MS,7.490707131531198e-06
puma_2801400,MS,7.383501045816051e-06
puma_2801500,MS,7.405569437990104e-06
puma_2801600,MS,7.64248130769614e-06
puma_2801700,MS,7.597542348086772e-06
puma_2801800,MS,7.734690096880007e-06
puma_2801900,MS,7.81189558189419e-06
puma_2802000,MS,8.059158207293556e-06
puma_2802100,MS,7.958207318145497e-06
puma_2900100,MO,4.39300111850552e-06
puma_2900200,MO,4.503405787306122e-06
puma_2900300,MO,4.436085621517461e-06
puma_2900400,MO,4.609544693974184e-06
puma_2900500,MO,4.697962572277471e-06
puma_2900600,MO,4.760188997113453e-06
puma_2900700,MO,4.611102660845766e-06
puma_2900800,MO,4.555875443026862e-06
puma_2900901,MO,4.56803174485968e-06
puma_2900902,MO,4.723888231324757e-06
puma_2900903,MO,4.696211889303031e-06
puma_2901001,MO,4.7805552668920525e-06
puma_2901002,MO,4.640946604512845e-06
puma_2901003,MO,4.637755893017746e-06
puma_2901004,MO,4.656278524991661e-06
puma_2901005,MO,4.716695827334382e-06
puma_2901100,MO,4.656736950767507e-06
puma_2901200,MO,4.80665402355535e-06
puma_2901300,MO,4.750682220902515e-06
puma_2901400,MO,4.8048010894120275e-06
puma_2901500,MO,4.711833841225321e-06
puma_2901600,MO,4.783473243401835e-06
puma_2901701,MO,4.693786238108467e-06
puma_2901702,MO,4.683186174791262e-06
puma_2901703,MO,4.684399157704768e-06
puma_2901801,MO,4.850724651219995e-06
puma_2901802,MO,4.850573379870165e-06
puma_2901803,MO,4.857814548968397e-06
puma_2901804,MO,4.7742918990809566e-06
puma_2901805,MO,4.832855737672722e-06
puma_2901806,MO,4.749981667302306e-06
puma_2901807,MO,4.85475423960658e-06
puma_2901808,MO,4.807912241165561e-06
puma_2901901,MO,4.863137526030823e-06
puma_2901902,MO,4.84403703031662e-06
puma_2902001,MO,4.736324577710161e-06
puma_2902002,MO,4.723542689278427e-06
puma_2902100,MO,4.74356096466121e-06
puma_2902200,MO,4.924914939115516e-06
puma_2902300,MO,5.0635164289395135e-06
puma_2902400,MO,4.888539400183726e-06
puma_2902500,MO,4.801516512075271e-06
puma_2902601,MO,4.7183902830494625e-06
puma_2902602,MO,4.834336977709889e-06
puma_2902603,MO,4.833629890324999e-06
puma_2902700,MO,4.882999031474297e-06
puma_2902800,MO,4.978009892760205e-06
puma_3000100,MT,4.080945118577472e-06
puma_3000200,MT,4.324056902940933e-06
puma_3000300,MT,4.053925285276215e-06
puma_3000400,MT,4.2415255938506125e-06
puma_3000500,MT,4.15783552805694e-06
puma_3000600,MT,4.2412761911180595e-06
puma_3000700,MT,4.502490224327708e-06
puma_3100100,NE,4.648470135115727e-06
puma_3100200,NE,4.637345125591132e-06
puma_3100300,NE,4.805894410431548e-06
puma_3100400,NE,4.776868702242373e-06
puma_3100500,NE,4.8068097313926905e-06
puma_3100600,NE,4.887007676625553e-06
puma_3100701,NE,4.774849998328119e-06
puma_3100702,NE,4.802547971975597e-06
puma_3100801,NE,4.877809489622685e-06
puma_3100802,NE,4.884066899414003e-06
puma_3100901,NE,4.749194044873088e-06
puma_3100902,NE,4.776384561287601e-06
puma_3100903,NE,4.799317486860155e-06
puma_3100904,NE,4.8424866798301044e-06
puma_3200101,NV,5.3841016703113254e-06
puma_3200102,NV,5.217421820457647e-06
puma_3200103,NV,5.364897259265725e-06
puma_3200200,NV,5.157297315392439e-06
puma_3200300,NV,5.141968625843114e-06
puma_3200401,NV,6.89480591626334e-06
puma_3200402,NV,6.898989290573755e-06
puma_3200403,NV,6.940572687975063e-06
puma_3200404,NV,6.931668341960615e-06
puma_3200405,NV,6.939561457208833e-06
puma_3200406,NV,6.924609939979713e-06
puma_3200407,NV,6.732882236837802e-06
puma_3200408,NV,6.727619187957705e-06
puma_3200409,NV,6.974848858046515e-06
puma_3200410,NV,6.9632721510929485e-06
puma_3200411,NV,6.917026550950253e-06
puma_3200412,NV,6.828226072096004e-06
puma_3200413,NV,6.825221620917822e-06
puma_3300100,NH,3.4211339757918384e-06
puma_3300200,NH,3.616107963435788e-06
puma_3300300,NH,3.762139679924235e-06
puma_3300400,NH,3.6989848649756556e-06
puma_3300500,NH,3.6387928527887614e-06
puma_3300600,NH,3.771510073351252e-06
puma_3300700,NH,3.844289452012496e-06
puma_3300800,NH,3.898763959094949e-06
puma_3300900,NH,3.836288495212835e-06
puma_3301000,NH,3.846564648764462e-06
puma_3400101,NJ,5.551314156663228e-06
puma_3400102,NJ,5.4018792321884334e-06
puma_3400301,NJ,5.380873499310745e-06
puma_3400302,NJ,5.388820157028832e-06
puma_3400303,NJ,5.449227962110357e-06
puma_3400304,NJ,5.357332531232875e-06
puma_3400305,NJ,4.663531378021503e-06
puma_3400306,NJ,5.0796351765993005e-06
puma_3400307,NJ,5.380873499310745e-06
puma_3400308,NJ,4.7951013867122274e-06
puma_3400400,NJ,5.153160297473691e-06
puma_3400501,NJ,5.301116427713227e-06
puma_3400502,NJ,5.1538878162770236e-06
puma_3400503,NJ,5.077190296679252e-06
puma_3400601,NJ,5.45624007403542e-06
puma_3400602,NJ,5.4128642574111995e-06
puma_3400701,NJ,5.459359890569574e-06
puma_3400702,NJ,5.477650342966796e-06
puma_3400703,NJ,5.418711972577973e-06
puma_3400800,NJ,5.075544894727269e-06
puma_3400901,NJ,5.288056041727919e-06
puma_3400902,NJ,5.262807734842477e-06
puma_3400903,NJ,5.336741614472863e-06
puma_3400904,NJ,5.312775568006595e-06
puma_3400905,NJ,5.325383346839268e-06
puma_3400906,NJ,5.262430699777643e-06
puma_3400907,NJ,5.279774716589458e-06
puma_3401001,NJ,5.07694193930092e-06
puma_3401002,NJ,5.181004414439248e-06
puma_3401003,NJ,5.124089912974063e-06
puma_3401101,NJ,5.3639542061636314e-06
puma_3401102,NJ,5.310558740972616e-06
puma_3401103,NJ,5.3639542061636314e-06
puma_3401104,NJ,5.3915996395527435e-06
puma_3401105,NJ,5.33986520257182e-06
puma_3401106,NJ,5.316838944864374e-06
puma_3401201,NJ,5.333372398972077e-06
puma_3401202,NJ,5.274064308894537e-06
puma_3401203,NJ,5.274064308894537e-06
