puma,state,htg_slope_res_mmbtu_m2_degC
puma_4802309,TX,9.427025899235096e-06
puma_4802310,TX,9.554470133550312e-06
puma_4802311,TX,9.663608626513844e-06
puma_4802312,TX,9.663608626513844e-06
puma_4802313,TX,9.663608626513844e-06
puma_4802314,TX,9.602058026885633e-06
puma_4802315,TX,9.596040236122406e-06
puma_4802316,TX,9.57283235901319e-06
puma_4802317,TX,9.550962768569161e-06
puma_4802318,TX,9.354602335542369e-06
puma_4802319,TX,9.523597264551928e-06
puma_4802320,TX,9.578884330968543e-06
puma_4802321,TX,9.553309854582635e-06
puma_4802322,TX,9.524116777056902e-06
puma_4802400,TX,9.283491978643892e-06
puma_4802501,TX,9.349944158879161e-06
puma_4802502,TX,9.418024093482663e-06
puma_4802503,TX,9.466312268692111e-06
puma_4802504,TX,9.585728196414859e-06
puma_4802505,TX,9.585728196414859e-06
puma_4802506,TX,9.397795402460122e-06
puma_4802507,TX,9.514973745531194e-06
puma_4802508,TX,9.493614973899802e-06
puma_4802509,TX,9.449093005059943e-06
puma_4802510,TX,9.476256730455322e-06
puma_4802511,TX,9.437261560507277e-06
puma_4802512,TX,9.487391590402199e-06
puma_4802513,TX,9.43206116335737e-06
puma_4802514,TX,9.48459242768861e-06
puma_4802515,TX,9.59571498303762e-06
puma_4802516,TX,9.425807932309595e-06
puma_4802600,TX,9.220505619197759e-06
puma_4802700,TX,9.313313693191242e-06
puma_4802800,TX,9.242255925445233e-06
puma_4802900,TX,9.371609801700677e-06
puma_4803000,TX,9.417821346499351e-06
puma_4803100,TX,9.462721648789464e-06
puma_4803200,TX,9.296972715493517e-06
puma_4803301,TX,9.32460100251786e-06
puma_4803302,TX,9.375193614046242e-06
puma_4803303,TX,9.37704765125728e-06
puma_4803304,TX,9.392167317439776e-06
puma_4803305,TX,9.352097789768428e-06
puma_4803306,TX,9.311096646020633e-06
puma_4803400,TX,9.724391873459183e-06
puma_4803501,TX,9.8035599845745e-06
puma_4803502,TX,9.71547848412528e-06
puma_4803601,TX,9.784561284905967e-06
puma_4803602,TX,1.0099313900396667e-05
puma_4803700,TX,9.572152297084934e-06
puma_4803801,TX,9.66116168518187e-06
puma_4803802,TX,9.627356830156505e-06
puma_4803900,TX,9.897789757134617e-06
puma_4804000,TX,9.682498633217212e-06
puma_4804100,TX,9.765290651713013e-06
puma_4804200,TX,1.0049341775519054e-05
puma_4804301,TX,1.0165804286457684e-05
puma_4804302,TX,1.0275298650748036e-05
puma_4804400,TX,1.012193583434776e-05
puma_4804501,TX,1.0006917881475887e-05
puma_4804502,TX,1.0090815503856503e-05
puma_4804503,TX,1.0107925087368859e-05
puma_4804504,TX,1.0221197628481372e-05
puma_4804601,TX,1.0436011198901171e-05
puma_4804602,TX,1.0436011198901171e-05
puma_4804603,TX,1.0441602411703207e-05
puma_4804604,TX,1.0436011198901171e-05
puma_4804605,TX,1.0445239704450283e-05
puma_4804606,TX,1.039625182656332e-05
puma_4804607,TX,1.0310658049822852e-05
puma_4804608,TX,1.0334671647311821e-05
puma_4804609,TX,1.0352696709543768e-05
puma_4804610,TX,1.0306156623547764e-05
puma_4804611,TX,1.027814075923425e-05
puma_4804612,TX,1.0441929644568356e-05
puma_4804613,TX,1.0469228707472754e-05
puma_4804614,TX,1.0477118836918831e-05
puma_4804615,TX,1.0481459516559174e-05
puma_4804616,TX,1.0477975235362037e-05
puma_4804617,TX,1.0453003109986498e-05
puma_4804618,TX,1.044930889174551e-05
puma_4804619,TX,1.0451433542581679e-05
puma_4804620,TX,1.0365881077158086e-05
puma_4804621,TX,1.0336164637650993e-05
puma_4804622,TX,1.0279271022998543e-05
puma_4804623,TX,1.0290585784641442e-05
puma_4804624,TX,1.017764676426819e-05
puma_4804625,TX,1.0231081751075284e-05
puma_4804626,TX,1.030347177879824e-05
puma_4804627,TX,1.0259363324016409e-05
puma_4804628,TX,1.013732983002311e-05
puma_4804629,TX,1.0150499322896721e-05
puma_4804630,TX,1.0131349956766362e-05
puma_4804631,TX,1.0131349956766362e-05
puma_4804632,TX,1.019523725431104e-05
puma_4804633,TX,1.0131349956766362e-05
puma_4804634,TX,1.025092061610097e-05
puma_4804635,TX,1.027104977771196e-05
puma_4804636,TX,1.0343936103560907e-05
puma_4804637,TX,1.0452495272262767e-05
puma_4804638,TX,1.0481459516559174e-05
puma_4804701,TX,1.046551810739167e-05
puma_4804702,TX,1.0308141175596092e-05
puma_4804801,TX,1.0433093459375035e-05
puma_4804802,TX,1.0329871324325744e-05
puma_4804803,TX,1.0414049999748564e-05
puma_4804901,TX,1.0449222916531574e-05
puma_4804902,TX,1.0451170995349847e-05
puma_4804903,TX,1.0272925025596375e-05
puma_4804904,TX,1.0285397221928126e-05
puma_4804905,TX,1.0285896212148013e-05
puma_4805000,TX,1.0229231441833576e-05
puma_4805100,TX,9.951645888455933e-06
puma_4805201,TX,9.781431669659251e-06
puma_4805202,TX,9.820299839441539e-06
puma_4805203,TX,9.862998810351186e-06
puma_4805204,TX,9.832993378159008e-06
puma_4805301,TX,9.894641488287845e-06
puma_4805302,TX,9.924055898276342e-06
puma_4805303,TX,1.0039567122440018e-05
puma_4805304,TX,9.84470093110986e-06
puma_4805305,TX,9.93339035635969e-06
puma_4805306,TX,1.0142647407363302e-05
puma_4805307,TX,9.842890398420828e-06
puma_4805308,TX,9.908022214521632e-06
puma_4805309,TX,9.854357804483898e-06
puma_4805400,TX,9.986993565157901e-06
puma_4805500,TX,1.0229724013235566e-05
puma_4805600,TX,1.0446610613524839e-05
puma_4805700,TX,1.0011585003178743e-05
puma_4805800,TX,9.934271100871998e-06
puma_4805901,TX,1.0137928004218134e-05
puma_4805902,TX,1.0116839386176362e-05
puma_4805903,TX,1.026451819211255e-05
puma_4805904,TX,1.011749221897841e-05
puma_4805905,TX,1.0223473553348751e-05
puma_4805906,TX,1.0282385040769394e-05
puma_4805907,TX,1.0273951451278606e-05
puma_4805908,TX,1.0292364294447438e-05
puma_4805909,TX,1.028701861041597e-05
puma_4805910,TX,1.0243344183301061e-05
puma_4805911,TX,1.0206586718021992e-05
puma_4805912,TX,1.0206586718021992e-05
puma_4805913,TX,1.0142984601968605e-05
puma_4805914,TX,1.0170838851813815e-05
puma_4805915,TX,1.0206586718021992e-05
puma_4805916,TX,1.012800827125094e-05
puma_4806000,TX,9.615535274441252e-06
puma_4806100,TX,1.0191788951327028e-05
puma_4806200,TX,1.0304579913734073e-05
puma_4806301,TX,1.0722170105257703e-05
puma_4806302,TX,1.0718498723630118e-05
puma_4806400,TX,1.0722378367615945e-05
puma_4806500,TX,1.0645667543220108e-05
puma_4806601,TX,1.0773400963276013e-05
puma_4806602,TX,1.0798548020173245e-05
puma_4806603,TX,1.0877832679420211e-05
puma_4806701,TX,1.106816320626131e-05
puma_4806702,TX,1.0955771601304962e-05
puma_4806703,TX,1.1080725126367724e-05
puma_4806801,TX,1.0989834481168708e-05
puma_4806802,TX,1.0969466080871303e-05
puma_4806803,TX,1.0995885610363451e-05
puma_4806804,TX,1.094621199143712e-05
puma_4806805,TX,1.0982644751766995e-05
puma_4806806,TX,1.0977561197442565e-05
puma_4806807,TX,1.0958689336269199e-05
puma_4806900,TX,1.0747730778760395e-05
puma_4903001,UT,4.3139875588692e-06
puma_4905001,UT,3.912550594826688e-06
puma_4911001,UT,4.400852523503497e-06
puma_4911002,UT,4.3941156061658025e-06
puma_4913001,UT,4.152295836793549e-06
puma_4921001,UT,4.231896312315963e-06
puma_4935001,UT,4.545686916877057e-06
puma_4935002,UT,4.582631616210979e-06
puma_4935003,UT,4.465717124784688e-06
puma_4935004,UT,4.588509446603977e-06
puma_4935005,UT,4.475618047074434e-06
puma_4935006,UT,4.640112575307685e-06
puma_4935007,UT,4.676463743092499e-06
puma_4935008,UT,4.4601172945137426e-06
puma_4935009,UT,4.621087178485883e-06
puma_4949001,UT,4.26361035719516e-06
puma_4949002,UT,4.488923305935564e-06
puma_4949003,UT,4.569252344030476e-06
puma_4949004,UT,4.414310968949805e-06
puma_4953001,UT,5.4460549430117034e-06
puma_4957001,UT,4.392928751945022e-06
puma_4957002,UT,4.350669979059578e-06
puma_5000100,VT,4.1603384732260866e-06
puma_5000200,VT,3.9623423833986775e-06
puma_5000300,VT,4.170389403809606e-06
puma_5000400,VT,4.213484993953267e-06
puma_5101301,VA,6.10899509582163e-06
puma_5101302,VA,6.247479241317532e-06
puma_5104101,VA,6.3798103508917495e-06
puma_5104102,VA,6.337199191379605e-06
puma_5104103,VA,6.232368690045302e-06
puma_5110701,VA,5.8829593053791314e-06
puma_5110702,VA,5.840827547261952e-06
puma_5110703,VA,5.762199828874257e-06
puma_5151010,VA,5.818929843377036e-06
puma_5151020,VA,5.757542607059796e-06
puma_5151040,VA,5.674148632730682e-06
puma_5151044,VA,6.224390572502059e-06
puma_5151045,VA,6.1132554566505516e-06
puma_5151080,VA,5.822395880660204e-06
puma_5151084,VA,5.744108104724362e-06
puma_5151085,VA,5.7188003911437386e-06
puma_5151087,VA,5.921144868847549e-06
puma_5151089,VA,6.047140796066477e-06
puma_5151090,VA,6.106662001337805e-06
puma_5151095,VA,6.078669388047232e-06
puma_5151096,VA,5.992127047772238e-06
puma_5151097,VA,6.1645524252355445e-06
puma_5151105,VA,6.234433309473896e-06
puma_5151110,VA,5.615930874160969e-06
puma_5151115,VA,6.0812101193389185e-06
puma_5151120,VA,6.127416948736199e-06
puma_5151125,VA,6.377029800663715e-06
puma_5151135,VA,6.465528436624432e-06
puma_5151145,VA,6.602248440725546e-06
puma_5151154,VA,6.694099761977603e-06
puma_5151155,VA,6.712914992587171e-06
puma_5151164,VA,6.61326833852615e-06
puma_5151165,VA,6.6411888106790925e-06
puma_5151167,VA,6.625473305715631e-06
puma_5151175,VA,6.695078148159586e-06
puma_5151186,VA,6.695024682151901e-06
puma_5151206,VA,6.511047296532816e-06
puma_5151215,VA,6.280936071510068e-06
puma_5151224,VA,6.378875889377255e-06
puma_5151225,VA,6.28739255996556e-06
puma_5151235,VA,6.405496124346437e-06
puma_5151244,VA,5.99438077462516e-06
puma_5151245,VA,5.986962310789506e-06
puma_5151246,VA,6.149121917015205e-06
puma_5151255,VA,6.278396370399868e-06
puma_5155001,VA,6.670356678555139e-06
puma_5155002,VA,6.6421338811878455e-06
puma_5159301,VA,6.034719656633193e-06
puma_5159302,VA,6.207789095971146e-06
puma_5159303,VA,5.875805194446964e-06
puma_5159304,VA,5.966690330624639e-06
puma_5159305,VA,5.875805194446964e-06
puma_5159306,VA,6.045428057158715e-06
puma_5159307,VA,5.929973959925371e-06
puma_5159308,VA,5.988297817045485e-06
puma_5159309,VA,5.938954880926378e-06
puma_5310100,WA,6.540266270952826e-06
puma_5310200,WA,6.560583333630759e-06
puma_5310300,WA,6.184938816913364e-06
puma_5310400,WA,5.789140866500124e-06
puma_5310501,WA,5.9761850974849815e-06
puma_5310502,WA,5.988821134074418e-06
puma_5310503,WA,6.0193420393461415e-06
puma_5310504,WA,5.721970594475734e-06
puma_5310600,WA,6.073546846167953e-06
puma_5310701,WA,6.660758687927253e-06
puma_5310702,WA,6.738234700291666e-06
puma_5310703,WA,6.555840202516643e-06
puma_5310800,WA,6.147532039782595e-06
puma_5310901,WA,6.266087415547869e-06
puma_5310902,WA,6.380095503721121e-06
puma_5311000,WA,6.467987942247388e-06
puma_5311101,WA,6.960670750263236e-06
puma_5311102,WA,6.691285383366241e-06
puma_5311103,WA,6.874186436875489e-06
puma_5311104,WA,6.588237739384424e-06
puma_5311200,WA,6.6722830849337815e-06
puma_5311300,WA,6.545721597797131e-06
puma_5311401,WA,6.442438324583165e-06
puma_5311402,WA,6.5042386771261214e-06
puma_5311501,WA,6.933976032797773e-06
puma_5311502,WA,6.723045906701774e-06
puma_5311503,WA,6.76185690685976e-06
puma_5311504,WA,6.88471442301666e-06
puma_5311505,WA,6.673790936353544e-06
puma_5311506,WA,6.551311579709355e-06
puma_5311507,WA,6.433493121761074e-06
puma_5311601,WA,6.966586763895778e-06
puma_5311602,WA,6.914465597610634e-06
puma_5311603,WA,6.966586763895778e-06
puma_5311604,WA,6.924741014979876e-06
puma_5311605,WA,6.867034382579864e-06
puma_5311606,WA,6.860847693863373e-06
puma_5311607,WA,6.8499288477154925e-06
puma_5311608,WA,6.864667516226947e-06
puma_5311609,WA,6.757598344348785e-06
puma_5311610,WA,6.878356866900385e-06
puma_5311611,WA,6.821603754567082e-06
puma_5311612,WA,6.892826766711082e-06
puma_5311613,WA,6.87936677470778e-06
puma_5311614,WA,6.829238716042638e-06
puma_5311615,WA,6.501491745686921e-06
puma_5311616,WA,6.531903440949467e-06
puma_5311701,WA,6.640442728050651e-06
puma_5311702,WA,6.585369373156148e-06
puma_5311703,WA,6.639837149926871e-06
puma_5311704,WA,6.657994806490815e-06
puma_5311705,WA,6.601521372682178e-06
puma_5311706,WA,6.6544852812793894e-06
puma_5311801,WA,6.675099358841141e-06
puma_5311802,WA,6.676548935863182e-06
puma_5311900,WA,6.383455978833341e-06
puma_5400100,WV,4.967321247790776e-06
puma_5400200,WV,5.023208806705232e-06
puma_5400300,WV,4.934595230735681e-06
puma_5400400,WV,5.0452427386495805e-06
puma_5400500,WV,4.886032872709033e-06
puma_5400600,WV,5.061252436137804e-06
puma_5400700,WV,5.167884805000637e-06
puma_5400800,WV,5.24422224092224e-06
puma_5400900,WV,5.2948973405826596e-06
puma_5401000,WV,5.266536237824477e-06
puma_5401100,WV,4.915981878079032e-06
puma_5401200,WV,5.012959096087923e-06
puma_5401300,WV,5.270702791388541e-06
puma_5500100,WI,2.7322941303109557e-06
puma_5500101,WI,3.054818189294188e-06
puma_5500102,WI,3.0262199000312014e-06
puma_5500103,WI,3.067223151991754e-06
puma_5500200,WI,2.948823327342735e-06
puma_5500300,WI,2.93998504949829e-06
puma_5500600,WI,2.7016837658775462e-06
puma_5500700,WI,2.938996395230008e-06
puma_5500800,WI,3.0505063957408462e-06
puma_5500900,WI,3.0062059598715184e-06
puma_5501000,WI,3.0264275471299925e-06
puma_5501001,WI,3.0388464879246984e-06
puma_5501300,WI,2.8652940005526896e-06
puma_5501301,WI,2.9531047408691176e-06
puma_5501400,WI,2.909650440206782e-06
puma_5501401,WI,2.983099105499118e-06
puma_5501500,WI,2.9697517389605527e-06
puma_5501501,WI,3.0029530397620716e-06
puma_5501600,WI,2.8459352669207315e-06
puma_5501601,WI,2.9091316647489646e-06
puma_5502400,WI,3.1069953203765418e-06
puma_5502500,WI,3.0433173098272303e-06
puma_5510000,WI,3.1452210799331193e-06
puma_5520000,WI,3.013071224387029e-06
puma_5530000,WI,3.1126729530911296e-06
puma_5540101,WI,3.159199252398947e-06
puma_5540301,WI,3.114355177744269e-06
puma_5540701,WI,3.1428964334345263e-06
puma_5541001,WI,3.160170333040664e-06
puma_5541002,WI,3.172768899486459e-06
puma_5541003,WI,3.185501396521381e-06
puma_5541004,WI,3.1686057184913285e-06
puma_5541005,WI,3.15476546960953e-06
puma_5550000,WI,3.1487311782101267e-06
puma_5555101,WI,2.811288252065974e-06
puma_5555102,WI,2.921856738188201e-06
puma_5555103,WI,2.8987096719582894e-06
puma_5570101,WI,3.0372187662863175e-06
puma_5570201,WI,3.069364403236158e-06
puma_5570301,WI,3.0362487548294484e-06
puma_5600100,WY,3.918603648640954e-06
puma_5600200,WY,4.260501109678563e-06
puma_5600300,WY,4.167712068316823e-06
puma_5600400,WY,4.245669125300847e-06
puma_5600500,WY,4.021962005208699e-06
