"puma","state","hh_total","moe_total","hh_utilgas","moe_utilgas","hh_othergas","moe_othergas","hh_elec","moe_elec","hh_fok","moe_fok","hh_coal","moe_coal","hh_wood","moe_wood","hh_solar","moe_solar","hh_other","moe_other","hh_none","moe_none"
"puma_0100100","AL","74489","833","21672","959","5026","469","46161","1135","172","77","63","91","1015","222","9","12","69","54","302","121"
"puma_0100200","AL","70487","888","8351","631","5028","478","55817","1018","137","77","35","49","636","171","0","28","117","93","366","140"
"puma_0100301","AL","53567","694","14272","694","544","171","38459","940","74","65","0","28","31","28","0","28","22","26","165","86"
"puma_0100302","AL","44564","773","12906","537","540","159","30793","795","52","34","8","13","92","53","7","10","17","21","149","68"
"puma_0100400","AL","46735","778","4934","416","7828","577","32259","890","102","63","0","28","1412","286","0","28","40","33","160","62"
"puma_0100500","AL","46597","482","10124","554","2818","291","32703","667","103","55","0","28","629","167","0","28","50","39","170","117"
"puma_0100600","AL","58595","743","11905","690","3786","355","41571","826","108","75","0","28","857","227","0","28","106","75","262","115"
"puma_0100700","AL","40626","634","4813","403","5810","456","28676","704","123","81","14","22","985","233","0","28","0","28","205","86"
"puma_0100800","AL","52997","723","10334","644","4625","424","37050","967","28","28","0","28","677","195","2","3","76","73","205","100"
"puma_0100900","AL","38942","643","14707","686","2440","285","21342","679","103","70","0","28","301","87","0","28","6","12","43","31"
"puma_0101000","AL","61712","876","10536","626","10108","716","38545","867","239","133","8","14","1932","304","0","28","140","91","204","74"
"puma_0101100","AL","44605","644","13740","636","2720","323","27454","745","36","25","0","28","492","166","0","28","35","41","128","74"
"puma_0101200","AL","79630","658","32082","853","2579","341","44257","990","72","51","0","28","233","97","11","16","38","35","358","137"
"puma_0101301","AL","38523","764","21649","677","339","127","16132","772","116","86","15","17","65","75","0","28","48","46","159","79"
"puma_0101302","AL","44303","938","21366","728","404","113","22106","949","76","59","9","14","51","47","0","28","14","23","277","113"
"puma_0101303","AL","68282","1118","38420","903","717","145","28935","947","16","24","29","34","42","36","0","28","26","30","97","58"
"puma_0101304","AL","67333","904","30295","911","1349","267","35211","966","137","84","0","28","142","81","0","28","73","49","126","62"
"puma_0101305","AL","42676","914","22206","786","1014","220","18936","907","79","72","0","28","243","132","0","28","29","28","169","82"
"puma_0101400","AL","46584","628","9383","594","4125","330","31825","773","166","90","14","16","805","202","14","25","55","36","197","69"
"puma_0101500","AL","37910","665","8119","503","2534","292","26190","724","122","72","0","28","814","214","0","28","64","58","67","37"
"puma_0101600","AL","42188","822","14211","627","364","98","27396","873","7","11","0","28","132","101","7","11","0","28","71","45"
"puma_0101700","AL","47035","803","11837","688","6562","542","27465","957","75","46","3","7","901","248","0","28","32","29","160","64"
"puma_0101800","AL","50612","817","6487","558","7277","551","35549","1020","73","39","0","28","1003","213","0","28","64","44","159","70"
"puma_0101900","AL","60237","864","10155","652","2089","348","47353","987","23","39","23","35","238","136","8","11","80","60","268","104"
"puma_0102000","AL","77551","914","37775","924","916","175","38425","1136","38","28","0","28","172","80","0","28","29","24","196","92"
"puma_0102100","AL","67332","782","16531","725","7644","569","42345","1091","43","36","0","28","397","124","0","28","68","51","304","114"
"puma_0102200","AL","50042","734","6096","487","5704","449","36742","1010","54","44","0","28","1161","211","0","28","38","25","247","83"
"puma_0102300","AL","46225","658","5299","356","4077","303","36189","605","36","31","0","28","401","112","0","28","24","20","199","57"
"puma_0102400","AL","55203","804","8772","562","5220","387","40239","911","81","72","0","28","526","182","0","28","50","33","315","117"
"puma_0102500","AL","75130","774","4930","343","2043","229","67256","896","86","45","10","13","325","83","42","47","15","20","423","92"
"puma_0102600","AL","80930","1127","8168","617","1589","264","70199","1178","38","36","0","28","453","145","28","32","23","27","432","131"
"puma_0102701","AL","40715","675","21395","802","538","126","18541","736","7","11","0","28","22","21","0","28","32","36","180","53"
"puma_0102702","AL","45609","815","18213","629","396","128","26611","811","22","24","57","90","85","59","0","28","35","33","190","86"
"puma_0102703","AL","69927","882","17018","766","1253","275","50538","1006","50","38","0","28","614","179","0","28","64","50","390","122"
"puma_0400100","AZ","47315","638","23836","742","308","104","22798","822","0","29","0","29","89","90","204","91","0","29","80","50"
"puma_0400101","AZ","62630","750","20000","698","570","137","41447","881","38","49","10","15","73","52","103","56","69","64","320","91"
"puma_0400102","AZ","52832","561","7066","468","241","94","44892","704","22","27","0","29","96","61","176","71","0","29","339","90"
"puma_0400103","AZ","42193","709","3857","396","190","81","37391","785","104","94","0","29","45","48","58","40","0","29","548","173"
"puma_0400104","AZ","43780","643","5676","457","432","131","37078","773","0","29","9","15","106","87","90","62","59","59","330","112"
"puma_0400105","AZ","46018","539","15192","576","289","88","29978","687","16","18","0","29","71","43","296","101","24","23","152","63"
"puma_0400106","AZ","42791","603","8488","506","204","77","33734","734","5","8","0","29","55","53","61","35","0","29","244","87"
"puma_0400107","AZ","43087","588","20893","542","365","102","21440","664","28","30","0","29","54","58","216","79","12","14","79","49"
"puma_0400108","AZ","42842","630","5961","459","260","82","36175","749","48","50","0","29","57","54","117","74","30","34","194","82"
"puma_0400109","AZ","45836","975","7429","659","249","103","37292","1018","57","51","0","29","75","71","47","44","66","80","621","166"
"puma_0400110","AZ","63734","853","16815","658","320","100","46053","1019","34","31","20","33","0","29","167","73","59","42","266","93"
"puma_0400111","AZ","51785","815","12157","556","826","243","38267","910","0","29","0","29","74","51","246","91","17","27","198","105"
"puma_0400112","AZ","52679","716","23634","731","655","163","27667","908","30","33","0","29","112","90","360","128","29","27","192","86"
"puma_0400113","AZ","44166","547","9901","577","342","108","33072","722","12","18","11","18","38","35","377","107","50","59","363","136"
"puma_0400114","AZ","46386","653","10186","655","254","91","35043","826","24","28","8","13","196","123","309","92","9","15","357","107"
"puma_0400115","AZ","42436","630","8164","573","343","135","33111","787","17","20","66","99","118","60","228","86","40","63","349","124"
"puma_0400116","AZ","47277","645","12715","591","276","101","33688","731","7","10","0","29","30","38","87","37","45","48","429","131"
"puma_0400117","AZ","45370","697","10769","624","394","134","33506","775","7","11","0","29","89","83","70","56","95","64","440","121"
"puma_0400118","AZ","45399","617","8959","517","259","101","35102","687","65","50","0","29","41","38","80","50","27","31","866","170"
"puma_0400119","AZ","32874","467","5996","436","263","101","26077","548","0","29","0","29","38","36","115","71","22","29","363","121"
"puma_0400120","AZ","41237","526","6096","406","140","76","34345","673","81","70","0","29","28","27","131","61","18","18","398","148"
"puma_0400121","AZ","40371","594","9704","607","449","153","29405","729","36","42","0","29","32","48","219","122","51","51","475","145"
"puma_0400122","AZ","29880","451","6431","484","124","56","22478","593","5","9","0","29","58","50","47","38","38","37","699","170"
"puma_0400123","AZ","33782","459","4433","374","127","58","28268","512","7","10","0","29","17","19","77","63","40","43","813","193"
"puma_0400124","AZ","35844","618","7885","535","392","138","26828","684","48","37","0","29","58","53","49","31","11","14","573","140"
"puma_0400125","AZ","37502","496","10434","537","376","166","26057","640","32","41","0","29","40","48","241","99","42","41","280","100"
"puma_0400126","AZ","46319","712","7896","418","147","68","37397","818","18","21","6","11","106","79","238","94","26","31","485","136"
"puma_0400127","AZ","40469","590","9963","488","325","115","29539","619","44","35","0","29","49","47","239","96","6","9","304","106"
"puma_0400128","AZ","39342","545","9695","531","233","120","28564","679","18","32","9","14","28","32","469","132","34","41","292","121"
"puma_0400129","AZ","44679","526","21569","634","678","184","21868","647","13","23","5","7","44","49","398","150","33","39","71","44"
"puma_0400130","AZ","58585","936","16809","729","284","116","39824","878","81","65","11","17","104","83","983","161","55","47","434","119"
"puma_0400131","AZ","42475","729","20609","704","467","155","20523","693","21","22","0","29","72","70","623","158","100","76","60","38"
"puma_0400132","AZ","39563","879","19202","890","396","134","18818","846","9","15","0","29","31","39","894","245","4","8","209","100"
"puma_0400133","AZ","36825","622","9864","541","373","108","26019","702","7","13","0","29","55","71","147","67","0","29","360","158"
"puma_0400134","AZ","43793","899","11326","571","938","190","29586","825","59","36","7","14","142","65","1109","196","185","124","441","130"
"puma_0400201","AZ","37064","665","18083","681","2504","299","15233","692","70","78","0","29","590","133","134","79","151","82","299","126"
"puma_0400202","AZ","48913","788","27050","767","1740","257","19059","967","0","29","0","29","337","146","452","164","12","23","263","125"
"puma_0400203","AZ","48783","589","26994","744","622","139","20287","639","0","29","16","24","136","85","469","152","22","19","237","94"
"puma_0400204","AZ","47773","596","23389","709","527","129","23255","693","28","28","25","39","78","69","280","79","11","14","180","70"
"puma_0400205","AZ","49893","619","28624","730","2329","339","17733","666","25","26","6","10","418","169","512","156","69","74","177","78"
"puma_0400206","AZ","48569","789","23129","795","598","166","23901","894","0","29","0","29","87","76","142","63","52","44","660","170"
"puma_0400207","AZ","41887","816","19764","815","551","138","20732","797","21","26","17","27","67","61","136","78","13","17","586","194"
"puma_0400208","AZ","35207","548","16119","626","259","96","17921","646","33","36","24","39","79","49","144","60","23","38","605","148"
"puma_0400209","AZ","46650","607","28522","800","470","116","16868","814","9","13","6","9","124","79","227","80","45","50","379","122"
"puma_0400300","AZ","55857","782","11485","575","7464","492","10101","538","46","31","62","30","25758","616","90","64","632","128","219","55"
"puma_0400400","AZ","47447","904","24251","794","3828","444","10721","645","74","66","8","7","7746","467","190","95","403","109","226","92"
"puma_0400500","AZ","98386","1046","50798","1254","13858","832","27614","929","199","110","22","35","4383","484","666","221","646","184","200","92"
"puma_0400600","AZ","96235","1196","29635","1092","7738","682","54733","1386","304","222","25","31","2393","351","449","124","231","98","727","173"
"puma_0400700","AZ","73098","865","13108","651","3388","321","48524","1090","36","31","0","29","117","61","414","132","178","98","7333","762"
"puma_0400800","AZ","40598","769","18674","706","2590","299","15060","722","287","125","5","8","3199","381","80","42","501","122","202","68"
"puma_0400803","AZ","54537","929","11853","701","949","202","40948","1083","48","48","0","29","190","132","232","77","30","31","287","126"
"puma_0400805","AZ","36526","1070","15782","784","1030","231","19103","882","6","9","0","29","240","113","144","79","85","70","136","63"
"puma_0400807","AZ","45733","893","14438","696","749","137","29414","821","31","40","0","29","155","85","463","126","57","53","426","173"
"puma_0400900","AZ","66016","937","30421","792","7753","508","25048","945","31","31","0","29","1650","256","394","170","324","134","395","147"
"puma_0500100","AR","97249","782","46361","957","7327","466","39329","910","20","23","0","28","3616","434","70","72","365","109","161","83"
"puma_0500200","AR","87325","772","43415","1193","3461","447","37473","1273","128","114","0","28","2319","307","90","84","164","102","275","124"
"puma_0500300","AR","63932","860","15208","736","10216","645","30257","1005","43","40","0","28","7678","554","23","25","298","123","209","93"
"puma_0500400","AR","53976","720","8006","497","12233","713","28730","808","35","29","0","28","4679","346","5","8","172","63","116","61"
"puma_0500500","AR","75004","682","24243","922","7828","637","39876","1019","63","43","0","28","2555","317","0","28","191","101","248","126"
"puma_0500600","AR","39350","525","19630","640","2146","226","16953","629","25","30","4","7","402","93","10","16","82","49","98","60"
"puma_0500700","AR","39591","722","15403","724","4507","404","18913","747","40","32","0","28","611","142","0","28","54","46","63","49"
"puma_0500800","AR","41900","666","13420","659","3608","383","23589","777","12","12","16","25","1085","231","14","20","96","89","60","43"
"puma_0500900","AR","81524","1088","41358","1205","1738","287","37438","1159","73","62","0","28","592","163","11","21","37","29","277","123"
"puma_0501000","AR","76535","1220","39681","1096","920","194","35317","1198","40","33","0","28","175","79","31","39","17","20","354","155"
"puma_0501100","AR","71462","842","23100","862","2313","287","44467","1038","46","39","0","28","1277","242","0","28","44","41","215","95"
"puma_0501200","AR","44075","632","17389","607","1541","307","24439","785","17","28","0","28","600","123","0","28","0","28","89","63"
"puma_0501300","AR","51741","716","12688","639","2922","338","32622","952","129","77","0","28","2763","325","16","20","537","176","64","41"
"puma_0501400","AR","75204","755","33456","990","1811","268","37366","1150","89","85","24","36","1999","325","8","12","163","86","288","136"
"puma_0501500","AR","38336","620","10012","502","2762","254","21779","643","87","59","0","28","3255","394","42","29","304","119","95","45"
"puma_0501600","AR","65008","972","19784","889","3844","394","37971","943","46","35","0","28","2957","337","0","28","253","117","153","83"
"puma_0501700","AR","38013","709","16157","663","1405","238","19796","664","42","45","0","28","449","117","11","18","33","36","120","62"
"puma_0501800","AR","38737","651","11843","580","5068","377","20509","771","31","39","0","28","958","147","2","4","199","87","127","65"
"puma_0501900","AR","38765","726","17239","683","2172","334","17883","831","75","74","3","4","1308","242","0","28","5","6","80","57"
"puma_0502000","AR","40344","675","14325","602","1821","239","22329","733","31","38","0","28","1713","247","0","28","53","39","72","52"
"puma_0600101","CA","52748","945","38186","972","640","117","11731","616","41","31","0","29","106","44","269","77","157","59","1618","225"
"puma_0600102","CA","74455","770","38249","827","1071","181","30386","800","110","58","0","29","254","98","241","98","433","120","3711","342"
"puma_0600103","CA","55683","616","42452","791","727","159","11236","643","10","11","0","29","169","78","224","93","123","52","742","206"
"puma_0600104","CA","41573","594","27597","670","430","126","10808","618","33","32","20","22","106","75","67","33","47","26","2465","377"
"puma_0600105","CA","63387","912","43490","801","826","205","17035","863","53","46","13","20","291","101","161","92","62","50","1456","282"
"puma_0600106","CA","48203","708","35772","864","777","189","10289","615","14","17","9","18","385","149","187","84","48","46","722","178"
"puma_0600107","CA","47588","839","35793","943","750","177","9663","562","35","35","27","33","279","89","174","63","21","25","846","166"
"puma_0600108","CA","43923","571","34492","653","663","141","8125","507","57","65","0","29","57","43","120","52","60","57","349","75"
"puma_0600109","CA","67203","629","51549","797","797","160","13757","676","48","63","12","19","179","102","250","95","17","16","594","164"
"puma_0600110","CA","82414","819","60430","1011","1252","215","19265","757","140","109","0","29","228","90","640","152","79","38","380","125"
"puma_0600300","CA","74746","1125","11708","742","26300","1003","14042","933","1239","234","10","13","18474","789","420","144","2325","325","228","121"
"puma_0600701","CA","45696","788","25608","797","2497","300","14688","889","17","22","0","29","2066","324","407","136","186","83","227","110"
"puma_0600702","CA","39624","692","17552","641","6301","554","8999","689","125","66","0","29","5783","459","231","104","358","97","275","111"
"puma_0601100","CA","47440","540","15273","725","7252","532","13292","699","1082","249","0","29","9069","558","431","129","731","198","310","134"
"puma_0601301","CA","39352","648","27315","773","419","131","8678","590","17","28","0","29","201","89","232","104","130","89","2360","361"
"puma_0601302","CA","44965","563","33428","707","644","159","9222","611","13","20","35","38","261","102","452","154","69","47","841","216"
"puma_0601303","CA","50861","666","33079","833","782","166","15385","734","32","29","0","29","362","119","396","150","92","85","733","216"
"puma_0601304","CA","51382","668","35866","846","776","200","13578","808","66","45","33","37","214","84","633","222","36","37","180","84"
"puma_0601305","CA","45645","576","32947","820","746","192","11129","613","17","19","0","29","130","69","392","109","124","123","160","81"
"puma_0601306","CA","46783","487","32271","743","602","160","13004","748","7","12","0","29","114","100","339","144","110","76","336","147"
"puma_0601307","CA","41907","562","26846","852","619","160","12888","658","68","78","0","29","283","117","591","183","25","32","587","230"
"puma_0601308","CA","35715","628","22602","794","329","113","11418","726","58","60","38","38","243","102","508","162","68","48","451","176"
"puma_0601309","CA","38159","808","25346","870","848","189","9583","707","91","77","48","55","589","185","1165","270","264","111","225","149"
"puma_0601500","CA","50531","655","3174","312","4697","391","13507","591","9774","511","11","18","18333","721","173","67","638","180","224","122"
"puma_0601700","CA","70974","770","23578","753","20329","750","15236","652","473","127","0","29","8864","640","745","158","1507","303","242","103"
"puma_0601901","CA","39816","689","18715","605","3297","286","14730","687","161","100","13","22","665","156","592","187","1151","230","492","175"
"puma_0601902","CA","69166","684","40473","947","1060","222","25643","920","32","40","0","29","134","68","1096","242","79","56","649","239"
"puma_0601903","CA","33096","395","20235","617","416","104","11603","574","47","51","0","29","172","77","302","122","29","26","292","110"
"puma_0601904","CA","54532","638","32876","913","937","218","18956","834","59","49","36","56","332","137","535","153","176","136","625","174"
"puma_0601905","CA","30834","415","18415","603","513","127","10736","703","49","40","0","29","137","92","630","190","76","66","278","117"
"puma_0601906","CA","40255","610","22338","729","1688","238","14245","661","37","25","0","29","313","94","1158","241","259","98","217","124"
"puma_0601907","CA","40207","740","20961","666","6365","446","8124","569","113","86","0","29","2810","383","556","181","1003","217","275","118"
"puma_0602300","CA","54679","795","30229","864","4023","433","8966","712","569","135","6","10","9474","608","216","89","349","116","847","248"
"puma_0602500","CA","44829","876","15873","781","1169","198","23865","830","12","20","0","29","133","96","131","80","43","37","3603","490"
"puma_0602901","CA","54788","794","34189","986","1577","268","16135","938","59","45","0","29","472","141","605","230","256","146","1495","323"
"puma_0602902","CA","70174","873","50100","1144","766","222","17346","804","21","27","0","29","223","117","1084","319","12","18","622","251"
"puma_0602903","CA","49238","698","27544","833","538","208","19580","790","17","25","6","9","192","94","163","76","33","33","1165","202"
"puma_0602904","CA","29608","438","16431","703","494","141","11085","706","6","10","0","29","276","138","180","77","105","76","1031","252"
"puma_0602905","CA","66474","1134","40196","1103","5922","507","12743","824","275","166","0","29","3232","434","464","229","2246","494","1396","302"
"puma_0603100","CA","43452","495","31656","770","1877","193","8437","599","42","35","0","29","366","122","508","211","219","88","347","167"
"puma_0603300","CA","60068","995","11620","636","14971","830","15175","826","4618","413","12","19","12135","603","411","149","739","189","387","166"
"puma_0603701","CA","40770","509","28279","535","4614","349","5039","386","123","73","9","16","1612","211","466","140","343","97","285","121"
"puma_0603702","CA","63000","706","47669","882","809","163","13213","739","43","38","25","25","121","68","635","141","16","22","469","140"
"puma_0603703","CA","51349","756","44171","867","917","162","5402","451","7","11","0","29","399","115","212","73","72","44","169","69"
"puma_0603704","CA","47221","742","40315","750","907","160","5150","525","72","51","0","29","214","81","268","86","78","47","217","90"
"puma_0603705","CA","60573","502","40887","713","753","148","17222","744","107","73","7","12","70","49","290","105","84","62","1153","246"
"puma_0603706","CA","41585","411","28349","680","311","88","9417","560","0","29","0","29","391","140","287","99","0","29","2830","375"
"puma_0603707","CA","36128","452","20409","754","282","75","10145","622","8","14","0","29","217","93","385","125","8","9","4674","498"
"puma_0603708","CA","41354","364","29642","678","438","124","9156","552","0","29","0","29","138","69","135","72","65","71","1780","285"
"puma_0603709","CA","39228","614","33279","707","315","87","5197","445","17","20","0","29","64","47","132","73","9","20","215","89"
"puma_0603710","CA","46488","715","33345","801","558","128","10305","591","26","23","0","29","105","74","128","76","11","19","2010","269"
"puma_0603711","CA","56234","727","45535","831","539","148","9110","601","49","38","7","10","79","74","269","110","53","57","593","160"
"puma_0603712","CA","38338","635","25314","620","418","96","8223","484","0","29","8","13","102","59","97","53","143","78","4033","445"
"puma_0603713","CA","33221","530","26827","574","369","89","5218","383","33","32","0","29","96","54","159","76","18","22","501","150"
"puma_0603714","CA","34448","461","27421","577","630","146","5787","444","12","15","8","12","27","32","100","44","0","29","463","141"
"puma_0603715","CA","32076","463","23416","537","259","72","7420","513","13","20","0","29","28","27","47","35","5","11","888","186"
"puma_0603716","CA","25819","321","15524","555","237","74","8428","426","16","18","0","29","71","47","115","61","34","47","1394","218"
"puma_0603717","CA","63215","752","50422","859","860","151","10764","599","45","30","0","29","27","18","105","57","34","26","958","170"
"puma_0603718","CA","54819","833","40879","733","512","125","12427","633","0","29","24","27","24","25","84","42","36","34","833","167"
"puma_0603719","CA","74178","921","56708","1073","719","143","15086","786","56","46","28","34","138","104","123","81","34","32","1286","228"
"puma_0603720","CA","47876","698","33293","798","681","182","12352","716","9","14","40","36","0","29","118","72","0","29","1383","271"
"puma_0603721","CA","53499","531","35884","838","711","138","14375","783","10","15","0","29","0","29","81","47","29","26","2409","280"
"puma_0603722","CA","60813","595","30554","877","628","124","27435","877","28","22","0","29","26","42","113","64","29","29","2000","272"
"puma_0603723","CA","40209","315","22692","611","216","78","12249","583","29","21","0","29","88","49","255","87","5","8","4675","407"
"puma_0603724","CA","61763","518","35918","938","701","153","23648","957","100","88","16","24","177","74","237","108","42","32","924","218"
"puma_0603725","CA","64257","514","39149","764","405","139","23398","849","36","43","0","29","42","31","197","71","9","16","1021","228"
"puma_0603726","CA","38189","715","26437","745","2053","307","8580","607","157","87","0","29","299","132","280","110","52","46","331","133"
"puma_0603727","CA","70694","796","45489","1061","701","154","22914","928","150","104","0","29","52","68","210","85","61","45","1117","234"
"puma_0603728","CA","51349","797","31009","928","712","204","16591","851","0","29","0","29","45","47","174","83","164","90","2654","454"
"puma_0603729","CA","86880","960","51349","1146","1083","246","29932","1049","53","38","18","28","97","58","120","54","86","46","4142","451"
"puma_0603730","CA","71610","878","47624","898","1133","206","19638","895","76","53","9","14","61","41","141","80","34","25","2894","353"
"puma_0603731","CA","59686","1092","35756","1088","1119","222","20662","1047","66","48","0","29","46","49","167","127","33","31","1837","367"
"puma_0603732","CA","77633","841","44495","936","919","169","27808","947","80","63","0","29","45","39","185","73","25","23","4076","407"
"puma_0603733","CA","45067","570","22393","850","546","137","16895","732","73","57","8","13","19","18","16","18","122","75","4995","450"
"puma_0603734","CA","77078","543","36423","902","975","183","29049","850","35","36","0","29","25","25","185","65","365","110","10021","640"
"puma_0603735","CA","62480","499","36406","788","704","122","16843","639","44","36","12","19","47","37","157","65","57","34","8210","579"
"puma_0603736","CA","41856","513","24550","659","575","118","15368","589","49","36","0","29","86","57","53","37","14","16","1161","183"
"puma_0603737","CA","38215","554","22478","643","715","148","13611","554","69","47","0","29","57","44","53","42","37","34","1195","188"
"puma_0603738","CA","34351","601","17599","591","388","99","11225","621","23","24","9","15","24","28","31","21","19","21","5033","456"
"puma_0603739","CA","51729","517","38841","646","657","147","10111","506","23","19","0","29","102","58","264","119","12","19","1719","263"
"puma_0603740","CA","36660","571","23356","668","349","102","9311","606","12","14","0","29","138","78","16","18","16","20","3462","413"
"puma_0603741","CA","35207","551","18211","647","250","72","7383","454","33","33","0","29","5","10","21","19","68","45","9236","499"
"puma_0603742","CA","31698","448","16143","519","233","86","8736","503","0","29","0","29","44","38","33","32","143","72","6366","473"
"puma_0603743","CA","30759","376","10507","537","203","75","15082","652","13","20","11","18","41","44","28","22","78","51","4796","346"
"puma_0603744","CA","65300","711","25298","713","1052","255","28468","847","68","40","0","29","39","63","75","50","249","124","10051","621"
"puma_0603745","CA","28967","274","16562","428","174","68","6085","391","4","6","7","10","12","16","29","24","34","30","6060","412"
"puma_0603746","CA","32067","370","18367","564","326","82","8684","449","5","7","0","29","14","17","37","26","46","45","4588","427"
"puma_0603747","CA","61013","605","46892","972","645","134","9705","608","27","34","0","29","9","15","156","97","36","36","3543","406"
"puma_0603748","CA","83791","1006","55520","1017","926","189","24599","1062","35","38","0","29","49","40","220","94","53","44","2389","345"
"puma_0603749","CA","37136","811","21455","857","288","95","11280","637","42","47","16","25","54","51","57","41","224","130","3720","397"
"puma_0603750","CA","54543","449","37921","937","346","90","10678","721","29","27","17","26","102","91","20","18","40","43","5390","407"
"puma_0603751","CA","39434","403","24674","686","209","71","8085","487","69","64","16","24","15","15","19","22","137","87","6210","516"
"puma_0603752","CA","41043","543","24901","699","186","75","10677","610","14","17","0","29","92","60","95","52","248","99","4830","417"
"puma_0603753","CA","32674","513","22457","604","248","85","7390","529","18","22","0","29","36","29","93","52","21","21","2411","378"
"puma_0603754","CA","39568","417","31974","578","466","130","5476","399","56","50","6","10","88","44","181","71","49","47","1272","243"
"puma_0603755","CA","31442","477","22230","644","377","106","6234","437","9","14","0","29","84","66","89","45","34","46","2385","346"
"puma_0603756","CA","33597","552","19945","652","384","96","8717","513","37","39","10","15","113","66","56","27","8","14","4327","426"
"puma_0603757","CA","39575","544","26772","711","323","104","8661","601","79","50","0","29","68","58","16","15","113","65","3543","395"
"puma_0603758","CA","51292","768","36125","849","719","143","10402","703","12","20","0","29","44","35","34","25","50","46","3906","429"
"puma_0603759","CA","36563","742","23376","786","523","131","9507","689","33","25","0","29","6","9","56","46","52","36","3010","373"
"puma_0603760","CA","56463","758","40306","877","765","170","13688","707","72","62","0","29","7","11","150","64","40","49","1435","202"
"puma_0603761","CA","46403","683","31918","652","718","169","12562","549","26","40","0","29","55","49","45","37","31","29","1048","206"
"puma_0603762","CA","32532","604","24412","694","330","92","5724","454","6","12","7","9","45","57","134","59","6","10","1868","290"
"puma_0603763","CA","45115","444","28262","691","568","139","12211","688","17","21","0","29","100","59","159","103","16","21","3782","440"
"puma_0603764","CA","49150","536","37056","721","653","162","8807","570","27","24","69","65","59","48","239","97","33","29","2207","329"
"puma_0603765","CA","54269","531","41728","787","587","148","10137","607","71","69","0","29","72","54","224","84","17","28","1433","264"
"puma_0603766","CA","34814","411","18955","790","390","120","11238","565","9","14","0","29","31","31","86","57","29","32","4076","376"
"puma_0603767","CA","60102","509","42068","865","374","105","11986","613","12","18","0","29","74","63","60","37","68","59","5460","423"
"puma_0603768","CA","42346","530","31596","656","451","120","8863","517","41","46","6","9","112","80","160","88","54","41","1063","243"
"puma_0603769","CA","37994","535","24656","716","327","91","9352","581","0","29","0","29","28","34","84","52","79","66","3468","346"
"puma_0603900","CA","44881","590","13593","662","9438","499","15376","804","201","136","10","16","4568","450","408","157","953","201","334","126"
"puma_0604101","CA","44611","549","29917","785","3205","290","9658","695","5","6","0","29","997","203","313","108","79","62","437","188"
"puma_0604102","CA","60821","736","43150","773","743","179","15613","745","52","47","0","29","311","120","319","127","100","89","533","141"
"puma_0604701","CA","32157","614","12001","699","1965","272","16009","787","64","64","0","29","748","196","168","85","986","211","216","108"
"puma_0604702","CA","47851","689","26481","944","1084","202","18075","802","18","23","13","17","828","171","577","171","433","128","342","118"
"puma_0605301","CA","65403","779","40567","903","3438","298","17896","948","137","77","0","29","1436","241","372","117","297","103","1260","233"
"puma_0605302","CA","44554","726","17207","721","871","219","24661","815","4","9","0","29","420","136","270","108","28","43","1093","261"
"puma_0605303","CA","35333","543","17438","610","2763","256","12877","608","37","55","0","29","1515","214","361","126","121","52","221","85"
"puma_0605500","CA","48705","496","31472","715","2118","207","12774","613","59","33","0","29","1211","172","340","105","118","54","613","182"
"puma_0605700","CA","42174","712","13717","620","14821","594","5892","456","433","140","0","29","6385","495","307","115","521","217","98","59"
"puma_0605901","CA","71074","969","53959","1062","1017","214","14133","741","23","24","0","29","121","106","501","171","70","58","1250","234"
"puma_0605902","CA","38216","554","30040","607","396","128","7066","496","0","29","0","29","24","34","200","65","42","35","448","120"
"puma_0605903","CA","88792","926","55266","1018","947","198","30283","1019","14","26","0","29","127","67","408","142","28","30","1719","274"
"puma_0605904","CA","87426","1211","56084","1303","1597","251","28104","1214","54","45","33","33","111","102","205","97","55","71","1183","279"
"puma_0605905","CA","73538","926","51921","980","1320","249","18559","759","0","29","22","35","219","74","451","136","12","18","1034","215"
"puma_0605906","CA","61527","693","46063","780","657","152","13107","676","7","10","0","29","122","88","409","129","5","7","1157","227"
"puma_0605907","CA","62989","885","45384","973","802","197","14637","617","62","41","0","29","62","45","161","89","28","33","1853","368"
"puma_0605908","CA","61005","599","39719","733","682","140","18462","600","22","24","0","29","43","38","209","84","68","47","1800","284"
"puma_0605909","CA","42409","439","30338","679","572","150","9522","628","23","24","0","29","65","49","16","16","26","29","1847","289"
"puma_0605910","CA","57717","795","41068","820","642","129","12250","663","33","31","0","29","65","37","112","61","56","48","3491","426"
"puma_0605911","CA","44440","732","34822","703","585","143","7774","598","26","29","0","29","90","59","240","85","15","24","888","193"
"puma_0605912","CA","52049","717","33712","716","973","171","13433","572","7","10","0","29","131","77","288","143","21","18","3484","364"
"puma_0605913","CA","43193","594","30766","626","720","149","8686","451","33","33","21","24","36","37","228","90","10","15","2693","345"
"puma_0605914","CA","76001","782","56558","889","1066","208","13443","605","62","52","25","32","188","104","177","82","116","66","4366","499"
"puma_0605915","CA","37267","503","28352","621","622","153","7542","556","54","72","0","29","61","35","357","133","23","28","256","113"
"puma_0605916","CA","34861","470","21644","709","401","95","7415","509","19","20","0","29","137","72","141","50","15","19","5089","475"
"puma_0605917","CA","39826","546","22399","677","182","66","10444","566","13","16","9","13","87","51","86","56","10","16","6596","497"
"puma_0605918","CA","65162","966","43671","1022","707","153","15534","752","56","45","0","29","112","67","218","77","67","69","4797","546"
