"puma","state","hh_total","moe_total","hh_utilgas","moe_utilgas","hh_othergas","moe_othergas","hh_elec","moe_elec","hh_fok","moe_fok","hh_coal","moe_coal","hh_wood","moe_wood","hh_solar","moe_solar","hh_other","moe_other","hh_none","moe_none"
"puma_3402201","NJ","48393","595","37178","721","461","151","6141","501","4219","377","0","29","97","49","57","48","183","93","57","39"
"puma_3402202","NJ","56515","567","41968","827","1115","236","4654","418","7611","546","55","48","463","139","100","58","438","173","111","68"
"puma_3402301","NJ","40309","789","30388","960","391","138","6155","586","2966","326","8","13","37","34","13","21","107","71","244","92"
"puma_3402302","NJ","51597","649","37690","815","739","170","7875","651","4626","385","19","30","126","73","79","54","246","131","197","91"
"puma_3402303","NJ","38030","612","30392","771","412","109","4963","506","1898","321","0","29","54","73","26","30","113","74","172","69"
"puma_3402400","NJ","38096","539","24756","778","1067","199","4842","560","6590","478","0","29","506","163","30","28","160","91","145","97"
"puma_3402500","NJ","36566","552","17518","535","1674","203","4479","367","11650","552","31","25","681","107","78","40","312","99","143","77"
"puma_3402600","NJ","44542","778","29352","661","3034","356","8525","525","2261","313","9","14","384","126","136","64","660","151","181","81"
"puma_3500100","NM","37992","507","13721","544","4226","418","4114","355","24","26","237","53","13977","501","146","100","1239","163","308","87"
"puma_3500200","NM","35045","494","23710","667","4018","426","3737","407","42","52","107","74","2439","393","17","20","923","198","52","44"
"puma_3500300","NM","46086","771","24013","829","5465","548","3829","437","136","89","0","28","11385","681","434","172","766","225","58","45"
"puma_3500400","NM","37917","652","15622","610","3666","283","15843","679","37","26","2","2","1672","232","37","28","921","192","117","67"
"puma_3500500","NM","61921","713","43410","811","5754","395","7732","495","144","60","5","9","3179","359","836","164","673","185","188","119"
"puma_3500600","NM","51001","561","38446","735","3689","321","5239","527","24","27","0","28","2643","247","193","84","624","162","143","51"
"puma_3500700","NM","37855","623","21590","642","6862","492","3170","356","224","132","22","34","4425","519","481","189","942","241","139","102"
"puma_3500801","NM","43180","646","34402","765","503","123","7825","583","0","28","9","14","181","91","113","89","69","47","78","47"
"puma_3500802","NM","43080","534","35968","690","484","145","6038","458","17","27","0","28","340","114","83","46","18","16","132","60"
"puma_3500803","NM","42522","658","32972","946","760","215","8026","692","37","43","60","94","347","125","45","44","103","70","172","87"
"puma_3500804","NM","43299","641","35137","703","487","149","6662","460","12","22","0","28","511","179","131","94","197","117","162","108"
"puma_3500805","NM","47137","567","39173","714","642","157","6482","570","0","28","0","28","586","135","145","86","90","58","19","21"
"puma_3500806","NM","37636","654","30793","854","802","197","4861","538","9","13","0","28","627","195","143","68","253","138","148","84"
"puma_3500900","NM","39478","768","16067","715","6109","502","11297","610","48","62","93","82","5036","469","133","63","688","191","7","11"
"puma_3501001","NM","35605","830","20190","940","4448","458","9185","681","111","66","0","28","1167","278","115","87","268","142","121","59"
"puma_3501002","NM","42237","804","28256","1054","1445","281","11646","821","0","28","0","28","551","268","177","237","41","37","121","85"
"puma_3501100","NM","54484","871","28243","1054","5108","567","17176","896","205","136","0","28","2934","356","161","72","469","195","188","89"
"puma_3501200","NM","43774","575","19467","872","1901","301","21695","821","69","92","0","28","392","163","30","31","80","63","140","87"
"puma_3600100","NY","41933","533","14981","547","4153","310","4946","432","11218","473","126","74","5830","333","17","12","435","107","227","96"
"puma_3600200","NY","67263","761","5531","499","6657","533","14695","505","31031","945","325","114","7913","515","84","81","826","147","201","72"
"puma_3600300","NY","52029","620","17273","656","6627","451","6539","513","15791","536","276","94","4647","335","113","59","617","148","146","80"
"puma_3600401","NY","44772","631","14967","482","4797","321","5383","369","13559","523","478","98","4396","354","66","51","1011","194","115","62"
"puma_3600402","NY","61975","763","46297","951","1586","274","8015","483","4139","375","28","26","838","204","129","78","660","194","283","95"
"puma_3600403","NY","43474","582","6933","419","6560","343","5077","371","17377","573","438","93","6090","331","51","22","751","115","197","67"
"puma_3600500","NY","52981","706","18835","672","8206","469","9543","575","9727","443","113","56","5712","285","12","11","654","139","179","63"
"puma_3600600","NY","46079","691","19412","643","8842","478","5818","485","5707","428","395","95","5059","364","48","33","704","148","94","40"
"puma_3600701","NY","55275","872","38996","829","763","173","13120","605","1186","220","20","18","126","57","19","12","325","85","720","163"
"puma_3600702","NY","51427","592","36809","704","1424","197","9859","654","1501","194","141","56","681","177","0","28","623","206","389","110"
"puma_3600703","NY","64974","630","50390","761","1114","192","10847","536","1472","191","103","61","380","103","6","10","475","137","187","82"
"puma_3600704","NY","44869","547","19883","569","7079","340","4842","480","7831","371","906","157","2947","233","38","28","1026","194","317","152"
"puma_3600800","NY","50284","516","24750","614","7584","419","7492","452","5671","355","818","118","3004","299","2","3","731","186","232","108"
"puma_3600901","NY","55826","623","45893","797","898","175","7156","522","981","218","0","28","298","99","5","8","418","150","177","91"
"puma_3600902","NY","46731","663","36765","753","938","200","7113","541","954","189","0","28","100","49","15","24","417","141","429","112"
"puma_3600903","NY","39511","634","31627","695","398","115","6013","480","722","148","55","47","51","48","0","28","342","142","303","94"
"puma_3600904","NY","51981","621","44011","745","572","151","6107","558","434","133","10","16","243","105","15","19","370","138","219","67"
"puma_3600905","NY","39618","575","30077","631","1184","173","5728","409","1369","203","72","48","673","151","27","29","419","164","69","50"
"puma_3600906","NY","68281","764","49505","902","1110","194","14959","715","1703","244","0","28","368","116","16","17","362","119","258","100"
"puma_3601000","NY","40322","442","20883","525","6704","363","4399","374","4915","334","340","88","2273","246","50","51","671","135","87","53"
"puma_3601101","NY","45804","532","39829","603","457","154","4164","403","938","177","6","8","199","93","0","28","167","96","44","38"
"puma_3601102","NY","42715","555","29076","625","4087","323","4166","403","3623","321","99","62","1215","194","24","25","298","88","127","77"
"puma_3601201","NY","48396","644","43413","744","491","135","3422","403","670","188","43","50","99","64","14","22","77","55","167","75"
"puma_3601202","NY","50842","619","44974","621","811","208","4297","360","403","147","7","11","69","54","0","28","178","92","103","66"
"puma_3601203","NY","44785","541","39868","540","964","200","2574","309","701","175","14","22","528","140","30","36","78","50","28","33"
"puma_3601204","NY","66032","934","61161","941","660","136","3140","391","559","122","9","14","209","93","17","27","139","63","138","63"
"puma_3601205","NY","60216","759","53907","817","687","159","4294","382","713","187","0","28","81","60","15","16","286","83","233","104"
"puma_3601206","NY","50229","780","42950","809","976","178","4842","454","576","169","27","24","40","28","0","28","494","157","324","116"
"puma_3601207","NY","69085","693","58087","821","2571","285","5052","457","1226","197","61","35","1497","202","34","34","423","115","134","69"
"puma_3601300","NY","40093","450","19248","530","6341","365","5660","393","4166","356","468","91","3331","315","45","32","752","153","82","40"
"puma_3601400","NY","53706","615","29257","720","7164","382","8010","442","4723","373","786","140","2944","231","62","41","534","113","226","84"
"puma_3601500","NY","43622","723","20123","628","5004","426","5109","389","8407","387","1041","158","3264","276","33","23","526","99","115","53"
"puma_3601600","NY","42217","575","18201","586","3646","359","3833","398","11798","495","418","109","3270","318","76","49","720","142","255","94"
"puma_3601700","NY","54302","825","39082","835","1810","285","7807","518","4294","411","9","9","733","155","126","83","280","104","161","70"
"puma_3601801","NY","47344","604","33603","726","2287","357","7631","559","2797","335","17","25","488","153","20","21","379","162","122","79"
"puma_3601802","NY","47062","631","20002","591","8132","497","5178","449","10588","522","136","70","2320","229","68","43","460","113","178","83"
"puma_3601900","NY","64906","574","30814","775","4969","433","9172","579","15563","621","70","37","3226","318","114","64","763","183","215","77"
"puma_3602001","NY","45054","822","30845","1006","870","209","10826","676","1652","288","43","45","55","33","58","63","319","148","386","135"
"puma_3602002","NY","81486","781","54797","997","2632","249","12159","640","8763","497","58","35","1910","231","117","86","678","207","372","98"
"puma_3602100","NY","42066","701","4618","375","5791","433","5990","479","21268","632","129","69","3352","310","114","53","707","170","97","57"
"puma_3602201","NY","50407","701","39345","696","746","158","8317","513","1050","261","10","13","157","57","19","31","375","135","388","94"
"puma_3602202","NY","42735","568","14645","488","6075","472","4835","422","11564","576","1350","215","3512","317","83","84","576","93","95","46"
"puma_3602203","NY","45102","675","5700","428","6941","399","6647","429","16783","567","1036","222","6817","418","39","19","1003","205","136","63"
"puma_3602300","NY","39618","531","19012","634","4434","404","8568","489","3526","303","680","181","2346","314","142","67","579","163","331","153"
"puma_3602401","NY","41321","589","31994","760","1604","227","4988","479","1370","182","226","72","796","155","0","28","198","72","145","64"
"puma_3602402","NY","39853","443","14563","383","7161","332","5067","382","4788","323","2093","198","5336","301","57","48","713","101","75","32"
"puma_3602500","NY","49727","409","25928","498","6590","294","6346","326","3327","233","923","129","5750","274","16","13","761","107","86","31"
"puma_3602600","NY","53075","619","35596","631","4286","254","7968","463","1320","212","105","42","2625","242","33","31","954","120","188","79"
"puma_3602701","NY","41938","745","1639","286","5958","448","6388","475","22396","817","239","87","4412","496","185","111","587","157","134","59"
"puma_3602702","NY","55566","749","13538","595","5977","525","6763","521","25799","858","58","44","2659","337","145","56","420","139","207","105"
"puma_3602801","NY","46314","740","3091","328","3831","345","6145","462","30534","815","69","42","1886","238","81","55","484","127","193","97"
"puma_3602802","NY","62099","832","25863","879","2326","291","9393","675","23108","710","14","20","531","153","73","53","444","116","347","106"
"puma_3602901","NY","43807","678","20936","815","1979","300","6035","498","13730","654","73","53","530","192","57","49","337","109","130","61"
"puma_3602902","NY","44007","764","21470","757","2515","305","4825","515","13447","597","90","65","1030","197","51","37","346","123","233","113"
"puma_3602903","NY","40202","721","21393","628","2367","291","3393","408","12318","600","19","15","467","140","29","31","176","74","40","27"
"puma_3603001","NY","35251","562","30193","714","423","109","3380","388","780","192","0","28","127","65","84","48","146","71","118","51"
"puma_3603002","NY","36248","601","30303","720","363","122","3832","404","1226","338","37","38","59","44","31","41","251","114","146","68"
"puma_3603003","NY","28939","520","24838","636","289","86","2234","353","1185","262","42","54","65","35","0","28","62","35","224","96"
"puma_3603101","NY","36148","510","3064","374","1815","333","8224","454","21690","672","21","27","874","173","23","20","347","124","90","62"
"puma_3603102","NY","52300","821","23375","1000","1337","270","4016","386","22873","887","6","11","293","123","11","16","172","75","217","101"
"puma_3603103","NY","48050","638","8965","544","1955","265","6998","585","29331","800","17","20","385","129","32","53","326","124","41","39"
"puma_3603104","NY","39835","622","24876","746","702","171","3306","370","10383","673","49","57","101","82","21","24","186","95","211","94"
"puma_3603105","NY","61804","729","36447","765","1114","228","6828","483","16593","674","17","24","124","79","38","41","415","132","228","94"
"puma_3603106","NY","74897","969","38703","1169","1570","281","9675","662","23392","1160","66","67","95","69","22","21","594","169","780","196"
"puma_3603107","NY","71112","836","41504","1166","1366","218","6230","506","20706","872","57","57","38","38","71","65","575","164","565","139"
"puma_3603201","NY","40238","515","26058","709","744","159","3937","324","8998","527","37","46","34","29","19","16","268","85","143","63"
"puma_3603202","NY","38810","567","20892","643","1050","194","2865","309","13646","559","0","28","51","44","18","20","186","73","102","86"
"puma_3603203","NY","34461","491","17689","586","503","136","1160","223","14875","608","28","42","57","36","24","21","103","72","22","19"
"puma_3603204","NY","37483","541","25557","612","632","152","1577","214","9514","481","0","28","22","23","29","33","86","40","66","51"
"puma_3603205","NY","36573","442","25068","608","566","101","1241","195","9576","518","0","28","16","18","0","28","64","64","42","31"
"puma_3603206","NY","42646","668","26352","843","549","128","3025","343","12178","715","0","28","20","24","7","13","189","90","326","122"
"puma_3603207","NY","36526","353","8634","486","634","157","1785","254","25213","537","8","13","90","83","11","18","126","59","25","19"
"puma_3603208","NY","37756","429","18986","506","453","136","1299","193","16628","533","5","8","89","53","89","60","131","51","76","54"
"puma_3603209","NY","33747","382","19298","609","497","139","478","132","13244","606","0","28","32","43","47","41","128","81","23","38"
"puma_3603210","NY","36043","479","23067","608","447","145","2611","327","9412","586","8","19","51","46","128","73","182","105","137","73"
"puma_3603211","NY","35233","486","22773","721","492","139","1276","240","10331","630","8","14","75","95","70","58","84","62","124","65"
"puma_3603212","NY","37435","630","26038","814","737","208","2934","375","7435","599","2","3","5","7","64","42","143","69","77","56"
"puma_3603301","NY","35299","561","16229","658","441","142","1604","242","16624","575","51","43","107","58","17","19","141","65","85","53"
"puma_3603302","NY","33454","463","17678","556","477","137","1649","255","13338","549","21","18","102","63","25","23","104","61","60","46"
"puma_3603303","NY","40186","539","18765","566","343","79","2298","266","18439","595","29","40","138","60","30","24","126","73","18","25"
"puma_3603304","NY","37507","549","11571","453","682","208","3767","341","20910","614","17","17","343","112","37","34","114","77","66","52"
"puma_3603305","NY","54574","836","11345","736","5375","576","4554","495","31919","1174","20","27","966","275","90","57","190","78","115","108"
"puma_3603306","NY","43558","646","10391","474","1193","230","2710","365","28256","634","25","29","569","167","58","46","252","100","104","65"
"puma_3603307","NY","45645","588","16471","812","713","184","4877","472","23166","752","42","55","130","60","36","42","140","76","70","48"
"puma_3603308","NY","34745","419","14677","581","340","92","1617","254","17792","583","10","16","154","88","33","26","90","47","32","24"
"puma_3603309","NY","33280","527","12783","565","730","148","3125","333","16161","578","18","22","208","91","73","47","75","40","107","54"
"puma_3603310","NY","31784","575","15961","609","463","152","1952","296","13059","641","26","36","65","56","89","46","136","72","33","31"
"puma_3603311","NY","33275","523","16904","637","677","177","2182","340","12945","620","71","84","192","56","92","52","144","89","68","56"
"puma_3603312","NY","32409","454","15321","592","502","128","2206","234","13998","507","10","17","91","61","29","29","144","62","108","62"
"puma_3603313","NY","33585","770","16599","703","635","161","3163","379","12759","658","0","28","52","36","97","68","101","93","179","77"
"puma_3603701","NY","42884","645","19359","850","1081","204","3980","447","16954","724","47","42","0","28","0","28","748","161","715","214"
"puma_3603702","NY","50544","607","26789","901","1328","219","6400","532","14719","781","75","50","0","28","41","41","395","110","797","201"
"puma_3603703","NY","47804","548","27965","1142","969","233","7244","891","8131","751","117","171","9","14","102","156","804","332","2463","607"
"puma_3603704","NY","44700","548","22194","713","1015","204","2934","357","17002","701","81","93","0","28","0","28","641","151","833","194"
"puma_3603705","NY","58786","548","27104","900","788","206","6725","613","21930","956","65","38","20","32","0","28","695","164","1459","222"
"puma_3603706","NY","45345","511","14042","651","796","204","3429","455","25422","928","0","28","0","28","0","28","765","233","891","184"
"puma_3603707","NY","46430","438","15346","751","802","183","4559","444","23683","775","31","26","19","29","12","15","615","166","1363","235"
"puma_3603708","NY","49786","502","19563","925","874","215","5186","530","22321","1009","0","28","7","12","11","18","485","138","1339","243"
"puma_3603709","NY","65226","610","29603","912","1044","258","6485","668","25357","859","106","82","0","28","28","45","828","207","1775","297"
"puma_3603710","NY","52324","545","21298","924","966","229","6253","540","21228","936","121","75","31","43","51","39","600","157","1776","260"
"puma_3603801","NY","76660","1023","32017","1112","1488","264","6051","619","33158","1129","0","28","64","74","58","57","1865","309","1959","326"
"puma_3603802","NY","47502","738","21171","1012","815","199","4657","503","18504","988","280","157","3","6","52","43","1110","287","910","213"
"puma_3603803","NY","56578","921","31203","1239","1056","239","7618","648","14189","850","49","59","10","14","82","85","860","188","1511","307"
"puma_3603804","NY","49840","663","28031","1042","748","174","10428","710","8449","629","0","28","0","28","18","29","615","165","1551","304"
"puma_3603805","NY","110566","1642","51776","1836","2509","451","30067","1670","19795","1268","18","19","29","33","11","12","3082","540","3279","606"
"puma_3603806","NY","98098","1541","44625","1733","1908","430","18638","1300","25038","1364","15","23","190","189","82","80","3870","634","3732","537"
"puma_3603807","NY","90578","1283","33141","1403","1467","338","37187","1399","13356","1062","30","53","0","28","10","17","1937","354","3450","454"
"puma_3603808","NY","79855","1326","34409","1817","1468","360","25383","1409","10839","825","0","28","72","73","51","66","4537","700","3096","495"
"puma_3603809","NY","72024","914","25785","1115","1345","271","28212","1262","12950","850","16","18","15","25","0","28","1680","306","2021","335"
"puma_3603810","NY","77759","1351","32817","1370","1504","328","26392","1269","12329","899","28","31","53","45","113","77","2125","307","2398","393"
"puma_3603901","NY","58263","640","53044","714","892","220","2322","321","1549","240","0","28","72","61","98","64","182","114","104","84"
"puma_3603902","NY","47288","598","42037","715","631","143","2324","319","1648","250","5","8","44","52","58","48","255","96","286","80"
"puma_3603903","NY","60695","860","51299","887","857","167","2603","326","5134","443","13","20","41","40","152","96","213","71","383","127"
"puma_3604001","NY","66286","779","45894","977","1623","231","12015","634","4992","507","42","47","0","28","2","24","515","163","1203","160"
"puma_3604002","NY","47115","587","36532","710","1159","227","4946","438","3053","386","24","30","45","44","27","30","449","139","880","179"
"puma_3604003","NY","54494","694","41811","870","925","178","5554","469","4697","426","6","9","0","28","0","28","451","118","1050","198"
"puma_3604004","NY","61996","676","38066","783","1415","177","13473","634","6366","497","44","41","70","81","34","33","1122","206","1406","261"
"puma_3604005","NY","48928","737","34589","733","1383","218","5494","401","5686","499","24","33","44","50","58","47","670","180","980","176"
"puma_3604006","NY","55801","687","40875","920","1131","217","5879","495","6434","519","34","42","0","28","25","23","435","129","988","173"
"puma_3604007","NY","46415","657","38468","755","458","120","3049","343","3047","401","0","28","18","22","14","16","555","182","806","186"
"puma_3604008","NY","57011","642","49033","789","975","180","3229","362","1978","277","58","58","1","16","47","40","706","148","984","185"
"puma_3604009","NY","68788","606","62121","617","1229","188","1958","219","2758","250","47","58","4","6","19","20","202","78","450","114"
"puma_3604010","NY","49809","605","43725","805","744","151","1626","270","2992","362","0","28","11","17","47","62","290","99","374","118"
"puma_3604011","NY","42808","574","32346","691","862","190","2481","285","5549","532","9","14","0","28","0","28","650","174","911","186"
"puma_3604012","NY","44399","544","34791","625","1298","199","2426","288","4692","425","0","28","17","16","8","12","603","150","564","119"
"puma_3604013","NY","47718","553","35293","678","1469","192","2646","263","6862","459","38","39","24","27","15","24","627","131","744","122"
"puma_3604014","NY","44134","530","34405","639","1111","195","2233","258","5046","426","13","20","78","48","20","23","581","150","647","141"
"puma_3604015","NY","57254","598","42969","789","1292","198","3143","358","7180","501","9","15","10","11","26","20","1037","186","1588","238"
"puma_3604016","NY","55971","620","46605","741","982","165","2229","253","4549","350","7","12","12","14","12","15","653","122","922","136"
"puma_3604017","NY","63678","585","52806","698","2010","227","2154","291","5157","387","18","23","26","36","64","44","558","133","885","170"
"puma_3604018","NY","45962","555","35572","831","981","207","3349","386","3670","382","12","22","34","30","9","14","854","152","1481","249"
"puma_3604101","NY","71008","1024","46384","1142","1816","228","9341","584","11120","590","32","23","75","69","25","28","824","155","1391","206"
"puma_3604102","NY","52441","802","39817","955","1083","184","1932","329","8346","684","0","28","0","28","18","29","774","181","471","133"
"puma_3604103","NY","86782","858","68265","1229","1842","298","5090","461","10360","667","5","7","27","21","30","31","505","134","658","138"
"puma_3604104","NY","43388","453","33132","588","1120","187","2135","225","6442","412","0","28","20","23","7","11","268","87","264","103"
"puma_3604105","NY","61092","676","49899","691","986","162","1802","237","7915","474","30","33","53","62","58","52","115","60","234","98"
"puma_3604106","NY","55491","521","40817","771","1435","287","3545","401","8188","597","54","34","40","45","16","26","591","140","805","207"
"puma_3604107","NY","42764","666","30080","956","1007","230","3642","514","7188","650","26","31","0","28","26","42","396","167","399","165"
"puma_3604108","NY","51831","585","35160","800","1370","261","4326","499","8977","603","74","66","17","26","0","28","745","146","1162","245"
"puma_3604109","NY","53750","803","39021","992","1455","213","5932","523","5925","470","47","44","8","24","29","33","534","151","799","174"
"puma_3604110","NY","62374","639","53133","778","1310","181","2352","308","4635","412","10","12","73","46","0","28","468","112","393","108"
"puma_3604111","NY","43844","598","35210","639","942","152","1938","236","5084","395","29","39","32","28","25","23","266","80","318","81"
"puma_3604112","NY","72300","912","57859","1103","930","177","4436","487","7356","455","20","16","35","39","20","23","806","213","838","194"
"puma_3604113","NY","39105","607","33406","724","793","209","1068","175","3387","323","31","29","26","43","56","55","149","68","189","84"
"puma_3604114","NY","42788","527","33529","793","1048","246","2995","499","4089","476","0","28","0","28","38","51","572","204","517","174"
"puma_3700100","NC","53433","933","2220","269","8381","534","23301","840","12736","653","100","83","6290","525","37","56","242","90","126","63"
"puma_3700200","NC","62813","806","1525","219","5990","502","43262","963","7858","536","61","66","3169","426","82","67","293","95","573","147"
"puma_3700300","NC","56966","699","10229","551","3990","396","36820","902","3414","345","20","22","1941","232","30","33","116","75","406","154"
"puma_3700400","NC","46425","572","6346","527","7778","591","28743","957","1538","295","0","29","1857","330","5","7","70","51","88","54"
"puma_3700500","NC","47510","687","5439","458","6284","546","32365","934","1950","326","0","29","1132","254","20","31","61","49","259","99"
"puma_3700600","NC","40941","651","4499","353","7981","480","25203","784","2101","256","0","29","908","176","15","22","146","64","88","33"
"puma_3700700","NC","45859","653","1877","299","7747","588","33400","791","1500","219","15","26","628","169","60","74","193","105","439","119"
"puma_3700800","NC","41334","868","1129","242","8230","537","29493","966","1552","267","0","29","749","182","2","3","59","39","120","87"
"puma_3700900","NC","58162","747","12786","653","9031","587","34959","950","652","203","0","29","521","140","11","18","51","39","151","74"
"puma_3701000","NC","39187","594","10965","688","4930","394","22338","760","517","163","0","29","329","129","0","29","3","6","105","53"
"puma_3701100","NC","68957","671","7196","615","8280","554","51686","947","538","206","23","42","738","214","25","26","50","50","421","167"
"puma_3701201","NC","56060","802","23208","827","470","108","31848","833","191","86","0","29","60","53","36","30","58","45","189","81"
"puma_3701202","NC","60784","875","23587","746","573","169","36182","966","113","85","0","29","37","41","26","25","14","22","252","110"
"puma_3701203","NC","44814","788","20661","852","1680","328","22047","916","109","90","68","98","92","57","0","29","17","18","140","89"
"puma_3701204","NC","46916","848","15242","843","2421","302","28549","961","241","123","0","29","283","140","0","29","42","50","138","69"
"puma_3701205","NC","44274","873","10699","548","2706","460","30299","865","276","117","0","29","170","95","6","11","67","51","51","37"
"puma_3701206","NC","48294","672","23666","729","1926","232","22256","883","121","76","0","29","147","76","22","27","23","25","133","72"
"puma_3701207","NC","53946","636","25939","793","893","175","26682","833","82","48","14","23","58","45","14","16","54","50","210","91"
"puma_3701208","NC","45098","635","27032","666","1306","224","16441","690","100","58","0","29","86","66","0","29","16","24","117","75"
"puma_3701301","NC","71438","900","26953","1029","1159","251","42262","1151","445","168","8","12","143","83","31","36","88","72","349","148"
"puma_3701302","NC","54503","860","20832","870","2331","378","30378","1056","509","179","0","29","264","125","14","24","22","25","153","76"
"puma_3701400","NC","53374","809","17156","793","3963","350","30194","910","482","142","0","29","1217","261","105","58","74","53","183","75"
"puma_3701500","NC","50927","648","11290","551","6089","482","31229","757","823","172","7","10","1115","254","51","50","88","54","235","105"
"puma_3701600","NC","64466","651","26730","758","4467","439","30664","907","940","181","0","29","1295","258","15","16","107","53","248","91"
"puma_3701701","NC","57325","891","28082","880","740","171","27535","723","723","165","0","29","89","45","13","21","44","37","99","64"
"puma_3701702","NC","46938","922","17506","803","693","218","28021","908","421","141","0","29","114","83","0","29","30","38","153","78"
"puma_3701703","NC","46168","888","16195","802","2800","326","25369","959","886","200","0","29","675","208","12","19","72","51","159","78"
"puma_3701704","NC","53574","790","21654","644","1497","224","28739","761","982","175","9","14","460","136","7","11","32","26","194","79"
"puma_3701801","NC","42047","697","13433","612","721","197","25096","833","2528","295","0","29","67","53","0","29","86","51","116","57"
"puma_3701802","NC","50941","730","15495","741","859","174","31742","873","2497","334","0","29","67","54","0","29","101","67","180","67"
"puma_3701803","NC","53828","687","11172","545","1895","218","37046","651","2786","254","8","13","528","146","28","27","106","61","259","89"
"puma_3701900","NC","41861","635","3050","292","2532","348","30687","756","3341","429","52","79","1743","225","2","5","210","110","244","94"
"puma_3702000","NC","47033","720","4491","379","3040","351","32469","774","4411","441","0","29","2082","308","7","10","108","76","425","130"
"puma_3702100","NC","53312","851","3815","272","4234","477","36370","916","5500","557","11","18","2919","359","20","33","90","53","353","127"
"puma_3702201","NC","56249","1069","15248","763","1708","232","33433","1075","4250","453","2","11","1125","231","124","63","132","77","227","100"
"puma_3702202","NC","51231","916","5903","464","3473","429","32439","955","6336","566","0","29","2373","357","160","83","270","95","277","107"
"puma_3702300","NC","46327","813","954","194","6911","468","24833","838","8559","567","26","39","4661","406","62","56","195","89","126","60"
"puma_3702400","NC","47881","1049","1354","232","10838","697","28974","1064","2615","370","14","21","3613","369","75","81","233","117","165","92"
"puma_3702500","NC","63807","840","15033","618","4131","433","39301","938","2559","294","0","29","2330","341","27","26","202","136","224","90"
"puma_3702600","NC","53697","881","7399","574","4526","494","36929","891","2372","313","0","29","1987","269","11","18","136","87","337","102"
"puma_3702700","NC","50730","731","8297","512","2692","301","36700","832","1670","288","0","29","1007","195","1","3","117","60","246","94"
"puma_3702800","NC","62181","601","11572","566","1833","322","45296","953","1883","292","0","29","1254","243","0","29","39","32","304","111"
"puma_3702900","NC","56339","620","18404","694","1689","271","34080","729","1193","212","0","29","637","131","14","23","84","52","238","92"
"puma_3703001","NC","40707","623","11194","505","1710","206","26111","664","749","175","0","29","692","140","0","29","33","27","218","66"
"puma_3703002","NC","43044","631","22294","705","591","142","19475","740","364","113","0","29","110","67","0","29","64","46","146","74"
"puma_3703101","NC","52292","541","19691","668","491","132","31658","751","150","54","0","29","28","23","0","29","59","47","215","87"
"puma_3703102","NC","46659","683","21886","726","384","120","23758","779","259","97","0","29","101","51","12","14","81","57","178","85"
"puma_3703103","NC","44515","692","17984","828","490","176","25649","905","155","68","0","29","46","50","0","29","24","22","167","70"
"puma_3703104","NC","63160","698","33698","692","711","172","28398","766","97","64","14","22","72","69","0","29","70","46","100","63"
"puma_3703105","NC","48788","690","19596","730","664","146","27938","827","299","110","3","12","61","49","47","55","100","64","80","45"
"puma_3703106","NC","59891","619","37595","903","565","179","21470","957","155","95","10","17","52","41","0","29","17","19","27","26"
"puma_3703107","NC","48150","637","25226","777","483","175","22019","867","163","90","0","29","152","89","39","68","9","14","59","35"
"puma_3703108","NC","47638","597","27138","799","492","128","19370","769","290","139","9","14","161","79","0","29","78","61","100","57"
"puma_3703200","NC","53659","677","26678","841","912","205","25092","854","568","183","5","9","262","114","0","29","27","24","115","68"
"puma_3703300","NC","41911","754","5523","455","4006","417","28810","772","2192","317","26","30","1029","191","3","5","48","31","274","114"
"puma_3703400","NC","52842","683","12692","627","1714","299","35364","900","1550","258","0","29","1178","234","51","46","29","27","264","104"
"puma_3703500","NC","66635","811","9558","636","2581","315","48542","1063","3943","445","72","57","1322","278","71","79","107","84","439","150"
"puma_3703600","NC","56541","653","8222","542","5546","523","38462","848","2030","307","0","29","1797","295","11","17","167","110","306","110"
"puma_3703700","NC","50016","803","2519","371","4271","477","39828","930","1859","276","17","26","1055","255","0","29","84","42","383","125"
"puma_3703800","NC","45416","522","3598","245","4463","360","36426","647","236","86","0","29","260","79","9","9","89","77","335","99"
"puma_3703900","NC","44899","787","1690","234","8864","540","33029","982","721","226","0","29","312","153","0","29","73","85","210","76"
"puma_3704000","NC","48317","653","3780","340","6387","541","37389","856","356","154","0","29","229","103","0","29","0","29","176","80"
"puma_3704100","NC","42839","838","4087","387","4655","393","32857","985","584","205","0","29","275","107","0","29","26","24","355","151"
"puma_3704200","NC","69799","808","9250","623","3967","402","55679","1014","362","143","29","46","132","64","0","29","86","57","294","121"
"puma_3704300","NC","41226","632","5031","502","3858","490","31379","797","475","148","0","29","248","114","27","31","50","35","158","63"
"puma_3704400","NC","54872","638","2734","314","8933","536","41275","801","791","182","0","29","740","164","18","15","168","79","213","77"
"puma_3704500","NC","48740","1128","1484","319","829","228","45577","1129","250","108","63","96","218","131","37","35","19","31","263","104"
"puma_3704600","NC","44679","593","1253","252","2531","342","39619","670","656","232","9","15","370","145","16","17","27","29","198","93"
"puma_3704700","NC","72699","954","6469","494","1290","214","64037","948","389","125","60","89","173","142","0","29","29","23","252","111"
"puma_3704800","NC","56056","940","1180","208","4544","401","48945","944","524","156","0","29","488","181","9","14","112","42","254","99"
"puma_3704900","NC","40045","684","1363","220","8541","653","28739","868","686","179","1","4","412","122","0","29","95","68","208","87"
"puma_3705001","NC","47310","740","12499","580","1225","188","32501","707","630","126","13","20","100","56","0","29","28","31","314","101"
