"puma","state","htg_slope_res_btu_m2_degC"
"puma_1703106","IL",4.42328868699578
"puma_1703107","IL",4.44306522534261
"puma_1703108","IL",4.44593163415544
"puma_1703202","IL",4.30799296447448
"puma_1703203","IL",4.30799296447448
"puma_1703204","IL",4.30799296447448
"puma_1703205","IL",4.3468971304722
"puma_1703207","IL",4.36460056814562
"puma_1703208","IL",4.31703580626993
"puma_1703209","IL",4.3963054067228
"puma_1703306","IL",4.24542861860932
"puma_1703307","IL",4.24338017383253
"puma_1703308","IL",4.19442275046456
"puma_1703309","IL",4.25440251348067
"puma_1703310","IL",4.34351361706827
"puma_1703401","IL",4.26000963921439
"puma_1703407","IL",4.48862983710364
"puma_1703408","IL",4.54837161489788
"puma_1703409","IL",4.54496916751749
"puma_1703410","IL",4.48326115795622
"puma_1703411","IL",4.56884168075368
"puma_1703412","IL",4.42586357637613
"puma_1703413","IL",4.48829749646032
"puma_1703414","IL",4.41484974594899
"puma_1703415","IL",4.38248953740636
"puma_1703416","IL",4.40549544378701
"puma_1703417","IL",4.20805776860105
"puma_1703418","IL",4.23673777467231
"puma_1703419","IL",4.40459695813658
"puma_1703420","IL",4.46143989502828
"puma_1703421","IL",4.41566061241002
"puma_1703422","IL",4.42718169384821
"puma_1703501","IL",4.60780545233538
"puma_1703502","IL",4.6317529267888
"puma_1703503","IL",4.57950616105736
"puma_1703504","IL",4.56701593229652
"puma_1703520","IL",4.47573626844472
"puma_1703521","IL",4.54389855776236
"puma_1703522","IL",4.61662699665039
"puma_1703523","IL",4.56780969893043
"puma_1703524","IL",4.6317529267888
"puma_1703525","IL",4.6317529267888
"puma_1703526","IL",4.61493159676651
"puma_1703527","IL",4.54837161489788
"puma_1703528","IL",4.65615807208947
"puma_1703529","IL",4.70434955294598
"puma_1703530","IL",4.62690741744816
"puma_1703531","IL",4.71915407938221
"puma_1703532","IL",4.71915407938221
"puma_1703601","IL",4.21235043032146
"puma_1703602","IL",4.18068468487343
"puma_1703700","IL",4.3850863373584
"puma_1800101","IN",3.88418958395135
"puma_1800102","IN",3.77041807751565
"puma_1800103","IN",3.76797216331353
"puma_1800104","IN",3.75172587895898
"puma_1800200","IN",3.7883681251026
"puma_1800300","IN",3.78545340797966
"puma_1800401","IN",3.76471853095829
"puma_1800402","IN",3.74626823974544
"puma_1800500","IN",3.79042044181134
"puma_1800600","IN",3.70811182582675
"puma_1800700","IN",3.80491267713752
"puma_1800800","IN",3.76337389799518
"puma_1800900","IN",3.79888008396694
"puma_1801001","IN",3.83653568336814
"puma_1801002","IN",3.81583140671189
"puma_1801003","IN",3.80221394415542
"puma_1801100","IN",3.8631270881238
"puma_1801200","IN",3.98227552319354
"puma_1801300","IN",3.81128960463759
"puma_1801400","IN",3.83029132317227
"puma_1801500","IN",3.85439680971486
"puma_1801600","IN",4.05249301545943
"puma_1801700","IN",4.15032689865445
"puma_1801801","IN",3.948104424719
"puma_1801802","IN",3.94925493845357
"puma_1801803","IN",3.92471650825476
"puma_1801900","IN",3.96325388015292
"puma_1802000","IN",3.94438568333783
"puma_1802100","IN",3.96252248062757
"puma_1802200","IN",4.05464169282968
"puma_1802301","IN",4.09596628181276
"puma_1802302","IN",3.98897294045624
"puma_1802303","IN",3.91922397444793
"puma_1802304","IN",4.10050323950449
"puma_1802305","IN",3.96937192458937
"puma_1802306","IN",3.94327327698856
"puma_1802307","IN",3.99931719682984
"puma_1802400","IN",3.98538116775126
"puma_1802500","IN",3.98385365920651
"puma_1802600","IN",3.94221822772303
"puma_1802700","IN",4.19965524983213
"puma_1802800","IN",4.1284150517124
"puma_1802900","IN",4.1352489857643
"puma_1803000","IN",4.25799583270739
"puma_1803100","IN",4.08702637038466
"puma_1803200","IN",4.42836712314788
"puma_1803300","IN",4.64751144521835
"puma_1803400","IN",4.3773942731569
"puma_1803500","IN",4.48231827859223
"puma_1803600","IN",4.48638513213819
"puma_1900100","IA",2.93547238353235
"puma_1900200","IA",2.88636624592827
"puma_1900400","IA",2.97407591218445
"puma_1900500","IA",3.06039731331205
"puma_1900600","IA",2.98407564344513
"puma_1900700","IA",3.0564004257078
"puma_1900800","IA",3.22712265006204
"puma_1900900","IA",3.31772373037139
"puma_1901000","IA",3.20040874974688
"puma_1901100","IA",3.23989008079185
"puma_1901200","IA",3.06753433495989
"puma_1901300","IA",3.09897772924808
"puma_1901400","IA",3.17204190284194
"puma_1901500","IA",3.24622450687209
"puma_1901600","IA",3.19623553406584
"puma_1901700","IA",3.25034437493906
"puma_1901800","IA",3.20221713896457
"puma_1901900","IA",3.0375048025893
"puma_1902000","IA",3.0799861457807
"puma_1902100","IA",3.23801680760038
"puma_1902200","IA",3.25420953037988
"puma_1902300","IA",3.41524239253435
"puma_2000100","KS",4.42607677917104
"puma_2000200","KS",4.59586774080686
"puma_2000300","KS",4.57629366132498
"puma_2000400","KS",4.58929121317242
"puma_2000500","KS",4.7558504173293
"puma_2000601","KS",4.63085983627631
"puma_2000602","KS",4.7296638152466
"puma_2000603","KS",4.6637721880328
"puma_2000604","KS",4.7009481847187
"puma_2000700","KS",4.59108513862322
"puma_2000801","KS",4.65552090473777
"puma_2000802","KS",4.58148677563816
"puma_2000900","KS",4.70793635968925
"puma_2001000","KS",4.66738994935348
"puma_2001100","KS",4.80792552090672
"puma_2001200","KS",4.67202376028336
"puma_2001301","KS",4.8235660619006
"puma_2001302","KS",4.83716468513842
"puma_2001303","KS",4.87071526416674
"puma_2001304","KS",4.85134923184942
"puma_2001400","KS",4.7070126656223
"puma_2001500","KS",4.94354872640661
"puma_2100100","KY",5.4447908455623
"puma_2100200","KY",5.40671887012306
"puma_2100300","KY",5.37193748403643
"puma_2100400","KY",5.37950425227819
"puma_2100500","KY",5.39162605204901
"puma_2100600","KY",5.1990419047519
"puma_2100700","KY",5.16661524405429
"puma_2100800","KY",5.18169477020859
"puma_2100900","KY",5.17256008981395
"puma_2101000","KY",5.12491868436402
"puma_2101100","KY",5.04575021805229
"puma_2101200","KY",5.2056794966438
"puma_2101300","KY",5.08530915263681
"puma_2101400","KY",5.26659785563041
"puma_2101500","KY",5.46022141867142
"puma_2101600","KY",5.12282246915031
"puma_2101701","KY",5.3694792407763
"puma_2101702","KY",5.3107118192519
"puma_2101703","KY",5.17552422931856
"puma_2101704","KY",5.23165262292383
"puma_2101705","KY",5.2121498291846
"puma_2101706","KY",5.3694792407763
"puma_2101800","KY",4.97114193234601
"puma_2101901","KY",5.11210962960223
"puma_2101902","KY",5.11071871692241
"puma_2102000","KY",5.04782698911383
"puma_2102100","KY",5.12174140040326
"puma_2102200","KY",5.10756542478949
"puma_2102300","KY",5.01618393174341
"puma_2102400","KY",4.94114528870859
"puma_2102500","KY",4.93230593253123
"puma_2102600","KY",4.98501344097149
"puma_2102700","KY",4.96154565774171
"puma_2102800","KY",4.88204747564913
"puma_2200100","LA",7.71139535094199
"puma_2200101","LA",7.65085954772125
"puma_2200200","LA",7.59189687063965
"puma_2200300","LA",7.61125847274874
"puma_2200400","LA",7.63945296541621
"puma_2200500","LA",7.58138996336138
"puma_2200600","LA",7.88316393087488
"puma_2200700","LA",7.93096151924847
"puma_2200800","LA",8.16199535164592
"puma_2200900","LA",8.3420393812935
"puma_2201000","LA",8.26968471206011
"puma_2201100","LA",8.29299814231511
"puma_2201200","LA",8.29454038401581
"puma_2201201","LA",8.36728606100329
"puma_2201300","LA",8.44074949933045
"puma_2201400","LA",8.16473722574252
"puma_2201500","LA",8.22043145369885
"puma_2201501","LA",8.27699485413766
"puma_2201502","LA",8.31440120412084
"puma_2201600","LA",8.33259772345018
"puma_2201700","LA",8.22727258231535
"puma_2201800","LA",8.08429185050391
"puma_2201900","LA",8.48656330620832
"puma_2202000","LA",8.47622737605616
"puma_2202100","LA",8.5579374797702
"puma_2202200","LA",8.15491141314518
"puma_2202201","LA",8.2231220079945
"puma_2202300","LA",8.61147570830843
"puma_2202301","LA",8.64377333330729
"puma_2202302","LA",8.61244645842823
"puma_2202400","LA",8.65463599867211
"puma_2202401","LA",8.66731493605688
"puma_2202402","LA",8.63540402596896
"puma_2202500","LA",8.57943542029036
"puma_2300100","ME",2.7464674920874
"puma_2300200","ME",2.86216733272199
"puma_2300300","ME",2.9383078314086
"puma_2300400","ME",3.0300269329754
"puma_2300500","ME",3.05383787176043
"puma_2300600","ME",2.98593318586247
"puma_2300700","ME",3.09516393510049
"puma_2300800","ME",3.11245731854493
"puma_2300900","ME",3.11969438463207
"puma_2301000","ME",3.16179212309947
"puma_2400100","MD",4.42466660226607
"puma_2400200","MD",4.62517037291318
"puma_2400301","MD",4.72655893299101
"puma_2400302","MD",4.88328863608269
"puma_2400400","MD",4.71064426754841
"puma_2400501","MD",4.87042452980642
"puma_2400502","MD",4.86025763846631
"puma_2400503","MD",4.76836815159662
"puma_2400504","MD",4.79482011259354
"puma_2400505","MD",5.11392685322998
"puma_2400506","MD",5.18774135235422
"puma_2400507","MD",5.01041264795056
"puma_2400601","MD",4.98920627104032
"puma_2400602","MD",4.95487194166038
"puma_2400700","MD",4.82133968297433
"puma_2400801","MD",4.89930848789367
"puma_2400802","MD",5.07182707401114
"puma_2400803","MD",5.04455721951043
"puma_2400804","MD",5.24857943939755
"puma_2400805","MD",5.31808621616442
"puma_2400901","MD",4.80609303727551
"puma_2400902","MD",4.86984592374419
"puma_2401001","MD",4.79682670657036
"puma_2401002","MD",4.76598891394286
"puma_2401003","MD",4.9117747907241
"puma_2401004","MD",4.96496773141689
"puma_2401005","MD",4.93027834672508
"puma_2401006","MD",4.89589077741033
"puma_2401007","MD",5.03721405525978
"puma_2401101","MD",5.01875956852129
"puma_2401102","MD",4.88666285518897
"puma_2401103","MD",5.05267066737133
"puma_2401104","MD",5.03152486573372
"puma_2401105","MD",4.83160971160816
"puma_2401106","MD",5.01814198099423
"puma_2401107","MD",5.07274768320736
"puma_2401201","MD",4.84876106342188
"puma_2401202","MD",4.9407056011631
"puma_2401203","MD",5.14383233911604
"puma_2401204","MD",5.20515484331162
"puma_2401300","MD",5.06783041705252
"puma_2401400","MD",5.15225641626286
"puma_2401500","MD",5.13765083844457
"puma_2401600","MD",5.17471588453092
"puma_2500100","MA",4.17231965059394
"puma_2500200","MA",4.26633715154423
"puma_2500300","MA",4.37492183417365
"puma_2500301","MA",4.41389675114252
"puma_2500302","MA",4.32588307180836
"puma_2500303","MA",4.4304973784884
"puma_2500304","MA",4.42394649188778
"puma_2500400","MA",4.29579198162098
"puma_2500501","MA",4.41088261489694
"puma_2500502","MA",4.40716212174514
"puma_2500503","MA",4.57074721966465
"puma_2500504","MA",4.47312706807162
"puma_2500505","MA",4.61015622791685
"puma_2500506","MA",4.66554323728761
"puma_2500507","MA",4.73383312172383
"puma_2500508","MA",4.70962806761069
"puma_2500701","MA",4.53874350658094
"puma_2500702","MA",4.48615915773263
"puma_2500703","MA",4.48827739861192
"puma_2500704","MA",4.50475553483981
"puma_2501000","MA",4.52358845094008
"puma_2501300","MA",4.54281415472126
"puma_2501400","MA",4.49809818056852
"puma_2501600","MA",4.34866165959453
"puma_2501900","MA",4.41215633454751
"puma_2501901","MA",4.43085938648369
"puma_2501902","MA",4.45372979293991
"puma_2502400","MA",4.54218355250966
"puma_2502800","MA",4.53132240690286
"puma_2503301","MA",4.65320465594151
"puma_2503302","MA",4.76726869578679
"puma_2503303","MA",4.71880506093121
"puma_2503304","MA",4.65320465594151
"puma_2503305","MA",4.63870361892333
"puma_2503306","MA",4.7937842758243
"puma_2503400","MA",4.64097278766299
"puma_2503500","MA",4.50209415239511
"puma_2503601","MA",4.59060254933999
"puma_2503602","MA",4.53593982345218
"puma_2503603","MA",4.66837253867609
"puma_2503900","MA",4.73746425380442
"puma_2504000","MA",4.52427132078828
"puma_2504200","MA",4.63305658024917
"puma_2504301","MA",4.72163386455855
"puma_2504302","MA",4.86520924828672
"puma_2504303","MA",4.61333037464603
"puma_2504500","MA",4.7138178645815
"puma_2504700","MA",4.7068024298351
"puma_2504800","MA",4.75721495678991
"puma_2504901","MA",4.66089186414781
"puma_2504902","MA",4.69189233352549
"puma_2504903","MA",4.6533086324352
"puma_2600100","MI",3.83959574727305
"puma_2600200","MI",3.95737012161518
"puma_2600300","MI",4.08592676420517
"puma_2600400","MI",4.16125548581658
"puma_2600500","MI",4.36182921994654
"puma_2600600","MI",4.41152087013024
"puma_2600700","MI",4.63397842270938
"puma_2600801","MI",4.70850379023047
"puma_2600802","MI",4.74190950263274
"puma_2600900","MI",4.60100947699501
"puma_2601001","MI",4.68321880747304
"puma_2601002","MI",4.69898650472772
"puma_2601003","MI",4.69898650472772
"puma_2601004","MI",4.61001419346161
"puma_2601100","MI",4.36423650123246
"puma_2601200","MI",4.37032889965573
"puma_2601300","MI",4.20357973096552
"puma_2601400","MI",4.48545375391553
"puma_2601500","MI",4.49836423393515
"puma_2601600","MI",4.37238603803683
"puma_2601701","MI",4.49001020632725
"puma_2601702","MI",4.49630023725169
"puma_2601703","MI",4.49505977505282
"puma_2601704","MI",4.49739400384116
"puma_2601801","MI",4.65293258631384
"puma_2601802","MI",4.62763337810854
"puma_2601900","MI",4.56161487211749
"puma_2602000","MI",4.59978475246387
"puma_2602101","MI",4.73200403140893
"puma_2602102","MI",4.72818957677708
"puma_2602200","MI",4.65821146892289
"puma_2602300","MI",4.60327555837393
"puma_2602400","MI",4.84067008240397
"puma_2602500","MI",4.61062025234421
"puma_2602600","MI",4.62770078762256
"puma_2602701","MI",4.61888014543427
"puma_2602702","MI",4.65282265400253
"puma_2602703","MI",4.6422823166159
"puma_2602800","MI",4.53007538306882
"puma_2602901","MI",4.49815267030521
"puma_2602902","MI",4.52903794746062
"puma_2602903","MI",4.53361694356005
"puma_2602904","MI",4.56009455472553
"puma_2602905","MI",4.56509659154678
"puma_2602906","MI",4.55129429873143
"puma_2602907","MI",4.58798702651506
"puma_2602908","MI",4.736442961459
"puma_2603001","MI",4.53647310798181
"puma_2603002","MI",4.57917097906103
"puma_2603003","MI",4.72259976107433
"puma_2603004","MI",4.6330997211143
"puma_2603005","MI",4.74740838030019
"puma_2603006","MI",4.79611224536109
"puma_2603100","MI",4.59914988166561
"puma_2603201","MI",4.62579325893959
"puma_2603202","MI",4.61855321503073
"puma_2603203","MI",4.80245270760643
"puma_2603204","MI",4.81566189612257
"puma_2603205","MI",4.81653793290673
"puma_2603206","MI",4.81734895479333
"puma_2603207","MI",4.80078854433047
"puma_2603208","MI",4.7733011997617
"puma_2603209","MI",4.78279751940425
"puma_2603210","MI",4.81718940463002
"puma_2603211","MI",4.78234031864338
"puma_2603212","MI",4.783217289321
"puma_2603213","MI",4.7285545042765
"puma_2603300","MI",4.71496814117768
"puma_2700100","MN",2.44250276130867
"puma_2700200","MN",2.40468867866384
"puma_2700300","MN",2.46246520859849
"puma_2700400","MN",2.33510793168492
"puma_2700500","MN",2.41217355664992
"puma_2700600","MN",2.60063933839791
"puma_2700700","MN",2.51199554395286
"puma_2700800","MN",2.55416376755958
"puma_2700900","MN",2.63604923665136
"puma_2701000","MN",2.6565899518225
"puma_2701101","MN",2.66726194498911
"puma_2701102","MN",2.72919892114581
"puma_2701103","MN",2.71520937649793
"puma_2701201","MN",2.7618828328294
"puma_2701202","MN",2.76945082944836
"puma_2701301","MN",2.85356049034496
"puma_2701302","MN",2.83266008493826
"puma_2701303","MN",2.81527060281175
"puma_2701304","MN",2.79848645010825
"puma_2701401","MN",2.7257619612911
"puma_2701402","MN",2.76109379723846
"puma_2701403","MN",2.76919608089442
"puma_2701404","MN",2.76593881693804
"puma_2701405","MN",2.83022049373217
"puma_2701406","MN",2.83022408718033
"puma_2701407","MN",2.83564554425535
"puma_2701408","MN",2.77299156210877
"puma_2701409","MN",2.78547784649119
"puma_2701410","MN",2.80034721785152
"puma_2701501","MN",2.81029455276664
"puma_2701502","MN",2.76141950177449
"puma_2701503","MN",2.79398522959274
"puma_2701600","MN",2.77875887887508
"puma_2701700","MN",2.69636693604971
"puma_2701800","MN",2.65787615686767
"puma_2701900","MN",2.65468325200652
"puma_2702000","MN",2.70499858318587
"puma_2702100","MN",2.73304800084937
"puma_2702200","MN",2.74766595230336
"puma_2702300","MN",2.69720599709467
"puma_2702400","MN",2.69737056698719
"puma_2702500","MN",2.73420379391866
"puma_2702600","MN",2.80078575294822
"puma_2800100","MS",5.49181776683268
"puma_2800200","MS",5.22709824963124
"puma_2800300","MS",5.47062553555167
"puma_2800400","MS",5.47725637385081
"puma_2800500","MS",5.43250541469284
"puma_2800600","MS",5.65338060856072
"puma_2800700","MS",5.5824759509108
"puma_2800800","MS",5.67015031108573
"puma_2800900","MS",5.83908405060139
"puma_2801000","MS",6.00599620895378
"puma_2801100","MS",5.99469127703382
"puma_2801200","MS",5.98462189769754
"puma_2801300","MS",5.89765945073372
"puma_2801400","MS",5.79365073447274
"puma_2801500","MS",5.81445699240846
"puma_2801600","MS",6.04733234958164
"puma_2801700","MS",6.00203615697328
"puma_2801800","MS",6.13727917733463
"puma_2801900","MS",6.21409964067091
"puma_2802000","MS",6.46068714142047
"puma_2802100","MS",6.36007567653296
"puma_2900100","MO",3.65922263078061
"puma_2900200","MO",3.76911870472218
"puma_2900300","MO",3.70345506147615
"puma_2900400","MO",3.87745573999222
"puma_2900500","MO",3.96763180963813
"puma_2900600","MO",4.03066614786004
"puma_2900700","MO",3.8793425606528
"puma_2900800","MO",3.82343635370363
"puma_2900901","MO",3.83572583704814
"puma_2900902","MO",3.99582847714584
"puma_2900903","MO",3.96595881419043
"puma_2901001","MO",4.05171894990951
"puma_2901002","MO",3.90833598314207
"puma_2901003","MO",3.90519628682216
"puma_2901004","MO",3.92395385964825
"puma_2901005","MO",3.98645292887624
"puma_2901100","MO",3.92460853109539
"puma_2901200","MO",4.07912991757445
"puma_2901300","MO",4.0210467423381
"puma_2901400","MO",4.07980186498621
"puma_2901500","MO",3.98365067416483
"puma_2901600","MO",4.05799096442677
"puma_2901701","MO",3.96235973560385
"puma_2901702","MO",3.95147115370402
"puma_2901703","MO",3.95267964046735
"puma_2901801","MO",4.1238423652652
"puma_2901802","MO",4.12362728400049
"puma_2901803","MO",4.13114673251901
"puma_2901804","MO",4.04526502960313
"puma_2901805","MO",4.10591452480442
"puma_2901806","MO",4.01989703137377
"puma_2901807","MO",4.12833457381596
"puma_2901808","MO",4.08012994462029
"puma_2901901","MO",4.13686241844884
"puma_2901902","MO",4.11734831688253
"puma_2902001","MO",4.00614864736356
"puma_2902002","MO",3.99296778751394
"puma_2902100","MO",4.01349226283857
"puma_2902200","MO",4.20208214861046
"puma_2902300","MO",4.34680917656901
"puma_2902400","MO",4.16611395428181
"puma_2902500","MO",4.07369929930277
"puma_2902601","MO",3.99072755277884
"puma_2902602","MO",4.10683339881975
"puma_2902603","MO",4.10610328989572
"puma_2902700","MO",4.15830587692386
"puma_2902800","MO",4.25704155706986
"puma_3000100","MT",3.74399600414557
"puma_3000200","MT",4.00291785526152
"puma_3000300","MT",3.71995192771363
"puma_3000400","MT",3.91912661037163
"puma_3000500","MT",3.82823932329371
"puma_3000600","MT",3.92043086859318
"puma_3000700","MT",4.19895737856689
"puma_3100100","NE",3.67712650316768
"puma_3100200","NE",3.66523519265744
"puma_3100300","NE",3.82571221111251
"puma_3100400","NE",3.79694286262553
"puma_3100500","NE",3.82529835166737
"puma_3100600","NE",3.90257008576439
"puma_3100701","NE",3.79470121448452
"puma_3100702","NE",3.82022172364535
"puma_3100801","NE",3.89202518806465
"puma_3100802","NE",3.89799301590429
"puma_3100901","NE",3.76968311383808
"puma_3100902","NE",3.79535198143554
"puma_3100903","NE",3.81773269907238
"puma_3100904","NE",3.85841694926178
"puma_3200101","NV",4.55321398018862
"puma_3200102","NV",4.3925451159661
"puma_3200103","NV",4.53244294463845
"puma_3200200","NV",4.32926315023744
"puma_3200300","NV",4.40443730831483
"puma_3200401","NV",6.16843845533952
"puma_3200402","NV",6.17290855254943
"puma_3200403","NV",6.21823042934133
"puma_3200404","NV",6.20902904116499
"puma_3200405","NV",6.217102160892
"puma_3200406","NV",6.20040729905377
"puma_3200407","NV",6.03124178883839
"puma_3200408","NV",5.99046200558001
"puma_3200409","NV",6.25659114481162
"puma_3200410","NV",6.24361759844542
"puma_3200411","NV",6.19289983956277
"puma_3200412","NV",6.09798309070361
"puma_3200413","NV",6.09070269134125
"puma_3300100","NH",2.72928960636482
"puma_3300200","NH",2.90496195826916
"puma_3300300","NH",3.0427719374436
"puma_3300400","NH",2.98141258518708
"puma_3300500","NH",2.92630281454553
"puma_3300600","NH",3.05156065658165
"puma_3300700","NH",3.12275842765057
"puma_3300800","NH",3.17401760350842
"puma_3300900","NH",3.11342233263628
"puma_3301000","NH",3.12448128340914
"puma_3400101","NJ",4.6840264836203
"puma_3400102","NJ",4.53063791592925
"puma_3400301","NJ",4.50880694903602
"puma_3400302","NJ",4.51690785180365
"puma_3400303","NJ",4.57869791195555
"puma_3400304","NJ",4.48573090696377
"puma_3400305","NJ",3.84990816799371
"puma_3400306","NJ",4.20594088616816
"puma_3400307","NJ",4.50880694903602
"puma_3400308","NJ",3.96703542161813
"puma_3400400","NJ",4.2792464748583
"puma_3400501","NJ",4.4300283120681
"puma_3400502","NJ",4.27997645931305
"puma_3400503","NJ",4.20400089747652
"puma_3400601","NJ",4.58569116730661
"puma_3400602","NJ",4.54133365127537
"puma_3400701","NJ",4.58894859861647
"puma_3400702","NJ",4.60738922424328
"puma_3400703","NJ",4.54729110840025
"puma_3400800","NJ",4.20313604584986
"puma_3400901","NJ",4.41497156668292
"puma_3400902","NJ",4.38936017016395
"puma_3400903","NJ",4.4641988310018
"puma_3400904","NJ",4.44010622492058
"puma_3400905","NJ",4.45302743702743
"puma_3400906","NJ",4.38898015287781
"puma_3400907","NJ",4.40660379034825
"puma_3401001","NJ",4.20490532888708
"puma_3401002","NJ",4.30889358470338
"puma_3401003","NJ",4.25432204773032
"puma_3401101","NJ",4.49163413697624
"puma_3401102","NJ",4.43764755445318
"puma_3401103","NJ",4.49163413697624
"puma_3401104","NJ",4.51982158490082
"puma_3401105","NJ",4.46743660698383
"puma_3401106","NJ",4.44394379780775
"puma_3401201","NJ",4.46152037961645
"puma_3401202","NJ",4.40070921596188
"puma_3401203","NJ",4.40070921596188
"puma_3401204","NJ",4.40997398701664
"puma_3401205","NJ",4.4047534252307
"puma_3401301","NJ",4.53959255148152
"puma_3401302","NJ",4.54684840166702
"puma_3401401","NJ",4.51274762277019
"puma_3401402","NJ",4.45509121674228
"puma_3401403","NJ",4.29037804353346
"puma_3401404","NJ",4.25422358889464
"puma_3401501","NJ",4.18235953586997
"puma_3401502","NJ",4.05117689263239
"puma_3401503","NJ",4.23097388764626
"puma_3401504","NJ",4.23977738406056
"puma_3401600","NJ",4.05756477134055
"puma_3401700","NJ",4.12556656560502
"puma_3401800","NJ",4.55578692832537
"puma_3401901","NJ",4.44066896979513
"puma_3401902","NJ",4.35338465341956
"puma_3401903","NJ",4.45415971504587
"puma_3401904","NJ",4.42475117016729
"puma_3402001","NJ",4.50224250106725
"puma_3402002","NJ",4.54015128656954
"puma_3402003","NJ",4.53152996394115
"puma_3402101","NJ",4.8476706371895
"puma_3402102","NJ",4.66057136673859
"puma_3402103","NJ",4.45411370047049
"puma_3402104","NJ",4.60435560671597
"puma_3402201","NJ",4.51443427324417
"puma_3402202","NJ",4.4954859235873
"puma_3402301","NJ",4.43494592029927
"puma_3402302","NJ",4.39463950865638
"puma_3402303","NJ",4.40717715532273
"puma_3402400","NJ",4.48427125683396
"puma_3402500","NJ",4.60746602515547
"puma_3402600","NJ",4.60068707964777
"puma_3500100","NM",4.34066703349098
"puma_3500200","NM",4.5600466014522
"puma_3500300","NM",4.23717337050831
"puma_3500400","NM",5.0683567018954
"puma_3500500","NM",4.40824332201185
"puma_3500600","NM",4.96653412819148
"puma_3500700","NM",4.89669061740672
"puma_3500801","NM",4.9301684862251
"puma_3500802","NM",5.01726192681525
"puma_3500803","NM",5.05868345483527
"puma_3500804","NM",5.10054713367165
"puma_3500805","NM",5.13730960743487
"puma_3500806","NM",5.00701454285323
"puma_3500900","NM",5.28457504807236
"puma_3501001","NM",5.79110917272258
"puma_3501002","NM",5.83815166771631
"puma_3501100","NM",5.42601466613952
"puma_3501200","NM",5.72748924990419
"puma_3600100","NY",4.06990705213768
"puma_3600200","NY",4.07852809690087
"puma_3600300","NY",4.28149332049107
"puma_3600401","NY",4.21222954050229
"puma_3600402","NY",4.34049543860447
"puma_3600403","NY",4.26725268409224
"puma_3600500","NY",4.2166437186525
"puma_3600600","NY",4.4272543885047
"puma_3600701","NY",4.64972542233409
"puma_3600702","NY",4.47810010886151
"puma_3600703","NY",4.6269243439702
"puma_3600704","NY",4.40809628127024
"puma_3600800","NY",4.60644989329508
"puma_3600901","NY",4.59011414565559
"puma_3600902","NY",4.59011414565559
"puma_3600903","NY",4.59011414565559
"puma_3600904","NY",4.59011414565559
"puma_3600905","NY",4.6027708663402
"puma_3600906","NY",4.59099413249671
"puma_3601000","NY",4.63173622539387
"puma_3601101","NY",4.57892843897932
"puma_3601102","NY",4.63932003000314
"puma_3601201","NY",4.61605981170949
"puma_3601202","NY",4.60854908082539
"puma_3601203","NY",4.55951494673435
"puma_3601204","NY",4.60164930875414
"puma_3601205","NY",4.60670228154586
"puma_3601206","NY",4.62404922144837
"puma_3601207","NY",4.4288507655525
"puma_3601300","NY",4.43673135029972
"puma_3601400","NY",4.56915440198035
"puma_3601500","NY",4.25398676240377
"puma_3601600","NY",4.25992084859297
"puma_3601700","NY",4.53540472570869
"puma_3601801","NY",4.57358860425582
"puma_3601802","NY",4.47528543260493
"puma_3601900","NY",4.5918439074063
"puma_3602001","NY",4.57839516101841
"puma_3602002","NY",4.56023539806295
"puma_3602100","NY",4.64272400491106
"puma_3602201","NY",4.4387680378257
"puma_3602202","NY",4.42147574647226
"puma_3602203","NY",4.30813138222111
"puma_3602300","NY",4.37370459496731
"puma_3602401","NY",4.39546905545625
"puma_3602402","NY",4.35032658071409
"puma_3602500","NY",4.2853934421557
"puma_3602600","NY",4.58332529661485
"puma_3602701","NY",4.40000212880007
"puma_3602702","NY",4.57478936687909
"puma_3602801","NY",4.60861004788381
"puma_3602802","NY",4.80433093378471
"puma_3602901","NY",4.79494602663181
"puma_3602902","NY",4.83882708297077
"puma_3602903","NY",4.84834972548942
"puma_3603001","NY",4.13881316869374
"puma_3603002","NY",4.25050394073297
"puma_3603003","NY",4.55058284304539
"puma_3603101","NY",4.7924556427134
"puma_3603102","NY",4.8703130170929
"puma_3603103","NY",4.91345038808126
"puma_3603104","NY",5.01042583159186
"puma_3603105","NY",5.12977594416311
"puma_3603106","NY",5.25113973578134
"puma_3603107","NY",5.32500287144137
"puma_3603201","NY",5.40416210736593
"puma_3603202","NY",5.33192626455515
"puma_3603203","NY",5.24516697851459
"puma_3603204","NY",5.39144478130308
"puma_3603205","NY",5.38448306158255
"puma_3603206","NY",5.3012863777348
"puma_3603207","NY",5.32827517163653
"puma_3603208","NY",5.22906455517432
"puma_3603209","NY",5.28709981077534
"puma_3603210","NY",5.16095065841081
"puma_3603211","NY",5.29616235018998
"puma_3603212","NY",5.28843366143903
"puma_3603301","NY",5.18011487249683
"puma_3603302","NY",5.18522137858166
"puma_3603303","NY",5.17019523368413
"puma_3603304","NY",5.27103388843499
"puma_3603305","NY",5.04161494514363
"puma_3603306","NY",5.09525147997127
"puma_3603307","NY",5.2083732471888
"puma_3603308","NY",5.17882028093303
"puma_3603309","NY",5.11855549718149
"puma_3603310","NY",5.1357756011894
"puma_3603311","NY",5.14816923534504
"puma_3603312","NY",5.19729414458135
"puma_3603313","NY",5.19729414458135
"puma_3603701","NY",5.44433721071521
"puma_3603702","NY",5.44433721071521
