puma,state,htg_slope_com_mmbtu_m2_degC
puma_3400902,NJ,9.07815060514457e-06
puma_3400903,NJ,9.311758913504294e-06
puma_3400904,NJ,9.235504527373483e-06
puma_3400905,NJ,9.275556004830076e-06
puma_3400906,NJ,9.076971624563342e-06
puma_3400907,NJ,9.131335022388798e-06
puma_3401001,NJ,8.511851262891881e-06
puma_3401002,NJ,8.825253505132198e-06
puma_3401003,NJ,8.652704331336941e-06
puma_3401101,NJ,9.39896269190042e-06
puma_3401102,NJ,9.22847682779552e-06
puma_3401103,NJ,9.39896269190042e-06
puma_3401104,NJ,9.488231977358067e-06
puma_3401105,NJ,9.32173502898595e-06
puma_3401106,NJ,9.248397383918913e-06
puma_3401201,NJ,9.301008043779674e-06
puma_3401202,NJ,9.113407066628056e-06
puma_3401203,NJ,9.113407066628056e-06
puma_3401204,NJ,9.142022622842957e-06
puma_3401205,NJ,9.12581060097693e-06
puma_3401301,NJ,9.551799164117373e-06
puma_3401302,NJ,9.57502758712182e-06
puma_3401401,NJ,9.462768684475747e-06
puma_3401402,NJ,9.275058758992851e-06
puma_3401403,NJ,8.771757529963086e-06
puma_3401404,NJ,8.664868239419365e-06
puma_3401501,NJ,8.448681210439351e-06
puma_3401502,NJ,8.059202727711119e-06
puma_3401503,NJ,8.594698840772419e-06
puma_3401504,NJ,8.62138338975682e-06
puma_3401600,NJ,8.08244262887774e-06
puma_3401700,NJ,8.277175278359232e-06
puma_3401800,NJ,9.603766603945885e-06
puma_3401901,NJ,9.23648904878028e-06
puma_3401902,NJ,8.962759232728905e-06
puma_3401903,NJ,9.280118157515816e-06
puma_3401904,NJ,9.187475632561941e-06
puma_3402001,NJ,9.428806886397057e-06
puma_3402002,NJ,9.551783993873413e-06
puma_3402003,NJ,9.524762265992281e-06
puma_3402101,NJ,1.056667663011411e-05
puma_3402102,NJ,9.92695500970228e-06
puma_3402103,NJ,9.272516676882817e-06
puma_3402104,NJ,9.760663088088435e-06
puma_3402201,NJ,9.460017615288826e-06
puma_3402202,NJ,9.403087059993512e-06
puma_3402301,NJ,9.220283135791664e-06
puma_3402302,NJ,9.093392212205965e-06
puma_3402303,NJ,9.13328637010426e-06
puma_3402400,NJ,9.374471852580024e-06
puma_3402500,NJ,9.769773002935454e-06
puma_3402600,NJ,9.73939911686348e-06
puma_3500100,NM,7.524881158766556e-06
puma_3500200,NM,8.130175292936125e-06
puma_3500300,NM,7.245231757963406e-06
puma_3500400,NM,9.498916367518885e-06
puma_3500500,NM,7.732546897323386e-06
puma_3500600,NM,9.241394326371416e-06
puma_3500700,NM,9.051722047831985e-06
puma_3500801,NM,9.154259115832304e-06
puma_3500802,NM,9.408997520447625e-06
puma_3500803,NM,9.530430032785416e-06
puma_3500804,NM,9.652293978217683e-06
puma_3500805,NM,9.765039851371801e-06
puma_3500806,NM,9.379928453422796e-06
puma_3500900,NM,1.0090879012815904e-05
puma_3501001,NM,1.18261656677181e-05
puma_3501002,NM,1.2003677154881115e-05
puma_3501100,NM,1.0555704491708903e-05
puma_3501200,NM,1.161885029235802e-05
puma_3600100,NY,7.760916210117023e-06
puma_3600200,NY,7.766214374588265e-06
puma_3600300,NY,8.308252325115726e-06
puma_3600401,NY,8.123333211470526e-06
puma_3600402,NY,8.475653198152645e-06
puma_3600403,NY,8.277464937437465e-06
puma_3600500,NY,8.134755989292914e-06
puma_3600600,NY,8.70405884953635e-06
puma_3600701,NY,9.337422642141246e-06
puma_3600702,NY,8.849090135078108e-06
puma_3600703,NY,9.271459953909529e-06
puma_3600704,NY,8.646810595882861e-06
puma_3600800,NY,9.210111675112849e-06
puma_3600901,NY,9.16737944417052e-06
puma_3600902,NY,9.16737944417052e-06
puma_3600903,NY,9.16737944417052e-06
puma_3600904,NY,9.16737944417052e-06
puma_3600905,NY,9.202549645512133e-06
puma_3600906,NY,9.169762793436212e-06
puma_3601000,NY,9.28295112516489e-06
puma_3601101,NY,9.135210151922507e-06
puma_3601102,NY,9.305605942005352e-06
puma_3601201,NY,9.240987521948071e-06
puma_3601202,NY,9.219726606107158e-06
puma_3601203,NY,9.07178869865742e-06
puma_3601204,NY,9.200144218885439e-06
puma_3601205,NY,9.214478301432395e-06
puma_3601206,NY,9.26397427015093e-06
puma_3601207,NY,8.710140569595133e-06
puma_3601300,NY,8.723015941591825e-06
puma_3601400,NY,9.103969483289237e-06
puma_3601500,NY,8.23469907824936e-06
puma_3601600,NY,8.259183176043112e-06
puma_3601700,NY,9.008159011045019e-06
puma_3601801,NY,9.120118923484235e-06
puma_3601802,NY,8.833503575920451e-06
puma_3601900,NY,9.162333211126884e-06
puma_3602001,NY,9.13409676483524e-06
puma_3602002,NY,9.077133821851911e-06
puma_3602100,NY,9.295146672696424e-06
puma_3602201,NY,8.741981209163375e-06
puma_3602202,NY,8.690186077950062e-06
puma_3602203,NY,8.381500660797986e-06
puma_3602300,NY,8.562534800747057e-06
puma_3602401,NY,8.610941463516969e-06
puma_3602402,NY,8.494181294191773e-06
puma_3602500,NY,8.32338747110216e-06
puma_3602600,NY,9.122307160766093e-06
puma_3602701,NY,8.611818406725913e-06
puma_3602702,NY,9.101774966190554e-06
puma_3602801,NY,9.211564717897823e-06
puma_3602802,NY,9.786365935026922e-06
puma_3602901,NY,9.750324365570951e-06
puma_3602902,NY,9.882202674860974e-06
puma_3602903,NY,9.909653242334702e-06
puma_3603001,NY,7.914806211329024e-06
puma_3603002,NY,8.174014702639334e-06
puma_3603003,NY,8.959458005592084e-06
puma_3603101,NY,9.746417537262121e-06
puma_3603102,NY,9.943196301572343e-06
puma_3603103,NY,1.0108731614327804e-05
puma_3603104,NY,1.0400124624752174e-05
puma_3603105,NY,1.0774874527636836e-05
puma_3603106,NY,1.1156469064170395e-05
puma_3603107,NY,1.1393396664126956e-05
puma_3603201,NY,1.166046422827166e-05
puma_3603202,NY,1.142036922601184e-05
puma_3603203,NY,1.1141355392732903e-05
puma_3603204,NY,1.1618840863203366e-05
puma_3603205,NY,1.1594921179279867e-05
puma_3603206,NY,1.1318890706323228e-05
puma_3603207,NY,1.141107306652653e-05
puma_3603208,NY,1.109195002270592e-05
puma_3603209,NY,1.1278817061015845e-05
puma_3603210,NY,1.0876278711486459e-05
puma_3603211,NY,1.130179202103957e-05
puma_3603212,NY,1.1276573695133618e-05
puma_3603301,NY,1.0937103000084147e-05
puma_3603302,NY,1.095324524230438e-05
puma_3603303,NY,1.0903956751660455e-05
puma_3603304,NY,1.122064925037207e-05
puma_3603305,NY,1.0488816070142655e-05
puma_3603306,NY,1.0668044513081433e-05
puma_3603307,NY,1.1026139809194411e-05
puma_3603308,NY,1.092921646656467e-05
puma_3603309,NY,1.0743251750029618e-05
puma_3603310,NY,1.079685273450598e-05
puma_3603311,NY,1.0835568348893497e-05
puma_3603312,NY,1.0991561700589389e-05
puma_3603313,NY,1.0991561700589389e-05
puma_3603701,NY,1.1793522570901253e-05
puma_3603702,NY,1.1793522570901253e-05
puma_3603703,NY,1.1793522570901253e-05
puma_3603704,NY,1.1793522570901253e-05
puma_3603705,NY,1.1813331590487646e-05
puma_3603706,NY,1.1793522570901253e-05
puma_3603707,NY,1.1793522570901253e-05
puma_3603708,NY,1.1853262569186432e-05
puma_3603709,NY,1.1793522570901253e-05
puma_3603710,NY,1.19189512385762e-05
puma_3603801,NY,1.1798368534332157e-05
puma_3603802,NY,1.1802025468907146e-05
puma_3603803,NY,1.1802025468907146e-05
puma_3603804,NY,1.1804053091614988e-05
puma_3603805,NY,1.1802025468907146e-05
puma_3603806,NY,1.1802025468907146e-05
puma_3603807,NY,1.1802025468907146e-05
puma_3603808,NY,1.1802025468907146e-05
puma_3603809,NY,1.1802025468907146e-05
puma_3603810,NY,1.1802027269200234e-05
puma_3603901,NY,1.1563804378895556e-05
puma_3603902,NY,1.1729550492369858e-05
puma_3603903,NY,1.167520279860344e-05
puma_3604001,NY,1.1802025468907146e-05
puma_3604002,NY,1.1901485453085466e-05
puma_3604003,NY,1.1834371795727298e-05
puma_3604004,NY,1.1842654502483688e-05
puma_3604005,NY,1.1928266869729411e-05
puma_3604006,NY,1.1937668956693292e-05
puma_3604007,NY,1.1940143430736383e-05
puma_3604008,NY,1.1901504373257066e-05
puma_3604009,NY,1.1937668956693292e-05
puma_3604010,NY,1.1937668956693292e-05
puma_3604011,NY,1.1937668956693292e-05
puma_3604012,NY,1.1937668956693292e-05
puma_3604013,NY,1.1937668956693292e-05
puma_3604014,NY,1.1937668956693292e-05
puma_3604015,NY,1.1937668956693292e-05
puma_3604016,NY,1.1937668956693292e-05
puma_3604017,NY,1.1937668956693292e-05
puma_3604018,NY,1.1937668956693292e-05
puma_3604101,NY,1.189619213625814e-05
puma_3604102,NY,1.1948071562389434e-05
puma_3604103,NY,1.191760334959583e-05
puma_3604104,NY,1.1764211393716548e-05
puma_3604105,NY,1.1644726904201412e-05
puma_3604106,NY,1.1787290894671731e-05
puma_3604107,NY,1.1948071562389434e-05
puma_3604108,NY,1.1948071562389434e-05
puma_3604109,NY,1.192664490094978e-05
puma_3604110,NY,1.1948071562389434e-05
puma_3604111,NY,1.1829511894719783e-05
puma_3604112,NY,1.165044606799895e-05
puma_3604113,NY,1.165872493468584e-05
puma_3604114,NY,1.1660489244187125e-05
puma_3700100,NC,9.464433936786062e-06
puma_3700200,NC,1.1237311093491868e-05
puma_3700300,NC,1.2098779480706501e-05
puma_3700400,NC,1.2328792983625715e-05
puma_3700500,NC,1.2342558095550049e-05
puma_3700600,NC,1.2945189720278339e-05
puma_3700700,NC,1.3800794569800856e-05
puma_3700800,NC,1.4159765764201287e-05
puma_3700900,NC,1.3230360224428242e-05
puma_3701000,NC,1.4053516371319912e-05
puma_3701100,NC,1.3182984390098764e-05
puma_3701201,NC,1.3773623216693313e-05
puma_3701202,NC,1.34068223296786e-05
puma_3701203,NC,1.2899413286492776e-05
puma_3701204,NC,1.3377358200104793e-05
puma_3701205,NC,1.3645254930200551e-05
puma_3701206,NC,1.3373397711063298e-05
puma_3701207,NC,1.3293860809328392e-05
puma_3701208,NC,1.3139002382318014e-05
puma_3701301,NC,1.2886022199597317e-05
puma_3701302,NC,1.2590448769972441e-05
puma_3701400,NC,1.3122769489510892e-05
puma_3701500,NC,1.3208708897176942e-05
puma_3701600,NC,1.2872854266547405e-05
puma_3701701,NC,1.2899088276486742e-05
puma_3701702,NC,1.2899088276486742e-05
puma_3701703,NC,1.2790129671033476e-05
puma_3701704,NC,1.3565552500690648e-05
puma_3701801,NC,1.2963279740176298e-05
puma_3701802,NC,1.3207090504485234e-05
puma_3701803,NC,1.2588449155222977e-05
puma_3701900,NC,1.1773140767433202e-05
puma_3702000,NC,1.2517139817720133e-05
puma_3702100,NC,1.1953060929478548e-05
puma_3702201,NC,1.158573062983999e-05
puma_3702202,NC,1.098159286864321e-05
puma_3702300,NC,1.1012465230039963e-05
puma_3702400,NC,1.1612672247123087e-05
puma_3702500,NC,1.1673751152371592e-05
puma_3702600,NC,1.272834315430115e-05
puma_3702700,NC,1.301881274804562e-05
puma_3702800,NC,1.2796406495354522e-05
puma_3702900,NC,1.1673346148839711e-05
puma_3703001,NC,1.3407040137028206e-05
puma_3703002,NC,1.350550964681132e-05
puma_3703101,NC,1.3494202363423224e-05
puma_3703102,NC,1.3376077298431689e-05
puma_3703103,NC,1.3452039509859058e-05
puma_3703104,NC,1.3538478872403031e-05
puma_3703105,NC,1.3376077298431689e-05
puma_3703106,NC,1.3379807045504412e-05
puma_3703107,NC,1.3585135262203474e-05
puma_3703108,NC,1.361106573762593e-05
puma_3703200,NC,1.3391208055144945e-05
puma_3703300,NC,1.3362049889283461e-05
puma_3703400,NC,1.2877293279793167e-05
puma_3703500,NC,1.3134618959179758e-05
puma_3703600,NC,1.3319960364650362e-05
puma_3703700,NC,1.3444108751498989e-05
puma_3703800,NC,1.3819990273062764e-05
puma_3703900,NC,1.3900204695238106e-05
puma_3704000,NC,1.4394428575283579e-05
puma_3704100,NC,1.4524058320883847e-05
puma_3704200,NC,1.419618006724617e-05
puma_3704300,NC,1.50244153587039e-05
puma_3704400,NC,1.5165611138463047e-05
puma_3704500,NC,1.4863095243143148e-05
puma_3704600,NC,1.5176750599767767e-05
puma_3704700,NC,1.569091335925513e-05
puma_3704800,NC,1.5610153002172785e-05
puma_3704900,NC,1.4457564123370617e-05
puma_3705001,NC,1.4174830726652334e-05
puma_3705002,NC,1.4420322091804912e-05
puma_3705003,NC,1.4785115333274466e-05
puma_3705100,NC,1.450219432176404e-05
puma_3705200,NC,1.3897162308068445e-05
puma_3705300,NC,1.375305026609519e-05
puma_3705400,NC,1.3818742920247499e-05
puma_3800100,ND,8.785112877742714e-06
puma_3800200,ND,8.520983899936832e-06
puma_3800300,ND,8.999765163638941e-06
puma_3800400,ND,8.407462537419176e-06
puma_3800500,ND,8.877290332406713e-06
puma_3900100,OH,6.233641612689543e-06
puma_3900200,OH,6.25602196411394e-06
puma_3900300,OH,6.392848653462777e-06
puma_3900400,OH,6.559310551445211e-06
puma_3900500,OH,6.699339133300204e-06
puma_3900600,OH,6.527230072442115e-06
puma_3900700,OH,6.480406755864702e-06
puma_3900801,OH,6.631264842533269e-06
puma_3900802,OH,6.678841124996258e-06
puma_3900901,OH,6.722652764102712e-06
puma_3900902,OH,6.744807141104452e-06
puma_3900903,OH,6.784870057095394e-06
puma_3900904,OH,6.844443649142716e-06
puma_3900905,OH,6.843379821625906e-06
puma_3900906,OH,7.015603181334285e-06
puma_3900907,OH,7.015603181334285e-06
puma_3900908,OH,7.015603181334285e-06
puma_3900909,OH,6.945209824084412e-06
puma_3900910,OH,6.6921700918315535e-06
puma_3901000,OH,6.404248995840577e-06
puma_3901100,OH,6.575192895840904e-06
puma_3901200,OH,6.060547453304013e-06
puma_3901300,OH,6.158557242435222e-06
puma_3901400,OH,6.077379616816712e-06
puma_3901500,OH,6.069487714308029e-06
puma_3901600,OH,6.292711922037859e-06
puma_3901700,OH,6.268725683496538e-06
puma_3901801,OH,6.819766418879469e-06
puma_3901802,OH,6.688162730005531e-06
puma_3901803,OH,6.632427308414335e-06
puma_3901804,OH,6.7997127540470796e-06
puma_3901805,OH,6.626983646369948e-06
puma_3901900,OH,6.35722903938547e-06
puma_3902000,OH,6.423605799632133e-06
puma_3902100,OH,6.287504102258615e-06
puma_3902200,OH,6.256177893357149e-06
puma_3902300,OH,6.366646273556446e-06
puma_3902400,OH,6.544879893972856e-06
puma_3902500,OH,6.530610243819085e-06
puma_3902600,OH,6.597211064302594e-06
puma_3902700,OH,6.5380252815199415e-06
puma_3902800,OH,6.254711349031965e-06
puma_3902900,OH,6.681020695050327e-06
puma_3903000,OH,6.488413153880283e-06
puma_3903100,OH,6.3923780762976945e-06
puma_3903200,OH,6.386099935337547e-06
puma_3903300,OH,6.350808699290574e-06
puma_3903400,OH,6.363616374319724e-06
puma_3903500,OH,6.847537083848219e-06
puma_3903600,OH,7.055480247814245e-06
puma_3903700,OH,6.813091576272197e-06
puma_3903800,OH,6.692441912719167e-06
puma_3903900,OH,7.071095953681893e-06
puma_3904000,OH,6.893969100176663e-06
puma_3904101,OH,7.186631984520774e-06
puma_3904102,OH,7.076784225161383e-06
puma_3904103,OH,6.914007494113075e-06
puma_3904104,OH,6.8923521508240755e-06
puma_3904105,OH,6.9144475023733424e-06
puma_3904106,OH,7.138813153383894e-06
puma_3904107,OH,7.065665495000501e-06
puma_3904108,OH,7.113641803067873e-06
puma_3904109,OH,6.982325225928007e-06
puma_3904110,OH,6.916530915867901e-06
puma_3904111,OH,6.8923521508240755e-06
puma_3904200,OH,6.849307017622222e-06
puma_3904300,OH,6.60700542777453e-06
puma_3904400,OH,6.920977210970061e-06
puma_3904500,OH,6.498804251906543e-06
puma_3904601,OH,7.0132053298061e-06
puma_3904602,OH,6.965036220747872e-06
puma_3904603,OH,7.201813040511778e-06
puma_3904604,OH,7.140849001061893e-06
puma_3904700,OH,7.226920409190662e-06
puma_3904800,OH,7.091341617163075e-06
puma_3904900,OH,6.954644754789961e-06
puma_3905000,OH,7.24905981442216e-06
puma_3905100,OH,7.550522253727414e-06
puma_3905200,OH,6.953675788394808e-06
puma_3905301,OH,7.1128873667127005e-06
puma_3905302,OH,7.0926756409926206e-06
puma_3905401,OH,7.170198948862967e-06
puma_3905402,OH,7.224220810890483e-06
puma_3905403,OH,7.148443970660536e-06
puma_3905501,OH,7.320218122419685e-06
puma_3905502,OH,7.235463911596959e-06
puma_3905503,OH,7.241964391660505e-06
puma_3905504,OH,7.428597852939593e-06
puma_3905505,OH,7.500149208243463e-06
puma_3905506,OH,7.309847057333704e-06
puma_3905507,OH,7.314442538134836e-06
puma_3905600,OH,7.214775667736077e-06
puma_3905700,OH,7.1294592457560425e-06
puma_4000100,OK,1.1669394646212326e-05
puma_4000200,OK,1.2344049189418835e-05
puma_4000300,OK,1.2929480340337663e-05
puma_4000400,OK,1.1923240787793153e-05
puma_4000500,OK,1.084921682224135e-05
puma_4000601,OK,1.2795905943845548e-05
puma_4000602,OK,1.2453219186543552e-05
puma_4000701,OK,1.3083024657072606e-05
puma_4000702,OK,1.3098888760693854e-05
puma_4000800,OK,1.2103972012107587e-05
puma_4000900,OK,1.2386613843203711e-05
puma_4001001,OK,1.2519051587836948e-05
puma_4001002,OK,1.2182995918629567e-05
puma_4001003,OK,1.1960462330386171e-05
puma_4001004,OK,1.2456039190281734e-05
puma_4001005,OK,1.2663870479065364e-05
puma_4001006,OK,1.2272367926113098e-05
puma_4001101,OK,1.2410568690024642e-05
puma_4001102,OK,1.2057875011306562e-05
puma_4001201,OK,1.2125213432308878e-05
puma_4001202,OK,1.2047332071777311e-05
puma_4001203,OK,1.2260788377409225e-05
puma_4001204,OK,1.1970278823396331e-05
puma_4001301,OK,1.1865720111031676e-05
puma_4001302,OK,1.2400343252104998e-05
puma_4001400,OK,1.1294732043507908e-05
puma_4001501,OK,1.212664956526613e-05
puma_4001601,OK,1.1577969107653204e-05
puma_4100100,OR,1.3309876159655216e-05
puma_4100200,OR,1.2907229730324174e-05
puma_4100300,OR,1.2284513236991294e-05
puma_4100400,OR,1.1467328094453724e-05
puma_4100500,OR,1.4829779452374387e-05
puma_4100600,OR,1.542143179632388e-05
puma_4100703,OR,1.525762991603261e-05
puma_4100704,OR,1.537029788336208e-05
puma_4100705,OR,1.5239672938787975e-05
puma_4100800,OR,1.5859537481180177e-05
puma_4100901,OR,1.572733197669603e-05
puma_4100902,OR,1.5041777877303038e-05
puma_4101000,OR,1.668835902485355e-05
puma_4101103,OR,1.5603034825520085e-05
puma_4101104,OR,1.5603034825520085e-05
puma_4101105,OR,1.5464670442237375e-05
puma_4101200,OR,1.5229054389047044e-05
puma_4101301,OR,1.6468379607246023e-05
puma_4101302,OR,1.625798151503683e-05
puma_4101303,OR,1.645279409776942e-05
puma_4101305,OR,1.6494555502066277e-05
puma_4101314,OR,1.6620867716050725e-05
puma_4101316,OR,1.5736329829241938e-05
puma_4101317,OR,1.5578307662886523e-05
puma_4101318,OR,1.695279769806695e-05
puma_4101319,OR,1.6456964912169157e-05
puma_4101320,OR,1.6079153426217267e-05
puma_4101321,OR,1.590023026511665e-05
puma_4101322,OR,1.5790373732667385e-05
puma_4101323,OR,1.7153064283203347e-05
puma_4101324,OR,1.6748341667259788e-05
puma_4200101,PA,9.797247098151315e-06
puma_4200102,PA,9.643494429941856e-06
puma_4200200,PA,9.043038481689153e-06
puma_4200300,PA,8.652605197843098e-06
puma_4200400,PA,8.835551780262309e-06
puma_4200500,PA,8.63045429805724e-06
puma_4200600,PA,9.1464006127134e-06
puma_4200701,PA,9.66443542967655e-06
puma_4200702,PA,9.176410755063814e-06
puma_4200801,PA,9.526829579292805e-06
puma_4200802,PA,9.073013309727678e-06
puma_4200803,PA,9.175419321627794e-06
puma_4200900,PA,1.0091112509670644e-05
puma_4201000,PA,9.801917720652889e-06
puma_4201100,PA,1.0120431057376767e-05
puma_4201200,PA,9.575290432744786e-06
puma_4201300,PA,9.046644781551457e-06
puma_4201400,PA,9.375063771180593e-06
puma_4201501,PA,9.927024697590507e-06
puma_4201502,PA,1.0633567368959565e-05
puma_4201600,PA,9.673467525861116e-06
puma_4201701,PA,1.0579403171112645e-05
puma_4201702,PA,1.0579226277998446e-05
puma_4201801,PA,1.0475788439920298e-05
puma_4201802,PA,1.0335301817059342e-05
puma_4201803,PA,1.0578567112278354e-05
puma_4201804,PA,1.0455256645142744e-05
puma_4201805,PA,1.0511155628189324e-05
puma_4201806,PA,1.0579158168469826e-05
puma_4201807,PA,1.0458044223932495e-05
puma_4201900,PA,9.690381997437238e-06
puma_4202001,PA,1.0151613557685596e-05
puma_4202002,PA,1.0276431307475518e-05
puma_4202003,PA,1.0065171167342953e-05
puma_4202100,PA,9.780854303769988e-06
puma_4202200,PA,9.679623397612491e-06
puma_4202301,PA,1.064808670329881e-05
puma_4202302,PA,1.0734515269882544e-05
puma_4202401,PA,1.0652908155407965e-05
puma_4202402,PA,1.064526508491948e-05
puma_4202500,PA,1.0313892168102788e-05
puma_4202600,PA,1.0651061410113004e-05
puma_4202701,PA,1.0532892582424798e-05
puma_4202702,PA,1.079559824724728e-05
puma_4202703,PA,1.0758298406333353e-05
puma_4202801,PA,9.926385350390845e-06
puma_4202802,PA,1.0320402646288864e-05
puma_4202803,PA,1.0250775519563969e-05
puma_4202901,PA,1.0296746962083008e-05
puma_4202902,PA,1.0243158649906915e-05
puma_4203001,PA,1.048740656094085e-05
puma_4203002,PA,1.1079071714225863e-05
puma_4203003,PA,1.1041139071783562e-05
puma_4203004,PA,1.1000209471387511e-05
puma_4203101,PA,1.0879213054822772e-05
puma_4203102,PA,1.0623985692488002e-05
puma_4203103,PA,1.156090056302424e-05
puma_4203104,PA,1.127878956809422e-05
puma_4203105,PA,1.1455595047039969e-05
puma_4203106,PA,1.1587157962110788e-05
puma_4203201,PA,1.1521068287601116e-05
puma_4203202,PA,1.1595858105943446e-05
puma_4203203,PA,1.1774367453880646e-05
puma_4203204,PA,1.268523964365647e-05
puma_4203205,PA,1.2896502586460222e-05
puma_4203206,PA,1.2493766821616373e-05
puma_4203207,PA,1.2579815420441243e-05
puma_4203208,PA,1.2564550606248282e-05
puma_4203209,PA,1.2750755512432197e-05
puma_4203210,PA,1.2413218099332037e-05
puma_4203211,PA,1.2740641453707967e-05
puma_4203301,PA,1.1568059774088035e-05
puma_4203302,PA,1.2137057542094164e-05
puma_4203303,PA,1.2139256183963139e-05
puma_4203304,PA,1.2009899986454478e-05
puma_4203401,PA,1.0875837829093668e-05
puma_4203402,PA,1.058819076271002e-05
puma_4203403,PA,1.056266426743535e-05
puma_4203404,PA,1.0709840129375533e-05
puma_4203501,PA,1.0900785228214323e-05
puma_4203502,PA,1.0837673483402287e-05
puma_4203503,PA,1.088060962818336e-05
puma_4203504,PA,1.0868566944663535e-05
puma_4203601,PA,1.1307288205958924e-05
puma_4203602,PA,1.0909385315927887e-05
puma_4203603,PA,1.0903933959669941e-05
puma_4203701,PA,1.0612331004506229e-05
puma_4203702,PA,1.0764789272015892e-05
puma_4203800,PA,9.445171849079182e-06
puma_4203900,PA,1.0129740220338062e-05
puma_4204001,PA,9.722415340266042e-06
puma_4204002,PA,1.0367296933555356e-05
puma_4400101,RI,1.078200951948628e-05
puma_4400102,RI,1.0930063688690593e-05
puma_4400103,RI,1.1506858744637692e-05
puma_4400104,RI,1.1506858744637692e-05
puma_4400201,RI,1.144838466586101e-05
puma_4400300,RI,1.1675199548780395e-05
puma_4400400,RI,1.09818621285182e-05
puma_4500101,SC,1.4799781422293905e-05
puma_4500102,SC,1.4619340931715556e-05
puma_4500103,SC,1.4946822069326676e-05
puma_4500104,SC,1.480545792110204e-05
puma_4500105,SC,1.5002992153949216e-05
puma_4500200,SC,1.5166221621937151e-05
puma_4500301,SC,1.5065439599447295e-05
puma_4500302,SC,1.4684225104954403e-05
puma_4500400,SC,1.4725708152202697e-05
puma_4500501,SC,1.4733824614665035e-05
puma_4500502,SC,1.547834773002213e-05
puma_4500601,SC,1.6045864996891954e-05
puma_4500602,SC,1.6731857310651953e-05
puma_4500603,SC,1.6206230927305714e-05
puma_4500604,SC,1.759137754862166e-05
puma_4500605,SC,1.6127513272817843e-05
puma_4500700,SC,1.5303279987074716e-05
puma_4500800,SC,1.65350685774644e-05
puma_4500900,SC,1.6431335847808337e-05
puma_4501000,SC,1.6798364835316116e-05
puma_4501101,SC,1.7064457380427387e-05
puma_4501102,SC,1.709697275236682e-05
puma_4501201,SC,1.7437241793760503e-05
puma_4501202,SC,1.9073408123659764e-05
puma_4501203,SC,1.805243899875032e-05
puma_4501204,SC,1.8528857682195654e-05
puma_4501300,SC,1.7176623185823162e-05
puma_4501400,SC,1.9125441541204343e-05
puma_4501500,SC,1.6650763644252466e-05
puma_4501600,SC,1.5630665427716263e-05
puma_4600100,SD,6.4837516705398496e-06
puma_4600200,SD,6.405564358292505e-06
puma_4600300,SD,5.556943792403405e-06
puma_4600400,SD,6.01774606755574e-06
puma_4600500,SD,6.242260467710867e-06
puma_4600600,SD,6.0334242876075685e-06
puma_4700100,TN,1.6092730341292076e-05
puma_4700200,TN,1.5920544312358885e-05
puma_4700300,TN,1.5968570460124763e-05
puma_4700400,TN,1.553595204210564e-05
puma_4700500,TN,1.554931119766607e-05
puma_4700600,TN,1.631150939799339e-05
puma_4700700,TN,1.5321619881193625e-05
puma_4700800,TN,1.5150022984236019e-05
puma_4700900,TN,1.4664672675824682e-05
puma_4701000,TN,1.5377350594524114e-05
puma_4701100,TN,1.4904201773737687e-05
puma_4701200,TN,1.4809193537574625e-05
puma_4701300,TN,1.5057044069513795e-05
puma_4701400,TN,1.549617449239491e-05
puma_4701500,TN,1.4972385276295698e-05
puma_4701601,TN,1.5635926782596005e-05
puma_4701602,TN,1.5710227035763206e-05
puma_4701603,TN,1.5851390467784978e-05
puma_4701604,TN,1.6222547477637594e-05
puma_4701700,TN,1.651065803211085e-05
puma_4701800,TN,1.6235601948436476e-05
puma_4701900,TN,1.63564220018612e-05
puma_4702001,TN,1.7132462231404978e-05
puma_4702002,TN,1.705815593357986e-05
puma_4702003,TN,1.6060349237615232e-05
puma_4702100,TN,1.589881796543226e-05
puma_4702200,TN,1.63830446359027e-05
puma_4702300,TN,1.574445442102063e-05
puma_4702401,TN,1.559174707416607e-05
puma_4702402,TN,1.5800289515386567e-05
puma_4702501,TN,1.6285962019165752e-05
puma_4702502,TN,1.549895757287567e-05
puma_4702503,TN,1.63912838572495e-05
puma_4702504,TN,1.61926740057616e-05
puma_4702505,TN,1.5865446288593745e-05
puma_4702600,TN,1.5903326921364017e-05
puma_4702700,TN,1.5997755211849166e-05
puma_4702800,TN,1.6063929328803624e-05
puma_4702900,TN,1.688728899759421e-05
puma_4703000,TN,1.6417878821882812e-05
puma_4703100,TN,1.706723717707426e-05
puma_4703201,TN,1.769314363962367e-05
puma_4703202,TN,1.765231339937484e-05
puma_4703203,TN,1.752661429573712e-05
puma_4703204,TN,1.772605696897707e-05
puma_4703205,TN,1.7241493035600695e-05
puma_4703206,TN,1.7408246101265865e-05
puma_4703207,TN,1.7585504653354063e-05
puma_4703208,TN,1.8422487275047732e-05
puma_4800100,TX,1.0194657164358634e-05
puma_4800200,TX,1.0254302586234667e-05
puma_4800300,TX,1.0133496598200864e-05
puma_4800400,TX,1.1199475000805794e-05
puma_4800501,TX,1.1709812611522553e-05
puma_4800502,TX,1.1688132999197061e-05
puma_4800600,TX,1.2521600402998416e-05
puma_4800700,TX,1.2524416670366906e-05
puma_4800800,TX,1.2576080137828075e-05
puma_4800900,TX,1.3789667814148903e-05
puma_4801000,TX,1.2981074837344973e-05
puma_4801100,TX,1.3188932803018335e-05
puma_4801200,TX,1.3648704847985371e-05
