puma,state,htg_slope_com_mmbtu_m2_degC
puma_1302900,GA,1.0987872735632413e-05
puma_1303001,GA,1.0996682076733547e-05
puma_1303002,GA,1.0787953462538745e-05
puma_1303003,GA,1.0910075366407409e-05
puma_1303004,GA,1.1229510335461758e-05
puma_1303005,GA,1.0403034335102385e-05
puma_1303101,GA,1.0235024756786866e-05
puma_1303102,GA,1.0404397960618124e-05
puma_1303200,GA,9.484947881963014e-06
puma_1303300,GA,1.0331239069483145e-05
puma_1303400,GA,1.091184643704543e-05
puma_1303500,GA,1.0679796052659518e-05
puma_1303600,GA,1.1656627220938966e-05
puma_1303700,GA,1.1002773033639893e-05
puma_1303800,GA,1.1084483365966504e-05
puma_1303900,GA,1.1281162251112618e-05
puma_1304000,GA,1.2938408348392644e-05
puma_1304001,GA,1.128959575740648e-05
puma_1304002,GA,1.0570853173376049e-05
puma_1304003,GA,1.1016958154068364e-05
puma_1304004,GA,1.086154011434717e-05
puma_1304005,GA,1.1364742887838453e-05
puma_1304006,GA,1.1429994629155957e-05
puma_1304100,GA,1.2614806001570512e-05
puma_1304200,GA,1.2001479761974865e-05
puma_1304300,GA,1.139620711435736e-05
puma_1304400,GA,1.1070782444492159e-05
puma_1304500,GA,1.0756223468959847e-05
puma_1304600,GA,1.1615007605132459e-05
puma_1305001,GA,1.1205571484085732e-05
puma_1305002,GA,1.1414659538422931e-05
puma_1306001,GA,1.1430448158448514e-05
puma_1306002,GA,1.1235227060262157e-05
puma_1600100,ID,8.317119249727643e-06
puma_1600200,ID,8.79584931892213e-06
puma_1600300,ID,8.272218613619459e-06
puma_1600400,ID,9.491829778926556e-06
puma_1600500,ID,9.93410067611247e-06
puma_1600600,ID,9.806360982189172e-06
puma_1600701,ID,9.95469470769999e-06
puma_1600702,ID,9.810109311383187e-06
puma_1600800,ID,1.0005285841242804e-05
puma_1600900,ID,9.070174943600931e-06
puma_1601000,ID,8.435139482521075e-06
puma_1601100,ID,7.37106885610076e-06
puma_1601200,ID,7.777881685275262e-06
puma_1601300,ID,8.235802646349096e-06
puma_1700104,IL,6.4701598797969125e-06
puma_1700105,IL,6.987937228688326e-06
puma_1700202,IL,7.062547721236652e-06
puma_1700300,IL,7.5553172210129715e-06
puma_1700401,IL,7.730038001714479e-06
puma_1700501,IL,8.042401299994955e-06
puma_1700600,IL,7.719488006787888e-06
puma_1700700,IL,8.076615202507317e-06
puma_1700800,IL,8.75699513344323e-06
puma_1700900,IL,8.47057210942821e-06
puma_1701001,IL,8.261800108793763e-06
puma_1701104,IL,8.6656968402086e-06
puma_1701105,IL,8.528139783409311e-06
puma_1701204,IL,8.354816938018752e-06
puma_1701205,IL,8.618326649485636e-06
puma_1701300,IL,7.628056863301132e-06
puma_1701500,IL,7.750505263983093e-06
puma_1701602,IL,7.412991327706108e-06
puma_1701701,IL,7.271659044592947e-06
puma_1701900,IL,7.219109176286507e-06
puma_1702000,IL,6.996198927280629e-06
puma_1702100,IL,7.232593522631385e-06
puma_1702200,IL,7.2527683382817905e-06
puma_1702300,IL,7.011030974866084e-06
puma_1702400,IL,6.7630741943332845e-06
puma_1702501,IL,6.9396953811523955e-06
puma_1702601,IL,6.414163726996827e-06
puma_1702700,IL,6.408977539143267e-06
puma_1702801,IL,6.605731882820638e-06
puma_1702901,IL,6.363461928120915e-06
puma_1703005,IL,6.853382023450545e-06
puma_1703007,IL,6.797273415800468e-06
puma_1703008,IL,6.518069850648736e-06
puma_1703009,IL,6.500281360533995e-06
puma_1703102,IL,6.971361664013951e-06
puma_1703105,IL,6.931285888204862e-06
puma_1703106,IL,6.840733261393634e-06
puma_1703107,IL,6.885811071528672e-06
puma_1703108,IL,6.892039599501397e-06
puma_1703202,IL,6.58809557668292e-06
puma_1703203,IL,6.58809557668292e-06
puma_1703204,IL,6.58809557668292e-06
puma_1703205,IL,6.6721470232806974e-06
puma_1703207,IL,6.7089293154362186e-06
puma_1703208,IL,6.604032569946925e-06
puma_1703209,IL,6.780934930608363e-06
puma_1703306,IL,6.4523100228755875e-06
puma_1703307,IL,6.44822655401102e-06
puma_1703308,IL,6.34378399442133e-06
puma_1703309,IL,6.4717979534329635e-06
puma_1703310,IL,6.664319338521296e-06
puma_1703401,IL,6.480810142446571e-06
puma_1703407,IL,6.986585775889895e-06
puma_1703408,IL,7.123976908689875e-06
puma_1703409,IL,7.115891696971215e-06
puma_1703410,IL,6.974898611821742e-06
puma_1703411,IL,7.169681984463927e-06
puma_1703412,IL,6.847138198332258e-06
puma_1703413,IL,6.981403539085326e-06
puma_1703414,IL,6.823126561764466e-06
puma_1703415,IL,6.751415524001213e-06
puma_1703416,IL,6.800892068328408e-06
puma_1703417,IL,6.372452255865589e-06
puma_1703418,IL,6.431323261243128e-06
puma_1703419,IL,6.8003114931055556e-06
puma_1703420,IL,6.926808131835407e-06
puma_1703421,IL,6.823261534563647e-06
puma_1703422,IL,6.850060596540944e-06
puma_1703501,IL,7.258025379736008e-06
puma_1703502,IL,7.31594240749695e-06
puma_1703503,IL,7.192449921632124e-06
puma_1703504,IL,7.16448276838049e-06
puma_1703520,IL,6.958873753716236e-06
puma_1703521,IL,7.113535876523446e-06
puma_1703522,IL,7.280491729953731e-06
puma_1703523,IL,7.16798175106296e-06
puma_1703524,IL,7.31594240749695e-06
puma_1703525,IL,7.31594240749695e-06
puma_1703526,IL,7.275542489624097e-06
puma_1703527,IL,7.123976908689875e-06
puma_1703528,IL,7.3701662312638645e-06
puma_1703529,IL,7.4852625705478775e-06
puma_1703530,IL,7.301990576821939e-06
puma_1703531,IL,7.520577676050814e-06
puma_1703532,IL,7.520577676050814e-06
puma_1703601,IL,6.381009921389668e-06
puma_1703602,IL,6.313796671095222e-06
puma_1703700,IL,6.753746894640588e-06
puma_1800101,IN,6.719928793205418e-06
puma_1800102,IN,6.443855488725934e-06
puma_1800103,IN,6.437829666618436e-06
puma_1800104,IN,6.397762998085812e-06
puma_1800200,IN,6.487671656306854e-06
puma_1800300,IN,6.47940806421503e-06
puma_1800401,IN,6.429535956788061e-06
puma_1800402,IN,6.3836272645009785e-06
puma_1800500,IN,6.492678634701108e-06
puma_1800600,IN,6.289192333270885e-06
puma_1800700,IN,6.527810550864508e-06
puma_1800800,IN,6.425478244818549e-06
puma_1800900,IN,6.512728120666953e-06
puma_1801001,IN,6.607850197193269e-06
puma_1801002,IN,6.5559009007277145e-06
puma_1801003,IN,6.522084650312013e-06
puma_1801100,IN,6.672633989101434e-06
puma_1801200,IN,6.977246709102582e-06
puma_1801300,IN,6.5446565214622965e-06
puma_1801400,IN,6.591581825821539e-06
puma_1801500,IN,6.652276599596226e-06
puma_1801600,IN,7.154481955108689e-06
puma_1801700,IN,7.420909675190891e-06
puma_1801801,IN,6.8873416958716e-06
puma_1801802,IN,6.893086007486745e-06
puma_1801803,IN,6.830351347204075e-06
puma_1801900,IN,6.928790884836321e-06
puma_1802000,IN,6.880774654749509e-06
puma_1802100,IN,6.924307370753354e-06
puma_1802200,IN,7.163699672328403e-06
puma_1802301,IN,7.2754448707800565e-06
puma_1802302,IN,6.99324875819452e-06
puma_1802303,IN,6.816519605736946e-06
puma_1802304,IN,7.2882599416607285e-06
puma_1802305,IN,6.943851277972278e-06
puma_1802306,IN,6.877916162232006e-06
puma_1802307,IN,7.020404008045958e-06
puma_1802400,IN,6.986041164366645e-06
puma_1802500,IN,6.981031715945796e-06
puma_1802600,IN,6.870953024215756e-06
puma_1802700,IN,7.544058718421226e-06
puma_1802800,IN,7.3623857154816585e-06
puma_1802900,IN,7.379992793778344e-06
puma_1803000,IN,7.708374706836338e-06
puma_1803100,IN,7.241960661081548e-06
puma_1803200,IN,8.188531838354964e-06
puma_1803300,IN,8.819095494925652e-06
puma_1803400,IN,8.032291518057217e-06
puma_1803500,IN,8.339144883906887e-06
puma_1803600,IN,8.351540633384764e-06
puma_1900100,IA,4.631997788599605e-06
puma_1900200,IA,4.530217395215558e-06
puma_1900400,IA,4.716285692238523e-06
puma_1900500,IA,4.912657686296313e-06
puma_1900600,IA,4.742953815965101e-06
puma_1900700,IA,4.90109862665428e-06
puma_1900800,IA,5.288258803942714e-06
puma_1900900,IA,5.508136889261908e-06
puma_1901000,IA,5.229496838485364e-06
puma_1901100,IA,5.324126535962892e-06
puma_1901200,IA,4.927864965138403e-06
puma_1901300,IA,4.999333867706582e-06
puma_1901400,IA,5.164913008874762e-06
puma_1901500,IA,5.340287405428284e-06
puma_1901600,IA,5.223212470600546e-06
puma_1901700,IA,5.349394180059659e-06
puma_1901800,IA,5.234624755899181e-06
puma_1901900,IA,4.859270366466928e-06
puma_1902000,IA,4.95550962154534e-06
puma_1902100,IA,5.318645637561842e-06
puma_1902200,IA,5.356399875108215e-06
puma_1902300,IA,5.747552644529285e-06
puma_2000100,KS,5.953464535337433e-06
puma_2000200,KS,6.291743120919269e-06
puma_2000300,KS,6.259296239768493e-06
puma_2000400,KS,6.284449409213724e-06
puma_2000500,KS,6.630587037390776e-06
puma_2000601,KS,6.371609900895349e-06
puma_2000602,KS,6.577413727099434e-06
puma_2000603,KS,6.441137181087457e-06
puma_2000604,KS,6.518946662161427e-06
puma_2000700,KS,6.290345489371231e-06
puma_2000801,KS,6.423648093951756e-06
puma_2000802,KS,6.2670650768545085e-06
puma_2000900,KS,6.530050862550115e-06
puma_2001000,KS,6.448309728868401e-06
puma_2001100,KS,6.740317039703196e-06
puma_2001200,KS,6.454214916732615e-06
puma_2001301,KS,6.778466968714577e-06
puma_2001302,KS,6.809546449819309e-06
puma_2001303,KS,6.882798894511713e-06
puma_2001304,KS,6.840621239407254e-06
puma_2001400,KS,6.530245311959847e-06
puma_2001500,KS,7.0411644458385365e-06
puma_2100100,KY,1.3131382832422903e-05
puma_2100200,KY,1.2989956048241424e-05
puma_2100300,KY,1.286216017528563e-05
puma_2100400,KY,1.2886168565779109e-05
puma_2100500,KY,1.2938096034463643e-05
puma_2100600,KY,1.222123359986649e-05
puma_2100700,KY,1.2104728001891358e-05
puma_2100800,KY,1.2148217111884927e-05
puma_2100900,KY,1.2125943506483647e-05
puma_2101000,KY,1.1949615482446456e-05
puma_2101100,KY,1.1656037423202795e-05
puma_2101200,KY,1.2244681325363274e-05
puma_2101300,KY,1.1809174431910319e-05
puma_2101400,KY,1.2468632276227555e-05
puma_2101500,KY,1.3198400370761285e-05
puma_2101600,KY,1.1932225962030769e-05
puma_2101701,KY,1.2856349607916476e-05
puma_2101702,KY,1.2635345943223793e-05
puma_2101703,KY,1.2127235385512103e-05
puma_2101704,KY,1.2340558685471477e-05
puma_2101705,KY,1.2269504005957326e-05
puma_2101706,KY,1.2856349607916476e-05
puma_2101800,KY,1.140392494165142e-05
puma_2101901,KY,1.1909888667362668e-05
puma_2101902,KY,1.1904788448467107e-05
puma_2102000,KY,1.1679750696927175e-05
puma_2102100,KY,1.1940564490020256e-05
puma_2102200,KY,1.1872500059601484e-05
puma_2102300,KY,1.156544522546634e-05
puma_2102400,KY,1.130543878946756e-05
puma_2102500,KY,1.1275356961674752e-05
puma_2102600,KY,1.145449908175404e-05
puma_2102700,KY,1.1368053680810675e-05
puma_2102800,KY,1.1097501028631426e-05
puma_2200100,LA,1.310311444707706e-05
puma_2200101,LA,1.2929721551102292e-05
puma_2200200,LA,1.2760319633903461e-05
puma_2200300,LA,1.2806079297916497e-05
puma_2200400,LA,1.289287439721896e-05
puma_2200500,LA,1.2728604448541911e-05
puma_2200600,LA,1.3597653925920424e-05
puma_2200700,LA,1.374147692344656e-05
puma_2200800,LA,1.4433644421697459e-05
puma_2200900,LA,1.4991292826311968e-05
puma_2201000,LA,1.4765313723185446e-05
puma_2201100,LA,1.4838061739167912e-05
puma_2201200,LA,1.4843008427893918e-05
puma_2201201,LA,1.5068607116480992e-05
puma_2201300,LA,1.5301084530345558e-05
puma_2201400,LA,1.4439733677728678e-05
puma_2201500,LA,1.461588235339803e-05
puma_2201501,LA,1.4789512960118287e-05
puma_2201502,LA,1.4904289104873462e-05
puma_2201600,LA,1.4962170573291882e-05
puma_2201700,LA,1.46303902857717e-05
puma_2201800,LA,1.4201077803415313e-05
puma_2201900,LA,1.544586632198685e-05
puma_2202000,LA,1.5413382596804806e-05
puma_2202100,LA,1.567522232791927e-05
puma_2202200,LA,1.4415556537700853e-05
puma_2202201,LA,1.4623026855545406e-05
puma_2202300,LA,1.5847206372213297e-05
puma_2202301,LA,1.595151832809314e-05
puma_2202302,LA,1.5849508968813825e-05
puma_2202400,LA,1.5987144297741265e-05
puma_2202401,LA,1.6028331674409823e-05
puma_2202402,LA,1.5924668791015503e-05
puma_2202500,LA,1.5741985287960656e-05
puma_2300100,ME,1.1941078481996133e-05
puma_2300200,ME,1.2636040759873533e-05
puma_2300300,ME,1.3092695646500843e-05
puma_2300400,ME,1.3663278087599017e-05
puma_2300500,ME,1.3802611439220514e-05
puma_2300600,ME,1.3390155602904148e-05
puma_2300700,ME,1.4067853257831235e-05
puma_2300800,ME,1.4149421897005782e-05
puma_2300900,ME,1.4220370488507128e-05
puma_2301000,ME,1.4493620415126767e-05
puma_2400100,MD,1.0031936478056945e-05
puma_2400200,MD,1.0784111079148677e-05
puma_2400301,MD,1.1128972707507276e-05
puma_2400302,MD,1.1701929274083555e-05
puma_2400400,MD,1.108065007587289e-05
puma_2400501,MD,1.1648134816108785e-05
puma_2400502,MD,1.1627387731270151e-05
puma_2400503,MD,1.129391082983537e-05
puma_2400504,MD,1.1384704873854485e-05
puma_2400505,MD,1.2580720537316418e-05
puma_2400506,MD,1.2869626998477448e-05
puma_2400507,MD,1.2137247795576258e-05
puma_2400601,MD,1.2095947492413613e-05
puma_2400602,MD,1.1973412370674683e-05
puma_2400700,MD,1.1479215734474159e-05
puma_2400801,MD,1.1732274970964452e-05
puma_2400802,MD,1.2352101220256277e-05
puma_2400803,MD,1.229490613284697e-05
puma_2400804,MD,1.310107785103975e-05
puma_2400805,MD,1.334829655066546e-05
puma_2400901,MD,1.142799957277601e-05
puma_2400902,MD,1.166047396059899e-05
puma_2401001,MD,1.139125291448122e-05
puma_2401002,MD,1.1279616512674038e-05
puma_2401003,MD,1.181823364618142e-05
puma_2401004,MD,1.2014777235059342e-05
puma_2401005,MD,1.1885474394748537e-05
puma_2401006,MD,1.1757659848472014e-05
puma_2401007,MD,1.2289072079492017e-05
puma_2401101,MD,1.2216899448718696e-05
puma_2401102,MD,1.1721691032163061e-05
puma_2401103,MD,1.2346258221743006e-05
puma_2401104,MD,1.225784199967292e-05
puma_2401105,MD,1.1521915795750422e-05
puma_2401106,MD,1.2212088093744782e-05
puma_2401107,MD,1.2424609143991413e-05
puma_2401201,MD,1.1582942032542202e-05
puma_2401202,MD,1.191210513685291e-05
puma_2401203,MD,1.2679572414405308e-05
puma_2401204,MD,1.2930057254311382e-05
puma_2401300,MD,1.2390715294877208e-05
puma_2401400,MD,1.2722039922472317e-05
puma_2401500,MD,1.2661557835305295e-05
puma_2401600,MD,1.2815692410432127e-05
puma_2500100,MA,1.1843843116084586e-05
puma_2500200,MA,1.2214567582635009e-05
puma_2500300,MA,1.2665063658227666e-05
puma_2500301,MA,1.2817413146653234e-05
puma_2500302,MA,1.245607622920072e-05
puma_2500303,MA,1.2891013414576711e-05
puma_2500304,MA,1.2855783233110416e-05
puma_2500400,MA,1.2320653136899845e-05
puma_2500501,MA,1.2811841547897238e-05
puma_2500502,MA,1.2797715180592317e-05
puma_2500503,MA,1.3482360049904415e-05
puma_2500504,MA,1.3071625698381417e-05
puma_2500505,MA,1.3650345479891509e-05
puma_2500506,MA,1.3890633018331925e-05
puma_2500507,MA,1.4186790546396982e-05
puma_2500508,MA,1.4074354531435562e-05
puma_2500701,MA,1.3339673932904658e-05
puma_2500702,MA,1.3115826008659492e-05
puma_2500703,MA,1.3126367280954078e-05
puma_2500704,MA,1.3198335161430097e-05
puma_2501000,MA,1.3275855178128396e-05
puma_2501300,MA,1.3362023275650736e-05
puma_2501400,MA,1.317602868655398e-05
puma_2501600,MA,1.2553219115847796e-05
puma_2501900,MA,1.2817686858048629e-05
puma_2501901,MA,1.289305957713632e-05
puma_2501902,MA,1.2982472519121416e-05
puma_2502400,MA,1.3360916656828707e-05
puma_2502800,MA,1.3312013621587283e-05
puma_2503301,MA,1.3838209228763767e-05
puma_2503302,MA,1.4335595629370044e-05
puma_2503303,MA,1.4120731559352018e-05
puma_2503304,MA,1.3838209228763767e-05
puma_2503305,MA,1.377411588789138e-05
puma_2503306,MA,1.4455429260300856e-05
puma_2503400,MA,1.3783710685940237e-05
puma_2503500,MA,1.3189319430347977e-05
puma_2503601,MA,1.356640490146382e-05
puma_2503602,MA,1.3326693789740569e-05
puma_2503603,MA,1.3894255648158927e-05
puma_2503900,MA,1.4200393513821698e-05
puma_2504000,MA,1.3286302399037673e-05
puma_2504200,MA,1.3739516916205917e-05
puma_2504301,MA,1.413041843947945e-05
puma_2504302,MA,1.477279649977289e-05
puma_2504303,MA,1.3662300872026753e-05
puma_2504500,MA,1.4097057033034978e-05
puma_2504700,MA,1.406846997612961e-05
puma_2504800,MA,1.4290904374092636e-05
puma_2504901,MA,1.3855424496852022e-05
puma_2504902,MA,1.3995096459053263e-05
puma_2504903,MA,1.3837506151416242e-05
puma_2600100,MI,4.508678039783374e-06
puma_2600200,MI,4.695220617910242e-06
puma_2600300,MI,4.899512605023748e-06
puma_2600400,MI,5.018518434109162e-06
puma_2600500,MI,5.35775825686087e-06
puma_2600600,MI,5.442493436667786e-06
puma_2600700,MI,5.832269577066286e-06
puma_2600801,MI,5.960815972512623e-06
puma_2600802,MI,6.023504933333231e-06
puma_2600900,MI,5.766889573085578e-06
puma_2601001,MI,5.9213995173774646e-06
puma_2601002,MI,5.9509392521083556e-06
puma_2601003,MI,5.9509392521083556e-06
puma_2601004,MI,5.7866724886752785e-06
puma_2601100,MI,5.358629624293281e-06
puma_2601200,MI,5.371232163459452e-06
puma_2601300,MI,5.092083195698343e-06
puma_2601400,MI,5.569759330933483e-06
puma_2601500,MI,5.594220259863937e-06
puma_2601600,MI,5.3770100122802195e-06
puma_2601701,MI,5.579230044523612e-06
puma_2601702,MI,5.590765863566792e-06
puma_2601703,MI,5.588598552364909e-06
puma_2601704,MI,5.592501076284736e-06
puma_2601801,MI,5.867824601558158e-06
puma_2601802,MI,5.822446056069324e-06
puma_2601900,MI,5.7042268810441736e-06
puma_2602000,MI,5.770848494437484e-06
puma_2602101,MI,6.0104495231071084e-06
puma_2602102,MI,6.003955254560805e-06
puma_2602200,MI,5.876856268525122e-06
puma_2602300,MI,5.774605413075364e-06
puma_2602400,MI,6.210297559925874e-06
puma_2602500,MI,5.790949548288002e-06
puma_2602600,MI,5.8227158189354985e-06
puma_2602701,MI,5.80581480826318e-06
puma_2602702,MI,5.867074394967733e-06
puma_2602703,MI,5.8479155942205665e-06
puma_2602800,MI,5.649650101551758e-06
puma_2602901,MI,5.59375851814823e-06
puma_2602902,MI,5.647431210670857e-06
puma_2602903,MI,5.654947276649184e-06
puma_2602904,MI,5.702126772123681e-06
puma_2602905,MI,5.711016226008299e-06
puma_2602906,MI,5.686869217993966e-06
puma_2602907,MI,5.7508641664526825e-06
puma_2602908,MI,6.014359540218266e-06
puma_2603001,MI,5.659997424347462e-06
puma_2603002,MI,5.73560663903146e-06
puma_2603003,MI,5.991318549319985e-06
puma_2603004,MI,5.830689408025628e-06
puma_2603005,MI,6.038629598416205e-06
puma_2603006,MI,6.127968395349986e-06
puma_2603100,MI,5.7686914397701625e-06
puma_2603201,MI,5.818937917179515e-06
puma_2603202,MI,5.8038343251833345e-06
puma_2603203,MI,6.140021922812839e-06
puma_2603204,MI,6.162740278098184e-06
puma_2603205,MI,6.165207747996981e-06
puma_2603206,MI,6.1672318176495825e-06
puma_2603207,MI,6.136953842650791e-06
puma_2603208,MI,6.08495346018209e-06
puma_2603209,MI,6.1038695740166705e-06
puma_2603210,MI,6.167059423497299e-06
puma_2603211,MI,6.1007915382465574e-06
puma_2603212,MI,6.104635713491849e-06
puma_2603213,MI,6.002038755132133e-06
puma_2603300,MI,5.9790312936564435e-06
puma_2700100,MN,5.440401831248073e-06
puma_2700200,MN,5.3352868116506925e-06
puma_2700300,MN,5.503796217413053e-06
puma_2700400,MN,5.1356793985775094e-06
puma_2700500,MN,5.361577685243597e-06
puma_2700600,MN,5.908110212221331e-06
puma_2700700,MN,5.6446378675962675e-06
puma_2700800,MN,5.7727250818783245e-06
puma_2700900,MN,6.0169988441460655e-06
puma_2701000,MN,6.081769509621694e-06
puma_2701101,MN,6.1164489234287614e-06
puma_2701102,MN,6.302812051600055e-06
puma_2701103,MN,6.257629735270937e-06
puma_2701201,MN,6.406128399907462e-06
puma_2701202,MN,6.434803980736388e-06
puma_2701301,MN,6.706403895482451e-06
puma_2701302,MN,6.637789266059084e-06
puma_2701303,MN,6.581117229327934e-06
puma_2701304,MN,6.527699936547564e-06
puma_2701401,MN,6.297966130795888e-06
puma_2701402,MN,6.410000714316596e-06
puma_2701403,MN,6.435685772526577e-06
puma_2701404,MN,6.425354719521175e-06
puma_2701405,MN,6.629820306108352e-06
puma_2701406,MN,6.630370197058283e-06
puma_2701407,MN,6.647977117561692e-06
puma_2701408,MN,6.4474645627036435e-06
puma_2701409,MN,6.487153995681706e-06
puma_2701410,MN,6.534862073468606e-06
puma_2701501,MN,6.5630283466147424e-06
puma_2701502,MN,6.409755956895157e-06
puma_2701503,MN,6.514512956883015e-06
puma_2701600,MN,6.4636951042210295e-06
puma_2701700,MN,6.205776423917014e-06
puma_2701800,MN,6.087745638542491e-06
puma_2701900,MN,6.0776884942849786e-06
puma_2702000,MN,6.232577447597681e-06
puma_2702100,MN,6.318985523499742e-06
puma_2702200,MN,6.3671894479009205e-06
puma_2702300,MN,6.2084725319892146e-06
puma_2702400,MN,6.209825063923233e-06
puma_2702500,MN,6.3229220142008845e-06
puma_2702600,MN,6.527598258768647e-06
puma_2800100,MS,1.3821562837355588e-05
puma_2800200,MS,1.2763674970970163e-05
puma_2800300,MS,1.3738899748502123e-05
puma_2800400,MS,1.3765329345644198e-05
puma_2800500,MS,1.3579904305299195e-05
puma_2800600,MS,1.4500370678882501e-05
puma_2800700,MS,1.419761046319937e-05
puma_2800800,MS,1.457353347516178e-05
puma_2800900,MS,1.53011286234235e-05
puma_2801000,MS,1.60492434635955e-05
puma_2801100,MS,1.5998228734721165e-05
puma_2801200,MS,1.594758649697121e-05
puma_2801300,MS,1.5562130237299038e-05
puma_2801400,MS,1.5102395822498607e-05
puma_2801500,MS,1.5196139126111912e-05
puma_2801600,MS,1.6231878686927853e-05
puma_2801700,MS,1.6031241886003858e-05
puma_2801800,MS,1.6649765449815016e-05
puma_2801900,MS,1.7006139171408426e-05
puma_2802000,MS,1.818797356756444e-05
puma_2802100,MS,1.7697934207677044e-05
puma_2900100,MO,6.208252729413619e-06
puma_2900200,MO,6.488237790896189e-06
puma_2900300,MO,6.316321036446268e-06
puma_2900400,MO,6.767001469984084e-06
puma_2900500,MO,7.006587255346469e-06
puma_2900600,MO,7.179298553404461e-06
puma_2900700,MO,6.77116465009976e-06
puma_2900800,MO,6.6248525863843e-06
puma_2900901,MO,6.656835185215358e-06
puma_2900902,MO,7.078129715574081e-06
puma_2900903,MO,7.0017774628323685e-06
puma_2901001,MO,7.23657073360389e-06
puma_2901002,MO,6.851316138588013e-06
puma_2901003,MO,6.842710245306269e-06
puma_2901004,MO,6.892791745407597e-06
puma_2901005,MO,7.058222899768519e-06
puma_2901100,MO,6.89403500460986e-06
puma_2901200,MO,7.3105049127202225e-06
puma_2901300,MO,7.152690752820787e-06
puma_2901400,MO,7.305235671711639e-06
puma_2901500,MO,7.044791893965878e-06
puma_2901600,MO,7.244806694176881e-06
puma_2901701,MO,6.995117709742827e-06
puma_2901702,MO,6.966075042078115e-06
puma_2901703,MO,6.969393469575404e-06
puma_2901801,MO,7.4367416953036076e-06
puma_2901802,MO,7.436305386751923e-06
puma_2901803,MO,7.457214230275675e-06
puma_2901804,MO,7.21891810433513e-06
puma_2901805,MO,7.385346218847625e-06
puma_2901806,MO,7.150733198540883e-06
puma_2901807,MO,7.448371791447396e-06
puma_2901808,MO,7.3140846995809355e-06
puma_2901901,MO,7.472614686880338e-06
puma_2901902,MO,7.417472560899773e-06
puma_2902001,MO,7.112658077080102e-06
puma_2902002,MO,7.077172297913897e-06
puma_2902100,MO,7.132812112668791e-06
puma_2902200,MO,7.65324313676354e-06
puma_2902300,MO,8.071377615039475e-06
puma_2902400,MO,7.546463075169003e-06
puma_2902500,MO,7.295902801301055e-06
puma_2902601,MO,7.062908638488368e-06
puma_2902602,MO,7.3895956531245585e-06
puma_2902603,MO,7.3875668882383885e-06
puma_2902700,MO,7.53030587146792e-06
puma_2902800,MO,7.811296793595634e-06
puma_3000100,MT,7.796471316896154e-06
puma_3000200,MT,8.557958567069205e-06
puma_3000300,MT,7.715292738146649e-06
puma_3000400,MT,8.293064956064279e-06
puma_3000500,MT,8.031202456943088e-06
puma_3000600,MT,8.292274565710086e-06
puma_3000700,MT,9.153978821359013e-06
puma_3100100,NE,7.402135201646767e-06
puma_3100200,NE,7.372365206844796e-06
puma_3100300,NE,7.833934673542693e-06
puma_3100400,NE,7.75282266946793e-06
puma_3100500,NE,7.836503679030805e-06
puma_3100600,NE,8.064263250551848e-06
puma_3100701,NE,7.747206860777728e-06
puma_3100702,NE,7.824548134415395e-06
puma_3100801,NE,8.037871098202486e-06
puma_3100802,NE,8.055817701655024e-06
puma_3100901,NE,7.676121735525292e-06
puma_3100902,NE,7.751475542606992e-06
puma_3100903,NE,7.815495494841128e-06
puma_3100904,NE,7.937171168178644e-06
puma_3200101,NV,1.0322739777708507e-05
puma_3200102,NV,9.753500099367613e-06
puma_3200103,NV,1.025580919143808e-05
puma_3200200,NV,9.554542994073882e-06
puma_3200300,NV,9.504350670064224e-06
puma_3200401,NV,1.6811987482846082e-05
puma_3200402,NV,1.683362773638781e-05
puma_3200403,NV,1.704993174229716e-05
puma_3200404,NV,1.7003430804404485e-05
puma_3200405,NV,1.7044645780350288e-05
puma_3200406,NV,1.696664094908811e-05
puma_3200407,NV,1.5991103812380638e-05
puma_3200408,NV,1.5964965119508544e-05
puma_3200409,NV,1.722986703797409e-05
puma_3200410,NV,1.7168927857579393e-05
puma_3200411,NV,1.6927184694394357e-05
puma_3200412,NV,1.6470520803901022e-05
puma_3200413,NV,1.6455242151551748e-05
puma_3300100,NH,1.1162791155532172e-05
puma_3300200,NH,1.2188603617007281e-05
puma_3300300,NH,1.3005185662067832e-05
puma_3300400,NH,1.2646807478154672e-05
puma_3300500,NH,1.2312676161946548e-05
puma_3300600,NH,1.3059048914801215e-05
puma_3300700,NH,1.3483564720194065e-05
puma_3300800,NH,1.380855491434118e-05
puma_3300900,NH,1.3436357552900404e-05
puma_3301000,NH,1.3497013281032673e-05
puma_3400101,NJ,1.0017547599493146e-05
puma_3400102,NJ,9.521600781292102e-06
puma_3400301,NJ,9.453514991072245e-06
puma_3400302,NJ,9.479225778957249e-06
puma_3400303,NJ,9.676533841630003e-06
puma_3400304,NJ,9.37768243332519e-06
puma_3400305,NJ,7.354689770967487e-06
puma_3400306,NJ,8.519846682192909e-06
puma_3400307,NJ,9.453514991072245e-06
puma_3400308,NJ,7.708176546182121e-06
puma_3400400,NJ,8.74049159235466e-06
puma_3400501,NJ,9.198591847855923e-06
puma_3400502,NJ,8.742697819613583e-06
puma_3400503,NJ,8.512588306536025e-06
puma_3400601,NJ,9.699651714478998e-06
puma_3400602,NJ,9.55736482688988e-06
puma_3400701,NJ,9.70995168454261e-06
puma_3400702,NJ,9.77051582421347e-06
puma_3400703,NJ,9.576447749635225e-06
puma_3400800,NJ,8.5077062572458e-06
puma_3400901,NJ,9.157385369398138e-06
