temp,cop
-40,1
-39.9,1
-39.8,1
-39.7,1
-39.6,1
-39.5,1
-39.4,1
-39.3,1
-39.2,1
-39.1,1
-39,1
-38.9,1
-38.8,1
-38.7,1
-38.6,1
-38.5,1
-38.4,1
-38.3,1
-38.2,1
-38.1,1
-38,1
-37.9,1
-37.8,1
-37.7,1
-37.6,1
-37.5,1
-37.4,1
-37.3,1
-37.2,1
-37.1,1
-37,1
-36.9,1
-36.8,1
-36.7,1
-36.6,1
-36.5,1
-36.4,1
-36.3,1
-36.2,1
-36.1,1
-36,1
-35.9,1
-35.8,1
-35.7,1
-35.6,1
-35.5,1
-35.4,1
-35.3,1
-35.2,1
-35.1,1
-35,1
-34.9,1
-34.8,1
-34.7,1
-34.6,1
-34.5,1
-34.4,1
-34.3,1
-34.2,1
-34.1,1
-34,1
-33.9,1
-33.8,1
-33.7,1
-33.6,1
-33.5,1
-33.4,1
-33.3,1
-33.2,1
-33.1,1
-33,1
-32.9,1
-32.8,1
-32.7,1
-32.6,1
-32.5,1
-32.4,1
-32.3,1
-32.2,1
-32.1,1
-32,1
-31.9,1
-31.8,1
-31.7,1
-31.6,1
-31.5,1
-31.4,1
-31.3,1
-31.2,1
-31.1,1
-31,1
-30.9,1
-30.8,1
-30.7,1
-30.6,1
-30.5,1
-30.4,1
-30.3,1
-30.2,1
-30.1,1
-30,1
-29.9,1
-29.8,1
-29.7,1
-29.6,1
-29.5,1
-29.4,1
-29.3,1
-29.2,1
-29.1,1
-29,1
-28.9,1
-28.8,1
-28.7,1
-28.6,1
-28.5,1
-28.4,1
-28.3,1
-28.2,1
-28.1,1
-28,1
-27.9,1
-27.8,1
-27.7,1
-27.6,1
-27.5,1
-27.4,1.002520063
-27.3,1.011974202
-27.2,1.02149341
-27.1,1.031079033
-27,1.040732428
-26.9,1.050454968
-26.8,1.060248039
-26.7,1.070113041
-26.6,1.080051391
-26.5,1.090064522
-26.4,1.100153886
-26.3,1.11032095
-26.2,1.120567204
-26.1,1.130894154
-26,1.14130333
-25.9,1.151796281
-25.8,1.162374582
-25.7,1.173039828
-25.6,1.18379364
-25.5,1.194637663
-25.4,1.20557357
-25.3,1.216603059
-25.2,1.227727857
-25.1,1.238949719
-25,1.250270432
-24.9,1.261691812
-24.8,1.273215707
-24.7,1.284844
-24.6,1.296578605
-24.5,1.308421474
-24.4,1.320374595
-24.3,1.332439991
-24.2,1.344619727
-24.1,1.356915905
-24,1.36933067
-23.9,1.38186621
-23.8,1.394524754
-23.7,1.40730858
-23.6,1.42022001
-23.5,1.433261414
-23.4,1.446435213
-23.3,1.459743878
-23.2,1.473189932
-23.1,1.486775955
-23,1.500504581
-22.9,1.514378501
-22.8,1.528400467
-22.7,1.542573293
-22.6,1.556899855
-22.5,1.571383094
-22.4,1.586026021
-22.3,1.600831714
-22.2,1.615803324
-22.1,1.630944076
-22,1.646257271
-21.9,1.661746289
-21.8,1.677414592
-21.7,1.693265727
-21.6,1.709303325
-21.5,1.72553111
-21.4,1.741952896
-21.3,1.758572594
-21.2,1.775394215
-21.1,1.79242187
-21,1.809659777
-20.9,1.827112262
-20.8,1.844783766
-20.7,1.862678846
-20.6,1.880802177
-20.5,1.899158564
-20.4,1.917752937
-20.3,1.936590363
-20.2,1.955676044
-20.1,1.975005282
-20,1.984830835
-19.9,1.994594045
-19.8,2.0042957
-19.7,2.01393657
-19.6,2.023517413
-19.5,2.033038971
-19.4,2.042501973
-19.3,2.051907136
-19.2,2.061255162
-19.1,2.070546741
-19,2.079782551
-18.9,2.088963258
-18.8,2.098089513
-18.7,2.107161961
-18.6,2.116181232
-18.5,2.125147945
-18.4,2.13406271
-18.3,2.142926124
-18.2,2.151738777
-18.1,2.160501245
-18,2.169214099
-17.9,2.177877895
-17.8,2.186493184
-17.7,2.195060506
-17.6,2.203580392
-17.5,2.212053364
-17.4,2.220479936
-17.3,2.228860614
-17.2,2.237195894
-17.1,2.245486266
-17,2.253732212
-16.9,2.261934204
-16.8,2.27009271
-16.7,2.278208187
-16.6,2.286281087
-16.5,2.294311855
-16.4,2.302300927
-16.3,2.310248736
-16.2,2.318155704
-16.1,2.32602225
-16,2.333848785
-15.9,2.341635713
-15.8,2.349383433
-15.7,2.357092339
-15.6,2.364762817
-15.5,2.372395248
-15.4,2.379990008
-15.3,2.387547468
-15.2,2.395067991
-15.1,2.402551937
-15,2.40999966
-14.9,2.4145
-14.8,2.419
-14.7,2.4235
-14.6,2.428
-14.5,2.4325
-14.4,2.437
-14.3,2.4415
-14.2,2.446
-14.1,2.4505
-14,2.455
-13.9,2.4595
-13.8,2.464
-13.7,2.4685
-13.6,2.473
-13.5,2.4775
-13.4,2.482
-13.3,2.4865
-13.2,2.491
-13.1,2.4955
-13,2.5
-12.9,2.5045
-12.8,2.509
-12.7,2.513499999
-12.6,2.517999999
-12.5,2.522499999
-12.4,2.526999999
-12.3,2.531499999
-12.2,2.535999999
-12.1,2.540499999
-12,2.544999999
-11.9,2.549499999
-11.8,2.553999999
-11.7,2.558499999
-11.6,2.562999999
-11.5,2.567499999
-11.4,2.571999999
-11.3,2.576499999
-11.2,2.580999999
-11.1,2.585499999
-11,2.589999999
-10.9,2.594499999
-10.8,2.598999999
-10.7,2.603499999
-10.6,2.607999999
-10.5,2.612499999
-10.4,2.616999999
-10.3,2.621499999
-10.2,2.625999999
-10.1,2.630499999
-10,2.634999999
-9.9,2.639499999
-9.8,2.643999999
-9.7,2.648499999
-9.6,2.652999999
-9.5,2.657499999
-9.4,2.661999999
-9.3,2.666499999
-9.2,2.670999999
-9.1,2.675499999
-9,2.679999999
-8.9,2.684499999
-8.8,2.688999999
-8.7,2.693499999
-8.6,2.697999999
-8.5,2.702499999
-8.4,2.706999999
-8.3,2.714379996
-8.2,2.727519996
-8.1,2.740659996
-8,2.753799996
-7.9,2.766939996
-7.8,2.780079996
-7.7,2.793219996
-7.6,2.806359996
-7.5,2.819499996
-7.4,2.832639996
-7.3,2.845779996
-7.2,2.858919996
-7.1,2.872059996
-7,2.885199996
-6.9,2.898339996
-6.8,2.911479996
-6.7,2.924619996
-6.6,2.937759997
-6.5,2.950899997
-6.4,2.964039997
-6.3,2.977179997
-6.2,2.990319997
-6.1,3.003459997
-6,3.016599997
-5.9,3.029739997
-5.8,3.042879997
-5.7,3.056019997
-5.6,3.069159997
-5.5,3.082299997
-5.4,3.095439997
-5.3,3.108579997
-5.2,3.121719997
-5.1,3.134859997
-5,3.147999997
-4.9,3.161139997
-4.8,3.174279997
-4.7,3.187419998
-4.6,3.200559998
-4.5,3.213699998
-4.4,3.226839998
-4.3,3.239979998
-4.2,3.253119998
-4.1,3.266259998
-4,3.279399998
-3.9,3.292539998
-3.8,3.305679998
-3.7,3.318819998
-3.6,3.331959998
-3.5,3.345099998
-3.4,3.358239998
-3.3,3.371379998
-3.2,3.384519998
-3.1,3.397659998
-3,3.410799998
-2.9,3.423939998
-2.8,3.437079999
-2.7,3.450219999
-2.6,3.463359999
-2.5,3.476499999
-2.4,3.489639999
-2.3,3.502779999
-2.2,3.515919999
-2.1,3.529059999
-2,3.542199999
-1.9,3.555339999
-1.8,3.568479999
-1.7,3.581619999
-1.6,3.594759999
-1.5,3.607899999
-1.4,3.621039999
-1.3,3.634179999
-1.2,3.647319999
-1.1,3.660459999
-1,3.673599999
-0.9,3.68674
-0.8,3.69988
-0.7,3.71302
-0.6,3.72616
-0.5,3.7393
-0.4,3.75244
-0.3,3.76558
-0.2,3.77872
-0.1,3.79186
0,3.805
0.1,3.81814
0.2,3.83128
0.3,3.84442
0.4,3.85756
0.5,3.8707
0.6,3.88384
0.7,3.89698
0.8,3.91012
0.9,3.92326
1,3.936400001
1.1,3.949540001
1.2,3.962680001
1.3,3.975820001
1.4,3.988960001
1.5,4.002100001
1.6,4.015240001
1.7,4.028380001
1.8,4.041520001
1.9,4.054660001
2,4.067800001
2.1,4.080940001
2.2,4.094080001
2.3,4.107220001
2.4,4.120360001
2.5,4.133500001
2.6,4.146640001
2.7,4.159780001
2.8,4.172920001
2.9,4.186060002
3,4.199200002
3.1,4.212340002
3.2,4.225480002
3.3,4.238620002
3.4,4.251760002
3.5,4.264900002
3.6,4.278040002
3.7,4.291180002
3.8,4.304320002
3.9,4.317460002
4,4.330600002
4.1,4.343740002
4.2,4.356880002
4.3,4.370020002
4.4,4.383160002
4.5,4.396300002
4.6,4.409440002
4.7,4.422580002
4.8,4.435720003
4.9,4.448860003
5,4.462000003
5.1,4.475140003
5.2,4.488280003
5.3,4.501420003
5.4,4.514560003
5.5,4.527700003
5.6,4.540840003
5.7,4.553980003
5.8,4.567120003
5.9,4.580260003
6,4.593400003
6.1,4.606540003
6.2,4.619680003
6.3,4.632820003
6.4,4.645960003
6.5,4.659100003
6.6,4.672240003
6.7,4.685380004
6.8,4.698520004
6.9,4.711660004
7,4.724800004
7.1,4.737940004
7.2,4.751080004
7.3,4.764220004
7.4,4.777360004
7.5,4.790500004
7.6,4.803640004
7.7,4.816780004
7.8,4.829920004
7.9,4.843060004
8,4.856200004
8.1,4.869340004
8.2,4.882480004
8.3,4.895620004
8.4,4.908760004
8.5,4.921900004
8.6,4.935040005
8.7,4.948180005
8.8,4.961320005
8.9,4.974460005
9,4.987600005
9.1,5.000740005
9.2,5.013880005
9.3,5.027020005
9.4,5.040160005
9.5,5.053300005
9.6,5.066440005
9.7,5.079580005
9.8,5.092720005
9.9,5.105860005
10,5.119000005
10.1,5.132140005
10.2,5.145280005
10.3,5.158420005
10.4,5.171560005
10.5,5.184700006
10.6,5.197840006
10.7,5.210980006
10.8,5.224120006
10.9,5.237260006
11,5.250400006
11.1,5.263540006
11.2,5.276680006
11.3,5.289820006
11.4,5.302960006
11.5,5.316100006
11.6,5.329240006
11.7,5.342380006
11.8,5.355520006
11.9,5.368660006
12,5.381800006
12.1,5.394940006
12.2,5.408080006
12.3,5.421220006
12.4,5.434360007
12.5,5.447500007
12.6,5.460640007
12.7,5.473780007
12.8,5.486920007
12.9,5.500060007
13,5.513200007
13.1,5.526340007
13.2,5.539480007
13.3,5.552620007
13.4,5.565760007
13.5,5.578900007
13.6,5.592040007
13.7,5.605180007
13.8,5.618320007
13.9,5.631460007
14,5.644600007
14.1,5.657740007
14.2,5.670880007
14.3,5.684020008
14.4,5.697160008
14.5,5.710300008
14.6,5.723440008
14.7,5.736580008
14.8,5.749720008
14.9,5.762860008
15,5.776000008
15.1,5.789140008
15.2,5.802280008
15.3,5.815420008
15.4,5.828560008
15.5,5.841700008
15.6,5.854840008
15.7,5.867980008
15.8,5.881120008
15.9,5.894260008
16,5.907400008
16.1,5.920540008
16.2,5.933680009
16.3,5.946820009
16.4,5.959960009
16.5,5.973100009
16.6,5.986240009
16.7,5.999380009
16.8,6.012520009
16.9,6.025660009
17,6.038800009
17.1,6.051940009
17.2,6.065080009
17.3,6.078220009
17.4,6.091360009
17.5,6.104500009
17.6,6.117640009
17.7,6.130780009
17.8,6.143920009
17.9,6.157060009
18,6.170200009
18.1,6.18334001
18.2,6.19648001
18.3,6.20962001
18.4,6.22276001
18.5,6.23590001
18.6,6.24904001
18.7,6.26218001
18.8,6.27532001
18.9,6.28846001
19,6.30160001
19.1,6.31474001
19.2,6.32788001
19.3,6.34102001
19.4,6.35416001
19.5,6.36730001
19.6,6.38044001
19.7,6.39358001
19.8,6.40672001
19.9,6.41986001
20,6.433000011
20.1,6.446140011
20.2,6.459280011
20.3,6.472420011
20.4,6.485560011
20.5,6.498700011
20.6,6.511840011
20.7,6.524980011
20.8,6.538120011
20.9,6.551260011
21,6.564400011
21.1,6.577540011
21.2,6.590680011
21.3,6.603820011
21.4,6.616960011
21.5,6.630100011
21.6,6.643240011
21.7,6.656380011
21.8,6.669520011
21.9,6.682660012
22,6.695800012
22.1,6.708940012
22.2,6.722080012
22.3,6.735220012
22.4,6.748360012
22.5,6.761500012
22.6,6.774640012
22.7,6.787780012
22.8,6.800920012
22.9,6.814060012
23,6.827200012
23.1,6.840340012
23.2,6.853480012
23.3,6.866620012
23.4,6.879760012
23.5,6.892900012
23.6,6.906040012
23.7,6.919180012
23.8,6.932320013
23.9,6.945460013
24,6.958600013
24.1,6.971740013
24.2,6.984880013
24.3,6.998020013
24.4,7.011160013
24.5,7.024300013
24.6,7.037440013
24.7,7.050580013
24.8,7.063720013
24.9,7.076860013
25,7.090000013
25.1,7.090000013
25.2,7.090000013
25.3,7.090000013
25.4,7.090000013
25.5,7.090000013
25.6,7.090000013
25.7,7.090000013
25.8,7.090000013
25.9,7.090000013
26,7.090000013
26.1,7.090000013
26.2,7.090000013
26.3,7.090000013
26.4,7.090000013
26.5,7.090000013
26.6,7.090000013
26.7,7.090000013
26.8,7.090000013
26.9,7.090000013
27,7.090000013
27.1,7.090000013
27.2,7.090000013
27.3,7.090000013
27.4,7.090000013
27.5,7.090000013
27.6,7.090000013
27.7,7.090000013
27.8,7.090000013
27.9,7.090000013
28,7.090000013
28.1,7.090000013
28.2,7.090000013
28.3,7.090000013
28.4,7.090000013
28.5,7.090000013
28.6,7.090000013
28.7,7.090000013
28.8,7.090000013
28.9,7.090000013
29,7.090000013
29.1,7.090000013
29.2,7.090000013
29.3,7.090000013
29.4,7.090000013
29.5,7.090000013
29.6,7.090000013
29.7,7.090000013
29.8,7.090000013
29.9,7.090000013
30,7.090000013
30.1,7.090000013
30.2,7.090000013
30.3,7.090000013
30.4,7.090000013
30.5,7.090000013
30.6,7.090000013
30.7,7.090000013
30.8,7.090000013
30.9,7.090000013
31,7.090000013
31.1,7.090000013
31.2,7.090000013
31.3,7.090000013
31.4,7.090000013
31.5,7.090000013
31.6,7.090000013
31.7,7.090000013
31.8,7.090000013
31.9,7.090000013
32,7.090000013
32.1,7.090000013
32.2,7.090000013
32.3,7.090000013
32.4,7.090000013
32.5,7.090000013
32.6,7.090000013
32.7,7.090000013
32.8,7.090000013
32.9,7.090000013
33,7.090000013
33.1,7.090000013
33.2,7.090000013
33.3,7.090000013
33.4,7.090000013
33.5,7.090000013
33.6,7.090000013
33.7,7.090000013
33.8,7.090000013
33.9,7.090000013
34,7.090000013
34.1,7.090000013
34.2,7.090000013
34.3,7.090000013
34.4,7.090000013
34.5,7.090000013
34.6,7.090000013
34.7,7.090000013
34.8,7.090000013
34.9,7.090000013
35,7.090000013
35.1,7.090000013
35.2,7.090000013
35.3,7.090000013
35.4,7.090000013
35.5,7.090000013
35.6,7.090000013
35.7,7.090000013
35.8,7.090000013
35.9,7.090000013
36,7.090000013
36.1,7.090000013
36.2,7.090000013
36.3,7.090000013
36.4,7.090000013
36.5,7.090000013
36.6,7.090000013
36.7,7.090000013
36.8,7.090000013
36.9,7.090000013
37,7.090000013
37.1,7.090000013
37.2,7.090000013
37.3,7.090000013
37.4,7.090000013
37.5,7.090000013
37.6,7.090000013
37.7,7.090000013
37.8,7.090000013
37.9,7.090000013
38,7.090000013
38.1,7.090000013
38.2,7.090000013
38.3,7.090000013
38.4,7.090000013
38.5,7.090000013
38.6,7.090000013
38.7,7.090000013
38.8,7.090000013
38.9,7.090000013
39,7.090000013
39.1,7.090000013
39.2,7.090000013
39.3,7.090000013
39.4,7.090000013
39.5,7.090000013
39.6,7.090000013
39.7,7.090000013
39.8,7.090000013
39.9,7.090000013
40,7.090000013
40.1,7.090000013
40.2,7.090000013
40.3,7.090000013
40.4,7.090000013
40.5,7.090000013
40.6,7.090000013
40.7,7.090000013
40.8,7.090000013
40.9,7.090000013
41,7.090000013
41.1,7.090000013
41.2,7.090000013
41.3,7.090000013
41.4,7.090000013
41.5,7.090000013
41.6,7.090000013
41.7,7.090000013
41.8,7.090000013
41.9,7.090000013
42,7.090000013
42.1,7.090000013
42.2,7.090000013
42.3,7.090000013
42.4,7.090000013
42.5,7.090000013
42.6,7.090000013
42.7,7.090000013
42.8,7.090000013
42.9,7.090000013
43,7.090000013
43.1,7.090000013
43.2,7.090000013
43.3,7.090000013
43.4,7.090000013
43.5,7.090000013
43.6,7.090000013
43.7,7.090000013
43.8,7.090000013
43.9,7.090000013
44,7.090000013
44.1,7.090000013
44.2,7.090000013
44.3,7.090000013
44.4,7.090000013
44.5,7.090000013
44.6,7.090000013
44.7,7.090000013
44.8,7.090000013
44.9,7.090000013
45,7.090000013
