bus_id,Pmax,bus_capacity,true_load
108069,0.0,1338.0,8.515055181803598
108070,0.0,2800.0,10.338189318050478
108071,0.0,892.0,7.52670056248711
108072,0.0,1146.0,0.0
108073,0.0,478.0,0.8332589713622094
108074,0.0,239.0,0.4500814881810474
108075,0.0,478.0,1.2726966405660023
108076,0.0,939.0,8.113631151804288
108077,0.0,939.0,0.0
108078,0.0,939.0,1.70301103636072
108079,0.0,1678.0,6.798359235329267
108081,0.0,258.0,12.001666169638536
108083,0.0,478.0,1.5433537517019023
108084,0.0,1656.0,3.3421591588579127
108085,0.0,1400.0,3.7572680989708385
108086,0.0,86.0,2.0618597904510145
108087,0.0,258.0,3.9823088430613622
108089,0.0,978.0,5.788716978058268
108090,0.0,86.0,3.059337683176579
108093,0.0,86.0,5.364484764536267
108094,0.0,478.0,4.257527590901799
108095,0.0,239.0,0.0
108096,0.0,939.0,4.654389984196574
108097,0.0,700.0,2.03144887908743
108099,0.0,478.0,16.721439613266817
108100,0.0,172.0,5.508936593513293
108101,0.0,86.0,0.0
108102,0.0,344.0,9.447149615097457
108103,0.0,822.0,9.447149615097457
108104,0.0,872.0,1.7501479489742755
108105,0.0,1879.0,0.0
108106,0.0,1879.0,1.7501479489742755
108107,0.0,1464.0,1.7501479489742755
108110,0.0,1846.0,5.286936940559127
108112,0.0,786.0,0.0
108114,0.0,803.0,27.60702533586181
108115,0.0,478.0,0.0
108116,0.0,239.0,0.0
108117,0.0,239.0,0.0
108118,0.0,478.0,7.0644547097606285
108119,0.0,478.0,15.506523704291627
108120,0.0,478.0,12.933760602932397
108121,0.0,717.0,8.70816446896236
108123,0.0,478.0,15.506523704291627
108124,0.0,478.0,6.719290865783947
108125,0.0,478.0,0.0
108126,0.0,172.0,14.130429965089435
108127,0.0,172.0,17.41632893792472
108128,0.0,172.0,8.540904456462647
108129,0.0,172.0,5.379690220218059
108130,0.0,172.0,0.0
108131,0.0,892.0,16.824836711903004
108132,0.0,172.0,7.864261678622896
108133,0.0,86.0,0.4531225793174058
108134,0.0,258.0,0.0
108135,0.0,344.0,2.26409235101885
108136,0.0,892.0,4.132842854311104
108138,0.0,892.0,10.260641494073337
108139,0.0,1064.0,7.301659818396586
108140,0.0,172.0,0.0
108141,0.0,446.0,0.0
108142,0.0,4330.0,7.301659818396586
108143,0.0,786.0,24.48374280108591
108144,0.0,239.0,0.0
108146,0.0,325.0,0.0
108147,0.0,956.0,3.900645997209896
108149,0.0,1793.0,0.0
108150,0.0,86.0,0.0
108151,0.0,478.0,6.435051655843672
108152,0.0,239.0,3.651262389557137
108153,0.0,86.0,37.544761793272976
108154,0.0,86.0,0.0
108155,0.0,239.0,6.47800768395611
108156,0.0,86.0,0.0
108157,0.0,786.0,21.86223186322414
108158,0.0,86.0,11.729382120701521
108159,0.0,86.0,0.0
108160,0.0,786.0,19.245493817374857
108161,0.0,786.0,4.652376489177541
108162,0.0,86.0,0.0
108163,0.0,872.0,2.393605344265234
108164,0.0,786.0,0.0
108165,0.0,86.0,0.0
108166,0.0,86.0,15.36274616521181
108168,0.0,786.0,0.0
108169,0.0,86.0,0.0
108171,0.0,939.0,6.7429031906494705
108172,0.0,797.0,0.0
108173,0.0,1594.0,4.880282082774081
108174,0.0,239.0,0.0
108175,0.0,258.0,6.424312648815564
108176,0.0,86.0,15.992767910860884
108177,0.0,172.0,0.0
108178,0.0,86.0,6.85267970693681
108179,0.0,86.0,5.268079558789137
108180,0.0,86.0,9.788008294619997
108185,0.0,239.0,0.0
108186,0.0,786.0,0.0
108187,0.0,786.0,45.16468389121803
108189,0.0,478.0,5.430357887213899
108191,0.0,478.0,0.0
108195,0.0,86.0,0.0
108197,0.0,239.0,2.0058078682501788
108199,0.0,239.0,0.0
108200,0.0,717.0,10.949014276658918
108201,0.0,939.0,0.0
108202,0.0,239.0,0.0
108203,0.0,239.0,0.0
108204,0.0,786.0,1.8936449059565936
108205,0.0,86.0,0.0
108209,0.0,382.0,18.50092266342595
108211,0.0,786.0,6.846713591921194
108212,0.0,956.0,6.001911705709935
108214,0.0,172.0,0.0
108215,0.0,172.0,11.111292605083678
108216,0.0,86.0,0.0
108217,0.0,86.0,0.0
108218,0.0,172.0,8.380005150934565
108219,0.0,2493.0,0.0
108221,0.0,239.0,11.575456353298623
108222,0.0,1793.0,1.919895812025305
108223,0.0,2271.0,6.19879350122527
108224,0.0,1178.0,5.259726997767275
108226,0.0,86.0,0.0
108227,0.0,478.0,20.945836596825483
108228,0.0,478.0,25.876234045730744
108229,0.0,86.0,0.0
108230,0.0,239.0,0.0
108231,0.0,939.0,0.0
108232,0.0,1178.0,19.553345352180656
108233,0.0,172.0,0.0
108234,0.0,86.0,0.0
108235,0.0,258.0,26.59574751661406
108236,0.0,4997.0,109.82782487647306
108237,0.0,86.0,0.0
108238,0.0,700.0,12.528841532794097
108240,0.0,239.0,0.0
108242,0.0,939.0,36.32886755309039
108243,0.0,2100.0,12.26871891811323
108244,0.0,1793.0,5.705992400935369
108245,0.0,1793.0,4.213270424028186
108246,0.0,86.0,0.0
108247,0.0,172.0,3.1656206272859753
108248,0.0,786.0,7.017344481367818
108250,0.0,2197.0,36.66058354795865
108251,0.0,239.0,0.0
108252,0.0,239.0,11.025380548858806
108257,0.0,1793.0,0.0
108258,0.0,939.0,0.0
108259,0.0,478.0,34.31828679282771
108260,0.0,478.0,34.31828679282771
108262,0.0,86.0,18.120284525429636
108264,0.0,86.0,0.0
108265,0.0,478.0,0.0
108266,0.0,1178.0,24.649600798520044
108267,0.0,478.0,12.561058553878423
108268,0.0,564.0,22.507765507913813
108270,0.0,86.0,0.0
108274,0.0,786.0,103.95239480909419
108276,0.0,239.0,0.0
108277,1.9,2339.0,22.16411728301432
108278,0.0,172.0,30.532190203917654
108281,0.0,1497.0,0.0
108283,9.6,1594.0,10.729461244084241
108284,0.0,939.0,85.27248869519975
108286,0.0,939.0,42.259185878612925
108290,0.0,239.0,0.0
108291,0.0,478.0,34.92921697042682
108293,0.0,258.0,69.92048153701604
108294,0.0,786.0,2.3172390720653464
108295,0.0,239.0,0.0
108296,0.0,478.0,0.0
108297,0.0,325.0,37.78340639389763
108298,0.0,325.0,22.489867162866965
108299,0.0,1400.0,0.0
108300,0.0,939.0,50.89334752921275
108301,0.0,86.0,0.0
108302,0.0,239.0,0.0
108303,0.0,1793.0,0.0
108304,0.0,86.0,7.912261733710253
108305,0.0,1400.0,19.467433295955782
108306,0.0,786.0,19.467433295955782
108307,0.0,86.0,0.0
108309,0.0,2051.0,31.1144830294418
108311,0.0,86.0,5.183360725567387
108312,145.6,2272.0,12.34985808232561
108315,0.0,1417.0,15.379451287255534
108318,0.0,1669.0,13.842580059232795
108330,0.0,258.0,41.223468311901954
108331,0.0,786.0,0.0
108332,0.0,172.0,16.680064360659873
108333,0.0,872.0,81.77753851905176
108334,0.0,786.0,55.101845061228445
108336,0.0,172.0,7.62827465896692
108337,45.36000000000001,872.0,95.0425986447729
108343,0.0,86.0,49.783650136308125
108344,0.0,86.0,0.0
108346,0.0,786.0,15.07637264446223
108347,0.0,172.0,7.173656694776962
108348,0.0,172.0,54.97417019989425
108351,0.0,239.0,0.0
108353,0.0,86.0,0.0
108354,0.0,786.0,17.75515828647392
108355,0.0,344.0,4.129744813809559
108356,0.0,239.0,4.281284135206212
108357,0.0,239.0,0.0
108362,0.0,1793.0,0.0
108364,0.0,239.0,0.0
108365,0.0,86.0,1.938987380075277
108366,0.0,239.0,0.0
108367,0.0,2032.0,2.195530325746775
108369,0.0,1793.0,0.0
108370,0.0,1793.0,0.0
108371,0.0,786.0,0.0
108377,0.0,786.0,10.51587432652518
108379,0.0,700.0,0.0
108380,0.0,1400.0,0.0
108381,0.0,172.0,27.2138370322319
108383,0.0,172.0,6.467268676928001
108384,0.0,86.0,0.0
108385,0.0,86.0,0.0
108388,0.0,86.0,0.0
108390,0.0,239.0,0.0
108391,19.380000000000003,797.0,0.0
108392,0.0,786.0,0.0
108393,0.0,86.0,0.0
108395,0.0,939.0,46.08346560362294
108398,0.0,786.0,9.86198812081364
108399,0.0,172.0,2.319625518071593
108402,0.0,1400.0,12.757940349393762
108403,0.0,172.0,9.86198812081364
108404,0.0,86.0,11.145896072174253
108405,0.0,786.0,24.830970694994775
108406,0.0,86.0,0.0
108407,0.0,86.0,4.425664118584124
108409,0.0,3193.0,33.64411579606308
108416,0.0,172.0,30.162291072949444
108418,0.0,172.0,24.513573376163993
108419,3.0,172.0,35.77401885663808
108421,0.0,258.0,9.197362908073991
108424,0.0,172.0,14.679029384422188
108426,1595.18,3188.0,27.151789436069492
108428,0.0,172.0,21.483980171234066
108432,0.0,1082.0,44.369997371137956
108459,0.0,1146.0,32.96278546127971
108461,0.0,382.0,25.458605994637605
108465,4.800000000000001,172.0,55.01116011299108
108467,0.0,258.0,43.19347949005843
108468,0.0,1594.0,12.0670642305854
108472,0.0,86.0,7.068653070502118
108479,0.0,1497.0,32.22776009135579
108480,0.0,764.0,39.246297795726726
108481,0.0,1594.0,117.04563082236558
108482,0.0,478.0,78.10241166943216
108483,0.0,939.0,20.92316535976614
108485,14.9,1497.0,0.0
108486,14.9,172.0,3.743140560797627
108494,0.0,239.0,0.0
108495,0.0,239.0,0.0
108496,0.0,478.0,14.594310551200438
108498,0.0,258.0,10.099439498435165
108499,0.0,172.0,0.21000724854969152
108500,0.0,172.0,10.099439498435165
108501,0.0,382.0,0.0
108506,0.0,1082.0,13.983380373601335
108510,0.0,344.0,0.9927615385985418
108512,0.0,86.0,0.4641637482149432
108513,0.0,86.0,0.0
108514,0.0,1793.0,1.9891027462064534
108515,0.0,1146.0,8.776155187971485
108524,0.0,1497.0,34.449541323171275
108525,0.0,1082.0,65.36952900310398
108530,0.0,172.0,2.1478014056218453
108531,0.0,86.0,0.0
108532,0.0,86.0,0.0
108536,0.0,86.0,26.227041608648978
108537,0.0,1669.0,26.37738770704251
108538,0.0,2100.0,0.0
108539,0.0,172.0,0.0
108545,259.0,1400.0,0.0
108547,0.0,86.0,0.0
108557,0.0,883.0,37.72851813575396
108558,0.0,1082.0,182.1705491098293
108560,0.0,764.0,7.056720840470884
108564,0.0,430.0,10.212795683731873
108565,0.0,86.0,0.0
108567,0.0,172.0,11.803361946895162
108568,0.0,172.0,14.826989036809472
108570,0.0,1938.0,7.831122569497872
108577,0.0,936.0,29.198166886425863
108585,0.0,764.0,0.0
108586,0.0,764.0,0.0
108591,159.0,1082.0,74.3377930945783
108592,0.0,764.0,0.0
108595,0.0,883.0,18.57370926661647
108596,432.0,2283.0,16.143114009254415
108608,0.0,1082.0,18.010508009142296
108616,0.0,239.0,28.586043485823637
108618,0.0,1400.0,0.0
108622,0.0,1793.0,0.0
108623,0.0,700.0,0.0
108631,0.0,172.0,91.58583160472485
108633,0.0,883.0,14.130146802985497
108634,14.9,86.0,0.0
108635,0.0,172.0,43.63974489322653
108637,30.0,172.0,17.781409192542633
108639,0.0,86.0,24.766536652826122
108640,0.0,717.0,0.0
108642,0.0,786.0,23.3179639270345
108643,0.0,1497.0,0.0
108644,0.0,1400.0,0.0
108646,0.0,1082.0,18.940028728575303
108652,0.0,1400.0,51.2298364160935
108653,0.0,258.0,30.12768760585887
108657,14.9,86.0,0.0
108660,0.0,1400.0,17.973518096045474
108661,0.0,1594.0,105.71597840771034
108664,0.0,1782.0,84.14847262625766
108665,0.0,344.0,11.444201822955065
108666,1275.1,1497.0,11.524147764164322
108667,12.5,86.0,0.0
108670,0.0,172.0,26.865415915319915
108671,0.0,1793.0,1.629942622266356
108675,0.0,1082.0,37.261967941532774
108678,0.0,1594.0,14.261401333329053
108681,0.0,1400.0,37.485100643116816
108682,0.0,239.0,0.0
108683,0.0,1793.0,0.0
108684,0.0,1400.0,10.00278843518218
108686,0.0,478.0,0.0
108687,0.0,239.0,0.0
108694,0.0,478.0,0.0
108700,0.0,1400.0,78.13104902150711
108701,0.0,4394.0,0.0
108702,0.0,939.0,30.846007853739067
108704,0.0,1594.0,103.75193334456948
108705,6.4,1400.0,10.975265182727629
108710,0.0,1400.0,4.491291383755903
108711,0.0,172.0,0.0
108713,0.0,478.0,0.0
108714,0.0,1400.0,14.90335530900936
108715,0.0,939.0,53.4826414459902
108716,0.0,1497.0,5.123699575411224
108720,0.0,478.0,35.93749040806596
108722,0.0,4200.0,35.0771766228141
108727,0.0,478.0,47.336349756902344
108728,0.0,1895.0,35.93749040806596
108729,0.0,478.0,0.0
108732,0.0,1400.0,0.0
108733,0.0,786.0,0.0
108739,0.0,850.0,6.16497407981676
108740,0.0,86.0,1.72101635208042
108742,0.0,764.0,9.504279451334039
108743,0.0,382.0,2.2666719241741347
108744,0.0,1168.0,11.920372950262443
108745,0.0,1910.0,4.377251667578184
108747,0.0,764.0,25.73119564540702
108750,0.0,1082.0,0.0
108751,0.0,764.0,17.57971509408038
108752,0.0,1082.0,9.462921694035984
108753,0.0,1082.0,7.684538130219549
108754,410.4,2292.0,26.80382909275017
108755,0.0,382.0,0.0
108756,0.0,764.0,3.7702265201389666
108757,0.0,86.0,0.0
108758,0.0,2572.0,2.1986317428128155
108759,0.0,1528.0,5.6580080226147755
108760,0.0,2261.0,0.0
108761,0.0,468.0,1.9224686537580506
108762,0.0,850.0,1.8450896239745898
108763,0.0,86.0,1.9224686537580506
108764,0.0,382.0,1.079304053358961
108765,0.0,382.0,0.0
108766,95.7,764.0,0.0
108767,0.0,764.0,19.155312235016023
108768,0.0,764.0,4.5200026363166375
108769,0.0,1146.0,8.591740548370469
108771,0.0,13079.0,5.151041965412792
108772,0.0,5662.777596206649,3.270054305098756
108776,0.0,700.0,4.773485664917629
108779,0.0,468.0,4.614725241741219
108780,0.0,468.0,0.0
108781,0.0,3014.0,14.00427026960323
108782,0.0,6364.0,23.01625899697008
108783,0.0,1082.0,0.0
108784,0.0,5600.0,5.151041965412792
108785,0.0,172.0,1.8237436847239799
108786,152.9,764.0,15.321047897125228
108787,0.0,764.0,26.39692212578542
108788,0.0,764.0,22.95488942162458
108790,273.6,1528.0,48.22047676712767
108791,0.0,764.0,12.867599004508255
108792,0.0,1786.0,18.300140543788466
108793,0.0,764.0,0.0
108794,0.0,1793.0,2.965751434631607
108795,0.0,764.0,13.680078817234593
108796,0.0,172.0,9.907184054689301
108797,0.0,1082.0,19.72498198876667
108798,97.6,764.0,14.533916387258989
108799,0.0,1614.0,33.052852808366204
108800,0.0,554.0,2.697593072795821
108801,0.0,86.0,1.1460101135171168
108802,0.0,2800.0,5.041644026753416
108803,0.0,1082.0,7.455069283275494
108804,0.0,86.0,25.44702782913328
