plant_id,bus_id,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf,mu_Pmax,mu_Pmin,mu_Qmax,mu_Qmin,type,interconnect,GenFuelCost,GenIOB,GenIOC,GenIOD,distance
82,153052,1259.9,0.0,0.0,0.0,0.0,0.0,1,3494.0,1259.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.9,0.0,0.0,0.0,0.0,0.0,0.0,nuclear,Eastern,0.0,0.0,0.0,0.0,178.25346275689833
85,149528,10.0,0.0,0.0,0.0,0.0,0.0,1,476.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,184.2560996333275
93,155340,14.6,0.0,0.0,0.0,0.0,0.0,1,115.2,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,207.56052165108525
97,114930,28.0,0.0,0.0,0.0,0.0,0.0,1,404.00000000000006,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,268.62649912542093
108,111872,244.0,0.0,0.0,0.0,0.0,0.0,1,720.7,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,367.8833677838971
109,109042,0.1,0.0,0.0,0.0,0.0,0.0,1,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,356.7507563897327
111,109447,0.0,0.0,0.0,0.0,0.0,0.0,1,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng,Eastern,0.0,0.0,0.0,0.0,136.2978140046633
120,109054,0.1,0.0,0.0,0.0,0.0,0.0,1,5.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,hydro,Eastern,0.0,0.0,0.0,0.0,4508.175093985524
123,109067,140.0,0.0,0.0,0.0,0.0,0.0,1,538.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,191.54254488048824
126,131925,40.0,0.0,0.0,0.0,0.0,0.0,1,109.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,194.00628209834812
127,131726,38.0,0.0,0.0,0.0,0.0,0.0,1,76.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,127.2170516221852
128,131726,125.0,0.0,0.0,0.0,0.0,0.0,1,250.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,coal,Eastern,0.0,0.0,0.0,0.0,127.2170516221852
