hour_utc,base_load_mw,heat_load_mw,cool_load_mw,total_load_mw
0,1021.1988828907289,238.677669600757,0.0,1259.8765524914859
1,967.5155520718913,254.58314111936025,0.0,1222.0986931912516
2,955.6008109478015,233.56492576385568,0.0,1189.1657367116572
3,902.5415302458748,219.99273707131806,0.0,1122.5342673171929
4,818.2567457056264,216.999076122572,0.0,1035.2558218281983
5,742.0721354998848,210.66026985291222,0.0,952.7324053527971
6,674.7161510470078,220.55233718731736,0.0,895.2684882343251
7,634.3724064573896,228.9766878104264,0.0,863.349094267816
8,609.9303276955834,214.7156796446306,0.0,824.646007340214
9,604.9006103836421,183.53842236124393,0.0,788.4390327448859
10,621.5736400983983,133.2682917876504,0.0,754.8419318860488
11,654.3018719319169,114.03455504997488,0.0,768.3364269818918
12,677.0874206214727,115.97787821350629,0.05887108091227454,793.1241699158912
13,690.9401874721839,128.82712673143257,1.3530048750050496,821.1203190786215
14,747.9469836213541,126.34845075131317,1.4439922073017295,875.739426579969
15,765.219290166493,133.77803258686478,1.8999512983117748,900.8972740516696
16,789.5001525193784,157.14429834625284,0.0,946.6444508656313
17,792.1844096924941,175.8225648289262,0.0,968.0069745214203
18,784.8059987155066,186.56628114635146,0.0,971.372279861858
19,766.5466295109903,211.10462171216162,0.0,977.6512512231519
20,762.8260777119564,232.4191027300424,0.0,995.2451804419987
21,789.9239531014786,254.77706019440893,0.0,1044.7010132958876
22,905.0155800583505,231.21718265240418,0.0,1136.2327627107547
23,942.1426414561473,246.92210755703846,0.0,1189.0647490131857
24,933.7501369865277,259.12282032776966,0.0,1192.8729573142973
25,887.2449842320405,271.99554064291704,0.0,1159.2405248749574
26,859.2890858001249,272.40899185120975,0.0,1131.6980776513346
27,833.3552169646175,265.62587903631606,0.0,1098.9810960009336
28,764.1272661554431,268.88372148312317,0.0,1033.0109876385663
29,718.4205021465884,265.2779302195253,0.0,983.6984323661137
30,664.9809082425834,275.73567429484166,0.0,940.716582537425
31,628.6959671067755,284.94772507954605,0.0,913.6436921863215
32,610.8207210777656,295.6900377820552,0.0,906.5107588598207
33,611.7214675817015,296.37769165157255,0.0,908.0991592332741
34,637.9469086245311,295.6255123160016,0.0,933.5724209405328
35,700.5654994114777,300.43330133650795,0.0,1000.9988007479857
36,770.4055733743887,329.0339300563258,0.0,1099.4395034307145
37,820.4467359343632,338.1515103602526,0.0,1158.5982462946158
38,850.8081167467703,323.22366997444027,0.0,1174.0317867212107
39,877.6755908505384,295.92970901297724,0.0,1173.6052998635155
40,896.2289559355181,274.6990190351882,0.0,1170.9279749707064
41,891.8337474043194,267.1347967703695,0.0,1158.968544174689
42,882.2995524693818,262.79521682519794,0.0,1145.0947692945797
43,892.4080883713764,255.92740096206902,0.0,1148.3354893334454
44,893.1240468941587,260.5534255396112,0.0,1153.67747243377
45,905.9679701517546,280.75832415683664,0.0,1186.7262943085912
46,1002.94833163508,264.63599032326596,0.0,1267.584321958346
47,1059.980381622318,255.03072466848798,0.0,1315.0111062908059
48,1021.1988828907289,301.8933728934628,0.0,1323.0922557841918
49,967.5155520718913,325.0151798065197,0.0,1292.530731878411
50,955.6008109478015,299.9730622443977,0.0,1255.5738731921992
51,902.5415302458748,279.4439258257512,0.0,1181.985456071626
52,818.2567457056264,278.4107114015162,0.0,1096.6674571071426
53,718.4205021465884,289.2370502042852,0.0,1007.6575523508736
54,664.9809082425834,283.5989660299922,0.0,948.5798742725756
55,628.6959671067755,287.57560448935664,0.0,916.2715715961322
56,610.8207210777656,287.10381345310714,0.0,897.9245345308727
57,611.7214675817015,273.1090751581373,0.0,884.8305427398388
58,637.9469086245311,252.21515221281416,0.0,890.1620608373453
59,700.5654994114777,253.84651776155184,0.0,954.4120171730295
60,770.4443567350721,269.94107421931943,0.0,1040.3854309543915
61,820.4467359343632,277.72522487427,0.0,1098.1719608086332
62,850.8081167467703,260.8332460081032,0.0,1111.6413627548736
63,877.6755908505384,234.9893844223222,0.0,1112.6649752728606
64,896.2289559355181,212.90687430377852,0.0,1109.1358302392966
65,891.8337474043194,215.7271038476238,0.0,1107.5608512519432
66,882.2995524693818,216.16948117585113,0.0,1098.469033645233
67,892.4080883713764,213.50728027284612,0.0,1105.9153686442226
68,893.1240468941587,225.24566020160916,0.0,1118.3697070957678
69,904.1104094933436,242.88219908006224,0.0,1146.9926085734057
70,1002.94833163508,228.86519814604668,0.0,1231.8135297811266
71,1059.980381622318,220.64396673013007,0.0,1280.6243483524481
72,1021.1988828907289,265.2612922633592,0.0,1286.4601751540881
73,967.5155520718913,293.16513781063816,0.0,1260.6806898825294
74,955.6008109478015,277.79344863851577,0.0,1233.3942595863173
75,902.5415302458748,275.06575345494304,0.0,1177.6072837008178
76,818.2567457056264,275.3165509681314,0.0,1093.5732966737578
77,718.4205021465884,289.8020952699852,0.0,1008.2225974165736
78,664.9809082425834,289.53634768726033,0.0,954.5172559298437
79,628.6959671067755,290.1165216778997,0.0,918.8124887846752
80,610.8207210777656,293.9397231561963,0.0,904.7604442339618
81,611.7214675817015,290.4280996944783,0.0,902.1495672761798
82,637.9469086245311,290.1186715268392,0.0,928.0655801513703
83,700.5654994114777,292.6681823099548,0.0,993.2336817214325
84,770.405722881505,318.67700849841583,0.0,1089.082731379921
85,820.4467359343632,324.2028304264703,0.0,1144.6495663608334
86,850.8081167467703,304.19400766713153,0.0,1155.0021244139018
87,877.6755908505384,253.50841314854597,0.0,1131.1840039990843
88,896.2289559355181,220.0571111421745,0.0,1116.2860670776927
89,891.8337474043194,203.99172808560854,0.0,1095.825475489928
90,882.2995524693818,193.1773161970554,0.0,1075.4768686664372
91,892.4080883713764,182.00420262536778,0.0,1074.412290996744
92,893.1240468941587,185.70478136822754,0.0,1078.8288282623862
93,902.3963583064401,199.50250672185211,0.0,1101.8988650282922
94,1002.94833163508,192.00978073551383,0.0,1194.9581123705939
95,1059.980381622318,188.66743340718276,0.0,1248.6478150295006
96,1021.1988828907289,229.70396209061136,0.0,1250.9028449813402
97,967.5155520718913,254.6274267987911,0.0,1222.1429788706823
98,955.6008109478015,243.52941745503276,0.0,1199.1302284028343
99,902.5415302458748,241.02834326811848,0.0,1143.5698735139933
100,818.2567457056264,247.60642993171896,0.0,1065.8631756373454
101,742.0721354998848,236.29351268982245,0.0,978.3656481897073
102,674.7161510470078,247.38393896061945,0.0,922.1000900076272
103,634.3724064573896,248.4645905992216,0.0,882.8369970566112
104,609.9303276955834,249.5318684088659,0.0,859.4621961044493
105,604.9006103836421,240.62675627340437,0.0,845.5273666570464
106,621.5736400983983,214.2974509058613,0.0,835.8710910042596
107,654.3018719319169,208.67158169774015,0.0,862.9734536296571
108,677.1119615706873,223.97769861431897,0.0,901.0896601850063
109,690.9401874721839,246.21307788909468,0.0,937.1532653612785
110,747.9469836213541,244.046503695855,0.0,991.9934873172091
111,765.219290166493,261.2964918270293,0.0,1026.5157819935223
112,789.5001525193784,256.26240295846435,0.0,1045.7625554778429
113,792.1844096924941,257.07802630781276,0.0,1049.262436000307
114,784.8059987155066,268.2088176842012,0.0,1053.0148163997078
115,766.5466295109903,280.32863642453384,0.0,1046.875265935524
116,762.8260777119564,286.73476446343744,0.0,1049.5608421753939
117,782.8779418887191,280.37486334329805,0.0,1063.2528052320172
118,905.0155800583505,234.47721501563598,0.0,1139.4927950739864
119,942.1426414561473,244.5707785642722,0.0,1186.7134200204196
120,933.7501369865277,252.29675932885812,0.0,1186.0468963153858
121,887.2449842320405,276.4690583943326,0.0,1163.7140426263732
122,859.2890858001249,281.4056591590977,0.0,1140.6947449592226
123,833.3552169646175,264.61343371738826,0.0,1097.9686506820058
124,764.1272661554431,261.67639153010947,0.0,1025.8036576855525
125,742.0721354998848,237.74374861315326,0.0,979.815884113038
126,674.7161510470078,245.8482090434607,0.0,920.5643600904684
127,634.3724064573896,252.85531735977926,0.0,887.2277238171689
128,609.9303276955834,256.323689759874,0.0,866.2540174554574
129,604.9006103836421,245.37751257431182,0.0,850.2781229579539
130,621.5736400983983,222.2851922739029,0.0,843.8588323723012
131,654.3018719319169,211.7101845907034,0.0,866.0120565226204
132,677.0873702915624,224.5149744991093,0.0,901.6023447906716
133,690.9401874721839,241.2361041622026,0.0,932.1762916343864
134,747.9469836213541,230.5337839000358,0.0,978.4807675213899
135,765.219290166493,231.6523216599566,0.0,996.8716118264497
136,789.5001525193784,226.51524510195384,0.0,1016.0153976213322
137,792.1844096924941,221.91080072383738,0.0,1014.0952104163315
138,784.8059987155066,224.73894695014576,0.0,1009.5449456656523
139,766.5466295109903,249.72665315664656,0.0,1016.2732826676369
140,762.8260777119564,273.2736183741332,0.0,1036.0996960860896
141,780.9979338179542,299.08332780831154,0.0,1080.0812616262656
142,905.0155800583505,279.2942460687396,0.0,1184.30982612709
143,942.1426414561473,306.18663863193666,0.0,1248.329280088084
144,933.7501369865277,323.81337714939355,0.0,1257.5635141359212
145,887.2449842320405,349.21817473817555,0.0,1236.463158970216
146,859.2890858001249,356.1994534017166,0.0,1215.4885392018414
147,833.3552169646175,346.2889716516164,0.0,1179.6441886162338
148,764.1272661554431,348.31860960428065,0.0,1112.4458757597238
149,718.4205021465884,343.61882054832876,0.0,1062.0393226949172
150,664.9809082425834,349.0534173842138,0.0,1014.0343256267972
151,628.6959671067755,361.35895769520675,0.0,990.0549248019822
152,610.8207210777656,371.22948192949684,0.0,982.0502030072624
153,611.7214675817015,371.93609834789874,0.0,983.6575659296002
154,637.9469086245311,372.2215211982434,0.0,1010.1684298227746
155,700.5654994114777,371.4695561589533,0.0,1072.035055570431
