hour_utc,base_load_mw,heat_load_mw,cool_load_mw,total_load_mw
0,297.03879046981007,90.08327912465565,0.0,387.1220695944657
1,269.00334226236714,102.1390791496203,0.0,371.14242141198747
2,257.24726756129587,99.97022502559486,0.0,357.2174925868907
3,240.38628125809902,92.58530090101983,0.0,332.97158215911884
4,217.76147488473856,84.83324858419712,0.0,302.5947234689357
5,202.64143627853355,73.91533720000197,0.0,276.55677347853555
6,187.33471961004048,68.89707003281997,0.0,256.23178964286046
7,170.10094720776954,74.63343245410805,0.0,244.7343796618776
8,166.05819398788378,66.66882182388137,0.0,232.72701581176517
9,154.7897867220816,61.124867312741046,0.0,215.91465403482266
10,151.52803257977598,50.15386467618108,0.04148761293777702,201.72338486889484
11,173.78145767648368,41.19053310009212,0.6949389987055185,215.66692977528132
12,174.28382467685338,44.300484510809206,1.053860266714381,219.638169454377
13,183.64024585889447,45.34617982432941,2.253143766721483,231.23956944994538
14,210.21528719357332,43.31428195363176,1.899183508814114,255.42875265601918
15,221.17405388149618,38.04032133997271,2.0106275932305615,261.22500281469945
16,233.9012907300193,44.5268998587812,0.0,278.4281905888005
17,246.84778410224186,48.68935219126597,0.0,295.53713629350784
18,244.560969769875,51.027087212328084,0.0,295.58805698220306
19,237.65378727893994,57.848101385160774,0.0,295.5018886641007
20,228.50176734375216,69.81958737848849,0.0,298.32135472224064
21,224.81423995790672,85.96174387427288,0.0,310.7759838321796
22,261.8575584783863,77.1421119916526,0.0,338.9996704700389
23,247.23509308306157,98.5746120711584,0.0,345.80970515421996
24,269.1896849529211,88.47429691786124,0.0,357.6639818707823
25,240.94581325376092,102.8884155967041,0.0,343.834228850465
26,244.66169205226961,97.12831116977333,0.0,341.79000322204297
27,235.03134917568872,96.65641305872458,0.0,331.6877622344133
28,214.33355094634084,94.25185995234848,0.0,308.5854108986893
29,186.41538335286293,100.57897105135811,0.0,286.99435440422104
30,162.17974054837651,109.86281732362974,0.0,272.0425578720062
31,153.1335670586269,113.49900333087608,0.0,266.632570389503
32,150.28029637430785,115.86295084234712,0.0,266.14324721665497
33,146.9572671705468,120.19765705806384,0.0,267.15492422861064
34,145.69602795253593,131.85908862918407,0.0,277.55511658172
35,175.37562781920695,128.47758243167925,0.0,303.8532102508862
36,200.93533570043803,136.87973716702595,0.0,337.815072867464
37,219.43371666751048,138.43490079208553,0.0,357.868617459596
38,233.28545008548537,126.96314005684184,0.0,360.2485901423272
39,242.18972550370987,115.11974724277837,0.0,357.30947274648827
40,253.25070862401546,102.14746569702609,0.0,355.39817432104155
41,255.41265160772696,95.10122371187322,0.0,350.5138753196002
42,256.86323174032356,90.55880672370633,0.0,347.42203846402987
43,249.5357317479272,97.11799087343441,0.0,346.6537226213616
44,248.91398512071578,98.9647027387386,0.0,347.8786878594544
45,257.7571592253578,106.58981136799449,0.0,364.34697059335224
46,288.0404450935791,100.94093324107196,0.0,388.981378334651
47,302.1072687094962,102.05095793118261,0.0,404.15822664067883
48,297.03879046981007,117.23209983223069,0.0,414.27089030204075
49,269.00334226236714,134.99934274769106,0.0,404.0026850100582
50,257.24726756129587,133.14269010204194,0.0,390.3899576633378
51,240.38628125809902,121.7437747287983,0.0,362.13005598689733
52,217.76147488473856,113.06548985147643,0.0,330.826964736215
53,186.41538335286293,111.3127162416258,0.0,297.72809959448875
54,162.17974054837651,112.83694862561457,0.0,275.0166891739911
55,153.1335670586269,112.90119565690132,0.0,266.03476271552825
56,150.28029637430785,110.08926444412104,0.0,260.3695608184289
57,146.9572671705468,107.30276352359586,0.0,254.26003069414264
58,145.69602795253593,108.81120392452785,0.0,254.50723187706376
59,175.37562781920695,104.34820109235243,0.0,279.7238289115594
60,200.93534902956006,107.86260704919924,0.0,308.7979560787593
61,219.43371666751048,110.48020990166033,0.0,329.9139265691708
62,233.28545008548537,101.4637947743833,0.0,334.74924485986867
63,242.18972550370987,90.1598764595673,0.0,332.34960196327717
64,253.25070862401546,76.41014577307232,0.0,329.66085439708775
65,255.41265160772696,73.02596430341839,0.0,328.43861591114535
66,256.86323174032356,69.47956732722724,0.0,326.3427990675508
67,249.5357317479272,76.30315390580665,0.0,325.8388856537339
68,248.91398512071578,81.55088629842125,0.0,330.464871419137
69,257.15878303213674,89.77734579617974,0.0,346.9361288283165
70,288.0404450935791,86.33196545144462,0.0,374.3724105450237
71,302.1072687094962,87.17301395988052,0.0,389.28028266937673
72,297.03879046981007,102.5597218888801,0.0,399.5985123586902
73,269.00334226236714,121.88942813948248,0.0,390.8927704018496
74,257.24726756129587,123.09489887609095,0.0,380.3421664373868
75,240.38628125809902,120.52485755085269,0.0,360.9111388089517
76,217.76147488473856,113.39318953569956,0.0,331.1546644204381
77,186.41538335286293,114.15135313376474,0.0,300.5667364866277
78,162.17974054837651,118.92638616216563,0.0,281.1061267105421
79,153.1335670586269,117.54984946077982,0.0,270.6834165194067
80,150.28029637430785,117.07078677663523,0.0,267.35108315094305
81,146.9572671705468,119.43146789804246,0.0,266.38873506858926
82,145.69602795253593,131.9833140768579,0.0,277.67934202939387
83,175.37562781920695,127.87629570364906,0.0,303.25192352285603
84,200.93534902956006,135.82751221694963,0.0,336.7628612465097
85,219.43371666751048,136.4549877359633,0.0,355.88870440347375
86,233.28545008548537,121.32757184035779,0.0,354.61302192584316
87,242.18972550370987,100.31859370242091,0.0,342.50831920613075
88,253.25070862401546,83.98056213429135,0.0,337.2312707583068
89,255.41265160772696,75.74873496654348,0.0,331.1613865742704
90,256.86323174032356,70.11040531717336,0.0,326.97363705749694
91,249.5357317479272,72.5220514040479,0.0,322.0577831519751
92,248.91398512071578,73.08958919358476,0.0,322.0035743143005
93,255.90868343507563,78.07195609614105,0.0,333.9806395312167
94,288.0404450935791,73.0360904942473,0.0,361.07653558782636
95,302.1072687094962,73.46638281672696,0.0,375.5736515262232
96,297.03879046981007,86.60234785356018,0.0,383.6411383233702
97,269.00334226236714,102.36824070426741,0.0,371.37158296663455
98,257.24726756129587,103.65708266162837,0.0,360.9043502229242
99,240.38628125809902,102.44801561888669,0.0,342.8342968769857
100,217.76147488473856,98.14018298903025,0.0,315.90165787376884
101,202.64143627853355,84.08661379601116,0.0,286.72805007454474
102,187.33471961004048,81.99210227010532,0.0,269.3268218801458
103,170.10094720776954,86.08219904487773,0.0,256.18314625264725
104,166.05819398788378,84.20800933535264,0.0,250.26620332323643
105,154.7897867220816,89.61224133103056,0.0,244.40202805311216
106,151.52803257977598,86.89857292873059,0.0,238.42660550850655
107,173.78145767648368,79.22545176650351,0.0,253.0069094429872
108,174.28397738024415,86.64778581987842,0.0,260.9317632001226
109,183.64024585889447,92.46399866607257,0.0,276.10424452496704
110,210.21528719357332,90.32420258869662,0.0,300.5394897822699
111,221.17405388149618,92.23411112854231,0.0,313.4081650100385
112,233.9012907300193,85.60878909086411,0.0,319.5100798208834
113,246.84778410224186,78.44142629013815,0.0,325.28921039238
114,244.560969769875,80.438160030165,0.0,324.99912980004
115,237.65378727893994,85.32001242527079,0.0,322.9737997042107
116,228.50176734375216,94.22726983175002,0.0,322.7290371755022
117,221.5656886018291,102.29202433301339,0.0,323.8577129348425
118,261.8575584783863,81.8257416584235,0.0,343.6833001368098
119,247.23509308306157,100.9841909137145,0.0,348.2192839967761
120,269.1896849529211,86.64458307089194,0.0,355.834268023813
121,240.94581325376092,101.74819577758198,0.0,342.6940090313429
122,244.66169205226961,99.06066062269483,0.0,343.72235267496444
123,235.03134917568872,96.26629815085761,0.0,331.2976473265463
124,214.33355094634084,92.98575707234757,0.0,307.3193080186884
125,202.64143627853355,88.70020861987597,0.0,291.3416448984095
126,187.33471961004048,84.37218904428155,0.0,271.70690865432204
127,170.10094720776954,90.73771641384042,0.0,260.83866362160995
128,166.05819398788378,88.7414181210337,0.0,254.79961210891747
129,154.7897867220816,94.78782355933501,0.0,249.5776102814166
130,151.52803257977598,95.5363565203761,0.0,247.06438910015208
131,173.78145767648368,85.7807472457375,0.0,259.5622049222212
132,174.28381890415807,93.90688217199298,0.0,268.1907010761511
133,183.64024585889447,98.00666350194534,0.0,281.6469093608398
134,210.21528719357332,90.87729322744788,0.0,301.0925804210212
135,221.17405388149618,83.34529802457823,0.0,304.5193519060744
136,233.9012907300193,74.35295436227824,0.0,308.25424509229754
137,246.84778410224186,66.69311336775993,0.0,313.5408974700018
138,244.560969769875,66.64116229242923,0.0,311.2021320623042
139,237.65378727893994,72.51755286639948,0.0,310.1713401453394
140,228.50176734375216,83.67535569039508,0.0,312.17712303414726
141,220.63182805789157,101.9023407581443,0.0,322.53416881603584
142,261.8575584783863,91.25695036881136,0.0,353.11450884719767
143,247.23509308306157,121.5404525530336,0.0,368.77554563609516
144,269.1896849529211,110.56258080514803,0.0,379.75226575806914
145,240.94581325376092,132.33061287844978,0.0,373.2764261322107
146,244.66169205226961,128.96087902638558,0.0,373.6225710786552
147,235.03134917568872,128.88943559711663,0.0,363.92078477280535
148,214.33355094634084,125.03988276892538,0.0,339.37343371526623
149,186.41538335286293,132.90473344568778,0.0,319.3201167985507
150,162.17974054837651,141.14995405907504,0.0,303.32969460745153
151,153.1335670586269,145.6056435229103,0.0,298.73921058153724
152,150.28029637430785,146.79755377528147,0.0,297.0778501495893
153,146.9572671705468,151.93211003774513,0.0,298.88937720829193
154,145.69602795253593,164.3942307624923,0.0,310.0902587150282
155,175.37562781920695,157.8459235927073,0.0,333.2215514119142
156,200.93533519655296,167.8427482673891,0.0,368.77808346394204
157,219.43371666751048,169.81314312066382,0.0,389.24685978817433
158,233.28545008548537,157.29659160786568,0.0,390.582041693351
159,242.18972550370987,143.88238085513976,0.0,386.0721063588496
160,253.25070862401546,128.35890931566422,0.0,381.60961793967965
161,255.41265160772696,119.48232193792867,0.0,374.8949735456556
162,256.86323174032356,113.67154721177447,0.0,370.534778952098
163,249.5357317479272,120.93177596487804,0.0,370.46750771280523
164,248.91398512071578,122.2861508100865,0.0,371.2001359308023
165,252.1583846438923,131.12214723283753,0.0,383.2805318767298
166,288.0404450935791,119.09066529978301,0.0,407.13111039336206
167,302.1072687094962,116.68317165294476,0.0,418.790440362441
168,297.03879046981007,133.4771386450371,0.0,430.51592911484715
169,269.00334226236714,154.07504970258677,0.0,423.0783919649539
170,257.24726756129587,152.20651470835878,0.0,409.45378226965465
171,240.38628125809902,142.74714745893675,0.0,383.13342871703577
172,217.76147488473856,131.87730155386586,0.0,349.6387764386044
173,186.41538335286293,127.48538519875396,0.0,313.9007685516169
174,162.17974054837651,127.4818031652657,0.0,289.66154371364223
175,153.1335670586269,126.88950200216533,0.0,280.02306906079224
176,150.28029637430785,123.54547400157733,0.0,273.8257703758852
177,146.9572671705468,123.31027514159538,0.0,270.26754231214215
178,145.69602795253593,123.17618369213022,0.0,268.87221164466615
179,175.37562781920695,117.63227500359505,0.0,293.007902822802
180,200.92891768462925,123.26862267808998,0.0,324.1975403627192
181,219.43371666751048,124.99814031462205,0.0,344.43185698213256
182,233.28545008548537,115.246898191928,0.0,348.53234827741335
183,242.18972550370987,103.42024468524687,0.0,345.6099701889567
184,253.25070862401546,93.17523460991795,0.0,346.4259432339334
185,255.41265160772696,85.17323801577268,0.0,340.5858896234996
186,256.86323174032356,82.33243633535596,0.0,339.1956680756795
187,249.5357317479272,87.3906675997815,0.0,336.9263993477087
188,248.91398512071578,90.95544563846123,0.0,339.869430759177
189,250.9082850468312,94.84909373328442,0.0,345.75737878011563
190,288.0404450935791,84.07663649906773,0.0,372.1170815926468
191,302.1072687094962,83.12668574604635,0.0,385.2339544555426
192,297.03879046981007,95.53985306134466,0.0,392.57864353115474
193,269.00334226236714,110.09238007837516,0.0,379.0957223407423
194,257.24726756129587,108.63812273485127,0.0,365.88539029614714
195,240.38628125809902,104.84313525135407,0.0,345.2294165094531
196,217.76147488473856,100.2118555395124,0.0,317.97333042425095
197,186.41538335286293,100.61779194916939,0.0,287.0331753020323
198,162.17974054837651,104.5472864076809,0.0,266.72702695605744
199,153.1335670586269,100.12035042407102,0.0,253.25391748269794
200,150.28029637430785,90.82156739731509,0.0,241.10186377162296
201,146.9572671705468,90.26770871616571,0.0,237.2249758867125
202,145.69602795253593,91.50235932987141,0.0,237.19838728240734
203,175.37562781920695,91.71708868350348,0.0,267.09271650271046
204,200.92891768462925,97.56254990622791,0.0,298.49146759085716
205,219.43371666751048,98.12193668853568,0.0,317.55565335604615
206,233.28545008548537,87.21164938287004,0.0,320.4970994683554
207,242.18972550370987,77.80551484505783,0.0,319.9952403487677
208,253.25070862401546,71.46817048314144,0.0,324.7188791071569
209,255.41265160772696,69.26163810786551,0.0,324.67428971559247
210,256.86323174032356,68.40253877966775,0.0,325.2657705199913
