plant_id,bus_id,distance,plant_Pmax,bus_capacity
8058,111505,136.0055890582694,919.0,700.0
8198,148346,426.9491634294234,997.0,700.0
8202,148346,426.9491634294234,781.2,700.0
8257,154646,8200.846080822092,582.0,543.0
8279,146363,101.52535517244928,892.5,700.0
8414,133799,163.30708279506243,740.0,700.0
8437,129913,19446.360227715977,94.0,86.0
8581,144629,56.10444466430713,340.0,382.0
8740,169927,2044.640518791649,2491.2,181.0
8773,202467,25691.616311829926,2441.9,2197.0
8810,137221,273.70902225122666,2600.0,700.0
8962,124989,72.44610023787071,100.0,86.0
9052,152652,177.06572394223195,96.9,86.0
9392,301330,575.5570162131286,534.6,382.0
9667,137665,122.980250196559,180.0,86.0
10487,308770,506.3296796635704,527.6,382.0
11171,123544,335.9340029185074,156.5,86.0
11189,129913,3773.945312023611,94.2,86.0
11505,122592,38.90764934827186,190.0,86.0
11691,124990,112.98369169642768,110.0,86.0
12007,159987,7925.117459217048,113.9,86.0
12370,304310,100.19150110654522,545.0,382.0
12436,140736,119.8498256649954,295.2,239.0
12476,303917,8702.554299106878,704.0,700.0
12576,133290,433413.6988967609,371.0,172.0
12676,307326,1614.4518376687652,270.0,239.0
12677,307326,1614.4518376687652,335.4,239.0
12707,121265,8484.61155218283,1150.0,764.0
12737,307727,113.73970522614763,397.8,382.0
12742,167831,879.674821492242,107.2,86.0
12791,149308,185.8624596732968,704.0,700.0
12863,109091,59.01191678827383,200.0,239.0
12893,113791,175.20010141946847,376.0,344.0
12920,115677,91.9948196949485,701.2,700.0
12958,138249,4352.133098810325,1275.0,1464.0
12993,151786,97.3900591762084,994.4,700.0
12998,159987,7972.60195240956,80.2,86.0
13020,146048,125.91380226179616,735.0,700.0
13026,124953,66.56613217153676,795.6,700.0
13074,301360,9968.550562468225,657.9000000000001,764.0
13078,205705,4001.570724660133,425.0,239.0
13080,205705,4001.570724660133,264.4,239.0
13081,113409,8872.386084627911,795.6,478.0
13109,113596,94.12197973076373,795.6,700.0
13155,117211,245.52594478871984,1408.0,1400.0
13243,124949,44.95748364658781,728.0,797.0
13418,307262,8.20490731454911,99.8,86.0
13541,304254,113.34229117465864,504.0,86.0
13544,304254,113.34229117465864,275.0,86.0
13574,123737,71.85961487901619,762.0,700.0
13585,300049,4995.4742381916885,92.2,86.0
13597,305764,63363.67251688195,140.0,86.0
13713,139506,347.3782119648706,1766.0,1793.0
13901,306190,530.1472074096852,80.0,86.0
13906,133272,2285.704188337765,561.0,478.0
14054,173283,3558.934131554091,346.8,86.0
14142,304897,2211.7970467931364,106.0,86.0
14149,209022,4926.490560935349,818.0,717.0
14214,302101,31711.8450132161,114.0,86.0
14239,116034,86.9844916575581,100.8,86.0
14323,301262,37217.24965081562,90.0,86.0
14399,124390,111.58943406357449,2682.0,2800.0
14477,167785,23186.81198220341,150.0,86.0
14789,204342,72437.6204757046,520.0,258.0
14801,168653,45292.380179331216,94.5,86.0
14855,138093,3886.5350820316007,75.0,86.0
15280,204605,323.4441710871184,80.0,86.0
15293,123635,125.97693401111792,102.0,86.0
15339,114102,319.07501255358613,668.0,764.0
15776,205111,7526.588539000973,187.0,172.0
15778,133860,40.47501168781949,736.0,797.0
15896,201486,281.36662412947123,99.0,86.0
15919,157414,416719.278069951,98.0,86.0
16019,157976,7928.9073127340835,201.3,86.0
16251,118845,3774.673052790301,227.0,86.0
16294,118848,8309.426510862637,151.8,172.0
16320,303903,7073.421318647157,253.0,86.0
16342,158208,5963.28333806222,75.9,86.0
16472,301212,1807.478438816485,800.0,717.0
16516,300850,18041.02467362378,530.8,86.0
16559,201236,5627.938604261428,290.0,239.0
16761,305011,7440.019548298093,78.2,86.0
16862,118234,11449.883434770243,470.4,382.0
16914,309740,2621.8212828926144,168.0,172.0
17207,309018,1406.4779270143242,464.0,382.0
17209,309018,1406.4779270143242,339.2,382.0
17333,300512,151092.00624986904,298.0,239.0
17408,308434,52137.36488794614,162.0,86.0
17591,148209,1090.3353653979414,892.5,239.0
17594,148209,1090.3353653979414,579.7,239.0
17693,157229,4010.887538673251,206.5,86.0
17807,141202,1635.0464639548795,200.0,86.0
17811,144122,243.8720785696856,870.0,700.0
17819,166936,169.37730927012464,870.0,797.0
17944,203521,209284.67098957373,300.0,239.0
17945,203521,209284.67098957373,200.0,239.0
18052,200555,11272.814030799866,266.8,239.0
18209,118343,1841.76023603944,150.4,172.0
18465,119097,13040.576386262866,298.0,86.0
18729,173431,116.59112963446889,106.2,86.0
19110,301297,17540.128389309233,249.9,239.0
19177,173510,828.9477128214558,300.0,86.0
19295,169535,14151.02271371369,100.0,86.0
19414,137335,1038.232506502059,656.0,764.0
19544,130230,7072.627255234292,100.0,86.0
19584,148229,5586.835145526202,1109.4,1178.0
19595,157152,204.17927318731824,453.8,382.0
19715,305011,3683.581779504801,85.9,86.0
19798,308688,483.38934901982935,721.8,764.0
19841,310736,13434.139376301,85.0,86.0
20008,305662,9111.967174946993,230.0,86.0
20028,162365,397.0095679646997,1665.0,86.0
20125,171934,126.77900709183392,740.0,700.0
20231,118723,11741.343424717812,450.0,86.0
20271,208153,59050.248013526885,600.0,86.0
20272,119936,14717.56332581948,208.3,239.0
20287,119936,14355.636329383226,214.8,239.0
20300,117205,13298.575077898076,300.0,258.0
20316,117654,4556.916876861207,200.9,172.0
20570,136229,166.18154020470195,481.4,478.0
20912,161777,14600.095446389838,154.5,86.0
21062,168337,11456.06397414347,89.7,86.0
21388,132037,12049.656823261555,200.1,86.0
21662,118367,18934.35714709409,494.6,382.0
21680,168686,127024.7761595078,243.5,3.950432915238637e-05
