plant_id,bus_id,distance,plant_Pmax,bus_capacity
554,303555,1890.6906047113705,100.0,2100.0
556,306412,18.670587293453607,75.0,1594.0
558,304164,16.403411676057726,110.0,2391.0
560,306901,10710.162010530505,7.3,3039.0
563,306901,5874.34013748611,8.399999999999999,3039.0
566,306901,2318.4682751462624,8.2,3039.0
571,306901,214.2386584718525,4.5,3039.0
573,309390,2113.8709289123867,1.6,1736.0
574,309479,16921.355472607873,12.0,958.0
577,303997,6364.075977333247,3.0,939.0
579,303718,199.34991803897088,436.0,2800.0
581,306044,15543.10895952667,1.8,86.0
582,306044,17106.512281052168,2.3,86.0
583,306044,20341.51184991603,4.8,86.0
585,300068,2.1967442773841586,40.3,258.0
587,302499,21819.058861445305,26.4,1400.0
591,308540,144.34111696401533,252.0,1594.0
595,300226,75301.56835911381,3.0,700.0
597,300011,12.484133681671416,190.0,797.0
599,307758,246.1024056626666,1612.0,2800.0
601,300226,70718.88932535663,11.3,700.0
602,307432,9501.882371435137,10.8,2294.0
603,308844,254.9170353396648,1316.4,3888.0
607,300226,53078.41204418848,13.1,700.0
609,306467,4899.490542546519,658.4,700.0
611,306467,4899.490542546519,378.4,700.0
615,301653,6770.40791001624,3.2,86.0
619,301653,1145.8907095755194,3.1,86.0
620,304617,18.893401226013747,2.6,172.0
622,200526,21931.04831276113,1200.0,478.0
623,303253,8813.741083022524,23.6,2800.0
626,308494,307.99533760141526,50.0,2994.0
628,308494,307.99533760141526,23.0,2994.0
629,308494,307.99533760141526,100.0,2994.0
631,308494,307.99533760141526,80.5,2994.0
633,308494,307.99533760141526,57.4,2994.0
634,129600,3055.862149196884,1.0,239.0
636,303669,2401.852107777804,156.8,700.0
638,302314,36.88244244069888,100.0,2339.0
640,303669,1129.7333492453697,115.5,700.0
643,121981,177.33614165016505,1320.0,1400.0
645,300726,23860.26298025994,10.0,2294.0
647,300726,15591.037045011197,9.2,2294.0
649,300726,8832.392825075445,19.6,2294.0
651,300301,106.71777168927632,33.0,2292.0
653,301611,242.33826524582872,100.4,10500.0
654,301611,242.33826524582872,176.3,10500.0
658,301611,242.33826524582872,81.6,10500.0
662,309390,24490.574410286583,3.2,1736.0
663,309730,96.55302681343149,1626.0,2294.0
669,309730,96.55302681343149,56.0,2294.0
670,302170,30.70531953205952,37.5,1497.0
671,305045,52329.3827351041,1.6,239.0
673,306489,1380.2635855907438,10.1,797.0
674,301156,3715.7040927011294,2.0,344.0
675,305876,17500.675274754085,5.6,939.0
677,310179,1504.48829499896,170.6,3628.0
679,310179,1504.48829499896,75.0,3628.0
680,310179,1504.48829499896,302.5,3628.0
685,307373,129.18874401114817,460.0,3188.0
686,307373,129.18874401114817,365.6,3188.0
687,307373,129.18874401114817,649.2,3188.0
694,307373,129.18874401114817,264.3,3188.0
696,300226,4377.849380876934,37.5,700.0
697,302170,3990.4335373339336,3.2,1497.0
698,306489,1072.3811010065958,5.6,797.0
700,309553,237.26283646042424,326.4,1400.0
702,309553,237.26283646042424,216.9,1400.0
703,309553,237.26283646042424,118.9,1400.0
704,309553,237.26283646042424,213.8,1400.0
712,300226,26.02272599940804,37.5,700.0
713,309569,192.82673218417068,124.0,2886.0
714,309569,192.82673218417068,365.6,2886.0
716,309569,192.82673218417068,264.4,2886.0
717,309058,352.76597859679663,94.5,2800.0
718,310489,9.133810210429344,9.0,86.0
719,309468,7243.4192712453,44.0,700.0
720,309057,2276.7945561276933,27.3,700.0
721,302290,26677.51487976979,10.0,939.0
722,302290,31824.91834135262,72.0,939.0
723,308320,20350.802013579952,24.2,478.0
726,306312,3540.1985533156367,41.9,700.0
727,300266,6678.479270184549,10.0,1400.0
728,306312,9045.542972330712,67.2,700.0
733,303371,6313.05446112865,149.8,1497.0
737,303371,6313.05446112865,71.0,1497.0
738,303371,6313.05446112865,16.0,1497.0
742,300321,19.352372361813607,15.3,700.0
743,309436,28.27719835444653,122.4,1497.0
745,307154,1909.708576588777,6.1,2197.0
746,307154,21.81300782430208,79.2,2197.0
747,306332,7.364265493608985,2.7,1879.0
748,306484,746.604152743561,157.8,1594.0
750,306484,10.25644448860541,161.6,1594.0
752,306484,24400.872084123344,74.1,1594.0
753,306484,15017.332050975148,25.5,1594.0
754,300800,31846.29929004277,266.5,3888.0
757,301254,232869.91677902467,276.2,86.0
761,304479,1236.6536307576396,351.0,2800.0
762,304479,1236.6536307576396,293.1,2800.0
771,305600,62.54938541319019,170.8,2186.0
775,310824,2498.518893858512,4.5,1486.0
777,302308,281.77830974475336,198.6,2197.0
780,308933,16004.63617274965,154.4,5094.0
782,308933,270.9780991941782,117.0,5094.0
785,306029,3383.1389021122613,13.4,1594.0
787,310457,276.56918734686536,714.0,2100.0
794,306069,61.57103948270588,25.2,700.0
800,307545,494.596707230267,120.0,4900.000093417034
804,306069,4136.329215741025,424.0,700.0
812,308933,2807.5143444865184,180.0,5094.0
814,310457,30236.631938621475,140.0,2100.0
816,309538,20.30354735654444,315.0,4593.0
818,309979,452.7044996263231,46.7,172.0
819,300270,8804.302574214631,1.4,786.0
821,203692,31.447583954418658,8.0,1400.0
825,203921,1603.2412653893762,53.2,872.0
827,206534,17.452325029198107,5.0,2100.0
828,201514,5706.508722457039,300.0,939.0
830,203839,244.6220477086349,380.8,10597.0
831,203839,244.6220477086349,370.6,10597.0
833,203839,244.6220477086349,255.0,10597.0
834,201403,244.6220477086349,1635.3,4394.000053630495
837,203744,5025.34944181866,26.6,2897.0
838,201514,5025.34944181866,1.2,939.0
840,206539,10.33473701500158,1.5,86.0
842,204060,11773.392497658406,1.2,786.0
843,201513,11773.392497658406,14.4,1400.0
845,203866,8030.760296805056,59.3,478.0
846,301524,20279.48072971732,3.0,10500.0
847,304071,16653.586388212654,2.9,3597.0
848,309620,9691.25252297916,7.9,939.0
849,310611,13493.969047734498,1.9,786.0
850,300961,3509.87100485934,3.1,786.0
851,305771,4601.514374135804,5.9,258.0
852,305086,3012.782205877679,4.1,86.0
853,310824,5291.513485520904,4.4,1486.0
856,203949,223.60611558448144,207.3,3500.0
858,206317,77.23219892414721,61.1,1400.0
861,201502,44.09366349573708,5.6,1400.0
864,201502,3869.838306424077,1.0,1400.0
872,201257,114.39490966053548,15.0,3500.0
881,201315,31.45151079110872,5.6,786.0
888,201313,56.22492145400624,6.0,1725.0
890,301699,2927.818938923708,78.0,797.0
893,201457,2927.818938923708,5.4,172.0
896,203987,47369.4174310066,86.4,939.0
898,201251,90.68558171581344,45.0,1878.0
901,203987,29800.00315156498,173.2,939.0
903,201492,15.821020351542446,4.5,700.0
904,202261,14444.798474468813,26.0,1178.0
906,205131,0.0,8.1,239.0
907,201493,116.47637810948528,86.0,4200.0
909,201493,116.47637810948528,8.5,4200.0
910,201494,39.17130045972248,38.2,939.0
911,203746,76383.87907788384,5.6,478.0
912,203746,70010.4452273199,9.9,478.0
913,203682,679.3864797288858,465.4,4997.0
915,201518,80.32739668996676,113.8,2800.0
919,302223,9647.88009734147,7.2,1572.0
920,109196,33989.341108700246,217.0,239.0
923,109196,33989.341108700246,437.0,239.0
927,307578,10.203157635611465,10.0,700.0
928,309794,964.5497379284574,110.0,1793.0
929,310102,14374.783502438537,10.8,700.0
932,136536,92.06839525766388,46.0,478.0
935,136471,24364.49771111061,34.8,939.0
936,136535,5965.232082632789,7.2,4986.0
947,140837,2319.9424296693765,222.6,956.0
954,136508,119.38959308587926,489.9,939.0
960,201464,102.4895057423957,50.7,786.0
961,201464,102.4895057423957,7.2,786.0
963,136544,7825.364235739907,70.0,478.0
973,133286,7411.873868797221,2.0,956.0
976,133287,9821.644647446614,8.0,239.0
978,132846,87.8579820810898,9.0,478.0
981,135683,41.21039609791301,32.2,478.0
982,136472,103.52668587958658,18.5,1656.0
983,136472,103.52668587958658,353.0,1656.0
985,136472,103.52668587958658,414.9,1656.0
990,151739,1285.4777558135029,929.0,7194.0
992,151739,1285.4777558135029,310.0,7194.0
993,151739,1285.4777558135029,310.0,7194.0
994,135683,2629.977000416214,34.8,478.0
995,135916,105.59263199622062,2162.9,5379.0
997,140830,154.5487282192192,400.0,4593.0
998,140830,154.5487282192192,30.0,4593.0
999,135998,81.54255190125168,3.2,172.0
1000,133285,1505.4143711314578,19.0,239.0
1001,133285,296.4347098539003,1.4,239.0
1002,306673,43495.09873250416,30.0,939.0
1004,300726,31702.37857172388,5.699999999999999,2294.0
1007,304663,8905.20499998473,2.4,881.0
1008,139876,2077.05347652216,59.5,478.0
1013,130226,699.5217490309931,697.8,700.0
1016,128223,402.5921936504649,28.0,3310.0
1017,128223,402.5921936504649,445.5,3310.0
1019,157014,48.33835132461661,113.6,344.0
1020,123267,167.10400785809148,1370.0,6279.0
1026,155708,128.85839762628692,795.0,239.0
1029,155708,128.85839762628692,500.0,239.0
1030,125265,60.26864363140039,1129.2,2100.0
1036,125265,60.26864363140039,124.0,2100.0
1037,125265,60.26864363140039,835.4,2100.0
1042,125265,60.26864363140039,592.3,2100.0
1044,120132,531.5475187523281,1215.9,700.0
1051,108426,202.6507002340429,888.0,3188.0
1054,108426,202.6507002340429,464.0,3188.0
1055,151847,1593.944688421676,795.0,764.0
1058,151847,1593.944688421676,500.0,764.0
1059,150782,202.6581028710096,872.2,5891.0
1060,150782,202.6581028710096,1505.6,5891.0
1069,148716,216.49479323844776,1637.2,6397.0
1071,148716,216.49479323844776,472.0,6397.0
1072,148716,216.49479323844776,752.0,6397.0
1076,200361,22058.72073661124,16.8,700.0
1077,147808,61.31548864393727,33.7,1658.0
1078,147808,61.31548864393727,33.7,1658.0
1079,136606,1231.2615375514556,16.4,717.0
1081,309781,1630.6928689373126,1.4,2197.0
1082,151390,55.10670852690711,226.8,239.0
1086,151423,745.1929185930145,1241.2,4900.0
1090,151423,745.1929185930145,1478.4,4900.0
1091,151423,745.1929185930145,729.4,4900.0
1094,120406,106.42882746212702,153.20000000000002,1895.0
1098,308556,7360.455803252975,12.7,2800.0
1099,151417,5658.539867975372,832.8,3791.0
1103,151417,5658.539867975372,421.2,3791.0
1104,151417,5658.539867975372,110.8,3791.0
1105,151417,5658.539867975372,110.8,3791.0
1108,120443,101.94437902942434,131.8,2817.0
1109,120443,101.94437902942434,65.9,2817.0
1111,107698,61.88160889687439,1135.1,3312.0
1115,153004,136.76279358100837,720.0,5794.0
1117,153004,136.76279358100837,720.0,5794.0
1118,153004,136.76279358100837,64.0,5794.0
1119,169009,1876.2002838242809,19.0,258.0
1120,169009,1876.2002838242809,62.0,258.0
1121,169009,1876.2002838242809,1822.5,258.0
1125,155812,704.2156603252378,2320.0,872.000026615615
1127,151115,10084.964919804645,100.0,1146.0
1128,151115,10084.964919804645,250.7,1146.0
1129,151115,10084.964919804645,145.3,1146.0
1132,154482,47.96647977661068,50.0,764.0
1133,154482,47.96647977661068,96.1,764.0
1134,125216,98.0630996218828,35.6,700.0
1145,154076,180.5473341651376,370.0,2272.0
1147,150838,291.8446657088856,595.0,7194.0
1149,150838,291.8446657088856,248.4,7194.0
1153,150838,291.8446657088856,563.7,7194.0
1154,151856,72.04586870547233,30.8,382.0
1155,151856,72.04586870547233,21.4,382.0
1156,151856,72.04586870547233,8.0,382.0
1161,151856,72.04586870547233,26.5,382.0
1162,151856,72.04586870547233,10.0,382.0
1165,128174,34.12008833241716,150.0,86.0
1167,128174,34.12008833241716,150.0,86.0
1168,128174,34.12008833241716,150.0,86.0
1169,128173,3441.967432601267,363.8,258.0
1170,128173,3441.967432601267,249.0,258.0
1171,128173,3441.967432601267,120.0,258.0
1172,128173,3441.967432601267,60.0,258.0
1173,128173,3441.967432601267,5.0,258.0
1175,128173,3441.967432601267,126.0,258.0
1178,301278,1.7110966794846931,139.5,1417.0
1179,143443,4738.53207237707,342.8,478.0
1183,120742,138.88063026808985,259.2,3694.0
1184,120742,138.88063026808985,198.9,3694.0
1185,120742,138.88063026808985,121.0,3694.0
1187,120757,176.4866419861549,180.0,1417.0
1188,120757,176.4866419861549,100.0,1417.0
1189,120736,96.3000624845393,43.5,939.0
1192,204224,513.4389149680665,6.1000000000000005,700.0
1205,117106,23.089095901399777,13.5,86.0
1210,109350,102.39025984490408,173.0,1417.0
1216,157742,187.39444132131848,3498.6,478.0
1220,110325,14233.278141863777,8.6,939.0
1222,111853,52664.933082626245,5.4,478.0
1225,109345,240.58195094721844,38.6,9318.0
1231,150093,173.7007431292348,953.0,6591.0
1235,116534,824.8915530992613,300.0,939.0
1237,116534,824.8915530992613,1125.0,939.0
1239,116534,824.8915530992613,1395.0,939.0
1246,110909,1431.8919071849457,1.0,1793.0
1248,158160,32069.17226360823,14.4,1497.0
1254,307764,4166.918861004254,1.8,86.0
1255,111818,46.59513716773485,498.5999999999999,1878.0
1264,111818,46.59513716773485,4.0,1878.0
1265,111521,111.31452596075432,16.8,939.0
1272,110325,8657.96498300818,6.0,939.0
1274,113431,404.442446686527,29.6,1178.0
1278,113432,163.70332439658003,60.0,717.0
1282,113528,12414.321497231747,45.0,1594.0
1284,154624,81.45778378275536,72.0,478.0
1290,154624,3511.678693452927,16.6,478.0
1292,133858,38.32843457383717,44.8,717.0
1296,116413,127.07656918095827,807.4,5794.0
1298,133858,3658.8154674101024,22.5,717.0
1301,151752,33.17830094884178,28.0,4900.0
1302,113494,215.75271886636003,17.599999999999998,3790.0
1310,309096,1843.9749521522767,23.9,6300.0
1311,302314,1399.2565613391796,2.9,2339.0
1312,111900,440.6798849180194,17.2,239.0
1316,111900,88.33286082410253,12.5,239.0
1317,111900,88.33286082410253,5.0,239.0
1318,110768,179.06749997915347,335.0,2197.0
1323,109918,223.2628077666897,23.5,700.0
1325,109921,51.27393426681726,15.9,1400.0
1327,152064,2763.021053165828,131.2,717.0
1332,150133,5567.0433844563895,4.0,717.0
1333,109005,153.3911319103898,168.0,956.0
1337,118662,43.839457472335965,48.0,172.0
1366,306312,16006.0841868975,12.1,700.0
1367,132857,26.411944503122022,50.0,700.0
1368,133381,3695.285581932109,2.2,786.0
1374,204692,21.01692502804708,46.8,446.0
1375,303386,27870.936288893747,6.0,1082.0
1388,304049,7019.060791787287,2.8,1082.0
1389,136747,1584.488195110146,28.4,478.0
1391,124324,5664.162767549775,9.0,2800.0
1393,201582,385.726464995451,92.4,3564.0
1396,201301,14504.04666227964,75.0,1400.0
1399,204652,461.8423935287548,675.0,4394.000132995956
1404,204653,29.943484381278594,82.80000000000001,764.0
1409,204836,7616.803921371167,2.5,786.0
1410,201300,2651.277314786639,13.5,478.0
1411,201300,153.36156096897193,60.0,478.0
1417,206494,32.28156832186073,11.5,700.0
1418,204904,20055.29662953524,25.0,1464.0
1421,201305,20055.29662953524,52.7,382.0
1423,204655,63.17454176404213,18.0,1782.0
1425,201300,2849.4792156101653,8.3,478.0
1426,204720,75.260172393661,6.7,3193.0
1429,204787,55.84814038672822,33.0,1400.0
1432,201591,9734.62966415783,30.0,6591.0
1435,205052,46.99379984126398,14.5,1400.0
1437,203646,113.55289664801978,265.2,2100.0
1441,201465,54.07091038900065,11.0,2100.0
1447,303556,8161.372936087871,1.0,700.0
1448,204919,1179.2263450961916,465.0,1082.0
1451,204701,1.0748381605754302,16.0,86.0
1452,204648,134.29830750556135,6.0,2100.0
1453,204649,91.19876842744748,16.0,86.0
1454,309249,6816.647533920758,1.5,2100.0
1457,201259,6816.647533920758,176.4,1639.0
1461,200942,104.35221048120458,42.0,717.0
1464,122061,144.53717932776806,644.3,6874.0
1466,122488,131.49605975935154,1005.4,2800.0
1468,121882,81.86725468075598,446.4,2992.0
1470,121882,81.86725468075598,194.5,2992.0
1472,124335,167.06005862073,2018.6,3310.0
1474,134643,75.03659704823077,360.4,7786.0
1475,153366,143.70400310263352,1319.0,3893.0
1477,122866,288.9097763644509,1785.6,1782.0001104584294
1479,146219,336.6975281179544,2018.6,6779.0
1485,124710,285.5053505045399,681.7,2674.0
1487,134653,2715.006614457313,598.4,18237.0
1496,153835,114.78204981030134,1099.8,5222.0
1502,153331,265.9594172539734,1259.6,7086.0
1505,122599,148.92629215073413,488.0,2228.0
1506,123334,98.99123342782796,306.3,1910.0
1508,121961,101.61416350347608,72.0,872.0
1512,121961,101.61416350347608,3.6,872.0
1517,173317,2764.66602281984,1.1,172.0
1519,300583,78018.64321935979,19.6,700.0
1520,121702,105.1668471568954,586.0,3756.0
1524,201377,142.60038449630272,9.4,939.0
1525,201503,25.59626769388716,2.8,700.0
1545,160083,1551.2935737107532,13.4,172.0
1553,156915,1822.8517999498388,7.5,2100.0
1556,123144,6810.667684363262,5.0,764.0
1557,123144,6810.667684363262,6.300000000000001,764.0
1573,121973,13366.473086760236,24.6,446.0
1574,121973,13366.473086760236,3.0,446.0
1576,121973,13366.473086760236,1.2,446.0
1583,121973,13366.473086760236,4.8,446.0
1597,124267,28836.024761972963,16.900000000000002,1782.0
1606,137724,8151.136171975741,18.9,1146.0
1613,137724,8151.136171975741,10.0,1146.0
1614,137724,8151.136171975741,7.6,1146.0
1618,143162,24123.290094934888,12.2,872.0
1629,122085,1785.8855468019822,14.400000000000002,1082.0
1637,158164,47.95992160225117,15.0,1793.0
1643,157538,2612.545468089173,2.9,764.0
1644,157538,2612.545468089173,14.8,764.0
1651,157538,2612.545468089173,0.3,764.0
1656,157538,575.3564444144685,5.4,764.0
1660,122708,66.20726215667125,617.8000000000001,4582.0
1664,122709,62.463519386558936,5.4,2186.0
1667,122102,37.19202405179109,17.5,344.0
1672,122162,21197.37787366166,6.9,2864.0
1682,124265,10931.50576489362,5.4,382.0
1694,122290,4308.211411420452,28.2,1793.0
1697,122290,4308.211411420452,5.2,1793.0
1699,121877,135.13980594331028,272.0,4392.0
1705,124888,214.14840417525903,1303.8,8550.0
1711,122942,81.26247863827999,3.4,700.0
1714,204788,1797.0262098794312,1.7,786.0
1717,122934,195.9514747660212,4.8,1782.0
1725,124510,98.8744667792288,663.0,1846.0
1729,124510,98.8744667792288,52.0,1846.0
1731,124510,98.8744667792288,327.0,1846.0
1734,124510,98.8744667792288,2.7,1846.0
1735,160264,108.58712734223585,414.0,2228.0
1737,160264,108.58712734223585,230.0,2228.0
1739,124513,383.7001762582101,8.4,1146.0
1742,155124,1881.6533882923875,2146.7,5092.0
1743,155124,1881.6533882923875,8.100000000000001,5092.0
1750,122723,129.42057678043656,620.0,2100.0
1751,154108,3118.243530474371,7.3,1146.0
1755,154108,10756.51863019781,11.8,1146.0
1758,124551,1089.6191562632098,1062.0,3586.0
1760,124551,1089.6191562632098,10.4,3586.0
1764,124551,1089.6191562632098,112.5,3586.0
1765,124860,146.1879872415152,786.0,1793.0000314015012
1767,124860,146.1879872415152,786.0,1793.0000314015012
1768,125467,56.382206492436346,64.80000000000001,764.0
1771,138988,4265.34372249036,116.0,872.0
1773,138988,4265.34372249036,183.0,872.0
1776,124909,122.52769956251056,300.0,2100.0
1778,127561,120.90560588142776,88.8,958.0
1779,127583,109.56919261260676,368.9,3564.0
1781,147369,152.75667938866712,22.2,8146.0
1783,114044,129.9738637732236,172.8,1400.0
1786,114044,129.9738637732236,57.6,1400.0
1791,114044,129.9738637732236,73.0,1400.0
1792,201331,39.071179076039975,1.2,86.0
1796,124574,124.73821744564424,1.6,764.0
1800,123279,22221.847101892763,13.4,1082.0
1804,124056,74.05276792036113,93.9,872.0
1806,130580,156.25873420750236,274.5,2800.0
1807,144521,351.0310507593106,679.5,4200.0
1808,131383,1309.3673290912136,1.2,2292.0
1810,130983,206.42461693954576,189.0,6300.0
1813,131590,79.68222729861466,64.6,3142.0
1815,131590,79.68222729861466,148.8,3142.0
1816,132172,5159.230358905432,72.0,1146.0
1820,132674,133.73059891366245,106.0,892.0
1821,131503,259.8644768149849,1648.3,3438.0
1823,137655,84.00547032823448,128.0,1146.0
1831,167942,6190.528840040853,584.1,1592.0
1832,138093,240.1790930960456,36.0,86.0
1834,138549,120.35783025328254,212.0,2038.0
1835,138549,120.35783025328254,78.8,2038.0
1839,159156,114.386914296121,124.79999999999995,1486.0
1854,130507,12586.588544248018,16.1,2546.0
1861,132120,398.5475717186522,108.8,1592.0
