state,id,pop.2010,h.units.2010,res.area.m2,com.area.m2,hdd65,cdd65
WV,54001965500,3979,1884,244090.286393625,3501.23687126709,5331,733
WV,54001965600,3564,1665,214639.839136289,102862.89665335699,5331,733
WV,54001965700,5276,2626,343631.435971263,5166.15227340382,5331,733
WV,54001965800,3770,1674,219588.035279516,48653.0440068529,5834,535
WV,54003971101,4614,2017,315026.041295922,15715.849895721201,5252,892
WV,54003971102,8554,3617,520567.894378929,28810.7194127685,5173,944
WV,54003971201,9837,3845,657984.463839021,41594.7353273178,5252,892
WV,54003971202,5845,3326,537967.526122357,36637.0573623323,5252,892
WV,54003971300,8363,3655,433588.89631920797,165414.418503147,5252,892
WV,54003971400,8890,3746,565605.044945274,28746.709295317996,5252,892
WV,54003971500,3660,1832,220953.718897356,77277.2136814442,5252,892
WV,54003971600,4546,2242,300210.58952642,96339.15135806029,5252,892
WV,54003971700,5416,2735,316091.824183913,130654.748781335,5252,892
WV,54003971800,8175,3350,502755.768527123,21278.3265628489,5252,892
WV,54003971900,9879,4034,660775.273393081,93444.0128680908,5249,896
WV,54003972000,11756,4479,616291.631626917,101278.806643324,5249,896
WV,54003972101,4924,1961,309992.920209565,25252.533086678,5368,857
WV,54003972102,9710,3923,591024.7880922661,63780.7236507879,5249,896
WV,54005958200,4185,1840,246335.19806926398,17808.8624987457,4609,1187
WV,54005958300,3992,1790,215224.574073346,52634.774529569404,4609,1187
WV,54005958400,2145,976,131009.446105281,25668.8313478604,4609,1187
WV,54005958501,3238,1496,196804.31231864,11832.038411643602,4609,1187
WV,54005958502,3746,1653,206182.879593158,70732.658992412,4609,1187
WV,54005958600,2153,969,128067.957655985,9793.09535838947,4369,1175
WV,54005958700,2042,950,127846.470932508,10229.0893334707,5594,501
WV,54005958800,3128,1396,173235.373427605,19519.857642426003,4609,1187
WV,54007967900,5303,2684,351761.74690586,67193.8888869986,5147,850
WV,54007968000,4596,2346,298737.725277625,62585.527003663396,4976,927
WV,54007968100,4624,2385,298014.937260185,52486.6864660042,4976,927
WV,54009031101,5213,2622,340247.15415455,100897.441100405,5720,776
WV,54009031102,4513,2001,289244.880395585,29728.1371631681,5720,776
WV,54009031200,3308,1539,208243.46940311897,50709.9165682995,5720,776
WV,54009031400,4304,2138,279982.437845411,64540.3927090984,5720,776
WV,54009031600,3875,1377,210922.039111878,106906.409337412,5588,688
WV,54009031700,2856,1290,182404.34585855302,2692.2371812955103,5588,688
WV,54011000101,1723,779,104262.483194565,12168.719203261298,4963,997
WV,54011000102,2022,976,118173.968580726,29972.5645030608,4963,997
WV,54011000200,3055,1594,210702.61006253102,44160.623969156106,4963,997
WV,54011000300,2578,1349,176629.11303856398,153479.353261376,4963,997
WV,54011000400,2418,1234,142484.652892421,81642.3556810524,4963,997
WV,54011000500,2842,600,59575.3747266897,131977.50198986198,4499,1240
WV,54011000600,1627,1044,94544.9143937672,110575.33487294,4499,1240
WV,54011000900,1642,922,93224.76422994382,96551.52986470891,4499,1240
WV,54011001000,2244,1147,137332.984688836,25470.482958906403,4499,1240
WV,54011001100,2047,1135,130790.013865643,57633.9801153447,4499,1240
WV,54011001200,2645,1399,177252.867480963,34126.259767989104,4499,1240
WV,54011001300,2740,1737,182564.694053882,23747.6895908742,4499,1240
WV,54011001400,2549,1359,166953.263053013,40577.0750741263,4499,1240
WV,54011001500,2366,1315,159679.883611052,78557.0457960458,4499,1240
WV,54011001600,1191,600,76393.9820684013,61876.6755895755,4499,1240
WV,54011001800,3856,1898,219267.147424983,19961.426097197,4963,997
WV,54011001900,2119,1025,157470.835447377,29452.1216599744,4963,997
WV,54011002000,3194,1505,235939.34837171398,23586.5022841398,4963,997
WV,54011002100,3171,1576,229052.448221103,63799.7698079987,4499,1240
WV,54011010102,6054,2567,360406.18482644705,65974.3497407399,4963,997
WV,54011010201,5648,2843,357149.76903673704,66117.699930426,4963,997
WV,54011010202,4069,1975,264288.16256346897,40180.471328393396,4963,997
WV,54011010300,2981,1299,172307.642071304,66258.16878992639,4963,997
WV,54011010400,6164,2625,350923.199047269,177811.86730510302,4963,997
WV,54011010500,5837,2424,345835.107535008,24852.956811561202,4963,997
WV,54011010600,4089,1843,249509.692383798,20182.1636421984,4819,1058
WV,54011010700,7457,3151,431500.615878384,27977.5646917781,4963,997
WV,54011010800,5947,2824,378297.468521176,104023.53515426801,4819,1058
WV,54011010900,2044,1424,130469.128669995,331847.335275563,4499,1240
WV,54013962600,3503,1905,245906.36364652103,39640.3333743489,5286,865
WV,54013962700,4124,2058,252277.093066895,10370.766476903,5286,865
WV,54015957900,3433,1606,200268.484960035,8583.31198730298,4976,927
WV,54015958000,3535,1846,235776.01761626,34765.8969215381,5698,500
WV,54015958100,2418,1120,151279.22144559698,16117.841282911,4877,999
WV,54017965000,4104,2020,263534.896537824,25759.2259546838,5322,800
WV,54017965100,4098,1926,247966.201624695,46220.8420350343,5322,800
WV,54019020100,6246,2798,396250.78887304396,70810.5116330935,4856,816
WV,54019020201,4368,1994,271410.84727301303,33078.499328391605,5328,595
WV,54019020202,4059,1916,247428.863405025,82791.10274520531,5328,595
WV,54019020300,3000,1485,181784.868679548,60412.7109122462,5328,595
WV,54019020400,4409,2035,270073.592405335,23321.35692158,5328,595
WV,54019020500,2017,1029,124032.25061102801,19144.2507343897,5328,595
WV,54019020600,2291,1096,144738.476167682,11273.7837674325,5328,595
WV,54019020700,4234,1933,240982.121105658,81749.1938072983,4856,816
WV,54019020800,4994,2098,279169.366222628,54109.98293945639,4369,1175
WV,54019020900,4430,2158,288196.564801795,30545.3116099514,4856,816
WV,54019021000,3036,1486,201179.85948009603,19113.7783979151,5791,559
WV,54019021100,2955,1590,196089.887714356,20026.736676046497,5340,558
WV,54021967700,6390,2470,319145.905770189,27735.0881642934,5286,865
