"state","id","lat","lon","a.land.m2","pop.2010","h.units.2010","res.area.m2","com.area.m2","ind.area.m2","res.area.natgas.m2","res.area.fok.m2","res.area.othergas.m2","res.area.elec.m2","res.area.other.m2","frac.natgas.res","frac.fok.res","frac.othergas.res","frac.elec.res","frac.other.res","frac.natgas.com","frac.fok.com","frac.othergas.com","frac.elec.com","frac.other.com","hdd65","cdd65","acpen","frac.ff.res","frac.ff.com","acpen.res","acpen.com","t.min","t.max","tadj.rcp26","tadj.rcp45","nerc.subregion","hd_183C_10yr","hd_167C_10yr","hd_183C_2010","hd_167C_2010","res.area.adj.m2","htg.slope.res.btu.m2.degC.adj"
"WY",56001962700,41.3030705,-105.6327424,635524992,3368,1484,181890.771441265,37996.5077148068,7995.70023143207,114747.242257467,0,33440.6248864618,14031.9484817703,19670.9558155658,0.630857966834895,0,0.183850036049027,0.0771449170872386,0.108147080028839,0.739005046863734,0,0.183850036049027,0.0771449170872386,0,8767,70,0.130507510597075,0.814708002883922,0.922855082912761,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,238448.257659838,3.25730315470256
"WY",56001962800,41.3181225,-105.6280523,7077444,3285,1563,185318.153159598,27919.5007219191,1488.3995945497,127767.874372482,0,1720.25289852791,52389.5200915318,3440.50579705582,0.689451476793249,0,0.00928270042194093,0.282700421940928,0.0185654008438819,0.708016877637131,0,0.00928270042194093,0.282700421940928,0,8767,70,0.130507510597075,0.69873417721519,0.717299578059072,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,242941.356416833,3.25730315470256
"WY",56001962900,41.3239526,-105.6039229,7115636,1809,924,100278.610206972,27263.8830396087,1588.6419747097,87277.4375194841,0,3052.44923967108,5539.63010162529,3617.71761738794,0.870349492671928,0,0.0304396843291995,0.0552423900789177,0.0360766629086809,0.906426155580609,0,0.0304396843291995,0.0552423900789177,0,8767,70,0.130507510597075,0.900789177001127,0.936865839909809,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,131459.445110572,3.25730315470256
"WY",56001963000,41.333679,-105.587904,3602950,2509,1307,123104.331820986,52915.0628758303,3657.12814916133,84188.8929995701,0,986.588589838712,37928.8502315771,0,0.683882457702582,0,0.00801424755120214,0.308103294746216,0,0.683882457702582,0,0.00801424755120214,0.308103294746216,0,8767,70,0.130507510597075,0.691896705253784,0.691896705253784,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,161382.643003257,3.25730315470256
"WY",56001963100,41.3281129,-105.5609894,6954735,7020,3342,391121.329532293,22962.0088250002,1440.36872751485,289392.791658306,0,3272.38653300936,92622.7666516997,5833.38468927755,0.739905420152783,0,0.00836667879228811,0.236813386686068,0.0149145143688614,0.754819934521644,0,0.00836667879228811,0.236813386686068,0,8767,70,0.130507510597075,0.748272098945071,0.763186613313932,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,512737.390806494,3.25730315470256
"WY",56001963400,41.3136531,-105.5884012,1327845,3498,1904,170393.00161796,112895.401742061,5944.02939759485,128553.044676168,0,3836.0728112944,37111.774174383,892.109956114976,0.754450261780105,0,0.0225130890052356,0.217801047120419,0.00523560209424084,0.759685863874346,0,0.0225130890052356,0.217801047120419,0,8767,70,0.130507510597075,0.776963350785341,0.782198952879582,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,223375.347915067,3.25730315470256
"WY",56001963500,41.3144554,-105.56929,2224927,2826,498,39378.625850694,121769.410273544,729.103062565152,27037.7459544651,1907.22689305356,0,10433.6530031753,0,0.686609686609687,0.0484330484330484,0,0.264957264957265,0,0.686609686609687,0.0484330484330484,0,0.264957264957265,0,8767,70,0.130507510597075,0.735042735042735,0.735042735042735,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,51623.0958213772,3.25730315470256
"WY",56001963600,41.3063157,-105.577815,2020972,4617,2286,280235.323828722,58974.4780590661,2586.97811501407,239951.496028343,0,5119.68380071703,27484.6182985862,5389.14084286003,0.85625,0,0.0182692307692308,0.0980769230769231,0.0192307692307692,0.875480769230769,0,0.0182692307692308,0.0980769230769231,0,8767,70,0.130507510597075,0.874519230769231,0.89375,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,367372.265080952,3.25730315470256
"WY",56001963700,41.3006252,-105.5246876,32498685,5226,2461,282084.482884254,117245.217562464,2360.01594741673,187084.095738597,0,3750.01528206542,82083.6678407653,7916.69892880477,0.663220088626292,0,0.0132939438700148,0.290989660265879,0.0280649926144756,0.691285081240768,0,0.0132939438700148,0.290989660265879,0,8767,70,0.130507510597075,0.676514032496307,0.704579025110783,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,369796.405412172,3.25730315470256
"WY",56001963900,41.6655141,-105.7218826,10370845710,2141,2170,311616.765233662,33335.0969451566,12478.2720888769,57199.9242489717,0,113347.089155938,43514.0528028987,97555.6990258536,0.183558558558559,0,0.363738738738739,0.13963963963964,0.313063063063063,0.496621621621622,0,0.363738738738739,0.13963963963964,0,8767,70,0.130507510597075,0.547297297297298,0.860360360360361,0.130507510597075,1,-39.4,33.3,0.883641509433962,1.39297183098591,7,1178019.9,1059067.3,123112.8,111216.8,408511.515668377,3.25730315470256
